loss,step
36.34589385986328,1
1.4227099418640137,50
1.618994116783142,100
1.3622831106185913,150
1.6499216556549072,200
1.3718875646591187,250
0.6482490301132202,300
0.5626494884490967,350
0.3906177580356598,400
0.46905940771102905,450
0.3385835886001587,500
0.5175940990447998,550
0.3119840919971466,600
0.37522268295288086,650
0.35277336835861206,700
0.18291792273521423,750
0.40128862857818604,800
0.22756323218345642,850
0.3704743981361389,900
0.1386750340461731,950
0.154134139418602,1000
0.25098881125450134,1050
0.4093833565711975,1100
0.17094603180885315,1150
0.23605865240097046,1200
0.39245790243148804,1250
0.27047058939933777,1300
0.3730827569961548,1350
0.24625149369239807,1400
0.35349327325820923,1450
0.1943255066871643,1500
0.28370729088783264,1550
0.29794856905937195,1600
