axis,cell_id,dependency_span,example_index,family_id,generator_family,head_count,layer,location,margin_increment,model_depth,model_seed,model_width,nuisance_count,parameter_count,predictive_order,raw_length,requested_dependency_span,target_margin,target_rank,top1_correct,training_budget,training_steps
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,0,embedding,,2,37,64,0,85504,1,12,4,-19.224655151367188,17,0,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,1,post_sa,17.252906799316406,2,37,64,0,85504,1,12,4,-1.9717483520507812,3,0,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,1,post_ff,1.1570701599121094,2,37,64,0,85504,1,12,4,-0.8146781921386719,2,0,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,2,post_sa,0.049404144287109375,2,37,64,0,85504,1,12,4,-0.7652740478515625,2,0,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,2,post_ff,13.011957168579102,2,37,64,0,85504,1,12,4,12.246683120727539,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,0,embedding,,2,37,64,0,85504,1,12,4,-19.787479400634766,21,0,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,1,post_sa,20.87786865234375,2,37,64,0,85504,1,12,4,1.0903892517089844,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,1,post_ff,0.6801929473876953,2,37,64,0,85504,1,12,4,1.7705821990966797,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,2,post_sa,-0.5155544281005859,2,37,64,0,85504,1,12,4,1.2550277709960938,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,2,post_ff,4.694171905517578,2,37,64,0,85504,1,12,4,5.949199676513672,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,0,embedding,,2,37,64,0,85504,1,12,4,-19.787479400634766,21,0,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,1,post_sa,20.87786865234375,2,37,64,0,85504,1,12,4,1.0903892517089844,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,1,post_ff,0.6801929473876953,2,37,64,0,85504,1,12,4,1.7705821990966797,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,2,post_sa,-0.5155544281005859,2,37,64,0,85504,1,12,4,1.2550277709960938,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,2,post_ff,4.694171905517578,2,37,64,0,85504,1,12,4,5.949199676513672,1,1,4,1600
