architecture,loss,machine,seed,step
narrow,0.02498721145093441,M3,37,650
narrow,0.015749968588352203,M3,37,700
narrow,0.008225683122873306,M3,37,750
narrow,0.006264984607696533,M3,37,800
narrow,0.007608363870531321,M3,37,850
narrow,0.01698409579694271,M3,37,900
narrow,0.007959015667438507,M3,37,950
narrow,0.004545537289232016,M3,37,1000
narrow,20.84345817565918,M4,11,1
narrow,6.302199840545654,M4,11,50
narrow,3.565908193588257,M4,11,100
narrow,2.9968700408935547,M4,11,150
narrow,2.8920185565948486,M4,11,200
narrow,2.8857147693634033,M4,11,250
narrow,2.6385719776153564,M4,11,300
narrow,2.811018943786621,M4,11,350
narrow,2.4717395305633545,M4,11,400
narrow,1.873742699623108,M4,11,450
narrow,1.3416591882705688,M4,11,500
narrow,1.3687094449996948,M4,11,550
narrow,0.8217326998710632,M4,11,600
narrow,0.5367899537086487,M4,11,650
narrow,0.20821046829223633,M4,11,700
narrow,0.1753462553024292,M4,11,750
narrow,0.07132947444915771,M4,11,800
narrow,0.020827481523156166,M4,11,850
narrow,0.031494975090026855,M4,11,900
narrow,0.008576328866183758,M4,11,950
narrow,0.013454186730086803,M4,11,1000
narrow,22.1890811920166,M4,23,1
narrow,8.029620170593262,M4,23,50
narrow,4.088621139526367,M4,23,100
narrow,3.0703341960906982,M4,23,150
narrow,3.125800371170044,M4,23,200
narrow,2.501286745071411,M4,23,250
narrow,2.7656662464141846,M4,23,300
narrow,2.356065511703491,M4,23,350
narrow,1.925826072692871,M4,23,400
narrow,1.1747370958328247,M4,23,450
narrow,0.5332738757133484,M4,23,500
narrow,0.1561359316110611,M4,23,550
narrow,0.07205525785684586,M4,23,600
narrow,0.06669724732637405,M4,23,650
narrow,0.028148027136921883,M4,23,700
narrow,0.027728505432605743,M4,23,750
narrow,0.01867193728685379,M4,23,800
narrow,0.011056940071284771,M4,23,850
narrow,0.020062124356627464,M4,23,900
narrow,0.0062227677553892136,M4,23,950
narrow,0.013841795735061169,M4,23,1000
narrow,23.895212173461914,M4,37,1
narrow,8.676454544067383,M4,37,50
narrow,4.178001880645752,M4,37,100
narrow,2.8657665252685547,M4,37,150
narrow,2.9450581073760986,M4,37,200
narrow,2.5283215045928955,M4,37,250
narrow,2.4825899600982666,M4,37,300
narrow,2.50972580909729,M4,37,350
narrow,1.7535251379013062,M4,37,400
narrow,0.6374655365943909,M4,37,450
narrow,0.22719164192676544,M4,37,500
narrow,0.12856687605381012,M4,37,550
narrow,0.046217989176511765,M4,37,600
narrow,0.04194338247179985,M4,37,650
narrow,0.04451307654380798,M4,37,700
narrow,0.009519056417047977,M4,37,750
narrow,0.01323674712330103,M4,37,800
narrow,0.03360399231314659,M4,37,850
narrow,0.010157215408980846,M4,37,900
narrow,0.007705762516707182,M4,37,950
narrow,0.005388068500906229,M4,37,1000
wide,58.28817367553711,M3,11,1
wide,4.360607147216797,M3,11,50
wide,3.47503399848938,M3,11,100
wide,3.558307647705078,M3,11,150
wide,3.547398805618286,M3,11,200
wide,3.8500640392303467,M3,11,250
wide,3.358957052230835,M3,11,300
wide,2.9988925457000732,M3,11,350
wide,2.1774799823760986,M3,11,400
wide,0.7371860146522522,M3,11,450
wide,0.05285210534930229,M3,11,500
wide,0.015613370575010777,M3,11,550
wide,0.0021797341760247946,M3,11,600
wide,0.0003120082837995142,M3,11,650
wide,0.00028802038286812603,M3,11,700
wide,0.0004222724528517574,M3,11,750
wide,4.92359722557012e-05,M3,11,800
wide,0.0002798598725348711,M3,11,850
wide,0.020167602226138115,M3,11,900
wide,4.344874105299823e-05,M3,11,950
wide,4.350403105490841e-05,M3,11,1000
wide,57.69209289550781,M3,23,1
wide,5.935389995574951,M3,23,50
wide,3.8017666339874268,M3,23,100
wide,3.6759259700775146,M3,23,150
wide,3.6318914890289307,M3,23,200
wide,3.714907646179199,M3,23,250
wide,3.354757308959961,M3,23,300
wide,3.3487446308135986,M3,23,350
wide,3.1867716312408447,M3,23,400
wide,2.513092279434204,M3,23,450
wide,1.5340503454208374,M3,23,500
wide,0.24856944382190704,M3,23,550
wide,0.04888536408543587,M3,23,600
wide,0.0009408986661583185,M3,23,650
wide,0.0024192214477807283,M3,23,700
wide,0.0005671899416483939,M3,23,750
wide,0.000652929360512644,M3,23,800
wide,0.00010451377602294087,M3,23,850
wide,0.00012071797391399741,M3,23,900
wide,0.0007126615382730961,M3,23,950
wide,7.833270501578227e-05,M3,23,1000
wide,52.697357177734375,M3,37,1
wide,5.343027591705322,M3,37,50
wide,3.550326347351074,M3,37,100
wide,3.6518867015838623,M3,37,150
wide,3.7344770431518555,M3,37,200
wide,3.652226209640503,M3,37,250
wide,3.6402671337127686,M3,37,300
wide,2.8947582244873047,M3,37,350
wide,1.6761088371276855,M3,37,400
wide,0.33375442028045654,M3,37,450
wide,0.00285341776907444,M3,37,500
wide,0.09604811668395996,M3,37,550
wide,0.00020114595827180892,M3,37,600
wide,0.00014526590530294925,M3,37,650
wide,7.632788765477017e-05,M3,37,700
wide,0.00010563083924353123,M3,37,750
wide,0.0002333055599592626,M3,37,800
wide,8.595917461207137e-05,M3,37,850
wide,0.00012200297351228073,M3,37,900
wide,0.00019073823932558298,M3,37,950
wide,6.02259642619174e-05,M3,37,1000
wide,66.4360122680664,M4,11,1
wide,4.201112747192383,M4,11,50
wide,3.0126936435699463,M4,11,100
wide,2.8306033611297607,M4,11,150
wide,2.509145736694336,M4,11,200
wide,1.9699097871780396,M4,11,250
wide,0.2030956745147705,M4,11,300
wide,0.028032777830958366,M4,11,350
wide,0.0016586397541686893,M4,11,400
wide,0.0001328238722635433,M4,11,450
wide,0.0029252739623188972,M4,11,500
wide,0.01181770022958517,M4,11,550
wide,0.0006554210558533669,M4,11,600
wide,0.0008129288326017559,M4,11,650
wide,0.0001662344002397731,M4,11,700
wide,8.370729483431205e-05,M4,11,750
wide,0.0001297147828154266,M4,11,800
wide,0.0003279591037426144,M4,11,850
wide,1.0664337423804682e-05,M4,11,900
wide,0.00010061811917694286,M4,11,950
wide,1.2707331734418403e-05,M4,11,1000
wide,63.41419982910156,M4,23,1
wide,5.36393928527832,M4,23,50
wide,3.067782163619995,M4,23,100
wide,2.8504855632781982,M4,23,150
wide,2.9186851978302,M4,23,200
wide,2.5826938152313232,M4,23,250
wide,2.727158308029175,M4,23,300
wide,2.5006837844848633,M4,23,350
wide,1.581282138824463,M4,23,400
wide,0.16823454201221466,M4,23,450
wide,0.001394476625137031,M4,23,500
wide,0.0010720571735873818,M4,23,550
wide,0.00043769998592324555,M4,23,600
wide,5.865591811016202e-05,M4,23,650
wide,0.00032556705991737545,M4,23,700
wide,5.384795440477319e-05,M4,23,750
wide,4.450238702702336e-05,M4,23,800
wide,0.0006598371546715498,M4,23,850
wide,5.448238880489953e-05,M4,23,900
wide,0.00014343923248816282,M4,23,950
wide,2.274845064675901e-05,M4,23,1000
wide,69.0085678100586,M4,37,1
wide,5.41342306137085,M4,37,50
wide,2.89605975151062,M4,37,100
wide,2.5026044845581055,M4,37,150
wide,2.6609532833099365,M4,37,200
wide,2.321030855178833,M4,37,250
wide,1.7517715692520142,M4,37,300
wide,0.16430364549160004,M4,37,350
wide,0.031802404671907425,M4,37,400
wide,0.0019889427348971367,M4,37,450
wide,0.00036621434264816344,M4,37,500
wide,0.00023492192849516869,M4,37,550
wide,0.00019737787079066038,M4,37,600
wide,0.000209498088224791,M4,37,650
wide,0.00010491430293768644,M4,37,700
wide,5.855914787389338e-05,M4,37,750
wide,0.002085320884361863,M4,37,800
wide,7.182332046795636e-05,M4,37,850
wide,0.0009918699506670237,M4,37,900
wide,0.00042163312900811434,M4,37,950
wide,0.0014062291011214256,M4,37,1000
one_head,40.76859664916992,M3,11,1
one_head,5.597568035125732,M3,11,50
one_head,3.708470106124878,M3,11,100
one_head,3.5449657440185547,M3,11,150
one_head,3.6036767959594727,M3,11,200
one_head,3.88305401802063,M3,11,250
one_head,3.610858917236328,M3,11,300
one_head,3.5423481464385986,M3,11,350
one_head,3.4198906421661377,M3,11,400
one_head,2.9659340381622314,M3,11,450
one_head,0.1682644635438919,M3,11,500
one_head,0.005920074414461851,M3,11,550
one_head,0.02005620300769806,M3,11,600
one_head,0.00043516207369975746,M3,11,650
one_head,0.002020388375967741,M3,11,700
one_head,0.00020915723871439695,M3,11,750
one_head,0.00019641430117189884,M3,11,800
one_head,0.00025139361969195306,M3,11,850
one_head,0.00023009708093013614,M3,11,900
one_head,0.00023722629703115672,M3,11,950
one_head,7.751165685476735e-05,M3,11,1000
one_head,36.92365646362305,M3,23,1
one_head,6.772420406341553,M3,23,50
one_head,3.7595255374908447,M3,23,100
one_head,3.4871654510498047,M3,23,150
one_head,3.630220413208008,M3,23,200
one_head,3.720001459121704,M3,23,250
one_head,3.470813035964966,M3,23,300
one_head,3.4509384632110596,M3,23,350
one_head,3.5499839782714844,M3,23,400
one_head,3.5334863662719727,M3,23,450
one_head,3.2330520153045654,M3,23,500
one_head,3.5664145946502686,M3,23,550
one_head,3.7032954692840576,M3,23,600
one_head,3.4710731506347656,M3,23,650
one_head,3.5067272186279297,M3,23,700
one_head,3.548646926879883,M3,23,750
one_head,3.4174423217773438,M3,23,800
one_head,3.6782028675079346,M3,23,850
one_head,3.5802571773529053,M3,23,900
one_head,3.486755609512329,M3,23,950
one_head,3.5165984630584717,M3,23,1000
one_head,32.0192985534668,M3,37,1
one_head,6.983293056488037,M3,37,50
one_head,3.7563979625701904,M3,37,100
one_head,3.6796979904174805,M3,37,150
one_head,3.720627546310425,M3,37,200
one_head,3.6832568645477295,M3,37,250
one_head,3.656465530395508,M3,37,300
one_head,3.4834015369415283,M3,37,350
one_head,3.5180399417877197,M3,37,400
one_head,3.6067802906036377,M3,37,450
one_head,3.6599204540252686,M3,37,500
one_head,3.481377363204956,M3,37,550
one_head,3.4763717651367188,M3,37,600
one_head,3.6916892528533936,M3,37,650
one_head,3.7330777645111084,M3,37,700
one_head,3.510042905807495,M3,37,750
one_head,3.442878484725952,M3,37,800
one_head,3.604884386062622,M3,37,850
one_head,3.5508956909179688,M3,37,900
one_head,3.746011972427368,M3,37,950
one_head,3.387456178665161,M3,37,1000
one_head,43.26177978515625,M4,11,1
one_head,6.066226482391357,M4,11,50
one_head,4.0824103355407715,M4,11,100
one_head,3.110997438430786,M4,11,150
one_head,2.6798954010009766,M4,11,200
one_head,2.910771369934082,M4,11,250
one_head,2.5525643825531006,M4,11,300
one_head,1.1450607776641846,M4,11,350
one_head,0.4481567442417145,M4,11,400
one_head,0.31333908438682556,M4,11,450
one_head,0.04898577928543091,M4,11,500
one_head,0.00610901415348053,M4,11,550
one_head,0.0002456469228491187,M4,11,600
one_head,0.012971166521310806,M4,11,650
one_head,0.031844064593315125,M4,11,700
one_head,0.0001738141872920096,M4,11,750
one_head,0.00011646029452094808,M4,11,800
one_head,9.468585631111637e-05,M4,11,850
one_head,0.00014180818106979132,M4,11,900
one_head,0.00010722320439526811,M4,11,950
one_head,7.894224836491048e-05,M4,11,1000
one_head,40.589237213134766,M4,23,1
one_head,6.384679794311523,M4,23,50
one_head,2.838488817214966,M4,23,100
one_head,2.767632246017456,M4,23,150
one_head,2.9106903076171875,M4,23,200
one_head,2.451364278793335,M4,23,250
one_head,2.8982765674591064,M4,23,300
one_head,2.8252525329589844,M4,23,350
one_head,2.8593761920928955,M4,23,400
one_head,2.674758195877075,M4,23,450
one_head,2.555340528488159,M4,23,500
one_head,2.635000467300415,M4,23,550
one_head,2.643183946609497,M4,23,600
one_head,2.446002244949341,M4,23,650
one_head,2.4670140743255615,M4,23,700
one_head,2.7149817943573,M4,23,750
one_head,1.9198546409606934,M4,23,800
one_head,2.2051241397857666,M4,23,850
one_head,2.23354172706604,M4,23,900
one_head,1.2732259035110474,M4,23,950
one_head,1.4631401300430298,M4,23,1000
one_head,41.29320526123047,M4,37,1
one_head,5.1169867515563965,M4,37,50
one_head,3.097644090652466,M4,37,100
one_head,2.4758598804473877,M4,37,150
one_head,2.61812424659729,M4,37,200
one_head,2.4247255325317383,M4,37,250
one_head,2.54782772064209,M4,37,300
one_head,2.8354389667510986,M4,37,350
one_head,2.876997709274292,M4,37,400
one_head,2.868119955062866,M4,37,450
one_head,2.988879442214966,M4,37,500
one_head,2.7658207416534424,M4,37,550
one_head,2.6299142837524414,M4,37,600
one_head,2.9518702030181885,M4,37,650
one_head,2.6114799976348877,M4,37,700
one_head,2.559509754180908,M4,37,750
one_head,2.694561004638672,M4,37,800
one_head,2.7670304775238037,M4,37,850
one_head,2.7626285552978516,M4,37,900
one_head,2.8612301349639893,M4,37,950
one_head,2.8785133361816406,M4,37,1000
eight_heads,40.668304443359375,M3,11,1
eight_heads,6.051408290863037,M3,11,50
eight_heads,3.7186548709869385,M3,11,100
eight_heads,3.5141801834106445,M3,11,150
eight_heads,3.4889304637908936,M3,11,200
eight_heads,3.549213409423828,M3,11,250
eight_heads,2.801222562789917,M3,11,300
eight_heads,1.4392939805984497,M3,11,350
eight_heads,0.5196759700775146,M3,11,400
eight_heads,0.06464528292417526,M3,11,450
eight_heads,0.011488031595945358,M3,11,500
eight_heads,0.0022584768012166023,M3,11,550
eight_heads,0.006262442097067833,M3,11,600
eight_heads,0.0011664287885650992,M3,11,650
eight_heads,0.0006615158636122942,M3,11,700
eight_heads,0.000862677174154669,M3,11,750
eight_heads,0.0009300988167524338,M3,11,800
eight_heads,0.0009158403263427317,M3,11,850
eight_heads,0.00013240227417554706,M3,11,900
eight_heads,0.0009223122033290565,M3,11,950
eight_heads,0.0002626726636663079,M3,11,1000
eight_heads,36.99274826049805,M3,23,1
eight_heads,7.162360668182373,M3,23,50
eight_heads,3.805286169052124,M3,23,100
eight_heads,3.475191831588745,M3,23,150
eight_heads,3.5909423828125,M3,23,200
eight_heads,3.5413503646850586,M3,23,250
eight_heads,2.7615127563476562,M3,23,300
eight_heads,1.3121821880340576,M3,23,350
eight_heads,0.20269714295864105,M3,23,400
eight_heads,0.007506032940000296,M3,23,450
eight_heads,0.003534627379849553,M3,23,500
eight_heads,0.0009499799343757331,M3,23,550
eight_heads,0.001308199018239975,M3,23,600
eight_heads,0.0003914545231964439,M3,23,650
eight_heads,0.0003674245672300458,M3,23,700
eight_heads,0.00044797713053412735,M3,23,750
eight_heads,0.00024133827537298203,M3,23,800
eight_heads,0.000282096239970997,M3,23,850
eight_heads,0.00016109943680930883,M3,23,900
eight_heads,0.0001102778478525579,M3,23,950
eight_heads,0.00020873616449534893,M3,23,1000
eight_heads,32.134727478027344,M3,37,1
eight_heads,7.310960292816162,M3,37,50
eight_heads,3.7932121753692627,M3,37,100
eight_heads,3.6608078479766846,M3,37,150
eight_heads,3.6039879322052,M3,37,200
eight_heads,3.2839438915252686,M3,37,250
eight_heads,2.414233922958374,M3,37,300
eight_heads,1.1062774658203125,M3,37,350
eight_heads,0.08679371327161789,M3,37,400
eight_heads,0.0035765243228524923,M3,37,450
eight_heads,0.004203880671411753,M3,37,500
eight_heads,0.002633379539474845,M3,37,550
eight_heads,0.0007935287430882454,M3,37,600
eight_heads,0.0006913913530297577,M3,37,650
eight_heads,0.00036908951005898416,M3,37,700
eight_heads,0.0001557475479785353,M3,37,750
eight_heads,0.0012439523125067353,M3,37,800
eight_heads,0.00012362533016130328,M3,37,850
eight_heads,0.00027429478359408677,M3,37,900
eight_heads,0.00010259767441311851,M3,37,950
eight_heads,0.00010551285959081724,M3,37,1000
eight_heads,43.414093017578125,M4,11,1
eight_heads,5.9618706703186035,M4,11,50
eight_heads,3.864776849746704,M4,11,100
eight_heads,3.0936453342437744,M4,11,150
eight_heads,2.664301872253418,M4,11,200
eight_heads,2.9092557430267334,M4,11,250
eight_heads,2.6980807781219482,M4,11,300
eight_heads,2.502566337585449,M4,11,350
eight_heads,0.5894210338592529,M4,11,400
eight_heads,0.04858516529202461,M4,11,450
eight_heads,0.005316740367561579,M4,11,500
eight_heads,0.012309350073337555,M4,11,550
eight_heads,0.0007906605605967343,M4,11,600
eight_heads,0.0006052464595995843,M4,11,650
eight_heads,0.00037359088310040534,M4,11,700
eight_heads,0.000375638046534732,M4,11,750
eight_heads,0.0001975171035155654,M4,11,800
eight_heads,0.00027890095952898264,M4,11,850
eight_heads,0.00024113053223118186,M4,11,900
eight_heads,0.00011839168291771784,M4,11,950
eight_heads,0.00023281799803953618,M4,11,1000
eight_heads,40.60292434692383,M4,23,1
eight_heads,6.727886199951172,M4,23,50
eight_heads,2.9713523387908936,M4,23,100
eight_heads,2.7826435565948486,M4,23,150
eight_heads,2.843999147415161,M4,23,200
eight_heads,2.178616762161255,M4,23,250
eight_heads,1.6246929168701172,M4,23,300
eight_heads,0.15782281756401062,M4,23,350
eight_heads,0.040511731058359146,M4,23,400
eight_heads,0.001283645979128778,M4,23,450
eight_heads,0.0013672435889020562,M4,23,500
eight_heads,0.0007680561975575984,M4,23,550
eight_heads,0.003652595216408372,M4,23,600
eight_heads,0.0008515271474607289,M4,23,650
eight_heads,0.001034886110574007,M4,23,700
eight_heads,0.0007111956365406513,M4,23,750
eight_heads,0.00032110599568113685,M4,23,800
eight_heads,0.0002891568001359701,M4,23,850
eight_heads,0.00010252642823616043,M4,23,900
eight_heads,0.0003972747072111815,M4,23,950
eight_heads,0.0005498574464581907,M4,23,1000
eight_heads,41.39094543457031,M4,37,1
eight_heads,5.318647384643555,M4,37,50
eight_heads,3.0897159576416016,M4,37,100
eight_heads,2.4491689205169678,M4,37,150
eight_heads,2.5767149925231934,M4,37,200
eight_heads,2.2497832775115967,M4,37,250
eight_heads,1.2528668642044067,M4,37,300
eight_heads,0.0429597906768322,M4,37,350
eight_heads,0.0037337690591812134,M4,37,400
eight_heads,0.0027164786588400602,M4,37,450
eight_heads,0.0023374874144792557,M4,37,500
eight_heads,0.0006456919363699853,M4,37,550
eight_heads,0.0004401210753712803,M4,37,600
eight_heads,0.0005453014746308327,M4,37,650
eight_heads,0.0003675254120025784,M4,37,700
eight_heads,0.00041277671698480844,M4,37,750
eight_heads,0.00036739325150847435,M4,37,800
eight_heads,0.0007088182028383017,M4,37,850
eight_heads,0.00022800866281613708,M4,37,900
eight_heads,0.00014084808935876936,M4,37,950
eight_heads,0.00011659448500722647,M4,37,1000
