loss,step
15.747820854187012,1
2.126467704772949,50
2.0331053733825684,100
2.0417733192443848,150
1.905578374862671,200
1.6814994812011719,250
1.038678526878357,300
1.162985920906067,350
0.8471988439559937,400
0.924210250377655,450
0.7939107418060303,500
0.7740036845207214,550
0.693215548992157,600
0.7308842539787292,650
0.6384050250053406,700
0.5768849849700928,750
0.617017388343811,800
0.53660649061203,850
0.34445852041244507,900
0.4141853153705597,950
0.512654185295105,1000
0.5512422919273376,1050
0.3439730405807495,1100
0.5112601518630981,1150
0.5259978175163269,1200
0.23276478052139282,1250
0.45726731419563293,1300
0.32925117015838623,1350
0.24347831308841705,1400
0.2133229523897171,1450
0.22592751681804657,1500
0.23652024567127228,1550
0.41834020614624023,1600
0.07646779716014862,1650
0.12231864035129547,1700
0.14841239154338837,1750
0.220295712351799,1800
0.1753566414117813,1850
0.1958119124174118,1900
0.14500847458839417,1950
0.2597626745700836,2000
0.0757131576538086,2050
0.2697516679763794,2100
0.2650679051876068,2150
0.18053671717643738,2200
0.2005091905593872,2250
0.194227397441864,2300
0.3624013066291809,2350
0.08417816460132599,2400
0.07255342602729797,2450
0.0845014750957489,2500
0.0963369756937027,2550
0.058841556310653687,2600
0.028262145817279816,2650
0.013872802257537842,2700
0.06899295747280121,2750
0.09158818423748016,2800
0.0585499033331871,2850
0.08721207827329636,2900
0.14889171719551086,2950
0.0032729043159633875,3000
0.01202001515775919,3050
0.010719300247728825,3100
0.0032275370322167873,3150
0.0289875827729702,3200
