loss,model_seed,stage,step
0.13884969055652618,23,F0,900
0.1379489302635193,23,F0,950
0.009877001866698265,23,F0,1000
0.08070157468318939,23,F0,1050
0.20424117147922516,23,F0,1100
0.05378361791372299,23,F0,1150
0.0688994750380516,23,F0,1200
0.11369364708662033,23,F0,1250
0.010705161839723587,23,F0,1300
0.05264405906200409,23,F0,1350
0.14403729140758514,23,F0,1400
0.04096364602446556,23,F0,1450
0.011232387274503708,23,F0,1500
0.12909774482250214,23,F0,1550
0.13606451451778412,23,F0,1600
0.053398482501506805,23,F0,1650
0.019511578604578972,23,F0,1700
0.09091920405626297,23,F0,1750
0.030790796503424644,23,F0,1800
0.08951210975646973,23,F0,1850
0.14680740237236023,23,F0,1900
0.012691501528024673,23,F0,1950
0.2643442153930664,23,F0,2000
0.02444779872894287,23,F0,2050
0.018663175404071808,23,F0,2100
0.12164552509784698,23,F0,2150
0.03683754429221153,23,F0,2200
0.06587475538253784,23,F0,2250
0.03688979148864746,23,F0,2300
0.007940348237752914,23,F0,2350
0.012815574184060097,23,F0,2400
0.053244706243276596,23,F0,2450
0.008770288899540901,23,F0,2500
0.12028061598539352,23,F0,2550
0.03473721817135811,23,F0,2600
0.005146780051290989,23,F0,2650
0.0493321530520916,23,F0,2700
0.06239471957087517,23,F0,2750
0.03470171242952347,23,F0,2800
0.006509742233902216,23,F0,2850
0.006001624744385481,23,F0,2900
0.010845857672393322,23,F0,2950
0.006768330466002226,23,F0,3000
0.009567822329699993,23,F0,3050
0.007110043428838253,23,F0,3100
0.05359047278761864,23,F0,3150
0.013214563950896263,23,F0,3200
24.554386138916016,37,F0,1
0.6998389959335327,37,F0,50
0.6146216988563538,37,F0,100
0.5495821237564087,37,F0,150
0.5297732949256897,37,F0,200
0.4061536192893982,37,F0,250
0.4038444757461548,37,F0,300
0.38750243186950684,37,F0,350
0.37427884340286255,37,F0,400
0.40836241841316223,37,F0,450
0.364814817905426,37,F0,500
0.3170178234577179,37,F0,550
0.2445199340581894,37,F0,600
0.29240819811820984,37,F0,650
0.279218852519989,37,F0,700
0.2527826428413391,37,F0,750
0.1805865317583084,37,F0,800
0.1879248023033142,37,F0,850
0.12010004371404648,37,F0,900
0.1404494196176529,37,F0,950
0.16198201477527618,37,F0,1000
0.16837991774082184,37,F0,1050
0.09953827410936356,37,F0,1100
0.09281960874795914,37,F0,1150
0.15562105178833008,37,F0,1200
0.11717569082975388,37,F0,1250
0.05677489563822746,37,F0,1300
0.06539026647806168,37,F0,1350
0.22602522373199463,37,F0,1400
0.13875873386859894,37,F0,1450
0.0663531944155693,37,F0,1500
0.012334649451076984,37,F0,1550
0.002703203121200204,37,F0,1600
0.09143485873937607,37,F0,1650
0.006771893706172705,37,F0,1700
0.00817494560033083,37,F0,1750
0.004047667142003775,37,F0,1800
0.005793203599750996,37,F0,1850
0.006683785934001207,37,F0,1900
0.002664925530552864,37,F0,1950
0.011006457731127739,37,F0,2000
0.019442087039351463,37,F0,2050
0.0005357517511583865,37,F0,2100
0.23397953808307648,37,F0,2150
0.002947577740997076,37,F0,2200
0.000972259440459311,37,F0,2250
0.023739544674754143,37,F0,2300
0.0012649298878386617,37,F0,2350
0.0007504692766815424,37,F0,2400
0.0021312986500561237,37,F0,2450
0.008634432218968868,37,F0,2500
0.001932899234816432,37,F0,2550
0.0006476000999100506,37,F0,2600
0.0008321023778989911,37,F0,2650
0.00809644628316164,37,F0,2700
0.2691513001918793,37,F0,2750
0.007529185153543949,37,F0,2800
0.002926450688391924,37,F0,2850
0.06712339073419571,37,F0,2900
0.0027929400093853474,37,F0,2950
0.0034807343035936356,37,F0,3000
0.000772704544942826,37,F0,3050
0.0015417712274938822,37,F0,3100
0.0006096934666857123,37,F0,3150
0.0010261153802275658,37,F0,3200
16.260631561279297,11,P0,1
0.8329170346260071,11,P0,50
0.6900160908699036,11,P0,100
0.47354215383529663,11,P0,150
0.12179543077945709,11,P0,200
0.11421222239732742,11,P0,250
0.05982213467359543,11,P0,300
0.11422974616289139,11,P0,350
0.058500878512859344,11,P0,400
24.033294677734375,23,P0,1
0.9001931548118591,23,P0,50
0.6810172200202942,23,P0,100
0.41073355078697205,23,P0,150
0.20214203000068665,23,P0,200
0.047465015202760696,23,P0,250
0.002753270324319601,23,P0,300
0.04664987325668335,23,P0,350
0.0019261047709733248,23,P0,400
19.674856185913086,37,P0,1
0.8347682356834412,37,P0,50
0.4203321039676666,37,P0,100
0.3794374465942383,37,P0,150
0.13763147592544556,37,P0,200
0.01881863735616207,37,P0,250
0.0003084846248384565,37,P0,300
9.55044524744153e-05,37,P0,350
6.571898120455444e-05,37,P0,400
