axis,cell_id,dependency_span,example_index,family_id,generator_family,head_count,layer,location,margin_increment,model_depth,model_seed,model_width,nuisance_count,parameter_count,predictive_order,raw_length,requested_dependency_span,target_margin,target_rank,top1_correct,training_budget,training_steps
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,0,embedding,,2,37,64,0,85504,1,12,4,-26.4572811126709,40,0,1,400
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,1,post_sa,26.126890182495117,2,37,64,0,85504,1,12,4,-0.33039093017578125,2,0,1,400
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,1,post_ff,0.7873744964599609,2,37,64,0,85504,1,12,4,0.4569835662841797,1,1,1,400
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,2,post_sa,0.2641582489013672,2,37,64,0,85504,1,12,4,0.7211418151855469,1,1,1,400
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,2,post_ff,-0.8174152374267578,2,37,64,0,85504,1,12,4,-0.09627342224121094,2,0,1,400
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,0,embedding,,2,37,64,0,85504,1,12,4,-25.648513793945312,32,0,1,400
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,1,post_sa,35.295440673828125,2,37,64,0,85504,1,12,4,9.646926879882812,1,1,1,400
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,1,post_ff,-2.710479736328125,2,37,64,0,85504,1,12,4,6.9364471435546875,1,1,1,400
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,2,post_sa,-5.829658508300781,2,37,64,0,85504,1,12,4,1.1067886352539062,1,1,1,400
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,2,post_ff,-1.0492877960205078,2,37,64,0,85504,1,12,4,0.05750083923339844,1,1,1,400
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,0,embedding,,2,37,64,0,85504,1,12,4,-25.648513793945312,32,0,1,400
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,1,post_sa,35.295440673828125,2,37,64,0,85504,1,12,4,9.646926879882812,1,1,1,400
