loss,step
24.554386138916016,1
0.6998389959335327,50
0.6146216988563538,100
0.5495821237564087,150
0.5297732949256897,200
0.4061536192893982,250
0.4038444757461548,300
0.38750243186950684,350
0.37427884340286255,400
0.40836241841316223,450
0.364814817905426,500
0.3170178234577179,550
0.2445199340581894,600
0.29240819811820984,650
0.279218852519989,700
0.2527826428413391,750
0.1805865317583084,800
0.1879248023033142,850
0.12010004371404648,900
0.1404494196176529,950
0.16198201477527618,1000
0.16837991774082184,1050
0.09953827410936356,1100
0.09281960874795914,1150
0.15562105178833008,1200
0.11717569082975388,1250
0.05677489563822746,1300
0.06539026647806168,1350
0.22602522373199463,1400
0.13875873386859894,1450
0.0663531944155693,1500
0.012334649451076984,1550
0.002703203121200204,1600
0.09143485873937607,1650
0.006771893706172705,1700
0.00817494560033083,1750
0.004047667142003775,1800
0.005793203599750996,1850
0.006683785934001207,1900
0.002664925530552864,1950
0.011006457731127739,2000
0.019442087039351463,2050
0.0005357517511583865,2100
0.23397953808307648,2150
0.002947577740997076,2200
0.000972259440459311,2250
0.023739544674754143,2300
0.0012649298878386617,2350
0.0007504692766815424,2400
0.0021312986500561237,2450
0.008634432218968868,2500
0.001932899234816432,2550
0.0006476000999100506,2600
0.0008321023778989911,2650
0.00809644628316164,2700
0.2691513001918793,2750
0.007529185153543949,2800
0.002926450688391924,2850
0.06712339073419571,2900
0.0027929400093853474,2950
0.0034807343035936356,3000
0.000772704544942826,3050
0.0015417712274938822,3100
0.0006096934666857123,3150
0.0010261153802275658,3200
