dependency_span,family_id,final_margin,model_depth,model_seed,model_type,model_width,nuisance_count,parameter_count,predictive_order,raw_length,span_mode,top1_correct,training_budget,training_steps
1,"p1:(2,):7",6.627803802490234,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(3,):8",7.379979133605957,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(3,):9",7.5348920822143555,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(1,):10",6.598605155944824,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(1,):11",6.887944221496582,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(3,):12",7.547710418701172,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(3,):13",7.937538146972656,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(3,):14",7.689425468444824,4,11,transformer,64,8,145280,1,8,large,1,1,400
1,"p1:(2,):15",6.433055877685547,4,11,transformer,64,8,145280,1,8,large,1,1,400
2,"p2:(1, 1):0",-0.8235645294189453,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(2, 3):1",-0.4035816192626953,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(2, 2):2",0.7018547058105469,4,11,transformer,64,0,145280,2,2,contiguous,1,1,400
2,"p2:(1, 2):3",-1.0633525848388672,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):4",-0.9042491912841797,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):5",0.7566776275634766,4,11,transformer,64,0,145280,2,2,contiguous,1,1,400
2,"p2:(2, 3):6",-0.4035816192626953,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):7",0.7595138549804688,4,11,transformer,64,0,145280,2,2,contiguous,1,1,400
2,"p2:(3, 2):8",-0.6802845001220703,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):9",0.7566776275634766,4,11,transformer,64,0,145280,2,2,contiguous,1,1,400
2,"p2:(1, 2):10",-1.0633525848388672,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(1, 3):11",-0.0051422119140625,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):12",-0.9042491912841797,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(3, 0):13",-1.3366985321044922,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):14",0.7595138549804688,4,11,transformer,64,0,145280,2,2,contiguous,1,1,400
2,"p2:(1, 0):15",-0.785186767578125,4,11,transformer,64,0,145280,2,2,contiguous,0,1,400
2,"p2:(1, 1):0",-0.8316497802734375,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(2, 3):1",-0.38629150390625,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(2, 2):2",0.6775665283203125,4,11,transformer,64,2,145280,2,2,contiguous,1,1,400
2,"p2:(1, 2):3",-1.0819015502929688,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):4",-0.9350719451904297,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):5",0.6567459106445312,4,11,transformer,64,2,145280,2,2,contiguous,1,1,400
2,"p2:(2, 3):6",-0.4116783142089844,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):7",0.8607120513916016,4,11,transformer,64,2,145280,2,2,contiguous,1,1,400
2,"p2:(3, 2):8",-0.7185039520263672,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):9",-4.606594085693359,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(1, 2):10",-1.2613754272460938,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(1, 3):11",-0.021121978759765625,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):12",-0.8256912231445312,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(3, 0):13",-1.387105941772461,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):14",0.6398601531982422,4,11,transformer,64,2,145280,2,2,contiguous,1,1,400
2,"p2:(1, 0):15",-0.7700004577636719,4,11,transformer,64,2,145280,2,2,contiguous,0,1,400
2,"p2:(1, 1):0",-0.8793277740478516,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(2, 3):1",-0.4032440185546875,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(2, 2):2",0.6574535369873047,4,11,transformer,64,4,145280,2,2,contiguous,1,1,400
2,"p2:(1, 2):3",-1.4756660461425781,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):4",-0.8742713928222656,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):5",0.5285968780517578,4,11,transformer,64,4,145280,2,2,contiguous,1,1,400
2,"p2:(2, 3):6",-0.4034137725830078,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):7",0.7093334197998047,4,11,transformer,64,4,145280,2,2,contiguous,1,1,400
2,"p2:(3, 2):8",-0.6532573699951172,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):9",0.7301273345947266,4,11,transformer,64,4,145280,2,2,contiguous,1,1,400
2,"p2:(1, 2):10",-1.3465747833251953,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(1, 3):11",-0.014392852783203125,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):12",-0.8507766723632812,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(3, 0):13",-1.5073165893554688,4,11,transformer,64,4,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):14",0.6525535583496094,4,11,transformer,64,4,145280,2,2,contiguous,1,1,400
2,"p2:(1, 0):15",2.8791332244873047,4,11,transformer,64,4,145280,2,2,contiguous,1,1,400
2,"p2:(1, 1):0",-0.8030281066894531,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(2, 3):1",-0.4344615936279297,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(2, 2):2",0.7361698150634766,4,11,transformer,64,8,145280,2,2,contiguous,1,1,400
2,"p2:(1, 2):3",-1.9703788757324219,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):4",-0.7627658843994141,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):5",0.5682544708251953,4,11,transformer,64,8,145280,2,2,contiguous,1,1,400
2,"p2:(2, 3):6",-0.45366477966308594,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):7",0.705230712890625,4,11,transformer,64,8,145280,2,2,contiguous,1,1,400
2,"p2:(3, 2):8",-0.6374225616455078,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(0, 0):9",0.8976058959960938,4,11,transformer,64,8,145280,2,2,contiguous,1,1,400
2,"p2:(1, 2):10",-1.4845523834228516,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(1, 3):11",-0.031887054443359375,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(2, 0):12",-0.8809642791748047,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(3, 0):13",-3.1602954864501953,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
2,"p2:(3, 1):14",0.675262451171875,4,11,transformer,64,8,145280,2,2,contiguous,1,1,400
2,"p2:(1, 0):15",-0.5301475524902344,4,11,transformer,64,8,145280,2,2,contiguous,0,1,400
3,"p2:(1, 1):0",-0.19047927856445312,4,11,transformer,64,0,145280,2,2,moderate,0,1,400
3,"p2:(2, 3):1",-0.17020034790039062,4,11,transformer,64,0,145280,2,2,moderate,0,1,400
3,"p2:(2, 2):2",0.6981086730957031,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):3",-0.8265838623046875,4,11,transformer,64,0,145280,2,2,moderate,0,1,400
3,"p2:(2, 0):4",7.583852767944336,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(0, 0):5",7.563093185424805,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(2, 3):6",-0.17020034790039062,4,11,transformer,64,0,145280,2,2,moderate,0,1,400
3,"p2:(3, 1):7",1.1049003601074219,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(3, 2):8",-1.2699623107910156,4,11,transformer,64,0,145280,2,2,moderate,0,1,400
3,"p2:(0, 0):9",7.563093185424805,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):10",-0.8265838623046875,4,11,transformer,64,0,145280,2,2,moderate,0,1,400
3,"p2:(1, 3):11",1.0155506134033203,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(2, 0):12",7.583852767944336,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(3, 0):13",11.667539596557617,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(3, 1):14",1.1049003601074219,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(1, 0):15",7.820799827575684,4,11,transformer,64,0,145280,2,2,moderate,1,1,400
3,"p2:(1, 1):0",-0.5546970367431641,4,11,transformer,64,2,145280,2,2,moderate,0,1,400
3,"p2:(2, 3):1",-0.14868736267089844,4,11,transformer,64,2,145280,2,2,moderate,0,1,400
3,"p2:(2, 2):2",0.6974945068359375,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):3",-0.9214305877685547,4,11,transformer,64,2,145280,2,2,moderate,0,1,400
3,"p2:(2, 0):4",7.559032440185547,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(0, 0):5",7.5166120529174805,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(2, 3):6",-0.17213058471679688,4,11,transformer,64,2,145280,2,2,moderate,0,1,400
3,"p2:(3, 1):7",1.0948410034179688,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(3, 2):8",-1.2507686614990234,4,11,transformer,64,2,145280,2,2,moderate,0,1,400
3,"p2:(0, 0):9",7.582807540893555,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):10",-0.7916069030761719,4,11,transformer,64,2,145280,2,2,moderate,0,1,400
3,"p2:(1, 3):11",1.0379829406738281,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(2, 0):12",7.5046234130859375,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(3, 0):13",11.839742660522461,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(3, 1):14",1.1930694580078125,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(1, 0):15",7.99859619140625,4,11,transformer,64,2,145280,2,2,moderate,1,1,400
3,"p2:(1, 1):0",-0.41626930236816406,4,11,transformer,64,4,145280,2,2,moderate,0,1,400
3,"p2:(2, 3):1",-0.1707935333251953,4,11,transformer,64,4,145280,2,2,moderate,0,1,400
3,"p2:(2, 2):2",0.66973876953125,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):3",-0.8193893432617188,4,11,transformer,64,4,145280,2,2,moderate,0,1,400
3,"p2:(2, 0):4",6.787675857543945,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(0, 0):5",7.371156692504883,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(2, 3):6",-0.11857795715332031,4,11,transformer,64,4,145280,2,2,moderate,0,1,400
3,"p2:(3, 1):7",1.1042156219482422,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(3, 2):8",-1.2708244323730469,4,11,transformer,64,4,145280,2,2,moderate,0,1,400
3,"p2:(0, 0):9",7.668642997741699,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):10",-0.7110042572021484,4,11,transformer,64,4,145280,2,2,moderate,0,1,400
3,"p2:(1, 3):11",1.0455341339111328,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(2, 0):12",7.5900726318359375,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(3, 0):13",11.793403625488281,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(3, 1):14",1.165435791015625,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(1, 0):15",8.023674011230469,4,11,transformer,64,4,145280,2,2,moderate,1,1,400
3,"p2:(1, 1):0",0.01519012451171875,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(2, 3):1",-0.04394340515136719,4,11,transformer,64,8,145280,2,2,moderate,0,1,400
3,"p2:(2, 2):2",0.5919742584228516,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):3",-0.7760887145996094,4,11,transformer,64,8,145280,2,2,moderate,0,1,400
3,"p2:(2, 0):4",7.791339874267578,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(0, 0):5",7.591526031494141,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(2, 3):6",-0.17908668518066406,4,11,transformer,64,8,145280,2,2,moderate,0,1,400
3,"p2:(3, 1):7",1.2948722839355469,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(3, 2):8",-1.3135032653808594,4,11,transformer,64,8,145280,2,2,moderate,0,1,400
3,"p2:(0, 0):9",7.511056900024414,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(1, 2):10",-0.6908912658691406,4,11,transformer,64,8,145280,2,2,moderate,0,1,400
3,"p2:(1, 3):11",0.8360309600830078,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(2, 0):12",8.017311096191406,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(3, 0):13",11.748193740844727,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(3, 1):14",1.0903167724609375,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
3,"p2:(1, 0):15",8.350610733032227,4,11,transformer,64,8,145280,2,2,moderate,1,1,400
4,"p2:(1, 1):0",0.16526222229003906,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(2, 3):1",-0.26920318603515625,4,11,transformer,64,0,145280,2,2,large,0,1,400
4,"p2:(2, 2):2",0.9966793060302734,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(1, 2):3",-0.9025840759277344,4,11,transformer,64,0,145280,2,2,large,0,1,400
4,"p2:(2, 0):4",8.04585075378418,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(0, 0):5",8.60163688659668,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(2, 3):6",-0.26920318603515625,4,11,transformer,64,0,145280,2,2,large,0,1,400
4,"p2:(3, 1):7",0.6455612182617188,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(3, 2):8",-1.4403362274169922,4,11,transformer,64,0,145280,2,2,large,0,1,400
4,"p2:(0, 0):9",8.60163688659668,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(1, 2):10",-0.9025840759277344,4,11,transformer,64,0,145280,2,2,large,0,1,400
4,"p2:(1, 3):11",1.069204330444336,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(2, 0):12",8.04585075378418,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(3, 0):13",10.4193696975708,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(3, 1):14",0.6455612182617188,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(1, 0):15",8.755671501159668,4,11,transformer,64,0,145280,2,2,large,1,1,400
4,"p2:(1, 1):0",0.15954971313476562,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(2, 3):1",-0.24593353271484375,4,11,transformer,64,2,145280,2,2,large,0,1,400
4,"p2:(2, 2):2",1.0147514343261719,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(1, 2):3",-0.9295063018798828,4,11,transformer,64,2,145280,2,2,large,0,1,400
4,"p2:(2, 0):4",8.196386337280273,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(0, 0):5",8.619307518005371,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(2, 3):6",-0.2650775909423828,4,11,transformer,64,2,145280,2,2,large,0,1,400
4,"p2:(3, 1):7",0.6860275268554688,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(3, 2):8",-1.4749279022216797,4,11,transformer,64,2,145280,2,2,large,0,1,400
4,"p2:(0, 0):9",8.648662567138672,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(1, 2):10",-0.8855266571044922,4,11,transformer,64,2,145280,2,2,large,0,1,400
4,"p2:(1, 3):11",1.0677433013916016,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(2, 0):12",8.140982627868652,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(3, 0):13",10.508824348449707,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(3, 1):14",0.6683597564697266,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(1, 0):15",8.897130966186523,4,11,transformer,64,2,145280,2,2,large,1,1,400
4,"p2:(1, 1):0",0.14947509765625,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(2, 3):1",-0.15796661376953125,4,11,transformer,64,4,145280,2,2,large,0,1,400
4,"p2:(2, 2):2",1.031332015991211,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(1, 2):3",-0.9777774810791016,4,11,transformer,64,4,145280,2,2,large,0,1,400
4,"p2:(2, 0):4",8.187454223632812,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(0, 0):5",8.529241561889648,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(2, 3):6",-0.26465606689453125,4,11,transformer,64,4,145280,2,2,large,0,1,400
4,"p2:(3, 1):7",0.6756267547607422,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(3, 2):8",-1.467782974243164,4,11,transformer,64,4,145280,2,2,large,0,1,400
4,"p2:(0, 0):9",8.674262046813965,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(1, 2):10",-0.9353084564208984,4,11,transformer,64,4,145280,2,2,large,0,1,400
4,"p2:(1, 3):11",1.00054931640625,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(2, 0):12",8.170199394226074,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(3, 0):13",10.6641206741333,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(3, 1):14",0.6693553924560547,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(1, 0):15",8.916282653808594,4,11,transformer,64,4,145280,2,2,large,1,1,400
4,"p2:(1, 1):0",0.10037803649902344,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(2, 3):1",-0.11454391479492188,4,11,transformer,64,8,145280,2,2,large,0,1,400
4,"p2:(2, 2):2",0.9331092834472656,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(1, 2):3",-0.9365329742431641,4,11,transformer,64,8,145280,2,2,large,0,1,400
4,"p2:(2, 0):4",8.203384399414062,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(0, 0):5",8.446769714355469,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(2, 3):6",-0.195281982421875,4,11,transformer,64,8,145280,2,2,large,0,1,400
4,"p2:(3, 1):7",0.6085853576660156,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(3, 2):8",-1.4935131072998047,4,11,transformer,64,8,145280,2,2,large,0,1,400
4,"p2:(0, 0):9",8.72518539428711,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(1, 2):10",-0.9501228332519531,4,11,transformer,64,8,145280,2,2,large,0,1,400
4,"p2:(1, 3):11",0.8498649597167969,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(2, 0):12",8.16967487335205,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(3, 0):13",10.650012969970703,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(3, 1):14",0.6606407165527344,4,11,transformer,64,8,145280,2,2,large,1,1,400
4,"p2:(1, 0):15",9.061700820922852,4,11,transformer,64,8,145280,2,2,large,1,1,400
2,"p2:(1, 1):0",0.2972412109375,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):1",-0.020795822143554688,4,11,transformer,64,0,145280,2,4,contiguous,0,1,400
2,"p2:(2, 2):2",0.5366058349609375,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):3",-0.6954078674316406,4,11,transformer,64,0,145280,2,4,contiguous,0,1,400
2,"p2:(2, 0):4",7.798576354980469,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(0, 0):5",8.433135986328125,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):6",-0.020795822143554688,4,11,transformer,64,0,145280,2,4,contiguous,0,1,400
2,"p2:(3, 1):7",0.8497543334960938,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(3, 2):8",-1.334238052368164,4,11,transformer,64,0,145280,2,4,contiguous,0,1,400
2,"p2:(0, 0):9",8.433135986328125,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):10",-0.6954078674316406,4,11,transformer,64,0,145280,2,4,contiguous,0,1,400
2,"p2:(1, 3):11",1.0951728820800781,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(2, 0):12",7.798576354980469,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(3, 0):13",10.252982139587402,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(3, 1):14",0.8497543334960938,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(1, 0):15",8.447772979736328,4,11,transformer,64,0,145280,2,4,contiguous,1,1,400
2,"p2:(1, 1):0",0.2782745361328125,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):1",0.00048065185546875,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(2, 2):2",0.5254249572753906,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):3",-0.6897468566894531,4,11,transformer,64,2,145280,2,4,contiguous,0,1,400
2,"p2:(2, 0):4",7.917524337768555,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(0, 0):5",8.390666961669922,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):6",-0.015941619873046875,4,11,transformer,64,2,145280,2,4,contiguous,0,1,400
2,"p2:(3, 1):7",0.8241844177246094,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(3, 2):8",-1.3484477996826172,4,11,transformer,64,2,145280,2,4,contiguous,0,1,400
2,"p2:(0, 0):9",8.453802108764648,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):10",-0.68707275390625,4,11,transformer,64,2,145280,2,4,contiguous,0,1,400
2,"p2:(1, 3):11",1.1085319519042969,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(2, 0):12",7.885648727416992,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(3, 0):13",10.314894676208496,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(3, 1):14",0.8467178344726562,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(1, 0):15",8.499407768249512,4,11,transformer,64,2,145280,2,4,contiguous,1,1,400
2,"p2:(1, 1):0",0.2386493682861328,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):1",0.07506370544433594,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(2, 2):2",0.5216178894042969,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):3",-0.6763973236083984,4,11,transformer,64,4,145280,2,4,contiguous,0,1,400
2,"p2:(2, 0):4",7.99510383605957,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(0, 0):5",8.33946704864502,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):6",0.0018291473388671875,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(3, 1):7",0.8428764343261719,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(3, 2):8",-1.3592567443847656,4,11,transformer,64,4,145280,2,4,contiguous,0,1,400
2,"p2:(0, 0):9",8.477201461791992,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):10",-0.6730060577392578,4,11,transformer,64,4,145280,2,4,contiguous,0,1,400
2,"p2:(1, 3):11",1.0814933776855469,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(2, 0):12",7.995048522949219,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(3, 0):13",10.4359130859375,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(3, 1):14",0.8364410400390625,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(1, 0):15",8.570146560668945,4,11,transformer,64,4,145280,2,4,contiguous,1,1,400
2,"p2:(1, 1):0",0.1493701934814453,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):1",0.0692596435546875,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(2, 2):2",0.4994029998779297,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):3",-0.6684665679931641,4,11,transformer,64,8,145280,2,4,contiguous,0,1,400
2,"p2:(2, 0):4",7.92999267578125,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(0, 0):5",8.434929847717285,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(2, 3):6",0.008771896362304688,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(3, 1):7",0.7832279205322266,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(3, 2):8",-1.4129829406738281,4,11,transformer,64,8,145280,2,4,contiguous,0,1,400
2,"p2:(0, 0):9",8.53521728515625,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(1, 2):10",-0.6389026641845703,4,11,transformer,64,8,145280,2,4,contiguous,0,1,400
2,"p2:(1, 3):11",1.1212635040283203,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(2, 0):12",7.909919738769531,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(3, 0):13",10.437477111816406,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(3, 1):14",0.9596824645996094,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
2,"p2:(1, 0):15",8.73342227935791,4,11,transformer,64,8,145280,2,4,contiguous,1,1,400
3,"p2:(1, 1):0",-0.15696334838867188,4,11,transformer,64,0,145280,2,4,moderate,0,1,400
3,"p2:(2, 3):1",-0.5860271453857422,4,11,transformer,64,0,145280,2,4,moderate,0,1,400
3,"p2:(2, 2):2",0.9201889038085938,4,11,transformer,64,0,145280,2,4,moderate,1,1,400
