accuracy,accuracy_ci_high,accuracy_ci_low,dependency_span,mean_margin,model_depth,model_seed,model_width,n_families,nuisance_count,parameter_count,predictive_order,raw_length,span_mode,training_budget,training_steps
0.125,0.3125,0.0,22,-0.31309694051742554,4,11,32,16,0,39872,8,10,large,1,400
0.1875,0.375,0.0,22,-0.27397048473358154,4,11,32,16,2,39872,8,10,large,1,400
0.3125,0.5625,0.125,22,-0.31838732957839966,4,11,32,16,4,39872,8,10,large,1,400
0.375,0.625,0.125,22,-0.3144838213920593,4,11,32,16,8,39872,8,10,large,1,400
1.0,1.0,1.0,1,8.621787428855896,4,11,64,16,0,145280,1,1,contiguous,1,400
1.0,1.0,1.0,1,8.830924034118652,4,11,64,16,2,145280,1,1,contiguous,1,400
1.0,1.0,1.0,1,8.996167540550232,4,11,64,16,4,145280,1,1,contiguous,1,400
1.0,1.0,1.0,1,9.180192291736603,4,11,64,16,8,145280,1,1,contiguous,1,400
1.0,1.0,1.0,1,8.621787428855896,4,11,64,16,0,145280,1,1,large,1,400
1.0,1.0,1.0,1,8.830924034118652,4,11,64,16,2,145280,1,1,large,1,400
1.0,1.0,1.0,1,8.996167540550232,4,11,64,16,4,145280,1,1,large,1,400
1.0,1.0,1.0,1,9.180192291736603,4,11,64,16,8,145280,1,1,large,1,400
1.0,1.0,1.0,1,8.621787428855896,4,11,64,16,0,145280,1,1,moderate,1,400
1.0,1.0,1.0,1,8.830924034118652,4,11,64,16,2,145280,1,1,moderate,1,400
1.0,1.0,1.0,1,8.996167540550232,4,11,64,16,4,145280,1,1,moderate,1,400
1.0,1.0,1.0,1,9.180192291736603,4,11,64,16,8,145280,1,1,moderate,1,400
1.0,1.0,1.0,1,6.490197420120239,4,11,64,16,0,145280,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.544148802757263,4,11,64,16,2,145280,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.555244863033295,4,11,64,16,4,145280,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.952854633331299,4,11,64,16,8,145280,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.490197420120239,4,11,64,16,0,145280,1,4,large,1,400
1.0,1.0,1.0,1,6.544148802757263,4,11,64,16,2,145280,1,4,large,1,400
1.0,1.0,1.0,1,6.555244863033295,4,11,64,16,4,145280,1,4,large,1,400
1.0,1.0,1.0,1,6.952854633331299,4,11,64,16,8,145280,1,4,large,1,400
1.0,1.0,1.0,1,6.490197420120239,4,11,64,16,0,145280,1,4,moderate,1,400
1.0,1.0,1.0,1,6.544148802757263,4,11,64,16,2,145280,1,4,moderate,1,400
1.0,1.0,1.0,1,6.555244863033295,4,11,64,16,4,145280,1,4,moderate,1,400
1.0,1.0,1.0,1,6.952854633331299,4,11,64,16,8,145280,1,4,moderate,1,400
1.0,1.0,1.0,1,6.474477052688599,4,11,64,16,0,145280,1,8,contiguous,1,400
1.0,1.0,1.0,1,6.642905592918396,4,11,64,16,2,145280,1,8,contiguous,1,400
1.0,1.0,1.0,1,7.156801879405975,4,11,64,16,4,145280,1,8,contiguous,1,400
1.0,1.0,1.0,1,6.878905653953552,4,11,64,16,8,145280,1,8,contiguous,1,400
1.0,1.0,1.0,1,6.474477052688599,4,11,64,16,0,145280,1,8,large,1,400
1.0,1.0,1.0,1,6.642905592918396,4,11,64,16,2,145280,1,8,large,1,400
1.0,1.0,1.0,1,7.156801879405975,4,11,64,16,4,145280,1,8,large,1,400
1.0,1.0,1.0,1,6.878905653953552,4,11,64,16,8,145280,1,8,large,1,400
1.0,1.0,1.0,1,6.474477052688599,4,11,64,16,0,145280,1,8,moderate,1,400
1.0,1.0,1.0,1,6.642905592918396,4,11,64,16,2,145280,1,8,moderate,1,400
1.0,1.0,1.0,1,7.156801879405975,4,11,64,16,4,145280,1,8,moderate,1,400
1.0,1.0,1.0,1,6.878905653953552,4,11,64,16,8,145280,1,8,moderate,1,400
0.3125,0.5625,0.125,2,-0.2899378538131714,4,11,64,16,0,145280,2,2,contiguous,1,400
0.25,0.4390624999999986,0.0625,2,-0.650131344795227,4,11,64,16,2,145280,2,2,contiguous,1,400
0.375,0.625,0.125,2,-0.14069020748138425,4,11,64,16,4,145280,2,2,contiguous,1,400
0.3125,0.5625,0.125,2,-0.4729403257369995,4,11,64,16,8,145280,2,2,contiguous,1,400
0.625,0.875,0.375,3,3.140730082988739,4,11,64,16,0,145280,2,2,moderate,1,400
0.625,0.875,0.375,3,3.1365925669670105,4,11,64,16,2,145280,2,2,moderate,1,400
0.625,0.8140624999999986,0.375,3,3.107043206691742,4,11,64,16,4,145280,2,2,moderate,1,400
0.6875,0.875,0.4375,3,3.239681839942932,4,11,64,16,8,145280,2,2,moderate,1,400
0.6875,0.875,0.4375,4,3.2630233764648438,4,11,64,16,0,145280,2,2,large,1,400
0.6875,0.9375,0.4375,4,3.3004221320152283,4,11,64,16,2,145280,2,2,large,1,400
0.6875,0.875,0.4375,4,3.3040254712104797,4,11,64,16,4,145280,2,2,large,1,400
0.6875,0.875,0.4375,4,3.2949569821357727,4,11,64,16,8,145280,2,2,large,1,400
0.6875,0.8765624999999986,0.4375,2,3.2516289353370667,4,11,64,16,0,145280,2,4,contiguous,1,400
0.75,0.9375,0.5625,2,3.2690218687057495,4,11,64,16,2,145280,2,4,contiguous,1,400
0.8125,1.0,0.625,2,3.293886959552765,4,11,64,16,4,145280,2,4,contiguous,1,400
0.8125,1.0,0.6234375000000001,2,3.3032240867614746,4,11,64,16,8,145280,2,4,contiguous,1,400
0.625,0.875,0.375,3,3.206133782863617,4,11,64,16,0,145280,2,4,moderate,1,400
0.625,0.875,0.375,3,2.928230881690979,4,11,64,16,2,145280,2,4,moderate,1,400
0.625,0.8125,0.375,3,2.71302330493927,4,11,64,16,4,145280,2,4,moderate,1,400
0.6875,0.875,0.4375,3,2.8964627981185913,4,11,64,16,8,145280,2,4,moderate,1,400
0.6875,0.875,0.4375,4,3.4015111327171326,4,11,64,16,0,145280,2,4,large,1,400
0.6875,0.875,0.4375,4,3.2355769872665405,4,11,64,16,2,145280,2,4,large,1,400
0.6875,0.8765624999999986,0.4375,4,3.2613713145256042,4,11,64,16,4,145280,2,4,large,1,400
0.625,0.875,0.375,4,3.382996141910553,4,11,64,16,8,145280,2,4,large,1,400
0.625,0.875,0.375,2,3.1354194283485413,4,11,64,16,0,145280,2,8,contiguous,1,400
0.625,0.875,0.375,2,3.149629533290863,4,11,64,16,2,145280,2,8,contiguous,1,400
0.6875,0.875,0.4375,2,2.9640586972236633,4,11,64,16,4,145280,2,8,contiguous,1,400
0.6875,0.875,0.5,2,2.8340664505958557,4,11,64,16,8,145280,2,8,contiguous,1,400
0.625,0.8140624999999986,0.375,3,2.788743317127228,4,11,64,16,0,145280,2,8,moderate,1,400
0.625,0.875,0.375,3,2.8128308057785034,4,11,64,16,2,145280,2,8,moderate,1,400
0.625,0.875,0.375,3,2.6075509786605835,4,11,64,16,4,145280,2,8,moderate,1,400
0.625,0.875,0.375,3,2.3309094309806824,4,11,64,16,8,145280,2,8,moderate,1,400
0.6875,0.875,0.4375,4,2.5175413489341736,4,11,64,16,0,145280,2,8,large,1,400
0.6875,0.875,0.4375,4,2.4778141379356384,4,11,64,16,2,145280,2,8,large,1,400
0.6875,0.9375,0.4375,4,2.4711044430732727,4,11,64,16,4,145280,2,8,large,1,400
0.5625,0.8125,0.3125,4,1.185877501964569,4,11,64,16,8,145280,2,8,large,1,400
0.3125,0.5625,0.125,3,-0.4109398126602173,4,11,64,16,0,145280,3,3,contiguous,1,400
0.3125,0.5625,0.125,3,-0.4444810152053833,4,11,64,16,2,145280,3,3,contiguous,1,400
0.375,0.625,0.125,3,-0.40590596199035645,4,11,64,16,4,145280,3,3,contiguous,1,400
0.3125,0.5625,0.125,3,-0.3996238708496094,4,11,64,16,8,145280,3,3,contiguous,1,400
0.375,0.625,0.125,5,-0.38420581817626953,4,11,64,16,0,145280,3,3,moderate,1,400
0.375,0.625,0.125,5,-0.39275217056274414,4,11,64,16,2,145280,3,3,moderate,1,400
0.3125,0.5625,0.125,5,-0.3956211805343628,4,11,64,16,4,145280,3,3,moderate,1,400
0.375,0.625,0.125,5,-0.42107486724853516,4,11,64,16,8,145280,3,3,moderate,1,400
0.375,0.625,0.125,7,-0.3684070110321045,4,11,64,16,0,145280,3,3,large,1,400
0.375,0.625,0.1859375000000001,7,-0.39566004276275635,4,11,64,16,2,145280,3,3,large,1,400
0.375,0.625,0.125,7,-0.3553273677825928,4,11,64,16,4,145280,3,3,large,1,400
0.375,0.625,0.1875,7,-0.38148927688598633,4,11,64,16,8,145280,3,3,large,1,400
0.3125,0.5625,0.125,3,0.6563946008682251,4,11,64,16,0,145280,3,6,contiguous,1,400
0.4375,0.6875,0.1875,3,0.6121777296066284,4,11,64,16,2,145280,3,6,contiguous,1,400
0.4375,0.6875,0.1875,3,0.7065439224243164,4,11,64,16,4,145280,3,6,contiguous,1,400
0.375,0.625,0.125,3,0.7576569318771362,4,11,64,16,8,145280,3,6,contiguous,1,400
0.4375,0.6875,0.1875,5,0.546990156173706,4,11,64,16,0,145280,3,6,moderate,1,400
0.4375,0.6875,0.1875,5,0.5776387453079224,4,11,64,16,2,145280,3,6,moderate,1,400
0.4375,0.6875,0.1875,5,0.6104909181594849,4,11,64,16,4,145280,3,6,moderate,1,400
0.4375,0.6875,0.1875,5,0.7030125260353088,4,11,64,16,8,145280,3,6,moderate,1,400
0.5,0.75,0.25,7,0.10660648345947266,4,11,64,16,0,145280,3,6,large,1,400
0.5,0.75,0.25,7,0.15830743312835693,4,11,64,16,2,145280,3,6,large,1,400
0.5,0.75,0.25,7,0.21249341964721685,4,11,64,16,4,145280,3,6,large,1,400
0.4375,0.6875,0.1875,7,-0.051348209381103516,4,11,64,16,8,145280,3,6,large,1,400
0.4375,0.6875,0.1875,3,0.6900676488876343,4,11,64,16,0,145280,3,8,contiguous,1,400
0.4375,0.6875,0.1875,3,0.7058923244476318,4,11,64,16,2,145280,3,8,contiguous,1,400
0.5,0.75,0.25,3,0.7654029130935669,4,11,64,16,4,145280,3,8,contiguous,1,400
0.5,0.75,0.25,3,0.8410077691078186,4,11,64,16,8,145280,3,8,contiguous,1,400
0.375,0.625,0.1875,5,0.40773284435272217,4,11,64,16,0,145280,3,8,moderate,1,400
0.375,0.625,0.125,5,0.43271148204803467,4,11,64,16,2,145280,3,8,moderate,1,400
0.375,0.625,0.125,5,0.4929264783859253,4,11,64,16,4,145280,3,8,moderate,1,400
0.4375,0.6875,0.1875,5,-0.03697812557220459,4,11,64,16,8,145280,3,8,moderate,1,400
0.4375,0.6875,0.1875,7,-0.11149132251739502,4,11,64,16,0,145280,3,8,large,1,400
0.375,0.625,0.125,7,-0.29500269889831543,4,11,64,16,2,145280,3,8,large,1,400
0.3125,0.5625,0.0625,7,-0.38951897621154785,4,11,64,16,4,145280,3,8,large,1,400
0.25,0.5,0.0625,7,-0.587230920791626,4,11,64,16,8,145280,3,8,large,1,400
0.375,0.625,0.125,4,-0.1883869171142578,4,11,64,16,0,145280,4,4,contiguous,1,400
0.375,0.625,0.125,4,-0.18270838260650635,4,11,64,16,2,145280,4,4,contiguous,1,400
0.375,0.625,0.125,4,-0.18572533130645752,4,11,64,16,4,145280,4,4,contiguous,1,400
0.375,0.625,0.125,4,-0.17666316032409668,4,11,64,16,8,145280,4,4,contiguous,1,400
0.375,0.625,0.125,7,-0.3100651502609253,4,11,64,16,0,145280,4,4,moderate,1,400
0.4375,0.6875,0.1875,7,-0.30322372913360596,4,11,64,16,2,145280,4,4,moderate,1,400
0.4375,0.6875,0.1875,7,-0.30117619037628174,4,11,64,16,4,145280,4,4,moderate,1,400
0.4375,0.6875,0.1875,7,-0.30054211616516113,4,11,64,16,8,145280,4,4,moderate,1,400
0.4375,0.6875,0.1875,10,-0.313667893409729,4,11,64,16,0,145280,4,4,large,1,400
0.4375,0.6875,0.25,10,-0.26556503772735596,4,11,64,16,2,145280,4,4,large,1,400
0.4375,0.6875,0.1875,10,-0.30976831912994385,4,11,64,16,4,145280,4,4,large,1,400
0.4375,0.6875,0.1875,10,-0.2756868600845337,4,11,64,16,8,145280,4,4,large,1,400
0.4375,0.6875,0.1875,4,-0.33043229579925537,4,11,64,16,0,145280,4,6,contiguous,1,400
0.4375,0.6875,0.1875,4,-0.31274139881134033,4,11,64,16,2,145280,4,6,contiguous,1,400
0.5,0.75,0.25,4,-0.31735193729400635,4,11,64,16,4,145280,4,6,contiguous,1,400
0.375,0.625,0.125,4,-0.32961201667785645,4,11,64,16,8,145280,4,6,contiguous,1,400
0.3125,0.5625,0.0625,7,-0.37147343158721924,4,11,64,16,0,145280,4,6,moderate,1,400
0.3125,0.5625,0.125,7,-0.36351335048675537,4,11,64,16,2,145280,4,6,moderate,1,400
0.3125,0.5625,0.125,7,-0.347261905670166,4,11,64,16,4,145280,4,6,moderate,1,400
0.5,0.75,0.25,7,-0.25793325901031494,4,11,64,16,8,145280,4,6,moderate,1,400
0.3125,0.5625,0.125,10,-0.32406389713287354,4,11,64,16,0,145280,4,6,large,1,400
0.3125,0.5625,0.125,10,-0.30036818981170654,4,11,64,16,2,145280,4,6,large,1,400
0.4375,0.6875,0.1875,10,-0.3059070110321045,4,11,64,16,4,145280,4,6,large,1,400
0.4375,0.6875,0.1875,10,-0.3217036724090576,4,11,64,16,8,145280,4,6,large,1,400
0.4375,0.6875,0.1875,4,-0.2691330909729004,4,11,64,16,0,145280,4,8,contiguous,1,400
0.4375,0.6875,0.1875,4,-0.2575967311859131,4,11,64,16,2,145280,4,8,contiguous,1,400
0.4375,0.6875,0.1875,4,-0.22173285484313965,4,11,64,16,4,145280,4,8,contiguous,1,400
0.4375,0.6875,0.1875,4,-0.21604013442993164,4,11,64,16,8,145280,4,8,contiguous,1,400
0.4375,0.6875,0.1875,7,-0.22859501838684082,4,11,64,16,0,145280,4,8,moderate,1,400
0.4375,0.6875,0.1875,7,-0.2320631742477417,4,11,64,16,2,145280,4,8,moderate,1,400
0.4375,0.6875,0.1875,7,-0.2332017421722412,4,11,64,16,4,145280,4,8,moderate,1,400
0.4375,0.6875,0.1875,7,-0.24262261390686035,4,11,64,16,8,145280,4,8,moderate,1,400
0.4375,0.6875,0.2484375000000001,10,-0.2597367763519287,4,11,64,16,0,145280,4,8,large,1,400
0.4375,0.6875,0.1875,10,-0.25206875801086426,4,11,64,16,2,145280,4,8,large,1,400
0.4375,0.6875,0.1875,10,-0.2677924633026123,4,11,64,16,4,145280,4,8,large,1,400
0.4375,0.6875,0.1875,10,-0.2653709650039673,4,11,64,16,8,145280,4,8,large,1,400
0.1875,0.375,0.0,6,-0.44055795669555664,4,11,64,16,0,145280,6,6,contiguous,1,400
0.1875,0.375,0.0,6,-0.43999719619750977,4,11,64,16,2,145280,6,6,contiguous,1,400
0.1875,0.375,0.0,6,-0.41603708267211914,4,11,64,16,4,145280,6,6,contiguous,1,400
0.1875,0.375,0.06093750000000009,6,-0.4707576036453247,4,11,64,16,8,145280,6,6,contiguous,1,400
0.1875,0.375,0.0,11,-0.46956193447113037,4,11,64,16,0,145280,6,6,moderate,1,400
0.1875,0.375,0.0,11,-0.483845591545105,4,11,64,16,2,145280,6,6,moderate,1,400
0.1875,0.375,0.0,11,-0.4669075012207031,4,11,64,16,4,145280,6,6,moderate,1,400
0.1875,0.375,0.0,11,-0.4306051731109619,4,11,64,16,8,145280,6,6,moderate,1,400
0.1875,0.375,0.0625,16,-0.5528683662414551,4,11,64,16,0,145280,6,6,large,1,400
0.1875,0.375,0.0,16,-0.6369160413742065,4,11,64,16,2,145280,6,6,large,1,400
0.1875,0.375,0.0,16,-0.5719075202941895,4,11,64,16,4,145280,6,6,large,1,400
0.1875,0.375,0.0,16,-0.6178464889526367,4,11,64,16,8,145280,6,6,large,1,400
0.1875,0.375,0.0,6,-0.47227752208709717,4,11,64,16,0,145280,6,8,contiguous,1,400
0.1875,0.375,0.0,6,-0.46476542949676514,4,11,64,16,2,145280,6,8,contiguous,1,400
0.1875,0.375,0.0,6,-0.4779202938079834,4,11,64,16,4,145280,6,8,contiguous,1,400
0.1875,0.375,0.0,6,-0.4342294931411743,4,11,64,16,8,145280,6,8,contiguous,1,400
0.1875,0.375,0.0,11,-0.4778625965118408,4,11,64,16,0,145280,6,8,moderate,1,400
0.1875,0.375,0.0,11,-0.4723116159439087,4,11,64,16,2,145280,6,8,moderate,1,400
0.1875,0.375,0.0,11,-0.4453105926513672,4,11,64,16,4,145280,6,8,moderate,1,400
0.25,0.5,0.0625,11,-0.4211146831512451,4,11,64,16,8,145280,6,8,moderate,1,400
0.1875,0.375,0.0,16,-0.5102089643478394,4,11,64,16,0,145280,6,8,large,1,400
0.1875,0.375,0.0,16,-0.5175775289535522,4,11,64,16,2,145280,6,8,large,1,400
0.1875,0.375,0.0,16,-0.5354326963424683,4,11,64,16,4,145280,6,8,large,1,400
0.1875,0.375,0.0,16,-0.5403008460998535,4,11,64,16,8,145280,6,8,large,1,400
0.1875,0.375,0.0,6,-0.4812232255935669,4,11,64,16,0,145280,6,10,contiguous,1,400
0.1875,0.375,0.0,6,-0.4893949031829834,4,11,64,16,2,145280,6,10,contiguous,1,400
0.1875,0.375,0.0,6,-0.5140894651412964,4,11,64,16,4,145280,6,10,contiguous,1,400
0.1875,0.375,0.0,6,-0.5353281497955322,4,11,64,16,8,145280,6,10,contiguous,1,400
0.1875,0.375,0.0,11,-0.5553188323974609,4,11,64,16,0,145280,6,10,moderate,1,400
0.1875,0.375,0.0,11,-0.5540269613265991,4,11,64,16,2,145280,6,10,moderate,1,400
0.1875,0.375,0.0625,11,-0.5815221071243286,4,11,64,16,4,145280,6,10,moderate,1,400
0.1875,0.4375,0.0,11,-0.5598267316818237,4,11,64,16,8,145280,6,10,moderate,1,400
0.1875,0.375,0.0,16,-0.5339103937149048,4,11,64,16,0,145280,6,10,large,1,400
0.1875,0.375,0.0,16,-0.5760675668716431,4,11,64,16,2,145280,6,10,large,1,400
0.1875,0.375,0.0,16,-0.5456061363220215,4,11,64,16,4,145280,6,10,large,1,400
0.1875,0.375,0.0,16,-0.6372147798538208,4,11,64,16,8,145280,6,10,large,1,400
0.1875,0.375,0.0,8,-0.5801702737808228,4,11,64,16,0,145280,8,8,contiguous,1,400
0.1875,0.375,0.0,8,-0.5866149663925171,4,11,64,16,2,145280,8,8,contiguous,1,400
0.1875,0.375,0.0,8,-0.577399730682373,4,11,64,16,4,145280,8,8,contiguous,1,400
0.1875,0.375,0.0,8,-0.5738345384597778,4,11,64,16,8,145280,8,8,contiguous,1,400
0.1875,0.375,0.0,15,-0.49899399280548096,4,11,64,16,0,145280,8,8,moderate,1,400
0.1875,0.375,0.0,15,-0.4992184638977051,4,11,64,16,2,145280,8,8,moderate,1,400
0.1875,0.375,0.0,15,-0.5470138788223267,4,11,64,16,4,145280,8,8,moderate,1,400
0.1875,0.375,0.0,15,-0.5068991184234619,4,11,64,16,8,145280,8,8,moderate,1,400
0.1875,0.375,0.0,22,-0.6504684686660767,4,11,64,16,0,145280,8,8,large,1,400
0.1875,0.375,0.0,22,-0.6842759251594543,4,11,64,16,2,145280,8,8,large,1,400
0.1875,0.375,0.0,22,-0.6414543390274048,4,11,64,16,4,145280,8,8,large,1,400
0.25,0.4390624999999986,0.0625,22,-0.5983164310455322,4,11,64,16,8,145280,8,8,large,1,400
0.1875,0.375,0.0,8,-0.6181831359863281,4,11,64,16,0,145280,8,10,contiguous,1,400
0.1875,0.375,0.0,8,-0.6362690925598145,4,11,64,16,2,145280,8,10,contiguous,1,400
0.1875,0.4375,0.0,8,-0.6061902046203613,4,11,64,16,4,145280,8,10,contiguous,1,400
0.1875,0.375,0.0,8,-0.6099635362625122,4,11,64,16,8,145280,8,10,contiguous,1,400
0.1875,0.375,0.0,15,-0.5879204273223877,4,11,64,16,0,145280,8,10,moderate,1,400
0.1875,0.375,0.0,15,-0.6641883850097656,4,11,64,16,2,145280,8,10,moderate,1,400
0.1875,0.375,0.0,15,-0.6099119186401367,4,11,64,16,4,145280,8,10,moderate,1,400
0.1875,0.375,0.0,15,-0.6198421716690063,4,11,64,16,8,145280,8,10,moderate,1,400
0.1875,0.375,0.0,22,-0.49710166454315186,4,11,64,16,0,145280,8,10,large,1,400
0.1875,0.375,0.0,22,-0.5542852878570557,4,11,64,16,2,145280,8,10,large,1,400
0.1875,0.3765624999999986,0.0,22,-0.520751953125,4,11,64,16,4,145280,8,10,large,1,400
0.1875,0.375,0.0,22,-0.6294159889221191,4,11,64,16,8,145280,8,10,large,1,400
1.0,1.0,1.0,1,5.155331254005432,8,11,32,16,0,74048,1,1,contiguous,1,400
1.0,1.0,1.0,1,5.200996220111847,8,11,32,16,2,74048,1,1,contiguous,1,400
1.0,1.0,1.0,1,5.175294816493988,8,11,32,16,4,74048,1,1,contiguous,1,400
1.0,1.0,1.0,1,5.130351781845093,8,11,32,16,8,74048,1,1,contiguous,1,400
1.0,1.0,1.0,1,5.155331254005432,8,11,32,16,0,74048,1,1,large,1,400
1.0,1.0,1.0,1,5.200996220111847,8,11,32,16,2,74048,1,1,large,1,400
1.0,1.0,1.0,1,5.175294816493988,8,11,32,16,4,74048,1,1,large,1,400
1.0,1.0,1.0,1,5.130351781845093,8,11,32,16,8,74048,1,1,large,1,400
1.0,1.0,1.0,1,5.155331254005432,8,11,32,16,0,74048,1,1,moderate,1,400
1.0,1.0,1.0,1,5.200996220111847,8,11,32,16,2,74048,1,1,moderate,1,400
1.0,1.0,1.0,1,5.175294816493988,8,11,32,16,4,74048,1,1,moderate,1,400
1.0,1.0,1.0,1,5.130351781845093,8,11,32,16,8,74048,1,1,moderate,1,400
1.0,1.0,1.0,1,5.78122866153717,8,11,32,16,0,74048,1,4,contiguous,1,400
1.0,1.0,1.0,1,5.818737268447876,8,11,32,16,2,74048,1,4,contiguous,1,400
1.0,1.0,1.0,1,5.828139960765839,8,11,32,16,4,74048,1,4,contiguous,1,400
1.0,1.0,1.0,1,5.885248780250549,8,11,32,16,8,74048,1,4,contiguous,1,400
1.0,1.0,1.0,1,5.78122866153717,8,11,32,16,0,74048,1,4,large,1,400
1.0,1.0,1.0,1,5.818737268447876,8,11,32,16,2,74048,1,4,large,1,400
1.0,1.0,1.0,1,5.828139960765839,8,11,32,16,4,74048,1,4,large,1,400
1.0,1.0,1.0,1,5.885248780250549,8,11,32,16,8,74048,1,4,large,1,400
1.0,1.0,1.0,1,5.78122866153717,8,11,32,16,0,74048,1,4,moderate,1,400
1.0,1.0,1.0,1,5.818737268447876,8,11,32,16,2,74048,1,4,moderate,1,400
1.0,1.0,1.0,1,5.828139960765839,8,11,32,16,4,74048,1,4,moderate,1,400
1.0,1.0,1.0,1,5.885248780250549,8,11,32,16,8,74048,1,4,moderate,1,400
1.0,1.0,1.0,1,5.793171405792236,8,11,32,16,0,74048,1,8,contiguous,1,400
1.0,1.0,1.0,1,5.784737527370453,8,11,32,16,2,74048,1,8,contiguous,1,400
1.0,1.0,1.0,1,5.829039692878723,8,11,32,16,4,74048,1,8,contiguous,1,400
1.0,1.0,1.0,1,5.860273540019989,8,11,32,16,8,74048,1,8,contiguous,1,400
1.0,1.0,1.0,1,5.793171405792236,8,11,32,16,0,74048,1,8,large,1,400
1.0,1.0,1.0,1,5.784737527370453,8,11,32,16,2,74048,1,8,large,1,400
1.0,1.0,1.0,1,5.829039692878723,8,11,32,16,4,74048,1,8,large,1,400
1.0,1.0,1.0,1,5.860273540019989,8,11,32,16,8,74048,1,8,large,1,400
1.0,1.0,1.0,1,5.793171405792236,8,11,32,16,0,74048,1,8,moderate,1,400
1.0,1.0,1.0,1,5.784737527370453,8,11,32,16,2,74048,1,8,moderate,1,400
1.0,1.0,1.0,1,5.829039692878723,8,11,32,16,4,74048,1,8,moderate,1,400
1.0,1.0,1.0,1,5.860273540019989,8,11,32,16,8,74048,1,8,moderate,1,400
0.8125,1.0,0.625,2,0.8997870683670044,8,11,32,16,0,74048,2,2,contiguous,1,400
0.8125,1.0,0.625,2,0.9588037133216858,8,11,32,16,2,74048,2,2,contiguous,1,400
0.8125,1.0,0.625,2,0.8618916869163513,8,11,32,16,4,74048,2,2,contiguous,1,400
0.8125,1.0,0.625,2,0.9428368806838989,8,11,32,16,8,74048,2,2,contiguous,1,400
0.6875,0.875,0.4375,3,0.5995135307312012,8,11,32,16,0,74048,2,2,moderate,1,400
0.8125,1.0,0.625,3,0.6390167474746704,8,11,32,16,2,74048,2,2,moderate,1,400
0.8125,1.0,0.625,3,0.6388288736343384,8,11,32,16,4,74048,2,2,moderate,1,400
0.8125,1.0,0.625,3,0.6558605432510376,8,11,32,16,8,74048,2,2,moderate,1,400
0.6875,0.875,0.4375,4,0.8192587494850159,8,11,32,16,0,74048,2,2,large,1,400
0.75,0.9375,0.5,4,0.8625108003616333,8,11,32,16,2,74048,2,2,large,1,400
0.75,0.9375,0.5,4,0.8801873326301575,8,11,32,16,4,74048,2,2,large,1,400
0.6875,0.875,0.4375,4,0.9073396921157837,8,11,32,16,8,74048,2,2,large,1,400
0.75,0.9375,0.5609375000000001,2,0.4147791266441345,8,11,32,16,0,74048,2,4,contiguous,1,400
0.8125,1.0,0.625,2,0.4791199564933777,8,11,32,16,2,74048,2,4,contiguous,1,400
0.75,0.9375,0.5625,2,0.4273015856742859,8,11,32,16,4,74048,2,4,contiguous,1,400
0.6875,0.875,0.4375,2,0.4659719467163086,8,11,32,16,8,74048,2,4,contiguous,1,400
0.6875,0.9375,0.4375,3,0.062035739421844475,8,11,32,16,0,74048,2,4,moderate,1,400
0.6875,0.8765624999999986,0.4375,3,0.09954458475112915,8,11,32,16,2,74048,2,4,moderate,1,400
0.625,0.8125,0.375,3,0.041075825691223145,8,11,32,16,4,74048,2,4,moderate,1,400
0.6875,0.875,0.4375,3,0.1047784686088562,8,11,32,16,8,74048,2,4,moderate,1,400
0.6875,0.875,0.4375,4,0.5395365953445435,8,11,32,16,0,74048,2,4,large,1,400
0.6875,0.875,0.4375,4,0.589986264705658,8,11,32,16,2,74048,2,4,large,1,400
0.625,0.8125,0.375,4,0.5572443604469299,8,11,32,16,4,74048,2,4,large,1,400
0.625,0.875,0.375,4,0.5782267451286316,8,11,32,16,8,74048,2,4,large,1,400
0.8125,1.0,0.625,2,0.6575747132301331,8,11,32,16,0,74048,2,8,contiguous,1,400
0.8125,1.0,0.625,2,0.6638140082359314,8,11,32,16,2,74048,2,8,contiguous,1,400
0.8125,1.0,0.625,2,0.6458516716957092,8,11,32,16,4,74048,2,8,contiguous,1,400
0.75,0.9375,0.5,2,0.6349191665649414,8,11,32,16,8,74048,2,8,contiguous,1,400
0.625,0.875,0.375,3,0.4908544421195984,8,11,32,16,0,74048,2,8,moderate,1,400
0.625,0.875,0.375,3,0.4874710440635681,8,11,32,16,2,74048,2,8,moderate,1,400
0.625,0.875,0.375,3,0.4978458285331726,8,11,32,16,4,74048,2,8,moderate,1,400
0.6875,0.875,0.4375,3,0.5236889719963074,8,11,32,16,8,74048,2,8,moderate,1,400
0.5,0.75,0.25,4,0.31728088855743414,8,11,32,16,0,74048,2,8,large,1,400
0.5,0.75,0.25,4,0.2947465181350708,8,11,32,16,2,74048,2,8,large,1,400
0.5625,0.8125,0.3125,4,0.31775158643722534,8,11,32,16,4,74048,2,8,large,1,400
0.625,0.875,0.375,4,0.3198487162590027,8,11,32,16,8,74048,2,8,large,1,400
0.3125,0.5625,0.125,3,-0.31647127866744995,8,11,32,16,0,74048,3,3,contiguous,1,400
0.3125,0.5625,0.125,3,-0.2934345006942749,8,11,32,16,2,74048,3,3,contiguous,1,400
0.3125,0.5,0.125,3,-0.2870728373527527,8,11,32,16,4,74048,3,3,contiguous,1,400
