accuracy,accuracy_ci_high,accuracy_ci_low,dependency_span,mean_margin,model_depth,model_seed,model_width,n_families,nuisance_count,parameter_count,predictive_order,raw_length,span_mode,training_budget,training_steps
1.0,1.0,1.0,1,10.671515822410583,8,11,64,16,8,279168,1,1,moderate,4,1600
1.0,1.0,1.0,1,10.51210367679596,8,11,64,16,0,279168,1,4,contiguous,4,1600
1.0,1.0,1.0,1,10.42141968011856,8,11,64,16,2,279168,1,4,contiguous,4,1600
1.0,1.0,1.0,1,10.581347823143005,8,11,64,16,4,279168,1,4,contiguous,4,1600
1.0,1.0,1.0,1,10.63367646932602,8,11,64,16,8,279168,1,4,contiguous,4,1600
1.0,1.0,1.0,1,10.51210367679596,8,11,64,16,0,279168,1,4,large,4,1600
1.0,1.0,1.0,1,10.42141968011856,8,11,64,16,2,279168,1,4,large,4,1600
1.0,1.0,1.0,1,10.581347823143005,8,11,64,16,4,279168,1,4,large,4,1600
1.0,1.0,1.0,1,10.63367646932602,8,11,64,16,8,279168,1,4,large,4,1600
1.0,1.0,1.0,1,10.51210367679596,8,11,64,16,0,279168,1,4,moderate,4,1600
1.0,1.0,1.0,1,10.42141968011856,8,11,64,16,2,279168,1,4,moderate,4,1600
1.0,1.0,1.0,1,10.581347823143005,8,11,64,16,4,279168,1,4,moderate,4,1600
1.0,1.0,1.0,1,10.63367646932602,8,11,64,16,8,279168,1,4,moderate,4,1600
1.0,1.0,1.0,1,10.759394526481628,8,11,64,16,0,279168,1,8,contiguous,4,1600
1.0,1.0,1.0,1,10.666911363601685,8,11,64,16,2,279168,1,8,contiguous,4,1600
1.0,1.0,1.0,1,10.676294803619385,8,11,64,16,4,279168,1,8,contiguous,4,1600
1.0,1.0,1.0,1,10.812486827373505,8,11,64,16,8,279168,1,8,contiguous,4,1600
1.0,1.0,1.0,1,10.759394526481628,8,11,64,16,0,279168,1,8,large,4,1600
1.0,1.0,1.0,1,10.666911363601685,8,11,64,16,2,279168,1,8,large,4,1600
1.0,1.0,1.0,1,10.676294803619385,8,11,64,16,4,279168,1,8,large,4,1600
1.0,1.0,1.0,1,10.812486827373505,8,11,64,16,8,279168,1,8,large,4,1600
1.0,1.0,1.0,1,10.759394526481628,8,11,64,16,0,279168,1,8,moderate,4,1600
1.0,1.0,1.0,1,10.666911363601685,8,11,64,16,2,279168,1,8,moderate,4,1600
1.0,1.0,1.0,1,10.676294803619385,8,11,64,16,4,279168,1,8,moderate,4,1600
1.0,1.0,1.0,1,10.812486827373505,8,11,64,16,8,279168,1,8,moderate,4,1600
1.0,1.0,1.0,2,10.414289593696594,8,11,64,16,0,279168,2,2,contiguous,4,1600
1.0,1.0,1.0,2,10.896779119968414,8,11,64,16,2,279168,2,2,contiguous,4,1600
1.0,1.0,1.0,2,11.052074193954468,8,11,64,16,4,279168,2,2,contiguous,4,1600
1.0,1.0,1.0,2,10.555342972278595,8,11,64,16,8,279168,2,2,contiguous,4,1600
1.0,1.0,1.0,3,11.755976676940918,8,11,64,16,0,279168,2,2,moderate,4,1600
1.0,1.0,1.0,3,11.827143549919128,8,11,64,16,2,279168,2,2,moderate,4,1600
1.0,1.0,1.0,3,11.801006615161896,8,11,64,16,4,279168,2,2,moderate,4,1600
1.0,1.0,1.0,3,11.848936200141907,8,11,64,16,8,279168,2,2,moderate,4,1600
1.0,1.0,1.0,4,10.629152774810791,8,11,64,16,0,279168,2,2,large,4,1600
1.0,1.0,1.0,4,10.88387930393219,8,11,64,16,2,279168,2,2,large,4,1600
1.0,1.0,1.0,4,10.658157467842102,8,11,64,16,4,279168,2,2,large,4,1600
1.0,1.0,1.0,4,10.699394166469574,8,11,64,16,8,279168,2,2,large,4,1600
1.0,1.0,1.0,2,9.522548973560333,8,11,64,16,0,279168,2,4,contiguous,4,1600
1.0,1.0,1.0,2,9.622854709625244,8,11,64,16,2,279168,2,4,contiguous,4,1600
1.0,1.0,1.0,2,9.674171507358551,8,11,64,16,4,279168,2,4,contiguous,4,1600
1.0,1.0,1.0,2,9.965080857276917,8,11,64,16,8,279168,2,4,contiguous,4,1600
1.0,1.0,1.0,3,9.812775254249573,8,11,64,16,0,279168,2,4,moderate,4,1600
1.0,1.0,1.0,3,9.802038669586182,8,11,64,16,2,279168,2,4,moderate,4,1600
1.0,1.0,1.0,3,10.03762811422348,8,11,64,16,4,279168,2,4,moderate,4,1600
1.0,1.0,1.0,3,9.89397382736206,8,11,64,16,8,279168,2,4,moderate,4,1600
1.0,1.0,1.0,4,10.189864337444305,8,11,64,16,0,279168,2,4,large,4,1600
1.0,1.0,1.0,4,10.115466892719269,8,11,64,16,2,279168,2,4,large,4,1600
1.0,1.0,1.0,4,10.127703368663788,8,11,64,16,4,279168,2,4,large,4,1600
1.0,1.0,1.0,4,10.192172646522522,8,11,64,16,8,279168,2,4,large,4,1600
1.0,1.0,1.0,2,11.468939363956451,8,11,64,16,0,279168,2,8,contiguous,4,1600
1.0,1.0,1.0,2,11.530252516269684,8,11,64,16,2,279168,2,8,contiguous,4,1600
1.0,1.0,1.0,2,11.483092606067657,8,11,64,16,4,279168,2,8,contiguous,4,1600
1.0,1.0,1.0,2,11.581901133060455,8,11,64,16,8,279168,2,8,contiguous,4,1600
1.0,1.0,1.0,3,11.631122767925262,8,11,64,16,0,279168,2,8,moderate,4,1600
1.0,1.0,1.0,3,11.709921598434448,8,11,64,16,2,279168,2,8,moderate,4,1600
1.0,1.0,1.0,3,11.65297019481659,8,11,64,16,4,279168,2,8,moderate,4,1600
1.0,1.0,1.0,3,11.792960107326508,8,11,64,16,8,279168,2,8,moderate,4,1600
1.0,1.0,1.0,4,10.972107410430908,8,11,64,16,0,279168,2,8,large,4,1600
1.0,1.0,1.0,4,10.953015327453613,8,11,64,16,2,279168,2,8,large,4,1600
1.0,1.0,1.0,4,10.925205528736115,8,11,64,16,4,279168,2,8,large,4,1600
1.0,1.0,1.0,4,11.167040526866913,8,11,64,16,8,279168,2,8,large,4,1600
0.875,1.0,0.6875,3,6.944680988788605,8,11,64,16,0,279168,3,3,contiguous,4,1600
1.0,1.0,1.0,3,8.230703234672546,8,11,64,16,2,279168,3,3,contiguous,4,1600
0.9375,1.0,0.8125,3,7.761330723762512,8,11,64,16,4,279168,3,3,contiguous,4,1600
0.875,1.0,0.6875,3,6.979174256324768,8,11,64,16,8,279168,3,3,contiguous,4,1600
1.0,1.0,1.0,5,7.8147092461586,8,11,64,16,0,279168,3,3,moderate,4,1600
1.0,1.0,1.0,5,8.015358626842499,8,11,64,16,2,279168,3,3,moderate,4,1600
1.0,1.0,1.0,5,7.993789553642273,8,11,64,16,4,279168,3,3,moderate,4,1600
0.9375,1.0,0.8125,5,7.936057209968567,8,11,64,16,8,279168,3,3,moderate,4,1600
1.0,1.0,1.0,7,8.116568326950073,8,11,64,16,0,279168,3,3,large,4,1600
1.0,1.0,1.0,7,8.210071384906769,8,11,64,16,2,279168,3,3,large,4,1600
1.0,1.0,1.0,7,8.250242292881012,8,11,64,16,4,279168,3,3,large,4,1600
1.0,1.0,1.0,7,8.220625638961792,8,11,64,16,8,279168,3,3,large,4,1600
1.0,1.0,1.0,3,8.074838042259216,8,11,64,16,0,279168,3,6,contiguous,4,1600
1.0,1.0,1.0,3,7.9599689245224,8,11,64,16,2,279168,3,6,contiguous,4,1600
1.0,1.0,1.0,3,8.222159326076508,8,11,64,16,4,279168,3,6,contiguous,4,1600
1.0,1.0,1.0,3,8.233876526355743,8,11,64,16,8,279168,3,6,contiguous,4,1600
1.0,1.0,1.0,5,8.132322371006012,8,11,64,16,0,279168,3,6,moderate,4,1600
1.0,1.0,1.0,5,7.960027039051056,8,11,64,16,2,279168,3,6,moderate,4,1600
1.0,1.0,1.0,5,7.667591214179993,8,11,64,16,4,279168,3,6,moderate,4,1600
1.0,1.0,1.0,5,7.618299722671509,8,11,64,16,8,279168,3,6,moderate,4,1600
1.0,1.0,1.0,7,7.369922757148743,8,11,64,16,0,279168,3,6,large,4,1600
1.0,1.0,1.0,7,7.447370231151581,8,11,64,16,2,279168,3,6,large,4,1600
1.0,1.0,1.0,7,7.662972152233124,8,11,64,16,4,279168,3,6,large,4,1600
0.9375,1.0,0.8125,7,7.2517096400260925,8,11,64,16,8,279168,3,6,large,4,1600
1.0,1.0,1.0,3,8.03193736076355,8,11,64,16,0,279168,3,8,contiguous,4,1600
1.0,1.0,1.0,3,8.18762731552124,8,11,64,16,2,279168,3,8,contiguous,4,1600
1.0,1.0,1.0,3,8.332274496555328,8,11,64,16,4,279168,3,8,contiguous,4,1600
1.0,1.0,1.0,3,8.492620408535004,8,11,64,16,8,279168,3,8,contiguous,4,1600
1.0,1.0,1.0,5,8.550669312477112,8,11,64,16,0,279168,3,8,moderate,4,1600
0.9375,1.0,0.8125,5,8.313395380973816,8,11,64,16,2,279168,3,8,moderate,4,1600
1.0,1.0,1.0,5,8.692746877670288,8,11,64,16,4,279168,3,8,moderate,4,1600
1.0,1.0,1.0,5,8.200161278247833,8,11,64,16,8,279168,3,8,moderate,4,1600
0.875,1.0,0.6875,7,6.6377867460250854,8,11,64,16,0,279168,3,8,large,4,1600
0.875,1.0,0.6875,7,6.646024644374847,8,11,64,16,2,279168,3,8,large,4,1600
0.875,1.0,0.6875,7,6.1425632536411285,8,11,64,16,4,279168,3,8,large,4,1600
0.875,1.0,0.6875,7,7.0903008580207825,8,11,64,16,8,279168,3,8,large,4,1600
0.5625,0.8125,0.3125,4,1.998082160949707,8,11,64,16,0,279168,4,4,contiguous,4,1600
0.5625,0.8125,0.3125,4,2.0102168321609497,8,11,64,16,2,279168,4,4,contiguous,4,1600
0.5625,0.8125,0.3125,4,2.0536908507347107,8,11,64,16,4,279168,4,4,contiguous,4,1600
0.5,0.75,0.25,4,2.0333651304244995,8,11,64,16,8,279168,4,4,contiguous,4,1600
0.5625,0.8125,0.3125,7,1.953703224658966,8,11,64,16,0,279168,4,4,moderate,4,1600
0.5625,0.8125,0.3125,7,1.9571779370307922,8,11,64,16,2,279168,4,4,moderate,4,1600
0.625,0.875,0.375,7,1.983521282672882,8,11,64,16,4,279168,4,4,moderate,4,1600
0.625,0.875,0.375,7,1.841794729232788,8,11,64,16,8,279168,4,4,moderate,4,1600
0.5625,0.8125,0.3125,10,1.697328269481659,8,11,64,16,0,279168,4,4,large,4,1600
0.5625,0.75,0.3125,10,1.65610671043396,8,11,64,16,2,279168,4,4,large,4,1600
0.5,0.75,0.25,10,1.6177192330360413,8,11,64,16,4,279168,4,4,large,4,1600
0.5,0.75,0.25,10,1.7076333165168762,8,11,64,16,8,279168,4,4,large,4,1600
0.4375,0.6875,0.1875,4,1.6262498497962952,8,11,64,16,0,279168,4,6,contiguous,4,1600
0.4375,0.6875,0.1875,4,1.6323303580284119,8,11,64,16,2,279168,4,6,contiguous,4,1600
0.4375,0.6875,0.1875,4,1.6640737056732178,8,11,64,16,4,279168,4,6,contiguous,4,1600
0.4375,0.6875,0.1875,4,1.6739388406276703,8,11,64,16,8,279168,4,6,contiguous,4,1600
0.4375,0.6875,0.1875,7,1.7673079371452332,8,11,64,16,0,279168,4,6,moderate,4,1600
0.4375,0.6875,0.1875,7,1.6717308163642883,8,11,64,16,2,279168,4,6,moderate,4,1600
0.4375,0.6875,0.1875,7,1.7642579078674316,8,11,64,16,4,279168,4,6,moderate,4,1600
0.375,0.625,0.125,7,1.535730242729187,8,11,64,16,8,279168,4,6,moderate,4,1600
0.5,0.75,0.25,10,1.8797136545181274,8,11,64,16,0,279168,4,6,large,4,1600
0.5,0.75,0.25,10,1.81614089012146,8,11,64,16,2,279168,4,6,large,4,1600
0.4375,0.6875,0.25,10,1.601634830236435,8,11,64,16,4,279168,4,6,large,4,1600
0.5,0.75,0.25,10,1.7080974578857422,8,11,64,16,8,279168,4,6,large,4,1600
0.4375,0.6875,0.1875,4,0.6208273470401764,8,11,64,16,0,279168,4,8,contiguous,4,1600
0.4375,0.6875,0.1875,4,0.6298763751983643,8,11,64,16,2,279168,4,8,contiguous,4,1600
0.4375,0.6875,0.1875,4,0.3981248438358307,8,11,64,16,4,279168,4,8,contiguous,4,1600
0.4375,0.6875,0.1875,4,0.20462006330490112,8,11,64,16,8,279168,4,8,contiguous,4,1600
0.4375,0.6875,0.1875,7,1.3030763268470764,8,11,64,16,0,279168,4,8,moderate,4,1600
0.375,0.625,0.125,7,1.3074593842029572,8,11,64,16,2,279168,4,8,moderate,4,1600
0.4375,0.6875,0.1875,7,1.2805269956588745,8,11,64,16,4,279168,4,8,moderate,4,1600
0.375,0.625,0.125,7,1.2710821330547333,8,11,64,16,8,279168,4,8,moderate,4,1600
0.625,0.875,0.375,10,2.1167131066322327,8,11,64,16,0,279168,4,8,large,4,1600
0.5625,0.8125,0.3125,10,2.0345852375030518,8,11,64,16,2,279168,4,8,large,4,1600
0.5625,0.8125,0.3125,10,1.9282969236373901,8,11,64,16,4,279168,4,8,large,4,1600
0.5,0.75,0.25,10,1.8108186423778534,8,11,64,16,8,279168,4,8,large,4,1600
0.3125,0.5625,0.125,6,-0.1542515754699707,8,11,64,16,0,279168,6,6,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.1539934277534485,8,11,64,16,2,279168,6,6,contiguous,4,1600
0.3125,0.5015624999999986,0.125,6,-0.17630356550216675,8,11,64,16,4,279168,6,6,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.1524762511253357,8,11,64,16,8,279168,6,6,contiguous,4,1600
0.3125,0.5625,0.125,11,-0.22242963314056396,8,11,64,16,0,279168,6,6,moderate,4,1600
0.3125,0.5625,0.125,11,-0.22373861074447632,8,11,64,16,2,279168,6,6,moderate,4,1600
0.3125,0.5625,0.125,11,-0.25266677141189575,8,11,64,16,4,279168,6,6,moderate,4,1600
0.3125,0.5625,0.125,11,-0.27343910932540894,8,11,64,16,8,279168,6,6,moderate,4,1600
0.3125,0.5625,0.125,16,-0.17695724964141846,8,11,64,16,0,279168,6,6,large,4,1600
0.3125,0.5625,0.125,16,-0.1699366569519043,8,11,64,16,2,279168,6,6,large,4,1600
0.3125,0.5,0.125,16,-0.19203466176986694,8,11,64,16,4,279168,6,6,large,4,1600
0.3125,0.5625,0.125,16,-0.23396819829940796,8,11,64,16,8,279168,6,6,large,4,1600
0.3125,0.5625,0.125,6,-0.2061106562614441,8,11,64,16,0,279168,6,8,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.20681071281433105,8,11,64,16,2,279168,6,8,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.2076021432876587,8,11,64,16,4,279168,6,8,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.21178054809570312,8,11,64,16,8,279168,6,8,contiguous,4,1600
0.25,0.4375,0.0625,11,-0.12279701232910156,8,11,64,16,0,279168,6,8,moderate,4,1600
0.3125,0.5625,0.125,11,-0.11327505111694336,8,11,64,16,2,279168,6,8,moderate,4,1600
0.3125,0.5625,0.125,11,-0.10889184474945068,8,11,64,16,4,279168,6,8,moderate,4,1600
0.3125,0.5625,0.125,11,-0.11314523220062256,8,11,64,16,8,279168,6,8,moderate,4,1600
0.3125,0.5625,0.125,16,-0.15563398599624634,8,11,64,16,0,279168,6,8,large,4,1600
0.3125,0.5625,0.125,16,-0.17294096946716309,8,11,64,16,2,279168,6,8,large,4,1600
0.3125,0.5625,0.0625,16,-0.1877756118774414,8,11,64,16,4,279168,6,8,large,4,1600
0.3125,0.5625,0.125,16,-0.23392802476882935,8,11,64,16,8,279168,6,8,large,4,1600
0.3125,0.5,0.125,6,-0.2034146785736084,8,11,64,16,0,279168,6,10,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.20111829042434692,8,11,64,16,2,279168,6,10,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.2041298747062683,8,11,64,16,4,279168,6,10,contiguous,4,1600
0.3125,0.5625,0.125,6,-0.21348810195922852,8,11,64,16,8,279168,6,10,contiguous,4,1600
0.25,0.5,0.0625,11,-0.21479415893554688,8,11,64,16,0,279168,6,10,moderate,4,1600
0.25,0.5,0.0625,11,-0.21545803546905518,8,11,64,16,2,279168,6,10,moderate,4,1600
0.25,0.5,0.0625,11,-0.2162257432937622,8,11,64,16,4,279168,6,10,moderate,4,1600
0.25,0.4375,0.0625,11,-0.24095594882965088,8,11,64,16,8,279168,6,10,moderate,4,1600
0.3125,0.5625,0.125,16,-0.14864301681518555,8,11,64,16,0,279168,6,10,large,4,1600
0.3125,0.5625,0.125,16,-0.163765549659729,8,11,64,16,2,279168,6,10,large,4,1600
0.3125,0.5,0.125,16,-0.1885269284248352,8,11,64,16,4,279168,6,10,large,4,1600
0.3125,0.5625,0.125,16,-0.23511719703674316,8,11,64,16,8,279168,6,10,large,4,1600
0.25,0.5,0.0625,8,-0.27443987131118774,8,11,64,16,0,279168,8,8,contiguous,4,1600
0.25,0.4375,0.0625,8,-0.2670469880104065,8,11,64,16,2,279168,8,8,contiguous,4,1600
0.25,0.5,0.0625,8,-0.2645998001098633,8,11,64,16,4,279168,8,8,contiguous,4,1600
0.25,0.5,0.0625,8,-0.28810226917266846,8,11,64,16,8,279168,8,8,contiguous,4,1600
0.1875,0.375,0.0,15,-0.21825939416885376,8,11,64,16,0,279168,8,8,moderate,4,1600
0.1875,0.375,0.0,15,-0.21474134922027585,8,11,64,16,2,279168,8,8,moderate,4,1600
0.1875,0.375,0.0,15,-0.21116524934768677,8,11,64,16,4,279168,8,8,moderate,4,1600
0.1875,0.375,0.0,15,-0.20904600620269775,8,11,64,16,8,279168,8,8,moderate,4,1600
0.1875,0.375,0.0,22,-0.2309892177581787,8,11,64,16,0,279168,8,8,large,4,1600
0.1875,0.375,0.0,22,-0.2550484538078308,8,11,64,16,2,279168,8,8,large,4,1600
0.1875,0.375,0.0,22,-0.20935958623886108,8,11,64,16,4,279168,8,8,large,4,1600
0.1875,0.375,0.0,22,-0.27962613105773926,8,11,64,16,8,279168,8,8,large,4,1600
0.1875,0.4375,0.0,8,-0.2867991328239441,8,11,64,16,0,279168,8,10,contiguous,4,1600
0.1875,0.375,0.0,8,-0.28729790449142456,8,11,64,16,2,279168,8,10,contiguous,4,1600
0.1875,0.375,0.0,8,-0.2886056900024414,8,11,64,16,4,279168,8,10,contiguous,4,1600
0.1875,0.375,0.0,8,-0.2941966652870178,8,11,64,16,8,279168,8,10,contiguous,4,1600
0.1875,0.375,0.0,15,-0.23152601718902588,8,11,64,16,0,279168,8,10,moderate,4,1600
0.1875,0.375,0.0,15,-0.23227059841156006,8,11,64,16,2,279168,8,10,moderate,4,1600
0.1875,0.375,0.0,15,-0.220964252948761,8,11,64,16,4,279168,8,10,moderate,4,1600
0.1875,0.375,0.06093750000000009,15,-0.24970102310180664,8,11,64,16,8,279168,8,10,moderate,4,1600
0.1875,0.375,0.0,22,-0.23596704006195068,8,11,64,16,0,279168,8,10,large,4,1600
0.1875,0.375,0.0,22,-0.21962422132492065,8,11,64,16,2,279168,8,10,large,4,1600
0.1875,0.375,0.0,22,-0.2648078203201294,8,11,64,16,4,279168,8,10,large,4,1600
0.1875,0.375,0.0,22,-0.31537652015686035,8,11,64,16,8,279168,8,10,large,4,1600
1.0,1.0,1.0,1,6.313228487968445,12,11,32,16,0,108224,1,1,contiguous,1,400
1.0,1.0,1.0,1,6.393218040466309,12,11,32,16,2,108224,1,1,contiguous,1,400
1.0,1.0,1.0,1,6.436520159244537,12,11,32,16,4,108224,1,1,contiguous,1,400
1.0,1.0,1.0,1,6.5559486746788025,12,11,32,16,8,108224,1,1,contiguous,1,400
1.0,1.0,1.0,1,6.313228487968445,12,11,32,16,0,108224,1,1,large,1,400
1.0,1.0,1.0,1,6.393218040466309,12,11,32,16,2,108224,1,1,large,1,400
1.0,1.0,1.0,1,6.436520159244537,12,11,32,16,4,108224,1,1,large,1,400
1.0,1.0,1.0,1,6.5559486746788025,12,11,32,16,8,108224,1,1,large,1,400
1.0,1.0,1.0,1,6.313228487968445,12,11,32,16,0,108224,1,1,moderate,1,400
1.0,1.0,1.0,1,6.393218040466309,12,11,32,16,2,108224,1,1,moderate,1,400
1.0,1.0,1.0,1,6.436520159244537,12,11,32,16,4,108224,1,1,moderate,1,400
1.0,1.0,1.0,1,6.5559486746788025,12,11,32,16,8,108224,1,1,moderate,1,400
1.0,1.0,1.0,1,6.709148406982422,12,11,32,16,0,108224,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.7453736662864685,12,11,32,16,2,108224,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.764551937580109,12,11,32,16,4,108224,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.7364121079444885,12,11,32,16,8,108224,1,4,contiguous,1,400
1.0,1.0,1.0,1,6.709148406982422,12,11,32,16,0,108224,1,4,large,1,400
1.0,1.0,1.0,1,6.7453736662864685,12,11,32,16,2,108224,1,4,large,1,400
1.0,1.0,1.0,1,6.764551937580109,12,11,32,16,4,108224,1,4,large,1,400
1.0,1.0,1.0,1,6.7364121079444885,12,11,32,16,8,108224,1,4,large,1,400
1.0,1.0,1.0,1,6.709148406982422,12,11,32,16,0,108224,1,4,moderate,1,400
1.0,1.0,1.0,1,6.7453736662864685,12,11,32,16,2,108224,1,4,moderate,1,400
1.0,1.0,1.0,1,6.764551937580109,12,11,32,16,4,108224,1,4,moderate,1,400
1.0,1.0,1.0,1,6.7364121079444885,12,11,32,16,8,108224,1,4,moderate,1,400
1.0,1.0,1.0,1,6.145810484886169,12,11,32,16,0,108224,1,8,contiguous,1,400
1.0,1.0,1.0,1,6.252614676952362,12,11,32,16,2,108224,1,8,contiguous,1,400
1.0,1.0,1.0,1,6.335946261882782,12,11,32,16,4,108224,1,8,contiguous,1,400
1.0,1.0,1.0,1,6.475730657577515,12,11,32,16,8,108224,1,8,contiguous,1,400
1.0,1.0,1.0,1,6.145810484886169,12,11,32,16,0,108224,1,8,large,1,400
1.0,1.0,1.0,1,6.252614676952362,12,11,32,16,2,108224,1,8,large,1,400
1.0,1.0,1.0,1,6.335946261882782,12,11,32,16,4,108224,1,8,large,1,400
1.0,1.0,1.0,1,6.475730657577515,12,11,32,16,8,108224,1,8,large,1,400
1.0,1.0,1.0,1,6.145810484886169,12,11,32,16,0,108224,1,8,moderate,1,400
1.0,1.0,1.0,1,6.252614676952362,12,11,32,16,2,108224,1,8,moderate,1,400
1.0,1.0,1.0,1,6.335946261882782,12,11,32,16,4,108224,1,8,moderate,1,400
1.0,1.0,1.0,1,6.475730657577515,12,11,32,16,8,108224,1,8,moderate,1,400
0.25,0.4375,0.0625,2,-0.26971596479415894,12,11,32,16,0,108224,2,2,contiguous,1,400
0.25,0.5,0.0625,2,-0.285589337348938,12,11,32,16,2,108224,2,2,contiguous,1,400
0.25,0.5,0.0625,2,-0.28742659091949463,12,11,32,16,4,108224,2,2,contiguous,1,400
0.25,0.5,0.0625,2,-0.3302896022796631,12,11,32,16,8,108224,2,2,contiguous,1,400
0.25,0.5,0.0625,3,-0.23564159870147705,12,11,32,16,0,108224,2,2,moderate,1,400
0.25,0.5,0.0625,3,-0.24802833795547485,12,11,32,16,2,108224,2,2,moderate,1,400
0.25,0.5,0.0625,3,-0.2699434757232666,12,11,32,16,4,108224,2,2,moderate,1,400
0.25,0.5,0.0625,3,-0.29689735174179077,12,11,32,16,8,108224,2,2,moderate,1,400
0.25,0.4375,0.0625,4,-0.2062947154045105,12,11,32,16,0,108224,2,2,large,1,400
0.25,0.4375,0.0625,4,-0.22173148393630981,12,11,32,16,2,108224,2,2,large,1,400
0.25,0.4375,0.0625,4,-0.2496093511581421,12,11,32,16,4,108224,2,2,large,1,400
0.25,0.5,0.0625,4,-0.24799007177352905,12,11,32,16,8,108224,2,2,large,1,400
0.25,0.5,0.0625,2,-0.2535274624824524,12,11,32,16,0,108224,2,4,contiguous,1,400
0.25,0.5,0.0625,2,-0.2711755633354187,12,11,32,16,2,108224,2,4,contiguous,1,400
0.25,0.5,0.0625,2,-0.2990491986274719,12,11,32,16,4,108224,2,4,contiguous,1,400
0.25,0.5,0.0625,2,-0.2943822145462036,12,11,32,16,8,108224,2,4,contiguous,1,400
0.25,0.5,0.0625,3,-0.3131346106529236,12,11,32,16,0,108224,2,4,moderate,1,400
0.25,0.4375,0.0625,3,-0.33736419677734375,12,11,32,16,2,108224,2,4,moderate,1,400
0.25,0.4375,0.0625,3,-0.3347874879837036,12,11,32,16,4,108224,2,4,moderate,1,400
0.25,0.4390624999999986,0.0625,3,-0.3596075177192688,12,11,32,16,8,108224,2,4,moderate,1,400
0.25,0.5,0.0625,4,-0.28230470418930054,12,11,32,16,0,108224,2,4,large,1,400
0.25,0.4375,0.0625,4,-0.3106725811958313,12,11,32,16,2,108224,2,4,large,1,400
0.25,0.5,0.0625,4,-0.33654260635375977,12,11,32,16,4,108224,2,4,large,1,400
0.25,0.4375,0.0625,4,-0.3661543130874634,12,11,32,16,8,108224,2,4,large,1,400
0.25,0.5,0.0625,2,-0.3370705842971802,12,11,32,16,0,108224,2,8,contiguous,1,400
0.25,0.5,0.0625,2,-0.3444182872772217,12,11,32,16,2,108224,2,8,contiguous,1,400
0.25,0.4390624999999986,0.0625,2,-0.33730053901672363,12,11,32,16,4,108224,2,8,contiguous,1,400
0.25,0.4375,0.0625,2,-0.3392378091812134,12,11,32,16,8,108224,2,8,contiguous,1,400
0.25,0.5,0.0625,3,-0.43575870990753174,12,11,32,16,0,108224,2,8,moderate,1,400
0.25,0.5,0.0625,3,-0.4325920343399048,12,11,32,16,2,108224,2,8,moderate,1,400
0.25,0.5,0.0625,3,-0.4130927324295044,12,11,32,16,4,108224,2,8,moderate,1,400
0.25,0.5,0.0625,3,-0.3961302638053894,12,11,32,16,8,108224,2,8,moderate,1,400
0.25,0.5,0.0625,4,-0.3546918034553528,12,11,32,16,0,108224,2,8,large,1,400
0.25,0.4375,0.0625,4,-0.3534829616546631,12,11,32,16,2,108224,2,8,large,1,400
0.25,0.4375,0.0625,4,-0.36671340465545654,12,11,32,16,4,108224,2,8,large,1,400
0.25,0.5,0.0625,4,-0.35820895433425903,12,11,32,16,8,108224,2,8,large,1,400
0.3125,0.5625,0.0625,3,-0.35319221019744873,12,11,32,16,0,108224,3,3,contiguous,1,400
0.3125,0.5,0.125,3,-0.3492271304130554,12,11,32,16,2,108224,3,3,contiguous,1,400
0.3125,0.5625,0.125,3,-0.342185914516449,12,11,32,16,4,108224,3,3,contiguous,1,400
0.3125,0.5,0.125,3,-0.34986597299575806,12,11,32,16,8,108224,3,3,contiguous,1,400
0.3125,0.5625,0.0625,5,-0.3561197519302368,12,11,32,16,0,108224,3,3,moderate,1,400
0.3125,0.5625,0.125,5,-0.36204230785369873,12,11,32,16,2,108224,3,3,moderate,1,400
0.3125,0.5625,0.125,5,-0.3504555821418762,12,11,32,16,4,108224,3,3,moderate,1,400
0.3125,0.5625,0.125,5,-0.3884740471839905,12,11,32,16,8,108224,3,3,moderate,1,400
0.3125,0.5625,0.125,7,-0.34126991033554077,12,11,32,16,0,108224,3,3,large,1,400
0.3125,0.5625,0.125,7,-0.34220975637435913,12,11,32,16,2,108224,3,3,large,1,400
0.3125,0.5625,0.0625,7,-0.35023850202560425,12,11,32,16,4,108224,3,3,large,1,400
0.3125,0.5625,0.125,7,-0.3399556279182434,12,11,32,16,8,108224,3,3,large,1,400
0.3125,0.5625,0.125,3,-0.3230621814727783,12,11,32,16,0,108224,3,6,contiguous,1,400
0.3125,0.5625,0.0625,3,-0.35205328464508057,12,11,32,16,2,108224,3,6,contiguous,1,400
0.3125,0.5625,0.12343750000000009,3,-0.3365902304649353,12,11,32,16,4,108224,3,6,contiguous,1,400
0.3125,0.5625,0.0625,3,-0.35593706369400024,12,11,32,16,8,108224,3,6,contiguous,1,400
0.3125,0.5625,0.0625,5,-0.34670019149780273,12,11,32,16,0,108224,3,6,moderate,1,400
