dependency_span,family_id,first_top1_layer,margin_trajectory,model_depth,model_seed,model_type,model_width,nuisance_count,parameter_count,predictive_order,raw_length,settling_delay,span_mode,stable_top1_layer,top1_reversals,training_budget,training_steps
4,"p4:(2, 1, 0, 0):5",5,-14.6006;-3.10316;-0.875559;-2.45001;-0.11384;0.0961514;-0.527801;-0.301313;-0.803969,8,11,transformer,32,0,74048,4,4,,contiguous,,2,1,400
4,"p4:(0, 1, 1, 1):6",4,-14.6006;-2.81803;-0.791629;-1.71226;0.401057;0.52054;-0.183595;-0.0592575;-0.550595,8,11,transformer,32,0,74048,4,4,,contiguous,,2,1,400
4,"p4:(3, 2, 0, 3):7",3,-12.9092;-1.88363;-0.690323;0.624505;0.376167;-0.204571;-0.294525;0.0869646;-0.13855,8,11,transformer,32,0,74048,4,4,,contiguous,,4,1,400
4,"p4:(1, 0, 1, 2):8",,-12.9092;-1.70111;-0.563448;-0.399548;-0.620315;-1.06246;-0.821876;-0.341787;-0.525212,8,11,transformer,32,0,74048,4,4,,contiguous,,0,1,400
4,"p4:(1, 2, 3, 1):9",5,-14.6006;-2.93299;-1.02879;-2.89121;-0.403235;0.119352;-0.527382;-0.36371;-0.809937,8,11,transformer,32,0,74048,4,4,,contiguous,,2,1,400
4,"p4:(1, 2, 2, 3):10",2,-12.9092;-1.69788;0.107653;-0.576718;-2.21743;-2.3768;-1.53188;-1.07377;-0.759441,8,11,transformer,32,0,74048,4,4,,contiguous,,2,1,400
4,"p4:(2, 3, 2, 3):11",,-15.3946;-4.95163;-1.55044;-2.88907;-1.75078;-0.755861;-1.08782;-0.675933;-0.547021,8,11,transformer,32,0,74048,4,4,,contiguous,,0,1,400
4,"p4:(1, 1, 2, 1):12",2,-13.6893;-1.44695;0.728066;-0.191829;-1.04436;-0.609467;0.106973;-0.0552435;0.309748,8,11,transformer,32,0,74048,4,4,6,contiguous,8,5,1,400
4,"p4:(3, 1, 3, 2):13",2,-13.6893;-1.53747;0.726009;-0.288939;-0.62128;-0.223729;0.422894;0.0638571;0.274224,8,11,transformer,32,0,74048,4,4,4,contiguous,6,3,1,400
4,"p4:(0, 3, 0, 1):14",4,-12.9092;-1.74676;-0.715129;-0.0431318;0.334193;-0.0897226;-0.306279;0.0891714;-0.141595,8,11,transformer,32,0,74048,4,4,,contiguous,,4,1,400
4,"p4:(3, 3, 0, 0):15",,-15.3946;-5.01648;-1.6242;-2.56549;-1.5566;-0.602956;-0.961248;-0.567951;-0.452005,8,11,transformer,32,0,74048,4,4,,contiguous,,0,1,400
6,"p6:(1, 3, 0, 1, 0, 1):0",,-15.3946;-4.80448;-1.71023;-3.37198;-2.01077;-0.73378;-1.06475;-0.651626;-0.522896,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
6,"p6:(1, 2, 1, 2, 1, 2):1",2,-13.6893;-1.46651;0.40691;0.353355;-0.340591;-0.00801373;0.618601;0.338385;0.278814,8,11,transformer,32,0,74048,6,6,4,contiguous,6,3,1,400
6,"p6:(2, 2, 1, 1, 2, 1):2",2,-13.6893;-1.40441;0.581043;0.434399;0.0946083;0.799683;0.953349;0.458583;0.574337,8,11,transformer,32,0,74048,6,6,0,contiguous,2,1,1,400
6,"p6:(0, 1, 0, 2, 3, 3):3",2,-13.6893;-1.61193;0.586008;-0.00794792;-0.202417;0.283571;0.750079;0.276906;0.467599,8,11,transformer,32,0,74048,6,6,3,contiguous,5,3,1,400
6,"p6:(2, 0, 3, 0, 0, 1):4",,-15.3946;-5.03039;-1.69204;-2.78438;-1.33726;-0.581864;-0.948276;-0.556825;-0.440606,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
6,"p6:(0, 3, 2, 0, 2, 1):5",,-12.9092;-1.32265;-0.604299;-0.802498;-0.474954;-1.14695;-1.17295;-0.644229;-0.786267,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
6,"p6:(1, 2, 3, 0, 2, 3):6",,-14.6006;-2.96998;-1.2199;-3.50084;-0.760825;-0.959205;-1.4184;-1.05425;-1.47792,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
6,"p6:(2, 3, 3, 2, 3, 0):7",2,-13.6893;-1.54111;0.651882;0.296671;-0.0377207;0.27937;0.847775;0.413202;0.416238,8,11,transformer,32,0,74048,6,6,3,contiguous,5,3,1,400
6,"p6:(2, 2, 3, 1, 1, 1):8",,-15.3946;-5.05017;-1.67948;-2.74899;-1.10551;-0.50563;-0.883788;-0.498445;-0.389026,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
6,"p6:(1, 3, 2, 2, 1, 0):9",2,-13.6893;-1.38758;0.636603;0.778854;-0.342559;0.0275507;0.612397;0.27353;0.194493,8,11,transformer,32,0,74048,6,6,3,contiguous,5,3,1,400
6,"p6:(0, 3, 3, 0, 0, 0):10",,-15.3946;-5.06042;-1.70482;-2.60256;-1.43517;-0.539977;-0.914242;-0.529284;-0.41827,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
6,"p6:(2, 0, 0, 0, 0, 2):11",4,-12.9092;-1.76896;-0.699217;-0.330224;0.135014;-0.638988;-0.761111;-0.293649;-0.475136,8,11,transformer,32,0,74048,6,6,,contiguous,,2,1,400
6,"p6:(1, 2, 2, 1, 2, 1):12",2,-13.6893;-1.1851;0.377657;0.374743;0.0488739;0.723334;0.831001;0.354381;0.535813,8,11,transformer,32,0,74048,6,6,0,contiguous,2,1,1,400
6,"p6:(2, 0, 2, 0, 3, 1):13",4,-12.9092;-1.48939;-0.596185;-0.241858;0.0781565;-0.587964;-0.717577;-0.257101;-0.446665,8,11,transformer,32,0,74048,6,6,,contiguous,,2,1,400
6,"p6:(0, 1, 0, 1, 2, 3):14",,-14.6006;-2.96192;-1.09326;-2.9639;-0.526663;-0.634496;-1.15358;-0.828178;-1.28344,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
6,"p6:(2, 3, 3, 3, 1, 2):15",,-15.3946;-5.18176;-1.65256;-3.17443;-1.96955;-0.970005;-0.759556;-0.451069;-0.301158,8,11,transformer,32,0,74048,6,6,,contiguous,,0,1,400
8,"p8:(2, 3, 1, 0, 2, 2, 0, 1):0",4,-14.6006;-2.9632;-0.874471;-2.26968;0.336753;0.131135;-0.517877;-0.299271;-0.806994,8,11,transformer,32,0,74048,8,8,,contiguous,,2,1,400
8,"p8:(2, 1, 0, 1, 0, 1, 1, 2):1",3,-12.9092;-1.8467;-0.654844;0.193142;-0.217765;-0.612439;-0.410281;-0.00137329;-0.21754,8,11,transformer,32,0,74048,8,8,,contiguous,,2,1,400
8,"p8:(1, 0, 3, 3, 3, 3, 0, 1):2",,-15.3946;-5.11299;-1.59577;-2.6534;-1.50969;-0.668144;-1.02292;-0.622478;-0.499669,8,11,transformer,32,0,74048,8,8,,contiguous,,0,1,400
8,"p8:(0, 0, 2, 2, 3, 1, 0, 1):3",2,-13.6893;-1.53452;0.639792;0.134802;-0.43351;-0.143552;0.516379;0.165157;0.367385,8,11,transformer,32,0,74048,8,8,4,contiguous,6,3,1,400
8,"p8:(1, 1, 1, 0, 2, 3, 0, 1):4",2,-13.6893;-1.65749;0.601006;0.158919;-0.381385;-0.0334587;0.615213;0.37982;0.39544,8,11,transformer,32,0,74048,8,8,4,contiguous,6,3,1,400
8,"p8:(0, 2, 1, 0, 0, 3, 3, 0):5",2,-13.6893;-1.47576;0.494831;-0.814583;-1.46295;-1.09212;-0.258289;-0.464612;-0.182991,8,11,transformer,32,0,74048,8,8,,contiguous,,2,1,400
8,"p8:(0, 2, 3, 2, 3, 1, 2, 2):6",4,-14.6006;-2.70061;-0.748364;-2.37378;0.175166;-0.0203981;-0.636386;-0.390135;-0.884759,8,11,transformer,32,0,74048,8,8,,contiguous,,2,1,400
8,"p8:(1, 3, 2, 1, 1, 2, 0, 2):7",,-12.9092;-1.78559;-0.718417;-0.120732;-0.274401;-0.737461;-0.773079;-0.312156;-0.491377,8,11,transformer,32,0,74048,8,8,,contiguous,,0,1,400
8,"p8:(3, 3, 3, 0, 2, 0, 2, 1):8",,-15.3946;-5.02808;-1.62285;-2.54735;-1.26892;-0.657253;-1.01026;-0.618212;-0.498535,8,11,transformer,32,0,74048,8,8,,contiguous,,0,1,400
8,"p8:(1, 0, 3, 3, 2, 3, 1, 1):9",,-15.3946;-5.05868;-1.6602;-2.71573;-1.57448;-0.623085;-0.985292;-0.591209;-0.471691,8,11,transformer,32,0,74048,8,8,,contiguous,,0,1,400
8,"p8:(3, 2, 2, 0, 0, 3, 2, 1):10",2,-13.6893;-1.41715;0.55202;-0.20147;-0.464428;0.280015;0.464472;0.049387;0.264699,8,11,transformer,32,0,74048,8,8,3,contiguous,5,3,1,400
8,"p8:(2, 2, 3, 0, 3, 0, 0, 3):11",2,-13.6893;-1.47278;0.602947;-0.816777;-1.16473;-0.734941;0.00669575;-0.212552;0.0290556,8,11,transformer,32,0,74048,8,8,6,contiguous,8,5,1,400
8,"p8:(3, 3, 2, 1, 0, 1, 2, 3):12",4,-14.6006;-2.77698;-0.805243;-1.29523;0.612077;0.794571;0.251856;0.0085144;-0.320772,8,11,transformer,32,0,74048,8,8,,contiguous,,2,1,400
8,"p8:(2, 0, 1, 2, 0, 2, 2, 2):13",4,-14.6006;-2.98222;-0.832411;-1.70235;0.55448;0.546009;-0.183722;-0.0199938;-0.56424,8,11,transformer,32,0,74048,8,8,,contiguous,,2,1,400
8,"p8:(0, 2, 2, 0, 2, 3, 2, 1):14",,-12.9092;-1.43256;-0.516836;-0.580507;-0.126303;-0.711846;-0.823438;-0.34384;-0.523023,8,11,transformer,32,0,74048,8,8,,contiguous,,0,1,400
8,"p8:(3, 2, 3, 1, 1, 2, 3, 2):15",2,-13.6893;-1.54268;0.616956;-0.521829;-0.665994;-0.0307369;0.428697;0.0225916;0.236389,8,11,transformer,32,0,74048,8,8,4,contiguous,6,3,1,400
1,"p1:(2,):0",2,-27.911;-4.67426;12.2184;15.8826;14.2092;14.0156;10.7875;8.93179;7.31057,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(3,):1",2,-36.8603;-6.28618;21.5224;22.6052;20.2661;16.2846;12.6796;10.4032;8.69421,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(2,):2",2,-27.911;-4.67426;12.2184;15.8826;14.2092;14.0156;10.7875;8.93179;7.31057,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(0,):3",2,-32.4322;-3.71151;6.67887;9.4166;9.92498;10.2623;9.96761;10.3003;10.0094,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(2,):4",2,-27.911;-4.67426;12.2184;15.8826;14.2092;14.0156;10.7875;8.93179;7.31057,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(0,):5",2,-32.4322;-3.71151;6.67887;9.4166;9.92498;10.2623;9.96761;10.3003;10.0094,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(2,):6",2,-27.911;-4.67426;12.2184;15.8826;14.2092;14.0156;10.7875;8.93179;7.31057,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(2,):7",2,-27.911;-4.67426;12.2184;15.8826;14.2092;14.0156;10.7875;8.93179;7.31057,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(3,):8",2,-36.8603;-6.28618;21.5224;22.6052;20.2661;16.2846;12.6796;10.4032;8.69421,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(3,):9",2,-36.8603;-6.28618;21.5224;22.6052;20.2661;16.2846;12.6796;10.4032;8.69421,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(1,):10",2,-46.3603;-9.9074;25.6724;26.1568;25.9105;21.0881;15.2918;11.1194;9.21209,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(1,):11",2,-46.3603;-9.9074;25.6724;26.1568;25.9105;21.0881;15.2918;11.1194;9.21209,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(3,):12",2,-36.8603;-6.28618;21.5224;22.6052;20.2661;16.2846;12.6796;10.4032;8.69421,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(3,):13",2,-36.8603;-6.28618;21.5224;22.6052;20.2661;16.2846;12.6796;10.4032;8.69421,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(3,):14",2,-36.8603;-6.28618;21.5224;22.6052;20.2661;16.2846;12.6796;10.4032;8.69421,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
1,"p1:(2,):15",2,-27.911;-4.67426;12.2184;15.8826;14.2092;14.0156;10.7875;8.93179;7.31057,8,11,transformer,64,0,279168,1,1,0,contiguous,2,1,1,400
2,"p2:(1, 1):0",3,-27.911;-6.74652;-7.90906;12.6719;14.4468;14.5278;10.7096;8.74246;7.13635,8,11,transformer,64,0,279168,2,2,0,contiguous,3,1,1,400
2,"p2:(2, 3):1",2,-46.3603;-12.9682;8.43997;10.5029;7.65734;5.67512;4.0521;2.73753;2.34696,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(2, 2):2",2,-32.4322;-9.39444;3.95014;5.71685;7.00953;8.15416;8.34815;8.04422;6.63989,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(1, 2):3",2,-36.8603;-12.6229;18.6064;25.0938;25.6213;22.8106;17.5749;13.9848;11.5077,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(2, 0):4",2,-27.911;-7.39829;11.536;11.2639;8.43834;6.23475;4.56062;4.09694;3.26785,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(0, 0):5",2,-32.4322;-10.1349;7.30257;9.68789;10.0276;10.3709;9.99319;9.05682;7.3072,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(2, 3):6",2,-46.3603;-12.9682;8.43997;10.5029;7.65734;5.67512;4.0521;2.73753;2.34696,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(3, 1):7",3,-32.4322;-8.77825;-2.45457;11.9198;13.2992;12.7667;9.65349;6.67394;5.73366,8,11,transformer,64,0,279168,2,2,0,contiguous,3,1,1,400
2,"p2:(3, 2):8",2,-46.3603;-13.3761;21.488;19.4181;20.9319;15.3297;10.7637;7.47639;6.11954,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(0, 0):9",2,-32.4322;-10.1349;7.30257;9.68789;10.0276;10.3709;9.99319;9.05682;7.3072,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(1, 2):10",2,-36.8603;-12.6229;18.6064;25.0938;25.6213;22.8106;17.5749;13.9848;11.5077,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(1, 3):11",2,-32.4322;-7.79523;6.38301;11.4278;11.317;11.2223;10.4834;7.46971;6.4509,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(2, 0):12",2,-27.911;-7.39829;11.536;11.2639;8.43834;6.23475;4.56062;4.09694;3.26785,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(3, 0):13",2,-36.8603;-13.7037;19.307;18.1834;16.4398;14.4695;11.8478;9.79332;8.2201,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
2,"p2:(3, 1):14",3,-32.4322;-8.77825;-2.45457;11.9198;13.2992;12.7667;9.65349;6.67394;5.73366,8,11,transformer,64,0,279168,2,2,0,contiguous,3,1,1,400
2,"p2:(1, 0):15",2,-46.3603;-14.3437;23.199;18.0559;11.8435;8.0492;5.56223;3.67228;3.12365,8,11,transformer,64,0,279168,2,2,0,contiguous,2,1,1,400
3,"p3:(0, 0, 1):0",,-46.3603;-13.252;-8.91855;-2.39832;-2.86019;-2.50788;-2.07305;-1.97556;-1.58977,8,11,transformer,64,0,279168,3,3,,contiguous,,0,1,400
3,"p3:(0, 2, 2):1",3,-32.4322;-9.05159;-0.601334;1.98457;1.25559;0.783409;0.616377;-0.0503998;0.135939,8,11,transformer,64,0,279168,3,3,5,contiguous,8,3,1,400
3,"p3:(1, 2, 0):2",2,-36.8603;-12.0616;10.174;9.43072;8.271;6.06749;4.97564;4.45613;3.95899,8,11,transformer,64,0,279168,3,3,0,contiguous,2,1,1,400
3,"p3:(1, 3, 1):3",,-46.3603;-13.0576;-12.1675;-2.65686;-3.15966;-2.66311;-2.25923;-2.13517;-1.72493,8,11,transformer,64,0,279168,3,3,,contiguous,,0,1,400
3,"p3:(1, 0, 0):4",2,-46.3603;-13.8546;7.11964;9.14434;5.15277;2.99447;2.45193;1.61537;1.4927,8,11,transformer,64,0,279168,3,3,0,contiguous,2,1,1,400
3,"p3:(1, 0, 0):5",2,-46.3603;-13.8546;7.11964;9.14434;5.15277;2.99447;2.45193;1.61537;1.4927,8,11,transformer,64,0,279168,3,3,0,contiguous,2,1,1,400
3,"p3:(1, 1, 2):6",,-32.4322;-9.66694;-0.59746;-0.597742;-0.217857;-0.150825;-0.0191097;-0.520465;-0.252179,8,11,transformer,64,0,279168,3,3,,contiguous,,0,1,400
3,"p3:(0, 0, 3):7",3,-36.8603;-12.3455;-4.67086;1.26904;2.02575;1.86698;1.56121;1.56719;1.23828,8,11,transformer,64,0,279168,3,3,0,contiguous,3,1,1,400
3,"p3:(1, 2, 0):8",2,-36.8603;-12.0616;10.174;9.43072;8.271;6.06749;4.97564;4.45613;3.95899,8,11,transformer,64,0,279168,3,3,0,contiguous,2,1,1,400
3,"p3:(0, 1, 0):9",3,-46.3603;-14.0273;-1.76519;2.59993;1.06705;0.5769;0.260741;-0.114532;0.00243568,8,11,transformer,64,0,279168,3,3,5,contiguous,8,3,1,400
3,"p3:(0, 0, 0):10",2,-32.4322;-9.01756;4.33903;7.88571;8.45532;9.00084;8.86228;6.65451;5.79372,8,11,transformer,64,0,279168,3,3,0,contiguous,2,1,1,400
3,"p3:(1, 3, 3):11",3,-36.8603;-12.3655;-3.98967;2.13081;2.77789;2.34971;2.00535;1.93012;1.5478,8,11,transformer,64,0,279168,3,3,0,contiguous,3,1,1,400
3,"p3:(1, 1, 2):12",,-32.4322;-9.66694;-0.59746;-0.597742;-0.217857;-0.150825;-0.0191097;-0.520465;-0.252179,8,11,transformer,64,0,279168,3,3,,contiguous,,0,1,400
3,"p3:(3, 0, 1):13",3,-32.4322;-10.2399;-5.14394;2.73014;3.27779;2.02197;1.57015;0.744596;0.809134,8,11,transformer,64,0,279168,3,3,0,contiguous,3,1,1,400
3,"p3:(2, 3, 1):14",2,-27.911;-7.3741;0.535925;4.36635;5.64566;4.2666;3.03757;2.92967;2.23252,8,11,transformer,64,0,279168,3,3,0,contiguous,2,1,1,400
3,"p3:(1, 2, 3):15",2,-27.911;-6.76832;1.35911;-2.73612;-2.19813;-1.22241;-0.960238;-0.256763;-0.388847,8,11,transformer,64,0,279168,3,3,,contiguous,,2,1,400
4,"p4:(3, 3, 1, 1):0",3,-32.4322;-10.2699;-4.51258;1.65398;0.851399;0.396002;-0.0285721;-0.496593;-0.574517,8,11,transformer,64,0,279168,4,4,,contiguous,,2,1,400
4,"p4:(0, 1, 2, 1):1",,-32.4322;-9.43847;-3.22145;-1.06279;-1.09504;-1.16036;-1.26327;-1.47358;-1.41563,8,11,transformer,64,0,279168,4,4,,contiguous,,0,1,400
4,"p4:(2, 0, 2, 0):2",3,-32.4322;-9.92205;-4.94376;0.7318;1.25719;0.791778;0.686076;0.0654802;0.232944,8,11,transformer,64,0,279168,4,4,0,contiguous,3,1,1,400
4,"p4:(3, 1, 0, 2):3",2,-27.911;-6.70952;2.76501;-3.75817;-4.07213;-3.14266;-2.4696;-1.45753;-1.4316,8,11,transformer,64,0,279168,4,4,,contiguous,,2,1,400
4,"p4:(1, 3, 3, 2):4",,-46.3603;-12.3353;-11.1331;-5.79;-3.60001;-2.70754;-2.20636;-2.08655;-1.6785,8,11,transformer,64,0,279168,4,4,,contiguous,,0,1,400
4,"p4:(2, 1, 0, 0):5",2,-36.8603;-12.4539;0.388749;-1.18538;0.382246;0.606331;0.650023;0.849565;0.637001,8,11,transformer,64,0,279168,4,4,2,contiguous,4,3,1,400
4,"p4:(0, 1, 1, 1):6",5,-36.8603;-12.8635;-5.98565;-2.82243;-0.276279;0.0957556;0.501277;0.368932;0.643015,8,11,transformer,64,0,279168,4,4,0,contiguous,5,1,1,400
4,"p4:(3, 2, 0, 3):7",3,-32.4322;-9.76873;-2.64019;1.57845;1.70649;0.961166;0.780347;0.107236;0.272691,8,11,transformer,64,0,279168,4,4,0,contiguous,3,1,1,400
4,"p4:(1, 0, 1, 2):8",4,-32.4322;-10.4859;-3.01964;-0.0134792;0.397408;-0.0249348;0.0306396;-0.472766;-0.227076,8,11,transformer,64,0,279168,4,4,,contiguous,,4,1,400
4,"p4:(1, 2, 3, 1):9",,-36.8603;-12.8326;-8.17751;-5.7642;-3.34172;-2.14666;-1.31513;-0.994015;-0.536793,8,11,transformer,64,0,279168,4,4,,contiguous,,0,1,400
4,"p4:(1, 2, 2, 3):10",3,-32.4322;-10.7385;-5.04031;0.343539;0.266148;-0.142341;-0.0773888;-0.556664;-0.306728,8,11,transformer,64,0,279168,4,4,,contiguous,,2,1,400
4,"p4:(2, 3, 2, 3):11",2,-27.911;-7.47953;2.1194;-0.33111;-0.322232;-0.0431576;-0.0870667;0.295494;-0.0627785,8,11,transformer,64,0,279168,4,4,,contiguous,,4,1,400
4,"p4:(1, 1, 2, 1):12",3,-46.3603;-13.1455;-5.0977;1.85883;-0.107471;-0.37994;-0.538414;-0.770551;-0.567868,8,11,transformer,64,0,279168,4,4,,contiguous,,2,1,400
4,"p4:(3, 1, 3, 2):13",,-46.3603;-13.3698;-11.8422;-6.57922;-3.166;-1.71538;-1.06405;-1.1743;-0.900698,8,11,transformer,64,0,279168,4,4,,contiguous,,0,1,400
4,"p4:(0, 3, 0, 1):14",,-32.4322;-9.46604;-3.9012;-0.0895329;-0.391699;-0.464355;-0.708276;-0.880867;-0.896461,8,11,transformer,64,0,279168,4,4,,contiguous,,0,1,400
4,"p4:(3, 3, 0, 0):15",2,-27.911;-6.38589;10.2098;-0.235004;-1.33924;-1.35323;-1.17473;-0.42636;-0.567894,8,11,transformer,64,0,279168,4,4,,contiguous,,2,1,400
6,"p6:(1, 3, 0, 1, 0, 1):0",2,-27.911;-6.93825;3.10843;0.517935;-0.144576;0.161601;0.0983849;0.344596;-0.0208302,8,11,transformer,64,0,279168,6,6,,contiguous,,4,1,400
6,"p6:(1, 2, 1, 2, 1, 2):1",,-46.3603;-13.5831;-9.70874;-3.35936;-3.16481;-2.73996;-1.94755;-1.89721;-1.21696,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(2, 2, 1, 1, 2, 1):2",,-46.3603;-13.9115;-7.35099;-3.5419;-2.24421;-1.96943;-1.3226;-1.38989;-0.783208,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(0, 1, 0, 2, 3, 3):3",,-46.3603;-13.8065;-6.76494;-0.33749;-1.63;-1.5256;-1.34341;-1.39316;-1.0995,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(2, 0, 3, 0, 0, 1):4",2,-27.911;-6.73763;3.52388;0.412965;-0.109893;0.100674;0.0174274;0.229321;-0.121663,8,11,transformer,64,0,279168,6,6,,contiguous,,4,1,400
6,"p6:(0, 3, 2, 0, 2, 1):5",,-32.4322;-9.83006;-2.29842;-1.34286;-0.619202;-0.752079;-0.550924;-0.92253;-0.82098,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(1, 2, 3, 0, 2, 3):6",,-36.8603;-13.442;-5.70533;-6.03085;-4.0966;-3.32382;-2.22454;-1.81995;-1.25368,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(2, 3, 3, 2, 3, 0):7",,-46.3603;-13.7219;-14.8878;-7.52044;-5.95637;-5.30305;-3.94186;-3.48819;-2.57284,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(2, 2, 3, 1, 1, 1):8",2,-27.911;-6.74157;1.85229;1.43049;0.501593;0.613496;0.428344;0.477158;0.104036,8,11,transformer,64,0,279168,6,6,0,contiguous,2,1,1,400
6,"p6:(1, 3, 2, 2, 1, 0):9",,-46.3603;-13.2671;-17.4181;-10.488;-7.22374;-5.40071;-4.03817;-3.09021;-2.41035,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(0, 3, 3, 0, 0, 0):10",2,-27.911;-7.15807;2.40715;2.24015;0.666438;0.395107;-0.0492926;-0.0349045;-0.352702,8,11,transformer,64,0,279168,6,6,,contiguous,,2,1,400
6,"p6:(2, 0, 0, 0, 0, 2):11",3,-32.4322;-9.61771;-3.82005;0.639338;0.695586;0.142938;-0.229989;-0.677248;-0.731124,8,11,transformer,64,0,279168,6,6,,contiguous,,2,1,400
6,"p6:(1, 2, 2, 1, 2, 1):12",,-46.3603;-14.0373;-12.0766;-9.03789;-6.80509;-5.2165;-3.89011;-3.26866;-2.39581,8,11,transformer,64,0,279168,6,6,,contiguous,,0,1,400
6,"p6:(2, 0, 2, 0, 3, 1):13",4,-32.4322;-9.60419;-4.34361;-0.0559721;0.581317;0.308661;0.306193;-0.229771;-0.0219984,8,11,transformer,64,0,279168,6,6,,contiguous,,2,1,400
6,"p6:(0, 1, 0, 1, 2, 3):14",8,-36.8603;-13.6512;-5.00078;-2.9231;-1.13605;-0.899456;-0.340149;-0.286749;0.0668859,8,11,transformer,64,0,279168,6,6,0,contiguous,8,1,1,400
6,"p6:(2, 3, 3, 3, 1, 2):15",2,-27.911;-6.76361;3.1113;-0.616282;-0.769145;-0.260024;-0.252461;-0.108979;-0.413643,8,11,transformer,64,0,279168,6,6,,contiguous,,2,1,400
8,"p8:(2, 3, 1, 0, 2, 2, 0, 1):0",8,-36.8603;-12.7594;-6.09451;-2.78968;-0.661744;-0.920446;-0.330897;-0.285376;0.079565,8,11,transformer,64,0,279168,8,8,0,contiguous,8,1,1,400
8,"p8:(2, 1, 0, 1, 0, 1, 1, 2):1",4,-32.4322;-9.66187;-5.19489;-0.51555;0.098547;-0.237463;-0.148176;-0.614419;-0.352758,8,11,transformer,64,0,279168,8,8,,contiguous,,2,1,400
8,"p8:(1, 0, 3, 3, 3, 3, 0, 1):2",2,-27.911;-7.41582;4.6989;1.53703;0.491992;0.625895;0.43342;0.832104;0.512732,8,11,transformer,64,0,279168,8,8,0,contiguous,2,1,1,400
8,"p8:(0, 0, 2, 2, 3, 1, 0, 1):3",,-46.3603;-14.3393;-19.6489;-14.1934;-10.2251;-7.70684;-5.77543;-4.66608;-3.56835,8,11,transformer,64,0,279168,8,8,,contiguous,,0,1,400
8,"p8:(1, 1, 1, 0, 2, 3, 0, 1):4",,-46.3603;-14.7111;-13.3428;-6.13985;-3.81364;-3.09596;-2.26219;-2.13173;-1.72638,8,11,transformer,64,0,279168,8,8,,contiguous,,0,1,400
8,"p8:(0, 2, 1, 0, 0, 3, 3, 0):5",,-46.3603;-13.9992;-13.077;-2.77057;-3.13003;-2.63737;-2.1819;-2.06483;-1.66964,8,11,transformer,64,0,279168,8,8,,contiguous,,0,1,400
8,"p8:(0, 2, 3, 2, 3, 1, 2, 2):6",4,-36.8603;-12.2093;-3.31007;-0.74823;1.17287;1.01642;1.15766;0.880699;0.956713,8,11,transformer,64,0,279168,8,8,0,contiguous,4,1,1,400
