loss,step
23.73987579345703,1
2.6331303119659424,50
2.452561616897583,100
1.9259593486785889,150
0.9581166505813599,200
0.17018020153045654,250
0.03922370448708534,300
0.01044575683772564,350
0.0015126330545172095,400
0.01689104363322258,450
0.00043028866639360785,500
0.0002576264087110758,550
0.00016149877046700567,600
0.0001334016997134313,650
9.855262760538608e-05,700
0.0001290110230911523,750
0.00018758748774416745,800
0.00010766438208520412,850
0.00015034629905130714,900
7.232587086036801e-05,950
7.526036642957479e-05,1000
0.00011008269939338788,1050
0.00011969676415901631,1100
8.976821845863014e-05,1150
0.00011832709424197674,1200
9.832703653955832e-05,1250
0.0001130095188273117,1300
7.112791354302317e-05,1350
6.0592545196413994e-05,1400
5.864772174390964e-05,1450
5.608216088148765e-05,1500
5.06305368617177e-05,1550
8.018936205189675e-05,1600
8.556258399039507e-05,1650
5.879329546587542e-05,1700
5.2980787586420774e-05,1750
4.22778248321265e-05,1800
3.877229755744338e-05,1850
4.386576620163396e-05,1900
7.205420115496963e-05,1950
6.428061897167936e-05,2000
5.300192424328998e-05,2050
5.06947617395781e-05,2100
4.3800700950669125e-05,2150
4.800985334441066e-05,2200
5.2786221203859895e-05,2250
3.72162030544132e-05,2300
4.857531894231215e-05,2350
4.448670006240718e-05,2400
