condition,example_id,family,heads,icl_gain,layers,margin,model_seed,probability,rank,stage,target,top1,width
shuffled,6,0,1,,3,-13.256657600402832,11,1.7260465483559528e-06,99,D4,6,0,8
wrong_chain,6,0,1,,3,-11.608202934265137,11,8.955022167356219e-06,69,D4,6,0,8
irrelevant,6,0,1,,3,-8.091833114624023,11,0.00020557855896186084,22,D4,6,0,8
reversed,6,0,1,,3,5.70944356918335,11,0.9864205121994019,1,D4,6,1,8
none,7,0,1,,3,-14.072530746459961,11,5.961648525953933e-07,122,D4,6,0,8
correct,7,0,1,20.04317331314087,3,5.970642566680908,11,0.9859676957130432,1,D4,6,1,8
shuffled,7,0,1,,3,-8.876728057861328,11,0.00013869231042917818,11,D4,6,0,8
wrong_chain,7,0,1,,3,-11.608202934265137,11,8.955022167356219e-06,69,D4,6,0,8
irrelevant,7,0,1,,3,-8.091833114624023,11,0.00020557855896186084,22,D4,6,0,8
reversed,7,0,1,,3,5.70944356918335,11,0.9864205121994019,1,D4,6,1,8
none,8,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,8,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,8,1,1,,3,-7.665794849395752,11,0.0004660671402234584,5,D4,6,0,8
wrong_chain,8,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,8,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,8,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,9,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,9,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,9,1,1,,3,-7.665794849395752,11,0.0004660671402234584,5,D4,6,0,8
wrong_chain,9,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,9,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,9,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,10,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,10,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,10,1,1,,3,-7.665794849395752,11,0.0004660671402234584,5,D4,6,0,8
wrong_chain,10,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,10,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,10,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,11,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,11,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,11,1,1,,3,-7.665794849395752,11,0.0004660671402234584,5,D4,6,0,8
wrong_chain,11,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,11,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,11,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,12,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,12,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,12,1,1,,3,-12.930150985717773,11,2.3906472961243708e-06,91,D4,6,0,8
wrong_chain,12,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,12,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,12,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,13,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,13,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,13,1,1,,3,-12.930150985717773,11,2.3906472961243708e-06,91,D4,6,0,8
wrong_chain,13,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,13,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,13,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,14,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,14,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,14,1,1,,3,-12.930150985717773,11,2.3906472961243708e-06,91,D4,6,0,8
wrong_chain,14,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,14,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,14,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,15,1,1,,3,-14.577777862548828,11,3.4210995636385633e-07,125,D4,6,0,8
correct,15,1,1,20.71733856201172,3,6.139560699462891,11,0.9879456758499146,1,D4,6,1,8
shuffled,15,1,1,,3,-7.665794849395752,11,0.0004660671402234584,5,D4,6,0,8
wrong_chain,15,1,1,,3,-11.84549617767334,11,7.05290631231037e-06,70,D4,6,0,8
irrelevant,15,1,1,,3,-4.358358383178711,11,0.00729648070409894,5,D4,6,0,8
reversed,15,1,1,,3,6.0398664474487305,11,0.9883615374565125,1,D4,6,1,8
none,16,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,16,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,16,2,1,,3,-13.133622169494629,11,1.9545907434803667e-06,96,D4,6,0,8
wrong_chain,16,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,16,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,16,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,17,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,17,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,17,2,1,,3,-6.658005714416504,11,0.0012761496473103762,2,D4,6,0,8
wrong_chain,17,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,17,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,17,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,18,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,18,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,18,2,1,,3,-6.658005714416504,11,0.0012761496473103762,2,D4,6,0,8
wrong_chain,18,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,18,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,18,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,19,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,19,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,19,2,1,,3,-13.133622169494629,11,1.9545907434803667e-06,96,D4,6,0,8
wrong_chain,19,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,19,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,19,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,20,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,20,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,20,2,1,,3,-6.658005714416504,11,0.0012761496473103762,2,D4,6,0,8
wrong_chain,20,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,20,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,20,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,21,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,21,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,21,2,1,,3,-6.658005714416504,11,0.0012761496473103762,2,D4,6,0,8
wrong_chain,21,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,21,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,21,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,22,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,22,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,22,2,1,,3,-6.658005714416504,11,0.0012761496473103762,2,D4,6,0,8
wrong_chain,22,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,22,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,22,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,23,2,1,,3,-11.779494285583496,11,1.7351100041196332e-06,126,D4,6,0,8
correct,23,2,1,18.529266357421875,3,6.749772071838379,11,0.9896969199180603,1,D4,6,1,8
shuffled,23,2,1,,3,-13.133622169494629,11,1.9545907434803667e-06,96,D4,6,0,8
wrong_chain,23,2,1,,3,-12.24660873413086,11,4.7376888687722385e-06,77,D4,6,0,8
irrelevant,23,2,1,,3,-8.649123191833496,11,0.00016635996871627867,25,D4,6,0,8
reversed,23,2,1,,3,6.976212501525879,11,0.9894936084747314,1,D4,6,1,8
none,24,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,24,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,24,3,1,,3,-11.848402976989746,11,7.028232175798621e-06,72,D4,6,0,8
wrong_chain,24,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,24,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,24,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,25,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,25,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,25,3,1,,3,-11.848402976989746,11,7.028232175798621e-06,72,D4,6,0,8
wrong_chain,25,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,25,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,25,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,26,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,26,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,26,3,1,,3,-6.732233047485352,11,0.0011850630398839712,2,D4,6,0,8
wrong_chain,26,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,26,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,26,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,27,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,27,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,27,3,1,,3,-11.848402976989746,11,7.028232175798621e-06,72,D4,6,0,8
wrong_chain,27,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,27,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,27,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,28,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,28,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,28,3,1,,3,-6.732233047485352,11,0.0011850630398839712,2,D4,6,0,8
wrong_chain,28,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,28,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,28,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,29,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,29,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,29,3,1,,3,-11.848402976989746,11,7.028232175798621e-06,72,D4,6,0,8
wrong_chain,29,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,29,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,29,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,30,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,30,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,30,3,1,,3,-11.848402976989746,11,7.028232175798621e-06,72,D4,6,0,8
wrong_chain,30,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,30,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,30,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,31,3,1,,3,-13.945969581604004,11,6.247246346902102e-07,125,D4,6,0,8
correct,31,3,1,18.412700653076172,3,4.466731071472168,11,0.9762327671051025,1,D4,6,1,8
shuffled,31,3,1,,3,-6.732233047485352,11,0.0011850630398839712,2,D4,6,0,8
wrong_chain,31,3,1,,3,-11.250261306762695,11,1.2758435332216322e-05,64,D4,6,0,8
irrelevant,31,3,1,,3,-5.0279412269592285,11,0.0037508050445467234,5,D4,6,0,8
reversed,31,3,1,,3,5.859149932861328,11,0.9870259165763855,1,D4,6,1,8
none,32,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,32,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,32,4,1,,3,-5.36004638671875,11,0.004647238180041313,2,D4,6,0,8
wrong_chain,32,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,32,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,32,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,33,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,33,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,33,4,1,,3,-12.94877815246582,11,2.347279178138706e-06,93,D4,6,0,8
wrong_chain,33,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,33,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,33,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,34,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,34,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,34,4,1,,3,-12.94877815246582,11,2.347279178138706e-06,93,D4,6,0,8
wrong_chain,34,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,34,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,34,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,35,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,35,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,35,4,1,,3,-5.36004638671875,11,0.004647238180041313,2,D4,6,0,8
wrong_chain,35,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,35,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,35,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,36,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,36,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,36,4,1,,3,-12.94877815246582,11,2.347279178138706e-06,93,D4,6,0,8
wrong_chain,36,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,36,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,36,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,37,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,37,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,37,4,1,,3,-12.94877815246582,11,2.347279178138706e-06,93,D4,6,0,8
wrong_chain,37,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,37,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,37,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,38,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,38,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,38,4,1,,3,-5.36004638671875,11,0.004647238180041313,2,D4,6,0,8
wrong_chain,38,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,38,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,38,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,39,4,1,,3,-11.328861236572266,11,3.0301371225505136e-06,123,D4,6,0,8
correct,39,4,1,17.83986520767212,3,6.5110039710998535,11,0.9881795644760132,1,D4,6,1,8
shuffled,39,4,1,,3,-12.94877815246582,11,2.347279178138706e-06,93,D4,6,0,8
wrong_chain,39,4,1,,3,-12.51608657836914,11,3.6169074064673623e-06,90,D4,6,0,8
irrelevant,39,4,1,,3,-10.180729866027832,11,3.428084164625034e-05,51,D4,6,0,8
reversed,39,4,1,,3,6.511737823486328,11,0.9883205890655518,1,D4,6,1,8
none,40,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,40,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,40,5,1,,3,-6.410656929016113,11,0.0016337755369022489,2,D4,6,0,8
wrong_chain,40,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,40,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,40,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,41,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,41,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,41,5,1,,3,-13.14858627319336,11,1.92430798051646e-06,94,D4,6,0,8
wrong_chain,41,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,41,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,41,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,42,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,42,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,42,5,1,,3,-6.410656929016113,11,0.0016337755369022489,2,D4,6,0,8
wrong_chain,42,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,42,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,42,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,43,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,43,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,43,5,1,,3,-6.410656929016113,11,0.0016337755369022489,2,D4,6,0,8
wrong_chain,43,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,43,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,43,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,44,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,44,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,44,5,1,,3,-6.410656929016113,11,0.0016337755369022489,2,D4,6,0,8
wrong_chain,44,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,44,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,44,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,45,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,45,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,45,5,1,,3,-6.410656929016113,11,0.0016337755369022489,2,D4,6,0,8
wrong_chain,45,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,45,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,45,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,46,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,46,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,46,5,1,,3,-6.410656929016113,11,0.0016337755369022489,2,D4,6,0,8
wrong_chain,46,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,46,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,46,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,47,5,1,,3,-12.948661804199219,11,6.758797326256172e-07,126,D4,6,0,8
correct,47,5,1,18.46591091156006,3,5.51724910736084,11,0.9858824014663696,1,D4,6,1,8
shuffled,47,5,1,,3,-6.410656929016113,11,0.0016337755369022489,2,D4,6,0,8
wrong_chain,47,5,1,,3,-11.985339164733887,11,6.1494633882830385e-06,71,D4,6,0,8
irrelevant,47,5,1,,3,-5.521806240081787,11,0.0031433692201972008,6,D4,6,0,8
reversed,47,5,1,,3,6.30370569229126,11,0.9885975122451782,1,D4,6,1,8
none,48,6,1,,3,-13.525580406188965,11,2.731687231971591e-07,128,D4,6,0,8
correct,48,6,1,20.079718112945557,3,6.554137706756592,11,0.9891681671142578,1,D4,6,1,8
shuffled,48,6,1,,3,-7.523957252502441,11,0.0005371608422137797,5,D4,6,0,8
wrong_chain,48,6,1,,3,-11.633645057678223,11,8.739733857510146e-06,67,D4,6,0,8
irrelevant,48,6,1,,3,-7.901937961578369,11,0.00033671699929982424,19,D4,6,0,8
reversed,48,6,1,,3,6.491852760314941,11,0.9893510937690735,1,D4,6,1,8
none,49,6,1,,3,-13.525580406188965,11,2.731687231971591e-07,128,D4,6,0,8
correct,49,6,1,20.079718112945557,3,6.554137706756592,11,0.9891681671142578,1,D4,6,1,8
shuffled,49,6,1,,3,-12.855210304260254,11,2.5807032670854824e-06,89,D4,6,0,8
