budget_tokens,condition,dataset,mean_answer_logprob,mean_answer_token_accuracy,mean_budget_violation,mean_complete_evidence,mean_end_to_end_time_ns,mean_evidence_recall,mean_materialization_time_ns,mean_materialized_kv_bytes,mean_peak_device_bytes,mean_selection_time_ns,n_examples
64,agreement,hotpotqa,-3.831078641116619,0.36731151553491753,0.0,0.0,2001842798.5833333,0.17444083694083692,540450275.0833334,7340032.0,3179258197.3333335,54334.625,24
128,agreement,hotpotqa,-3.5326817041883865,0.43368056416511536,0.0,0.0,2447266490.2916665,0.28466209716209717,971828665.6666666,14680064.0,3179012608.0,59849.25,24
192,agreement,hotpotqa,-3.4980940812577805,0.4364583417773247,0.0,0.041666666666666664,2775555455.25,0.49213864838864835,1260351438.25,22020096.0,3179028821.3333335,61161.916666666664,24
64,base_topk,hotpotqa,-3.919596323122581,0.3920138943940401,0.0,0.041666666666666664,4007685479.0833335,0.22624308561808562,613368866.0833334,7340032.0,3180474197.3333335,49016.5,24
128,base_topk,hotpotqa,-3.0074440306052566,0.47812500844399136,0.0,0.041666666666666664,2882225232.5416665,0.35623947811447804,1045789560.875,14680064.0,3179012608.0,33579.125,24
192,base_topk,hotpotqa,-3.073885236556331,0.4944940563291311,0.0,0.041666666666666664,3253702895.75,0.5282332251082251,1347202739.6666667,22020096.0,3179028821.3333335,46696.375,24
64,bridge_preserving,hotpotqa,-3.6561194149156413,0.40228175433973473,0.0,0.041666666666666664,2345824511.125,0.2577080327080327,529084603.0416667,7340032.0,3178995712.0,49922.875,24
128,bridge_preserving,hotpotqa,-2.953587358817458,0.4453373110542695,0.0,0.041666666666666664,2552953339.5,0.39182148869648864,970143890.875,14680064.0,3179012608.0,58772.125,24
192,bridge_preserving,hotpotqa,-2.6160865255321064,0.5130952491114537,0.0,0.125,2826839755.9583335,0.5857563732563733,1262153143.7083333,22020096.0,3179028821.3333335,65069.625,24
64,budget_tuned_topk,hotpotqa,-3.919596323122581,0.3920138943940401,0.0,0.041666666666666664,4007685479.0833335,0.22624308561808562,613368866.0833334,7340032.0,3180474197.3333335,56548.458333333336,24
128,budget_tuned_topk,hotpotqa,-3.0074440306052566,0.47812500844399136,0.0,0.041666666666666664,2882225232.5416665,0.35623947811447804,1045789560.875,14680064.0,3179012608.0,55422.875,24
192,budget_tuned_topk,hotpotqa,-3.073885236556331,0.4944940563291311,0.0,0.041666666666666664,3253702895.75,0.5282332251082251,1347202739.6666667,22020096.0,3179028821.3333335,54505.25,24
64,combined_structural,hotpotqa,-3.9147262796759605,0.42118056366841,0.0,0.041666666666666664,2233462562.9166665,0.24381914381914382,541788157.875,7340032.0,3179258197.3333335,101395.70833333333,24
128,combined_structural,hotpotqa,-3.241473782186707,0.4257440573225419,0.0,0.041666666666666664,2401478773.5833335,0.4184253246753247,974477209.3333334,14680064.0,3179012608.0,89860.41666666667,24
192,combined_structural,hotpotqa,-2.942551113665104,0.48229167610406876,0.0,0.08333333333333333,2798658201.7083335,0.5639294733044733,1260306188.9166667,22020096.0,3179028821.3333335,99797.25,24
64,community,hotpotqa,-3.6061893788476787,0.4302083396663268,0.0,0.041666666666666664,3298723828.0833335,0.2252510221260221,541813266.5416666,7340032.0,3179866624.0,56026.125,24
128,community,hotpotqa,-3.0675851916894317,0.4989583417773247,0.0,0.041666666666666664,2694926927.3333335,0.37885852573352574,1047509490.2083334,14680064.0,3179012608.0,59209.333333333336,24
192,community,hotpotqa,-3.095968202377359,0.488541675110658,0.0,0.041666666666666664,2909187602.2083335,0.5185110028860028,1263021970.7083333,22020096.0,3179028821.3333335,57240.458333333336,24
64,entropy_adaptive_sharpen,hotpotqa,-3.919596323122581,0.3920138943940401,0.0,0.041666666666666664,4007685479.0833335,0.22624308561808562,613368866.0833334,7340032.0,3180474197.3333335,105207.5,24
128,entropy_adaptive_sharpen,hotpotqa,-3.0074440306052566,0.47812500844399136,0.0,0.041666666666666664,2882225232.5416665,0.35623947811447804,1045789560.875,14680064.0,3179012608.0,106372.70833333333,24
192,entropy_adaptive_sharpen,hotpotqa,-3.073885236556331,0.4944940563291311,0.0,0.041666666666666664,3253702895.75,0.5282332251082251,1347202739.6666667,22020096.0,3179028821.3333335,102243.41666666667,24
64,oracle_evidence,hotpotqa,-3.1141986958682537,0.4972718308369319,0.0,0.041666666666666664,2788230972.6666665,0.36273448773448774,533755748.4583333,7340032.0,3179519317.3333335,50920.875,24
128,oracle_evidence,hotpotqa,-2.4389424100518227,0.5587301670263211,0.0,0.20833333333333334,2472583490.625,0.6699134199134199,973201530.6666666,14680064.0,3179012608.0,57385.125,24
192,oracle_evidence,hotpotqa,-2.477947697043419,0.5622023896624645,0.0,0.5,2829262524.7083335,0.8590367965367965,1261196828.1666667,22020096.0,3179028821.3333335,64677.125,24
64,persistence,hotpotqa,-3.536326310286919,0.3901289751132329,0.0,0.0,2033997634.875,0.1948112073112073,558103849.4583334,7340032.0,3179695445.3333335,20015.375,24
128,persistence,hotpotqa,-3.1014552681396403,0.4674107239892085,0.0,0.041666666666666664,2401728513.4583335,0.3930450336700337,975008000.25,14680064.0,3179012608.0,21450.291666666668,24
192,persistence,hotpotqa,-3.1389081987241902,0.5111607232441505,0.0,0.041666666666666664,2759669641.6666665,0.5095313251563252,1262697723.9583333,22020096.0,3179028821.3333335,22767.333333333332,24
64,power_sharpen,hotpotqa,-3.919596323122581,0.3920138943940401,0.0,0.041666666666666664,4007685479.0833335,0.22624308561808562,613368866.0833334,7340032.0,3180474197.3333335,57221.375,24
128,power_sharpen,hotpotqa,-3.0074440306052566,0.47812500844399136,0.0,0.041666666666666664,2882225232.5416665,0.35623947811447804,1045789560.875,14680064.0,3179012608.0,56627.75,24
192,power_sharpen,hotpotqa,-3.073885236556331,0.4944940563291311,0.0,0.041666666666666664,3253702895.75,0.5282332251082251,1347202739.6666667,22020096.0,3179028821.3333335,58469.083333333336,24
64,agreement,qasper,-4.122985631227493,0.30351786067088443,0.0,0.0,2213895348.4583335,0.23236381673881676,532613134.7083333,7340032.0,3194491733.3333335,51905.041666666664,24
128,agreement,qasper,-3.6433301667372384,0.37818848838408786,0.0,0.0,2527665004.1666665,0.4022772366522367,966918835.5,14680064.0,3191005525.3333335,58765.916666666664,24
192,agreement,qasper,-3.6040131747722626,0.406110730022192,0.0,0.041666666666666664,2722333821.5833335,0.5506628787878788,1151945896.625,22020096.0,3191014400.0,62009.75,24
64,base_topk,qasper,-3.9927813708782196,0.3445420277615388,0.0,0.08333333333333333,3425372683.6666665,0.2869273088023088,529009730.875,7340032.0,3195621888.0,83628.20833333333,24
128,base_topk,qasper,-3.428250608344873,0.4263318404555321,0.0,0.125,2830733308.6666665,0.5081304112554113,965676642.625,14680064.0,3191005525.3333335,31907.041666666668,24
192,base_topk,qasper,-3.5091994057099023,0.41436204810937244,0.0,0.16666666666666666,3097421840.9583335,0.6412382756132756,1152583002.1666667,22020096.0,3191014400.0,36196.666666666664,24
64,bridge_preserving,qasper,-3.576730156938235,0.38256278696159524,0.0,0.041666666666666664,2376361332.625,0.2931277056277056,529451628.0,7340032.0,3192218282.6666665,48899.625,24
128,bridge_preserving,qasper,-3.260221781829993,0.4352567220727603,0.0,0.125,2637883962.7916665,0.5237554112554113,965620534.4166666,14680064.0,3191005525.3333335,56491.125,24
192,bridge_preserving,qasper,-3.228297137965759,0.4290435090661049,0.0,0.25,2816031729.125,0.6815791847041847,1154322217.9583333,22020096.0,3191014400.0,66585.16666666667,24
64,budget_tuned_topk,qasper,-3.9927813708782196,0.3445420277615388,0.0,0.08333333333333333,3425372683.6666665,0.2869273088023088,529009730.875,7340032.0,3195621888.0,53730.666666666664,24
128,budget_tuned_topk,qasper,-3.428250608344873,0.4263318404555321,0.0,0.125,2830733308.6666665,0.5081304112554113,965676642.625,14680064.0,3191005525.3333335,57956.166666666664,24
192,budget_tuned_topk,qasper,-3.5091994057099023,0.41436204810937244,0.0,0.16666666666666666,3097421840.9583335,0.6412382756132756,1152583002.1666667,22020096.0,3191014400.0,58163.458333333336,24
64,combined_structural,qasper,-4.148514159023762,0.3193817790597677,0.0,0.041666666666666664,2503470767.375,0.2441693722943723,524993064.4583333,7340032.0,3194054144.0,97986.66666666667,24
128,combined_structural,qasper,-3.9935305093725524,0.36992709276576835,0.0,0.08333333333333333,2493014191.75,0.4400748556998557,964717985.7083334,14680064.0,3191005525.3333335,87280.83333333333,24
192,combined_structural,qasper,-3.375162168095509,0.4437292392055194,0.0,0.08333333333333333,2722992846.0,0.5912202380952382,1153449916.875,22020096.0,3191014400.0,91042.5,24
64,community,qasper,-4.0903573880592985,0.3196577684332927,0.0,0.041666666666666664,2866294897.3333335,0.26123286435786436,529221102.4583333,7340032.0,3195623765.3333335,46101.375,24
128,community,qasper,-3.679204003264507,0.38922386802732944,0.0,0.125,2666171567.5416665,0.49086850649350655,966360139.375,14680064.0,3191005525.3333335,54875.125,24
192,community,qasper,-3.633810625722011,0.3898522425442934,0.0,0.16666666666666666,2788531001.5,0.6280934343434343,1153755712.1666667,22020096.0,3191014400.0,62696.375,24
64,entropy_adaptive_sharpen,qasper,-3.9927813708782196,0.3445420277615388,0.0,0.08333333333333333,3425372683.6666665,0.2869273088023088,529009730.875,7340032.0,3195621888.0,118892.79166666667,24
128,entropy_adaptive_sharpen,qasper,-3.428250608344873,0.4263318404555321,0.0,0.125,2830733308.6666665,0.5081304112554113,965676642.625,14680064.0,3191005525.3333335,104024.16666666667,24
192,entropy_adaptive_sharpen,qasper,-3.5091994057099023,0.41436204810937244,0.0,0.16666666666666666,3097421840.9583335,0.6412382756132756,1152583002.1666667,22020096.0,3191014400.0,105889.33333333333,24
64,oracle_evidence,qasper,-3.541136915485064,0.3867805910607179,0.0,0.08333333333333333,2415066032.375,0.41406024531024527,524149393.4166667,7340032.0,3193265152.0,40118.0,24
128,oracle_evidence,qasper,-3.2683297072847686,0.4551258273422718,0.0,0.3333333333333333,2551833800.2916665,0.6753427128427129,966135893.0416666,14680064.0,3191005525.3333335,37619.208333333336,24
192,oracle_evidence,qasper,-3.1549809525410333,0.4458787540594737,0.0,0.5416666666666666,2840044303.3333335,0.829680735930736,1154170502.125,22020096.0,3191014400.0,43799.875,24
