condition,example_id,family,heads,icl_gain,layers,margin,model_seed,probability,rank,stage,target,top1,width
shuffled,4,0,1,,6,-8.885608673095703,11,0.00013768156350124627,9,D4,6,0,8
wrong_chain,4,0,1,,6,-12.735153198242188,11,2.8753647711710073e-06,98,D4,6,0,8
irrelevant,4,0,1,,6,-11.413647651672363,11,1.0401554391137324e-05,48,D4,6,0,8
reversed,4,0,1,,6,6.831951141357422,11,0.9898378849029541,1,D4,6,1,8
none,5,0,1,,6,-13.623405456542969,11,9.278178367821965e-07,119,D4,6,0,8
correct,5,0,1,20.32322120666504,6,6.69981575012207,11,0.9893701076507568,1,D4,6,1,8
shuffled,5,0,1,,6,-13.780779838562012,11,1.0233879947918467e-06,101,D4,6,0,8
wrong_chain,5,0,1,,6,-12.735153198242188,11,2.8753647711710073e-06,98,D4,6,0,8
irrelevant,5,0,1,,6,-11.413647651672363,11,1.0401554391137324e-05,48,D4,6,0,8
reversed,5,0,1,,6,6.831951141357422,11,0.9898378849029541,1,D4,6,1,8
none,6,0,1,,6,-13.623405456542969,11,9.278178367821965e-07,119,D4,6,0,8
correct,6,0,1,20.32322120666504,6,6.69981575012207,11,0.9893701076507568,1,D4,6,1,8
shuffled,6,0,1,,6,-13.780779838562012,11,1.0233879947918467e-06,101,D4,6,0,8
wrong_chain,6,0,1,,6,-12.735153198242188,11,2.8753647711710073e-06,98,D4,6,0,8
irrelevant,6,0,1,,6,-11.413647651672363,11,1.0401554391137324e-05,48,D4,6,0,8
reversed,6,0,1,,6,6.831951141357422,11,0.9898378849029541,1,D4,6,1,8
none,7,0,1,,6,-13.623405456542969,11,9.278178367821965e-07,119,D4,6,0,8
correct,7,0,1,20.32322120666504,6,6.69981575012207,11,0.9893701076507568,1,D4,6,1,8
shuffled,7,0,1,,6,-8.885608673095703,11,0.00013768156350124627,9,D4,6,0,8
wrong_chain,7,0,1,,6,-12.735153198242188,11,2.8753647711710073e-06,98,D4,6,0,8
irrelevant,7,0,1,,6,-11.413647651672363,11,1.0401554391137324e-05,48,D4,6,0,8
reversed,7,0,1,,6,6.831951141357422,11,0.9898378849029541,1,D4,6,1,8
none,8,1,1,,6,-14.152898788452148,11,6.242622134777775e-07,120,D4,6,0,8
correct,8,1,1,20.825690746307373,6,6.672791957855225,11,0.989803671836853,1,D4,6,1,8
shuffled,8,1,1,,6,-8.054944038391113,11,0.000316070654662326,6,D4,6,0,8
