loss,step
51.84516143798828,1
0.7071727514266968,50
0.7244090437889099,100
0.6956193447113037,150
0.7008728384971619,200
0.7049459218978882,250
0.7054263949394226,300
0.6958475112915039,350
0.6947330832481384,400
0.7023249864578247,450
0.6993718147277832,500
0.6939099431037903,550
0.6975494027137756,600
0.6945515871047974,650
0.6954900622367859,700
0.6925634145736694,750
0.700394332408905,800
0.6972376108169556,850
0.7107152342796326,900
0.6921798586845398,950
0.6835196018218994,1000
0.6933566927909851,1050
0.6932084560394287,1100
0.6977410316467285,1150
0.6946749091148376,1200
