R,accuracy,between_family_probability_variance,boundary,boundary_index,coefficient_of_variation,depth,layer,margin_SNR,margin_variance,mean_output_entropy,mean_target_margin,mean_target_probability,model_seed,n,nuisance_distance,nuisance_type,predictive_span,regime,residual_covariance_trace,trained_window,window,within_family_probability_variance
3.8320726812304717,0.25,0.13832100443547657,l5_postNorm,22,1.3158402660089654,6,5,-0.7599706632735707,68.85154748893925,0.1336012847004895,-6.305995851755142,0.2431213195974412,11,64,2,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.036095610897241615
20.82755032147951,0.234375,0.1512664782783027,l5_postNorm,22,1.1784647743140377,6,5,-0.8485616384067134,51.52691014934615,0.15232914023363264,-6.091166131198406,0.23460636485022207,11,64,2,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0072628069995093756
4.3580563634969,0.25,0.14027208791494686,l5_postSA,23,1.3259629390932117,6,5,-0.7541688913237814,65.38488201165363,0.13448253544629551,-6.09827895462513,0.24243836647266617,11,64,2,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.03218684574286566
33.26854255470105,0.234375,0.15804704303915712,l5_postSA,23,1.1958634655438016,6,5,-0.8362158628457249,48.714990054552544,0.14378390254933038,-5.836462654173374,0.2375811233391385,11,64,2,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.004750645230280926
4.247858896855579,0.25,0.13974333008885856,l5_postFF,24,1.3475560129891788,6,5,-0.7420841805941206,62.795649723947236,0.1374130410968064,-5.88055007904768,0.24312486153612706,11,64,2,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.03289735687502564
29.817138969067734,0.234375,0.1566310072296824,l5_postFF,24,1.2026583946375216,6,5,-0.8314913063711583,46.04452171578575,0.14813771133049158,-5.642176866531372,0.23723852094930886,11,64,2,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.005253052862058767
1.4359519193306777e-07,0.0,1.4359519193306776e-19,initial,0,0.13278259688960414,6,-1,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
1.4359519193306777e-07,0.0,1.4359519193306776e-19,initial,0,0.13278259688960414,6,-1,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
1.4359519193306777e-07,0.0,1.4359519193306776e-19,l0_preSA,1,0.13278259688960414,6,0,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
1.4359519193306777e-07,0.0,1.4359519193306776e-19,l0_preSA,1,0.13278259688960414,6,0,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
3.1371413441884973e-07,0.0,3.137141344188497e-19,l0_postNorm,2,0.13286349719901358,6,0,-7.526521736662889,12.333674737020146,0.00039936116081662476,-26.43264150619507,3.2400695599004315e-10,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
3.1371413441884973e-07,0.0,3.137141344188497e-19,l0_postNorm,2,0.13286349719901358,6,0,-7.526521736662889,12.333674737020146,0.00039936116081662476,-26.43264150619507,3.2400695599004315e-10,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
2.815789812488516,0.0,0.0003070715547634085,l0_postSA,3,0.6694303554593536,6,0,-1.493807371679948,78.44440616129928,0.5292856586165726,-13.230479620397091,0.011373426198853896,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.00010905343523358993
0.4200964032975783,0.0,0.00025052130841073464,l0_postSA,3,0.622881020897651,6,0,-1.605443040095627,71.29076850619694,0.5953945291112177,-13.555375419557095,0.01101991816937043,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0005963424252722765
4.681023430207115,0.109375,0.03394305940778103,l0_postFF,4,0.9093529144665764,6,0,-1.0996830645997357,77.6388312946263,1.1652587736025453,-9.6896263808012,0.1366067768910586,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.007251204765193446
0.6811567371790229,0.140625,0.013675761131105003,l0_postFF,4,0.8389924427552871,6,0,-1.1919058489877168,67.71390378411637,1.0336027175653726,-9.80800948292017,0.10163456129292078,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.020077260319058633
4.681023430207115,0.109375,0.03394305940778103,l1_preSA,5,0.9093529144665764,6,1,-1.0996830645997357,77.6388312946263,1.1652587736025453,-9.6896263808012,0.1366067768910586,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.007251204765193446
0.6811567371790229,0.140625,0.013675761131105003,l1_preSA,5,0.8389924427552871,6,1,-1.1919058489877168,67.71390378411637,1.0336027175653726,-9.80800948292017,0.10163456129292078,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.020077260319058633
6.422850192723275,0.125,0.04694850186877852,l1_postNorm,6,0.9144397531029486,6,1,-1.0935657558504206,76.90734958381442,1.1352993976324797,-9.590225622057915,0.15046865011504434,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.007309605619565229
0.7426261664103431,0.109375,0.015842757075879288,l1_postNorm,6,0.8430216278867487,6,1,-1.1862091869230773,66.56773354467687,1.0261978089110926,-9.678168267011642,0.10528545000065706,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.02133342156756518
1.9609393047827868,0.234375,0.04790674136502664,l1_postSA,7,1.033992689760506,6,1,-0.9671248255697713,54.72497478150924,1.2182266958989203,-7.154434576630592,0.15376182599668864,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.02443050697500927
5.598244123375082,0.21875,0.08488044942806741,l1_postSA,7,1.0746218947733814,6,1,-0.9305598597847402,55.66322970417084,1.0207638123538345,-6.9427018612623215,0.1745534735108566,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.015161977139949418
4.1039742441089695,0.265625,0.09970995842622486,l1_postFF,8,1.068148174365547,6,1,-0.9361996993831225,62.14724181945095,0.5977540334570222,-7.380391955375671,0.21636265313438843,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.02429595131237704
26.67082626260269,0.25,0.14876568171888613,l1_postFF,8,1.1386116311417152,6,1,-0.8782625896186065,65.81641996830311,0.3961828107130714,-7.125108987092972,0.23284327877532063,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.005577843004467079
4.1039742441089695,0.265625,0.09970995842622486,l2_preSA,9,1.068148174365547,6,2,-0.9361996993831225,62.14724181945095,0.5977540334570222,-7.380391955375671,0.21636265313438843,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.02429595131237704
26.67082626260269,0.25,0.14876568171888613,l2_preSA,9,1.1386116311417152,6,2,-0.8782625896186065,65.81641996830311,0.3961828107130714,-7.125108987092972,0.23284327877532063,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.005577843004467079
3.062328319139222,0.265625,0.09248928082207275,l2_postNorm,10,1.0721281252806718,6,2,-0.9327243415747116,61.673903533730986,0.6494343042722903,-7.324939288198948,0.21319084085297368,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0302022746029426
27.602194439766148,0.25,0.14565088789890324,l2_postNorm,10,1.1405815775462462,6,2,-0.8767457053669759,64.93558096207609,0.44942426966736093,-7.065046302974224,0.22969462859459083,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.005276786531923837
2.104226189962676,0.234375,0.08684500027257884,l2_postSA,11,1.2139738687864123,6,2,-0.8237409596526752,44.307267619033965,0.6280126246856526,-5.483124986290932,0.21147005965363538,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.04127170390936682
5.919608320916484,0.234375,0.11759036097971046,l2_postSA,11,1.112316898687029,6,2,-0.8990243705829356,61.60152282605504,0.34526110408478417,-7.056139998137951,0.20994988861541802,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.019864550929542805
2.4467140942908774,0.234375,0.09752077667757844,l2_postFF,12,1.2248425195107877,6,2,-0.8164314871112928,48.74501507282336,0.41420482681132853,-5.700131177902222,0.22926235260340894,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.039857855440766504
8.536821070649813,0.234375,0.13520115182638387,l2_postFF,12,1.1486849220280606,6,2,-0.8705607434751939,68.03121910568144,0.20180219628673512,-7.180475525557995,0.22081249405317527,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.015837411924056608
2.4467140942908774,0.234375,0.09752077667757844,l3_preSA,13,1.2248425195107877,6,3,-0.8164314871112928,48.74501507282336,0.41420482681132853,-5.700131177902222,0.22926235260340894,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.039857855440766504
8.536821070649813,0.234375,0.13520115182638387,l3_preSA,13,1.1486849220280606,6,3,-0.8705607434751939,68.03121910568144,0.20180219628673512,-7.180475525557995,0.22081249405317527,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.015837411924056608
2.271618913808945,0.234375,0.09735543684954223,l3_postNorm,14,1.2080185926156275,6,3,-0.8278018283796488,48.77021747972372,0.41962856001919135,-5.781010091304779,0.22702786752091692,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.04285729276836736
8.911299964070324,0.25,0.13541940225297736,l3_postNorm,14,1.1296242860359305,6,3,-0.8852500889915793,67.274662186601,0.21818920207442716,-7.260921508073807,0.22170642348683595,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.015196368968620366
3.244207969691923,0.25,0.12390460097036263,l3_postSA,15,1.157060190437965,6,3,-0.8642592736126992,56.91893409114035,0.12885946782989777,-6.520372807979584,0.23929734300001385,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.038192557975524816
8.460685129758389,0.234375,0.14451129395039156,l3_postSA,15,1.0684818450926958,6,3,-0.9359073383956686,77.34307908847052,0.11406465405889321,-8.230829045176506,0.23002885622139435,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.017080329988129188
3.6081102296361083,0.25,0.1283283283063658,l3_postFF,16,1.1846667506538806,6,3,-0.8441192421131307,60.2639101225988,0.11548422751184262,-6.552883602678776,0.24049593979707062,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.035566631875240715
9.941774230912605,0.234375,0.1496727986504977,l3_postFF,16,1.0875633520875676,6,3,-0.919486665166587,81.2405714755568,0.09019613640521129,-8.287659890949726,0.232572300469329,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.015054938400750298
3.6081102296361083,0.25,0.1283283283063658,l4_preSA,17,1.1846667506538806,6,4,-0.8441192421131307,60.2639101225988,0.11548422751184262,-6.552883602678776,0.24049593979707062,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.035566631875240715
9.941774230912605,0.234375,0.1496727986504977,l4_preSA,17,1.0875633520875676,6,4,-0.919486665166587,81.2405714755568,0.09019613640521129,-8.287659890949726,0.232572300469329,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.015054938400750298
3.4601307212219514,0.25,0.12733245150641284,l4_postNorm,18,1.1807897977911184,6,4,-0.84689078580567,61.82088530210286,0.11372182705054001,-6.65878538787365,0.24036893697004658,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.036799896235707834
9.520753185698636,0.234375,0.1484098908259621,l4_postNorm,18,1.079717950939273,6,4,-0.9261678004904118,82.7964522843236,0.09332361405995471,-8.427437536418438,0.2321372266893026,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.015588040979716982
4.657476119429867,0.234375,0.13294704207044214,l4_postSA,19,1.2161551861596014,6,4,-0.8222634833948711,62.793389882277644,0.11400005715222505,-6.515803344547749,0.24003220028124717,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.028544868219755694
8.763737322107481,0.25,0.15320999032391247,l4_postSA,19,1.088561301408293,6,4,-0.9186437166884841,81.72390770742274,0.07951643581964163,-8.304656453430653,0.23852800169951743,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.017482266376088188
4.616197869131665,0.234375,0.1334206421752565,l4_postFF,20,1.2411061906770855,6,4,-0.8057328270770635,62.7535067927623,0.11216410463384818,-6.382782682776451,0.23997707991119888,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.028902713001714885
8.022348746334657,0.25,0.15256896469015602,l4_postFF,20,1.0964842688414267,6,4,-0.9120057881217993,81.57531963151558,0.0717631239954244,-8.237150229513645,0.23862354439099775,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.019017992050251013
4.616197869131665,0.234375,0.1334206421752565,l5_preSA,21,1.2411061906770855,6,5,-0.8057328270770635,62.7535067927623,0.11216410463384818,-6.382782682776451,0.23997707991119888,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.028902713001714885
8.022348746334657,0.25,0.15256896469015602,l5_preSA,21,1.0964842688414267,6,5,-0.9120057881217993,81.57531963151558,0.0717631239954244,-8.237150229513645,0.23862354439099775,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.019017992050251013
4.140455713980748,0.234375,0.13091266819374786,l5_postNorm,22,1.2277596009727039,6,5,-0.8144916960356527,63.444596048533356,0.11113877599018451,-6.487598717212677,0.23885346492399914,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.031617937066097584
7.537749273335375,0.25,0.15069651165087222,l5_postNorm,22,1.0810515614923735,6,5,-0.9250252581752041,82.00281628411689,0.07548895159197855,-8.376603819429874,0.23782817296329017,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.019992242535370623
5.193001080491691,0.234375,0.13545967467687403,l5_postSA,23,1.2508262106677817,6,5,-0.7994715742147271,60.9162824956304,0.11394658641620481,-6.239786393940449,0.23986078929919816,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.026085046502408053
8.471066448908008,0.25,0.15403011398250313,l5_postSA,23,1.0987677348853213,6,5,-0.9101104519312739,79.07491538691346,0.07139278041267971,-8.093073226511478,0.2392068008317464,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.018183084137403722
5.022716888194334,0.234375,0.13459691717474226,l5_postFF,24,1.2647091771774601,6,5,-0.7906956142552638,57.98908474504501,0.11570253102581773,-6.021191738545895,0.23970118639021126,11,64,2,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.026797631673424284
8.35230983450667,0.25,0.15304217475438003,l5_postFF,24,1.1060818944982496,6,5,-0.9040921876866052,75.4066742322517,0.07395260349994714,-7.850866816937923,0.23858388938806696,11,64,4,N1,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.018323335433959892
1.4359519193306777e-07,0.0,1.4359519193306776e-19,initial,0,0.13278259688960414,6,-1,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
1.4359519193306777e-07,0.0,1.4359519193306776e-19,initial,0,0.13278259688960414,6,-1,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
1.4359519193306777e-07,0.0,1.4359519193306776e-19,l0_preSA,1,0.13278259688960414,6,0,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
1.4359519193306777e-07,0.0,1.4359519193306776e-19,l0_preSA,1,0.13278259688960414,6,0,-7.531107412482679,12.850251216929564,0.00024202467466238886,-26.996946811676025,2.190763889606739e-10,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
3.1371413441884973e-07,0.0,3.137141344188497e-19,l0_postNorm,2,0.13286349719901358,6,0,-7.526521736662889,12.333674737020146,0.00039936116081662476,-26.43264150619507,3.2400695599004315e-10,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
3.1371413441884973e-07,0.0,3.137141344188497e-19,l0_postNorm,2,0.13286349719901358,6,0,-7.526521736662889,12.333674737020146,0.00039936116081662476,-26.43264150619507,3.2400695599004315e-10,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0
3.8382191438398525,0.0,0.0044856130661975165,l0_postSA,3,0.7250380094629391,6,0,-1.379238035449648,72.9189530261205,0.9790058778598905,-11.77767151594162,0.03719539168901429,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0011686703896411125
0.6944982084923614,0.0,0.0006853496899261355,l0_postSA,3,0.626518272794581,6,0,-1.5961226403604294,70.98140832094549,0.5743073653429747,-13.447407446801662,0.012626812271473655,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0009868271521094574
7.23331017932699,0.25,0.07132003004623948,l0_postFF,4,0.9963172983374511,6,0,-1.0036963138549526,76.14487674782372,1.1904226886108518,-8.758357599377632,0.18880758006896348,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.009859943548783636
1.0533583086017113,0.078125,0.01743586644770137,l0_postFF,4,0.8516367252137329,6,0,-1.1742095780654052,69.70586317861765,1.09661687258631,-9.803480140864849,0.09281552943612997,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.01655264529103434
7.23331017932699,0.25,0.07132003004623948,l1_preSA,5,0.9963172983374511,6,1,-1.0036963138549526,76.14487674782372,1.1904226886108518,-8.758357599377632,0.18880758006896348,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.009859943548783636
1.0533583086017113,0.078125,0.01743586644770137,l1_preSA,5,0.8516367252137329,6,1,-1.1742095780654052,69.70586317861765,1.09661687258631,-9.803480140864849,0.09281552943612997,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.01655264529103434
10.39817828303782,0.203125,0.08839372729297001,l1_postNorm,6,0.9962157178270814,6,1,-1.0037986571350128,76.39900553996273,1.081213959492743,-8.773855209350586,0.19687842350459528,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.008500885912560797
1.2765321299959402,0.0625,0.02328572194528882,l1_postNorm,6,0.8536414682954175,6,1,-1.171451993508335,68.50864250498165,1.0661035599187016,-9.696102030575275,0.10106117808868398,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.018241391185419162
56.41757552619692,0.25,0.09905340502834095,l1_postSA,7,1.1069997175723325,6,1,-0.90334259696105,51.691060411452426,1.1582200657576323,-6.494716681540012,0.18684612249069477,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0017557189235458896
7.621717917442473,0.1875,0.06287033301370676,l1_postSA,7,0.970917834954757,6,1,-1.0299532707295254,50.004031010458334,1.2466774021741003,-7.283162988722324,0.15123182672491636,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.008248840181057458
1618.8047159656985,0.25,0.15871239574743584,l1_postFF,8,1.1242924782876158,6,1,-0.8894482699459029,60.15623978574986,0.42056054493878037,-6.89860113710165,0.23288423950775144,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,9.804295265717162e-05
145.54277889867774,0.25,0.15399112675859422,l1_postFF,8,1.0375707955282665,6,1,-0.9637896556542428,60.98646824056992,0.3937712587066926,-7.526602886617184,0.2286386653779621,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0010580471788315597
1618.8047159656985,0.25,0.15871239574743584,l2_preSA,9,1.1242924782876158,6,2,-0.8894482699459029,60.15623978574986,0.42056054493878037,-6.89860113710165,0.23288423950775144,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,9.804295265717162e-05
145.54277889867774,0.25,0.15399112675859422,l2_preSA,9,1.0375707955282665,6,2,-0.9637896556542428,60.98646824056992,0.3937712587066926,-7.526602886617184,0.2286386653779621,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0010580471788315597
879.5447558255524,0.25,0.15310522608620367,l2_postNorm,10,1.1268311520348862,6,2,-0.887444403642561,59.14924542628228,0.497843477060087,-6.825205929577351,0.2289313157003471,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.00017407326255154839
91.7886049770269,0.25,0.1459607723336161,l2_postNorm,10,1.038851125031076,6,2,-0.9626018354716845,59.978442710132995,0.47440850926795974,-7.454942159354687,0.22369968508820398,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0015901840133463075
4.535509926611858,0.234375,0.08184634454967529,l2_postSA,11,1.278061335422206,6,2,-0.7824350615297612,35.91658096955456,0.9088585176505148,-4.6891680508852005,0.20750394369675867,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.018045676422161667
19.491875934913452,0.234375,0.13602796058830297,l2_postSA,11,1.0997299320012655,6,2,-0.9093141603445071,57.64842493932808,0.43377935502212495,-6.904109604656696,0.22354873716412185,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0069787003068883975
5.6533060763539975,0.234375,0.10940127777970281,l2_postFF,12,1.2821884919383155,6,2,-0.7799165301593544,40.81756086397822,0.5235194799024612,-4.982779279351234,0.22365544286284142,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.019351734418138207
71.1981790813648,0.25,0.1635180343088159,l2_postFF,12,1.1462570384344803,6,2,-0.8724046755697467,65.5810664691059,0.20957333288970403,-7.06491956859827,0.23926566273463085,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0022966603408599877
5.6533060763539975,0.234375,0.10940127777970281,l3_preSA,13,1.2821884919383155,6,3,-0.7799165301593544,40.81756086397822,0.5235194799024612,-4.982779279351234,0.22365544286284142,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.019351734418138207
71.1981790813648,0.25,0.1635180343088159,l3_preSA,13,1.1462570384344803,6,3,-0.8724046755697467,65.5810664691059,0.20957333288970403,-7.06491956859827,0.23926566273463085,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0022966603408599877
6.806660881201238,0.234375,0.11205350275337161,l3_postNorm,14,1.2677855216744927,6,3,-0.7887769520537078,40.630881285436544,0.5470163507852703,-5.027850240468979,0.22261698101825866,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.01646233075251867
52.099036669184244,0.25,0.15938838878259648,l3_postNorm,14,1.1219939258365759,6,3,-0.8912704219768416,64.51823081844988,0.23999058408662677,-7.158972911536694,0.23596296570328765,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.003059334661839787
108.71884150049391,0.25,0.166248951686374,l3_postSA,15,1.1533380614199522,6,3,-0.8670484683871802,47.272208888328265,0.1789616821479285,-5.961373373866081,0.24247792529595247,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.001529164119881648
13.177652632877166,0.203125,0.1433139746207409,l3_postSA,15,0.9950323803781943,6,3,-1.0049924198284959,71.45601660909954,0.15629513785461313,-8.49536782503128,0.22050955096760771,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.010875531371194791
169.02667940753437,0.25,0.1719696197892888,l3_postFF,16,1.1692511848210765,6,3,-0.8552482243981524,50.143770327019595,0.13604202168426127,-6.056206487119198,0.24507054960279684,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0010174110987865538
20.951515083779956,0.234375,0.15226822459473183,l3_postFF,16,1.014051307409504,6,3,-0.9861433957638227,75.07430358105631,0.13138287058245623,-8.544481754302979,0.22666435153934622,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.007267647421434541
169.02667940753437,0.25,0.1719696197892888,l4_preSA,17,1.1692511848210765,6,4,-0.8552482243981524,50.143770327019595,0.13604202168426127,-6.056206487119198,0.24507054960279684,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0010174110987865538
20.951515083779956,0.234375,0.15226822459473183,l4_preSA,17,1.014051307409504,6,4,-0.9861433957638227,75.07430358105631,0.13138287058245623,-8.544481754302979,0.22666435153934622,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.007267647421434541
197.87781449778754,0.25,0.17219543591549696,l4_postNorm,18,1.1644821430606411,6,4,-0.8587508238377487,51.257029437142975,0.13715933517960366,-6.148141913115978,0.24453203148568586,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.0008702109236179403
17.97506342953556,0.234375,0.1497156372615431,l4_postNorm,18,1.0074886565794812,6,4,-0.9925670063279937,76.51911265246972,0.13474355764446955,-8.6825001090765,0.22485253566097954,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.008329074210529025
71.60807036267339,0.25,0.169986895290419,l4_postSA,19,1.164883633796256,6,4,-0.8584548453412858,49.136278186162215,0.13162755208577437,-6.017534449696541,0.2463664451322845,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.002373851080721465
29.172959152270742,0.25,0.15606324881815725,l4_postSA,19,1.0241904375367685,6,4,-0.9763809181564426,76.91771713053599,0.1261861528555528,-8.563128799200058,0.22944085354751118,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.005349585826189208
25.715850101433816,0.25,0.16534383450942342,l4_postFF,20,1.1773453936022729,6,4,-0.8493684224889374,48.883284542369054,0.1332477151590865,-5.9384937062859535,0.24820951739038788,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.006429646845487275
28.779646833668412,0.25,0.1560128440680053,l4_postFF,20,1.0367707997519942,6,4,-0.9645333375580332,76.7443665929558,0.12426417865935946,-8.449684552848339,0.22915793150294905,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.005420943659972612
25.715850101433816,0.25,0.16534383450942342,l5_preSA,21,1.1773453936022729,6,5,-0.8493684224889374,48.883284542369054,0.1332477151590865,-5.9384937062859535,0.24820951739038788,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.006429646845487275
28.779646833668412,0.25,0.1560128440680053,l5_preSA,21,1.0367707997519942,6,5,-0.9645333375580332,76.7443665929558,0.12426417865935946,-8.449684552848339,0.22915793150294905,11,64,4,N3,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.005420943659972612
33.42781232498353,0.25,0.1659104762652408,l5_postNorm,22,1.1646718815446202,6,5,-0.8586109234169944,49.02331985664055,0.14089089760091156,-6.0117064863443375,0.24697982179945926,11,64,4,N2,8,signal_and_nuisance_reachable,computed in selected trace only,full,4,0.004963246610901114
