competitor_switch_count,depth,family,model_seed,nuisance_distance,nuisance_type,predictive_span,realization,stable_decision_depth,top1_reversal_count,trained_window,window
2,2,0:0,11,4,N1,2,0,,0,full,1
2,2,0:0,11,4,N1,2,1,,0,full,1
2,2,0:0,11,4,N1,2,2,,0,full,1
2,2,0:0,11,4,N1,2,3,,0,full,1
2,2,0:1,11,4,N1,2,0,8,1,full,1
2,2,0:1,11,4,N1,2,1,8,1,full,1
2,2,0:1,11,4,N1,2,2,8,1,full,1
2,2,0:1,11,4,N1,2,3,8,1,full,1
1,2,0:2,11,4,N1,2,0,,0,full,1
1,2,0:2,11,4,N1,2,1,,0,full,1
1,2,0:2,11,4,N1,2,2,,0,full,1
1,2,0:2,11,4,N1,2,3,,0,full,1
1,2,0:3,11,4,N1,2,0,,0,full,1
1,2,0:3,11,4,N1,2,1,,0,full,1
1,2,0:3,11,4,N1,2,2,,0,full,1
1,2,0:3,11,4,N1,2,3,,0,full,1
2,2,1:0,11,4,N1,2,0,,0,full,1
2,2,1:0,11,4,N1,2,1,,0,full,1
2,2,1:0,11,4,N1,2,2,,0,full,1
2,2,1:0,11,4,N1,2,3,,0,full,1
2,2,1:1,11,4,N1,2,0,,0,full,1
2,2,1:1,11,4,N1,2,1,,0,full,1
2,2,1:1,11,4,N1,2,2,,0,full,1
2,2,1:1,11,4,N1,2,3,,0,full,1
1,2,1:2,11,4,N1,2,0,7,1,full,1
1,2,1:2,11,4,N1,2,1,7,1,full,1
1,2,1:2,11,4,N1,2,2,7,1,full,1
1,2,1:2,11,4,N1,2,3,7,1,full,1
3,2,1:3,11,4,N1,2,0,,0,full,1
3,2,1:3,11,4,N1,2,1,,0,full,1
3,2,1:3,11,4,N1,2,2,,0,full,1
3,2,1:3,11,4,N1,2,3,,0,full,1
2,2,2:0,11,4,N1,2,0,,2,full,1
2,2,2:0,11,4,N1,2,1,,2,full,1
2,2,2:0,11,4,N1,2,2,,2,full,1
2,2,2:0,11,4,N1,2,3,,2,full,1
1,2,2:1,11,4,N1,2,0,,0,full,1
1,2,2:1,11,4,N1,2,1,,0,full,1
1,2,2:1,11,4,N1,2,2,,0,full,1
1,2,2:1,11,4,N1,2,3,,0,full,1
1,2,2:2,11,4,N1,2,0,,0,full,1
1,2,2:2,11,4,N1,2,1,,0,full,1
1,2,2:2,11,4,N1,2,2,,0,full,1
1,2,2:2,11,4,N1,2,3,,0,full,1
3,2,2:3,11,4,N1,2,0,8,3,full,1
3,2,2:3,11,4,N1,2,1,8,3,full,1
3,2,2:3,11,4,N1,2,2,8,3,full,1
3,2,2:3,11,4,N1,2,3,8,3,full,1
2,2,3:0,11,4,N1,2,0,7,1,full,1
2,2,3:0,11,4,N1,2,1,7,1,full,1
2,2,3:0,11,4,N1,2,2,7,1,full,1
2,2,3:0,11,4,N1,2,3,7,1,full,1
1,2,3:1,11,4,N1,2,0,,0,full,1
1,2,3:1,11,4,N1,2,1,,0,full,1
1,2,3:1,11,4,N1,2,2,,0,full,1
1,2,3:1,11,4,N1,2,3,,0,full,1
1,2,3:2,11,4,N1,2,0,,2,full,1
1,2,3:2,11,4,N1,2,1,,2,full,1
1,2,3:2,11,4,N1,2,2,,2,full,1
1,2,3:2,11,4,N1,2,3,,2,full,1
3,2,3:3,11,4,N1,2,0,,0,full,1
3,2,3:3,11,4,N1,2,1,,0,full,1
3,2,3:3,11,4,N1,2,2,,0,full,1
3,2,3:3,11,4,N1,2,3,,0,full,1
2,2,0:0,11,4,N2,2,0,,0,full,1
2,2,0:0,11,4,N2,2,1,,0,full,1
2,2,0:0,11,4,N2,2,2,,0,full,1
2,2,0:0,11,4,N2,2,3,,0,full,1
2,2,0:1,11,4,N2,2,0,8,1,full,1
2,2,0:1,11,4,N2,2,1,8,1,full,1
2,2,0:1,11,4,N2,2,2,8,1,full,1
2,2,0:1,11,4,N2,2,3,8,1,full,1
1,2,0:2,11,4,N2,2,0,,0,full,1
1,2,0:2,11,4,N2,2,1,,0,full,1
1,2,0:2,11,4,N2,2,2,,0,full,1
1,2,0:2,11,4,N2,2,3,,0,full,1
1,2,0:3,11,4,N2,2,0,,0,full,1
1,2,0:3,11,4,N2,2,1,,0,full,1
1,2,0:3,11,4,N2,2,2,,0,full,1
1,2,0:3,11,4,N2,2,3,,0,full,1
2,2,1:0,11,4,N2,2,0,,0,full,1
2,2,1:0,11,4,N2,2,1,,0,full,1
2,2,1:0,11,4,N2,2,2,,0,full,1
2,2,1:0,11,4,N2,2,3,,0,full,1
2,2,1:1,11,4,N2,2,0,,0,full,1
2,2,1:1,11,4,N2,2,1,,0,full,1
2,2,1:1,11,4,N2,2,2,,0,full,1
2,2,1:1,11,4,N2,2,3,,0,full,1
1,2,1:2,11,4,N2,2,0,7,1,full,1
1,2,1:2,11,4,N2,2,1,7,1,full,1
1,2,1:2,11,4,N2,2,2,7,1,full,1
1,2,1:2,11,4,N2,2,3,7,1,full,1
3,2,1:3,11,4,N2,2,0,,0,full,1
3,2,1:3,11,4,N2,2,1,,0,full,1
3,2,1:3,11,4,N2,2,2,,0,full,1
3,2,1:3,11,4,N2,2,3,,0,full,1
2,2,2:0,11,4,N2,2,0,,2,full,1
2,2,2:0,11,4,N2,2,1,,2,full,1
2,2,2:0,11,4,N2,2,2,,2,full,1
2,2,2:0,11,4,N2,2,3,,2,full,1
1,2,2:1,11,4,N2,2,0,,0,full,1
1,2,2:1,11,4,N2,2,1,,0,full,1
1,2,2:1,11,4,N2,2,2,,0,full,1
1,2,2:1,11,4,N2,2,3,,0,full,1
1,2,2:2,11,4,N2,2,0,,0,full,1
1,2,2:2,11,4,N2,2,1,,0,full,1
1,2,2:2,11,4,N2,2,2,,0,full,1
1,2,2:2,11,4,N2,2,3,,0,full,1
3,2,2:3,11,4,N2,2,0,8,3,full,1
3,2,2:3,11,4,N2,2,1,8,3,full,1
3,2,2:3,11,4,N2,2,2,8,3,full,1
3,2,2:3,11,4,N2,2,3,8,3,full,1
2,2,3:0,11,4,N2,2,0,7,1,full,1
2,2,3:0,11,4,N2,2,1,7,1,full,1
2,2,3:0,11,4,N2,2,2,7,1,full,1
2,2,3:0,11,4,N2,2,3,7,1,full,1
1,2,3:1,11,4,N2,2,0,,0,full,1
1,2,3:1,11,4,N2,2,1,,0,full,1
1,2,3:1,11,4,N2,2,2,,0,full,1
1,2,3:1,11,4,N2,2,3,,0,full,1
1,2,3:2,11,4,N2,2,0,,2,full,1
1,2,3:2,11,4,N2,2,1,,2,full,1
1,2,3:2,11,4,N2,2,2,,2,full,1
1,2,3:2,11,4,N2,2,3,,2,full,1
3,2,3:3,11,4,N2,2,0,,0,full,1
3,2,3:3,11,4,N2,2,1,,0,full,1
3,2,3:3,11,4,N2,2,2,,0,full,1
3,2,3:3,11,4,N2,2,3,,0,full,1
2,2,0:0,11,4,N3,2,0,,0,full,1
2,2,0:0,11,4,N3,2,1,,0,full,1
2,2,0:0,11,4,N3,2,2,,0,full,1
2,2,0:0,11,4,N3,2,3,,0,full,1
2,2,0:1,11,4,N3,2,0,8,1,full,1
2,2,0:1,11,4,N3,2,1,8,1,full,1
2,2,0:1,11,4,N3,2,2,8,1,full,1
2,2,0:1,11,4,N3,2,3,8,1,full,1
1,2,0:2,11,4,N3,2,0,,0,full,1
1,2,0:2,11,4,N3,2,1,,0,full,1
1,2,0:2,11,4,N3,2,2,,0,full,1
1,2,0:2,11,4,N3,2,3,,0,full,1
1,2,0:3,11,4,N3,2,0,,0,full,1
1,2,0:3,11,4,N3,2,1,,0,full,1
1,2,0:3,11,4,N3,2,2,,0,full,1
1,2,0:3,11,4,N3,2,3,,0,full,1
2,2,1:0,11,4,N3,2,0,,0,full,1
2,2,1:0,11,4,N3,2,1,,0,full,1
2,2,1:0,11,4,N3,2,2,,0,full,1
2,2,1:0,11,4,N3,2,3,,0,full,1
2,2,1:1,11,4,N3,2,0,,0,full,1
2,2,1:1,11,4,N3,2,1,,0,full,1
2,2,1:1,11,4,N3,2,2,,0,full,1
2,2,1:1,11,4,N3,2,3,,0,full,1
1,2,1:2,11,4,N3,2,0,7,1,full,1
1,2,1:2,11,4,N3,2,1,7,1,full,1
1,2,1:2,11,4,N3,2,2,7,1,full,1
1,2,1:2,11,4,N3,2,3,7,1,full,1
3,2,1:3,11,4,N3,2,0,,0,full,1
3,2,1:3,11,4,N3,2,1,,0,full,1
3,2,1:3,11,4,N3,2,2,,0,full,1
3,2,1:3,11,4,N3,2,3,,0,full,1
2,2,2:0,11,4,N3,2,0,,2,full,1
2,2,2:0,11,4,N3,2,1,,2,full,1
2,2,2:0,11,4,N3,2,2,,2,full,1
2,2,2:0,11,4,N3,2,3,,2,full,1
1,2,2:1,11,4,N3,2,0,,0,full,1
1,2,2:1,11,4,N3,2,1,,0,full,1
1,2,2:1,11,4,N3,2,2,,0,full,1
1,2,2:1,11,4,N3,2,3,,0,full,1
1,2,2:2,11,4,N3,2,0,,0,full,1
1,2,2:2,11,4,N3,2,1,,0,full,1
1,2,2:2,11,4,N3,2,2,,0,full,1
1,2,2:2,11,4,N3,2,3,,0,full,1
3,2,2:3,11,4,N3,2,0,8,3,full,1
3,2,2:3,11,4,N3,2,1,8,3,full,1
3,2,2:3,11,4,N3,2,2,8,3,full,1
3,2,2:3,11,4,N3,2,3,8,3,full,1
2,2,3:0,11,4,N3,2,0,7,1,full,1
2,2,3:0,11,4,N3,2,1,7,1,full,1
2,2,3:0,11,4,N3,2,2,7,1,full,1
2,2,3:0,11,4,N3,2,3,7,1,full,1
1,2,3:1,11,4,N3,2,0,,0,full,1
1,2,3:1,11,4,N3,2,1,,0,full,1
1,2,3:1,11,4,N3,2,2,,0,full,1
1,2,3:1,11,4,N3,2,3,,0,full,1
1,2,3:2,11,4,N3,2,0,,2,full,1
1,2,3:2,11,4,N3,2,1,,2,full,1
1,2,3:2,11,4,N3,2,2,,2,full,1
1,2,3:2,11,4,N3,2,3,,2,full,1
3,2,3:3,11,4,N3,2,0,,0,full,1
3,2,3:3,11,4,N3,2,1,,0,full,1
3,2,3:3,11,4,N3,2,2,,0,full,1
3,2,3:3,11,4,N3,2,3,,0,full,1
2,2,0:0,11,8,N1,2,0,,0,full,1
2,2,0:0,11,8,N1,2,1,,0,full,1
2,2,0:0,11,8,N1,2,2,,0,full,1
2,2,0:0,11,8,N1,2,3,,0,full,1
2,2,0:1,11,8,N1,2,0,8,1,full,1
2,2,0:1,11,8,N1,2,1,8,1,full,1
2,2,0:1,11,8,N1,2,2,8,1,full,1
2,2,0:1,11,8,N1,2,3,8,1,full,1
1,2,0:2,11,8,N1,2,0,,0,full,1
1,2,0:2,11,8,N1,2,1,,0,full,1
1,2,0:2,11,8,N1,2,2,,0,full,1
1,2,0:2,11,8,N1,2,3,,0,full,1
1,2,0:3,11,8,N1,2,0,,0,full,1
1,2,0:3,11,8,N1,2,1,,0,full,1
1,2,0:3,11,8,N1,2,2,,0,full,1
1,2,0:3,11,8,N1,2,3,,0,full,1
2,2,1:0,11,8,N1,2,0,,0,full,1
2,2,1:0,11,8,N1,2,1,,0,full,1
2,2,1:0,11,8,N1,2,2,,0,full,1
2,2,1:0,11,8,N1,2,3,,0,full,1
2,2,1:1,11,8,N1,2,0,,0,full,1
2,2,1:1,11,8,N1,2,1,,0,full,1
2,2,1:1,11,8,N1,2,2,,0,full,1
2,2,1:1,11,8,N1,2,3,,0,full,1
1,2,1:2,11,8,N1,2,0,7,1,full,1
1,2,1:2,11,8,N1,2,1,7,1,full,1
1,2,1:2,11,8,N1,2,2,7,1,full,1
1,2,1:2,11,8,N1,2,3,7,1,full,1
3,2,1:3,11,8,N1,2,0,,0,full,1
3,2,1:3,11,8,N1,2,1,,0,full,1
3,2,1:3,11,8,N1,2,2,,0,full,1
3,2,1:3,11,8,N1,2,3,,0,full,1
2,2,2:0,11,8,N1,2,0,,2,full,1
2,2,2:0,11,8,N1,2,1,,2,full,1
2,2,2:0,11,8,N1,2,2,,2,full,1
2,2,2:0,11,8,N1,2,3,,2,full,1
1,2,2:1,11,8,N1,2,0,,0,full,1
1,2,2:1,11,8,N1,2,1,,0,full,1
1,2,2:1,11,8,N1,2,2,,0,full,1
1,2,2:1,11,8,N1,2,3,,0,full,1
1,2,2:2,11,8,N1,2,0,,0,full,1
1,2,2:2,11,8,N1,2,1,,0,full,1
1,2,2:2,11,8,N1,2,2,,0,full,1
1,2,2:2,11,8,N1,2,3,,0,full,1
3,2,2:3,11,8,N1,2,0,8,3,full,1
3,2,2:3,11,8,N1,2,1,8,3,full,1
3,2,2:3,11,8,N1,2,2,8,3,full,1
3,2,2:3,11,8,N1,2,3,8,3,full,1
2,2,3:0,11,8,N1,2,0,7,1,full,1
2,2,3:0,11,8,N1,2,1,7,1,full,1
2,2,3:0,11,8,N1,2,2,7,1,full,1
2,2,3:0,11,8,N1,2,3,7,1,full,1
1,2,3:1,11,8,N1,2,0,,0,full,1
1,2,3:1,11,8,N1,2,1,,0,full,1
1,2,3:1,11,8,N1,2,2,,0,full,1
1,2,3:1,11,8,N1,2,3,,0,full,1
1,2,3:2,11,8,N1,2,0,,2,full,1
1,2,3:2,11,8,N1,2,1,,2,full,1
1,2,3:2,11,8,N1,2,2,,2,full,1
1,2,3:2,11,8,N1,2,3,,2,full,1
3,2,3:3,11,8,N1,2,0,,0,full,1
3,2,3:3,11,8,N1,2,1,,0,full,1
3,2,3:3,11,8,N1,2,2,,0,full,1
3,2,3:3,11,8,N1,2,3,,0,full,1
2,2,0:0,11,8,N2,2,0,,0,full,1
2,2,0:0,11,8,N2,2,1,,0,full,1
2,2,0:0,11,8,N2,2,2,,0,full,1
2,2,0:0,11,8,N2,2,3,,0,full,1
2,2,0:1,11,8,N2,2,0,8,1,full,1
2,2,0:1,11,8,N2,2,1,8,1,full,1
2,2,0:1,11,8,N2,2,2,8,1,full,1
2,2,0:1,11,8,N2,2,3,8,1,full,1
1,2,0:2,11,8,N2,2,0,,0,full,1
1,2,0:2,11,8,N2,2,1,,0,full,1
1,2,0:2,11,8,N2,2,2,,0,full,1
1,2,0:2,11,8,N2,2,3,,0,full,1
1,2,0:3,11,8,N2,2,0,,0,full,1
1,2,0:3,11,8,N2,2,1,,0,full,1
1,2,0:3,11,8,N2,2,2,,0,full,1
1,2,0:3,11,8,N2,2,3,,0,full,1
2,2,1:0,11,8,N2,2,0,,0,full,1
2,2,1:0,11,8,N2,2,1,,0,full,1
2,2,1:0,11,8,N2,2,2,,0,full,1
2,2,1:0,11,8,N2,2,3,,0,full,1
2,2,1:1,11,8,N2,2,0,,0,full,1
2,2,1:1,11,8,N2,2,1,,0,full,1
2,2,1:1,11,8,N2,2,2,,0,full,1
2,2,1:1,11,8,N2,2,3,,0,full,1
1,2,1:2,11,8,N2,2,0,7,1,full,1
1,2,1:2,11,8,N2,2,1,7,1,full,1
1,2,1:2,11,8,N2,2,2,7,1,full,1
1,2,1:2,11,8,N2,2,3,7,1,full,1
3,2,1:3,11,8,N2,2,0,,0,full,1
3,2,1:3,11,8,N2,2,1,,0,full,1
3,2,1:3,11,8,N2,2,2,,0,full,1
3,2,1:3,11,8,N2,2,3,,0,full,1
2,2,2:0,11,8,N2,2,0,,2,full,1
2,2,2:0,11,8,N2,2,1,,2,full,1
2,2,2:0,11,8,N2,2,2,,2,full,1
2,2,2:0,11,8,N2,2,3,,2,full,1
1,2,2:1,11,8,N2,2,0,,0,full,1
1,2,2:1,11,8,N2,2,1,,0,full,1
1,2,2:1,11,8,N2,2,2,,0,full,1
1,2,2:1,11,8,N2,2,3,,0,full,1
1,2,2:2,11,8,N2,2,0,,0,full,1
1,2,2:2,11,8,N2,2,1,,0,full,1
1,2,2:2,11,8,N2,2,2,,0,full,1
1,2,2:2,11,8,N2,2,3,,0,full,1
3,2,2:3,11,8,N2,2,0,8,3,full,1
3,2,2:3,11,8,N2,2,1,8,3,full,1
3,2,2:3,11,8,N2,2,2,8,3,full,1
3,2,2:3,11,8,N2,2,3,8,3,full,1
2,2,3:0,11,8,N2,2,0,7,1,full,1
2,2,3:0,11,8,N2,2,1,7,1,full,1
2,2,3:0,11,8,N2,2,2,7,1,full,1
2,2,3:0,11,8,N2,2,3,7,1,full,1
1,2,3:1,11,8,N2,2,0,,0,full,1
1,2,3:1,11,8,N2,2,1,,0,full,1
1,2,3:1,11,8,N2,2,2,,0,full,1
1,2,3:1,11,8,N2,2,3,,0,full,1
1,2,3:2,11,8,N2,2,0,,2,full,1
1,2,3:2,11,8,N2,2,1,,2,full,1
1,2,3:2,11,8,N2,2,2,,2,full,1
1,2,3:2,11,8,N2,2,3,,2,full,1
3,2,3:3,11,8,N2,2,0,,0,full,1
3,2,3:3,11,8,N2,2,1,,0,full,1
3,2,3:3,11,8,N2,2,2,,0,full,1
3,2,3:3,11,8,N2,2,3,,0,full,1
2,2,0:0,11,8,N3,2,0,,0,full,1
2,2,0:0,11,8,N3,2,1,,0,full,1
2,2,0:0,11,8,N3,2,2,,0,full,1
2,2,0:0,11,8,N3,2,3,,0,full,1
2,2,0:1,11,8,N3,2,0,8,1,full,1
2,2,0:1,11,8,N3,2,1,8,1,full,1
2,2,0:1,11,8,N3,2,2,8,1,full,1
2,2,0:1,11,8,N3,2,3,8,1,full,1
1,2,0:2,11,8,N3,2,0,,0,full,1
1,2,0:2,11,8,N3,2,1,,0,full,1
1,2,0:2,11,8,N3,2,2,,0,full,1
1,2,0:2,11,8,N3,2,3,,0,full,1
1,2,0:3,11,8,N3,2,0,,0,full,1
1,2,0:3,11,8,N3,2,1,,0,full,1
1,2,0:3,11,8,N3,2,2,,0,full,1
1,2,0:3,11,8,N3,2,3,,0,full,1
2,2,1:0,11,8,N3,2,0,,0,full,1
2,2,1:0,11,8,N3,2,1,,0,full,1
2,2,1:0,11,8,N3,2,2,,0,full,1
2,2,1:0,11,8,N3,2,3,,0,full,1
2,2,1:1,11,8,N3,2,0,,0,full,1
2,2,1:1,11,8,N3,2,1,,0,full,1
2,2,1:1,11,8,N3,2,2,,0,full,1
2,2,1:1,11,8,N3,2,3,,0,full,1
1,2,1:2,11,8,N3,2,0,7,1,full,1
1,2,1:2,11,8,N3,2,1,7,1,full,1
1,2,1:2,11,8,N3,2,2,7,1,full,1
1,2,1:2,11,8,N3,2,3,7,1,full,1
3,2,1:3,11,8,N3,2,0,,0,full,1
3,2,1:3,11,8,N3,2,1,,0,full,1
3,2,1:3,11,8,N3,2,2,,0,full,1
3,2,1:3,11,8,N3,2,3,,0,full,1
2,2,2:0,11,8,N3,2,0,,2,full,1
2,2,2:0,11,8,N3,2,1,,2,full,1
2,2,2:0,11,8,N3,2,2,,2,full,1
2,2,2:0,11,8,N3,2,3,,2,full,1
1,2,2:1,11,8,N3,2,0,,0,full,1
1,2,2:1,11,8,N3,2,1,,0,full,1
1,2,2:1,11,8,N3,2,2,,0,full,1
1,2,2:1,11,8,N3,2,3,,0,full,1
1,2,2:2,11,8,N3,2,0,,0,full,1
1,2,2:2,11,8,N3,2,1,,0,full,1
1,2,2:2,11,8,N3,2,2,,0,full,1
1,2,2:2,11,8,N3,2,3,,0,full,1
3,2,2:3,11,8,N3,2,0,8,3,full,1
3,2,2:3,11,8,N3,2,1,8,3,full,1
3,2,2:3,11,8,N3,2,2,8,3,full,1
3,2,2:3,11,8,N3,2,3,8,3,full,1
2,2,3:0,11,8,N3,2,0,7,1,full,1
2,2,3:0,11,8,N3,2,1,7,1,full,1
2,2,3:0,11,8,N3,2,2,7,1,full,1
2,2,3:0,11,8,N3,2,3,7,1,full,1
1,2,3:1,11,8,N3,2,0,,0,full,1
1,2,3:1,11,8,N3,2,1,,0,full,1
1,2,3:1,11,8,N3,2,2,,0,full,1
1,2,3:1,11,8,N3,2,3,,0,full,1
1,2,3:2,11,8,N3,2,0,,2,full,1
1,2,3:2,11,8,N3,2,1,,2,full,1
1,2,3:2,11,8,N3,2,2,,2,full,1
1,2,3:2,11,8,N3,2,3,,2,full,1
3,2,3:3,11,8,N3,2,0,,0,full,1
3,2,3:3,11,8,N3,2,1,,0,full,1
3,2,3:3,11,8,N3,2,2,,0,full,1
3,2,3:3,11,8,N3,2,3,,0,full,1
2,2,0:0,11,16,N1,2,0,,0,full,1
2,2,0:0,11,16,N1,2,1,,0,full,1
2,2,0:0,11,16,N1,2,2,,0,full,1
2,2,0:0,11,16,N1,2,3,,0,full,1
2,2,0:1,11,16,N1,2,0,8,1,full,1
2,2,0:1,11,16,N1,2,1,8,1,full,1
2,2,0:1,11,16,N1,2,2,8,1,full,1
2,2,0:1,11,16,N1,2,3,8,1,full,1
1,2,0:2,11,16,N1,2,0,,0,full,1
1,2,0:2,11,16,N1,2,1,,0,full,1
1,2,0:2,11,16,N1,2,2,,0,full,1
1,2,0:2,11,16,N1,2,3,,0,full,1
1,2,0:3,11,16,N1,2,0,,0,full,1
1,2,0:3,11,16,N1,2,1,,0,full,1
1,2,0:3,11,16,N1,2,2,,0,full,1
1,2,0:3,11,16,N1,2,3,,0,full,1
2,2,1:0,11,16,N1,2,0,,0,full,1
2,2,1:0,11,16,N1,2,1,,0,full,1
2,2,1:0,11,16,N1,2,2,,0,full,1
2,2,1:0,11,16,N1,2,3,,0,full,1
2,2,1:1,11,16,N1,2,0,,0,full,1
2,2,1:1,11,16,N1,2,1,,0,full,1
2,2,1:1,11,16,N1,2,2,,0,full,1
2,2,1:1,11,16,N1,2,3,,0,full,1
1,2,1:2,11,16,N1,2,0,7,1,full,1
1,2,1:2,11,16,N1,2,1,7,1,full,1
1,2,1:2,11,16,N1,2,2,7,1,full,1
1,2,1:2,11,16,N1,2,3,7,1,full,1
3,2,1:3,11,16,N1,2,0,,0,full,1
3,2,1:3,11,16,N1,2,1,,0,full,1
3,2,1:3,11,16,N1,2,2,,0,full,1
3,2,1:3,11,16,N1,2,3,,0,full,1
2,2,2:0,11,16,N1,2,0,,2,full,1
2,2,2:0,11,16,N1,2,1,,2,full,1
2,2,2:0,11,16,N1,2,2,,2,full,1
2,2,2:0,11,16,N1,2,3,,2,full,1
1,2,2:1,11,16,N1,2,0,,0,full,1
1,2,2:1,11,16,N1,2,1,,0,full,1
1,2,2:1,11,16,N1,2,2,,0,full,1
1,2,2:1,11,16,N1,2,3,,0,full,1
1,2,2:2,11,16,N1,2,0,,0,full,1
1,2,2:2,11,16,N1,2,1,,0,full,1
1,2,2:2,11,16,N1,2,2,,0,full,1
1,2,2:2,11,16,N1,2,3,,0,full,1
3,2,2:3,11,16,N1,2,0,8,3,full,1
3,2,2:3,11,16,N1,2,1,8,3,full,1
3,2,2:3,11,16,N1,2,2,8,3,full,1
3,2,2:3,11,16,N1,2,3,8,3,full,1
2,2,3:0,11,16,N1,2,0,7,1,full,1
2,2,3:0,11,16,N1,2,1,7,1,full,1
2,2,3:0,11,16,N1,2,2,7,1,full,1
2,2,3:0,11,16,N1,2,3,7,1,full,1
1,2,3:1,11,16,N1,2,0,,0,full,1
1,2,3:1,11,16,N1,2,1,,0,full,1
1,2,3:1,11,16,N1,2,2,,0,full,1
1,2,3:1,11,16,N1,2,3,,0,full,1
1,2,3:2,11,16,N1,2,0,,2,full,1
1,2,3:2,11,16,N1,2,1,,2,full,1
1,2,3:2,11,16,N1,2,2,,2,full,1
1,2,3:2,11,16,N1,2,3,,2,full,1
3,2,3:3,11,16,N1,2,0,,0,full,1
3,2,3:3,11,16,N1,2,1,,0,full,1
3,2,3:3,11,16,N1,2,2,,0,full,1
3,2,3:3,11,16,N1,2,3,,0,full,1
2,2,0:0,11,16,N2,2,0,,0,full,1
2,2,0:0,11,16,N2,2,1,,0,full,1
2,2,0:0,11,16,N2,2,2,,0,full,1
2,2,0:0,11,16,N2,2,3,,0,full,1
2,2,0:1,11,16,N2,2,0,8,1,full,1
2,2,0:1,11,16,N2,2,1,8,1,full,1
2,2,0:1,11,16,N2,2,2,8,1,full,1
2,2,0:1,11,16,N2,2,3,8,1,full,1
1,2,0:2,11,16,N2,2,0,,0,full,1
1,2,0:2,11,16,N2,2,1,,0,full,1
1,2,0:2,11,16,N2,2,2,,0,full,1
1,2,0:2,11,16,N2,2,3,,0,full,1
1,2,0:3,11,16,N2,2,0,,0,full,1
1,2,0:3,11,16,N2,2,1,,0,full,1
1,2,0:3,11,16,N2,2,2,,0,full,1
1,2,0:3,11,16,N2,2,3,,0,full,1
2,2,1:0,11,16,N2,2,0,,0,full,1
2,2,1:0,11,16,N2,2,1,,0,full,1
2,2,1:0,11,16,N2,2,2,,0,full,1
2,2,1:0,11,16,N2,2,3,,0,full,1
2,2,1:1,11,16,N2,2,0,,0,full,1
2,2,1:1,11,16,N2,2,1,,0,full,1
2,2,1:1,11,16,N2,2,2,,0,full,1
2,2,1:1,11,16,N2,2,3,,0,full,1
1,2,1:2,11,16,N2,2,0,7,1,full,1
1,2,1:2,11,16,N2,2,1,7,1,full,1
1,2,1:2,11,16,N2,2,2,7,1,full,1
1,2,1:2,11,16,N2,2,3,7,1,full,1
3,2,1:3,11,16,N2,2,0,,0,full,1
3,2,1:3,11,16,N2,2,1,,0,full,1
3,2,1:3,11,16,N2,2,2,,0,full,1
3,2,1:3,11,16,N2,2,3,,0,full,1
2,2,2:0,11,16,N2,2,0,,2,full,1
2,2,2:0,11,16,N2,2,1,,2,full,1
2,2,2:0,11,16,N2,2,2,,2,full,1
2,2,2:0,11,16,N2,2,3,,2,full,1
1,2,2:1,11,16,N2,2,0,,0,full,1
1,2,2:1,11,16,N2,2,1,,0,full,1
1,2,2:1,11,16,N2,2,2,,0,full,1
1,2,2:1,11,16,N2,2,3,,0,full,1
1,2,2:2,11,16,N2,2,0,,0,full,1
1,2,2:2,11,16,N2,2,1,,0,full,1
1,2,2:2,11,16,N2,2,2,,0,full,1
1,2,2:2,11,16,N2,2,3,,0,full,1
3,2,2:3,11,16,N2,2,0,8,3,full,1
3,2,2:3,11,16,N2,2,1,8,3,full,1
3,2,2:3,11,16,N2,2,2,8,3,full,1
3,2,2:3,11,16,N2,2,3,8,3,full,1
2,2,3:0,11,16,N2,2,0,7,1,full,1
2,2,3:0,11,16,N2,2,1,7,1,full,1
2,2,3:0,11,16,N2,2,2,7,1,full,1
2,2,3:0,11,16,N2,2,3,7,1,full,1
1,2,3:1,11,16,N2,2,0,,0,full,1
1,2,3:1,11,16,N2,2,1,,0,full,1
1,2,3:1,11,16,N2,2,2,,0,full,1
1,2,3:1,11,16,N2,2,3,,0,full,1
1,2,3:2,11,16,N2,2,0,,2,full,1
1,2,3:2,11,16,N2,2,1,,2,full,1
1,2,3:2,11,16,N2,2,2,,2,full,1
1,2,3:2,11,16,N2,2,3,,2,full,1
3,2,3:3,11,16,N2,2,0,,0,full,1
3,2,3:3,11,16,N2,2,1,,0,full,1
3,2,3:3,11,16,N2,2,2,,0,full,1
3,2,3:3,11,16,N2,2,3,,0,full,1
2,2,0:0,11,16,N3,2,0,,0,full,1
2,2,0:0,11,16,N3,2,1,,0,full,1
2,2,0:0,11,16,N3,2,2,,0,full,1
2,2,0:0,11,16,N3,2,3,,0,full,1
2,2,0:1,11,16,N3,2,0,8,1,full,1
2,2,0:1,11,16,N3,2,1,8,1,full,1
2,2,0:1,11,16,N3,2,2,8,1,full,1
2,2,0:1,11,16,N3,2,3,8,1,full,1
1,2,0:2,11,16,N3,2,0,,0,full,1
1,2,0:2,11,16,N3,2,1,,0,full,1
1,2,0:2,11,16,N3,2,2,,0,full,1
1,2,0:2,11,16,N3,2,3,,0,full,1
1,2,0:3,11,16,N3,2,0,,0,full,1
1,2,0:3,11,16,N3,2,1,,0,full,1
1,2,0:3,11,16,N3,2,2,,0,full,1
1,2,0:3,11,16,N3,2,3,,0,full,1
2,2,1:0,11,16,N3,2,0,,0,full,1
2,2,1:0,11,16,N3,2,1,,0,full,1
