depth,ff_update_norm,layer,model_seed,n,nuisance_distance,nuisance_type,per_head_output_norm_mean,predictive_span,sa_nuisance_attention_mass,sa_signal_attention_mass,sa_update_norm,trained_window,window
2,2.13458838313818,0,11,64,4,N1,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,2.13458838313818,0,11,64,4,N2,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,5.82280945032835,1,11,64,4,N1,3.3212330043315887,2,0.0,0.9568925155326724,7.104027256369591,full,2
2,5.942333661019802,1,11,64,4,N2,3.422856133431196,2,0.0,0.9542803931981325,7.122494500130415,full,2
2,2.13458838313818,0,11,64,4,N3,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,2.13458838313818,0,11,64,8,N1,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,5.888298489153385,1,11,64,4,N3,3.3419270515441895,2,0.0,0.9590997016057372,7.176784198731184,full,2
2,5.850963279604912,1,11,64,8,N1,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,2.13458838313818,0,11,64,8,N2,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,2.13458838313818,0,11,64,8,N3,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,5.850963279604912,1,11,64,8,N2,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,5.850963279604912,1,11,64,8,N3,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,2.13458838313818,0,11,64,16,N1,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,2.13458838313818,0,11,64,16,N2,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,5.850963279604912,1,11,64,16,N1,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,5.850963279604912,1,11,64,16,N2,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,2.13458838313818,0,11,64,16,N3,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,2.13458838313818,0,11,64,32,N1,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,5.850963279604912,1,11,64,16,N3,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,5.850963279604912,1,11,64,32,N1,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,2.13458838313818,0,11,64,32,N2,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,2.13458838313818,0,11,64,32,N3,2.479706808924675,2,0.0,0.9156170301139355,5.60332977771759,full,2
2,5.850963279604912,1,11,64,32,N2,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,5.850963279604912,1,11,64,32,N3,3.364890620112419,2,0.0,0.9477339647710323,6.971046149730682,full,2
2,2.5211920496076345,0,11,64,4,N1,2.0641786865890026,2,0.32348235067911446,0.6376423081383109,4.783892590552568,full,4
2,2.381161006167531,0,11,64,4,N2,2.2506618686020374,2,0.25582028360804543,0.6955286315642297,5.0857341177761555,full,4
2,5.010614790022373,1,11,64,4,N1,3.436904113739729,2,0.04278580624357412,0.9180742250755429,6.670798525214195,full,4
2,4.706512030214071,1,11,64,4,N2,3.4796686060726643,2,0.12859067359816795,0.8324245009571314,6.750196494162083,full,4
2,2.501045210286975,0,11,64,4,N3,2.0931912679225206,2,0.32294403563719243,0.6358851823024452,4.840265538543463,full,4
2,2.1852553486824036,0,11,64,8,N1,2.3048881590366364,2,0.0,0.7753224745392799,5.271245867013931,full,4
2,5.0655961111187935,1,11,64,4,N3,3.4706012569367886,2,0.06327052498306857,0.8888110546395183,6.8812795132398605,full,4
2,4.63563159480691,1,11,64,8,N1,3.5743380710482597,2,0.0,0.8107888386584818,7.52408080548048,full,4
2,2.1852553486824036,0,11,64,8,N2,2.3048881590366364,2,0.0,0.7753224745392799,5.271245867013931,full,4
