delta_variance_ff,delta_variance_norm,delta_variance_sa,depth,layer,model_seed,nuisance_distance,nuisance_type,post_ff_signal,post_ff_variance,post_norm_variance,post_sa_signal,post_sa_variance,pre_sa_signal,pre_sa_variance,predictive_span,regime,trained_window,window
86.14970943091348,0.7487650013300282,31.31397904155409,2,1,11,16,N2,-5.899786204099655,164.7091304915912,47.99420702045366,-12.10871970653534,78.55942106067772,-9.17552450299263,47.24544201912363,2,signal_only_reachable,full,2
-1.3548818525128468,-0.4566575145800016,36.05698155845772,2,0,11,16,N3,-9.17552450299263,47.24544201912363,12.086684798598753,-16.33652773499489,48.600323871636476,-24.77093267440796,12.543342313178755,2,signal_only_reachable,full,2
86.14970943091348,0.7487650013300282,31.31397904155409,2,1,11,16,N3,-5.899786204099655,164.7091304915912,47.99420702045366,-12.10871970653534,78.55942106067772,-9.17552450299263,47.24544201912363,2,signal_only_reachable,full,2
-10.088232022244746,-0.4566575145800016,45.81502896463914,2,0,11,16,N1,-6.471529617905617,48.27013925557315,12.086684798598753,-12.40065711736679,58.358371277817895,-24.77093267440796,12.543342313178755,2,signal_only_reachable,full,4
65.15720691421524,-1.303408962720468,63.656885817164955,2,1,11,16,N1,-3.6857721507549286,177.08423198695334,46.96673029285268,-7.467795699834824,111.9270250727381,-6.471529617905617,48.27013925557315,2,signal_only_reachable,full,4
-10.088232022244746,-0.4566575145800016,45.81502896463914,2,0,11,16,N2,-6.471529617905617,48.27013925557315,12.086684798598753,-12.40065711736679,58.358371277817895,-24.77093267440796,12.543342313178755,2,signal_only_reachable,full,4
65.15720691421524,-1.303408962720468,63.656885817164955,2,1,11,16,N2,-3.6857721507549286,177.08423198695334,46.96673029285268,-7.467795699834824,111.9270250727381,-6.471529617905617,48.27013925557315,2,signal_only_reachable,full,4
-10.088232022244746,-0.4566575145800016,45.81502896463914,2,0,11,16,N3,-6.471529617905617,48.27013925557315,12.086684798598753,-12.40065711736679,58.358371277817895,-24.77093267440796,12.543342313178755,2,signal_only_reachable,full,4
65.15720691421524,-1.303408962720468,63.656885817164955,2,1,11,16,N3,-3.6857721507549286,177.08423198695334,46.96673029285268,-7.467795699834824,111.9270250727381,-6.471529617905617,48.27013925557315,2,signal_only_reachable,full,4
-8.157911951540221,-0.4566575145800016,43.17835391709454,2,0,11,16,N1,-4.894620284438133,47.563784278733074,12.086684798598753,-9.197480916976929,55.721696230273295,-24.77093267440796,12.543342313178755,2,signal_and_nuisance_reachable,full,8
37.891665892220715,-1.296841956080371,68.02856552280701,2,1,11,16,N1,-1.3550970405340195,153.4840156937608,46.2669423226527,-6.263310939073563,115.59234980154008,-4.894620284438133,47.563784278733074,2,signal_and_nuisance_reachable,full,8
-8.157911951540221,-0.4566575145800016,43.17835391709454,2,0,11,16,N2,-4.894620284438133,47.563784278733074,12.086684798598753,-9.197480916976929,55.721696230273295,-24.77093267440796,12.543342313178755,2,signal_and_nuisance_reachable,full,8
36.68144403368808,-1.296841956080371,67.17095340279923,2,1,11,16,N2,-1.3332902863621712,151.41618171522038,46.2669423226527,-6.178895257413387,114.7347376815323,-4.894620284438133,47.563784278733074,2,signal_and_nuisance_reachable,full,8
-8.157911951540221,-0.4566575145800016,43.17835391709454,2,0,11,16,N3,-4.894620284438133,47.563784278733074,12.086684798598753,-9.197480916976929,55.721696230273295,-24.77093267440796,12.543342313178755,2,signal_and_nuisance_reachable,full,8
35.90440907501673,-1.296841956080371,67.10126310092923,2,1,11,16,N3,-1.2760603725910187,150.56945645467903,46.2669423226527,-6.145321041345596,114.6650473796623,-4.894620284438133,47.563784278733074,2,signal_and_nuisance_reachable,full,8
-2.470818247911744,-0.4566575145800016,39.24207341615863,2,0,11,32,N1,-4.841525584459305,49.31459748142564,12.086684798598753,-8.501980520784855,51.78541572933739,-24.77093267440796,12.543342313178755,2,full_attention,full,full
-22.228779613232938,-0.9954416222426588,-23.952009232963675,2,1,11,32,N1,11.958334922790527,3.1338086352290304,48.319155859182985,4.58732246607542,25.362588248461968,-4.841525584459305,49.31459748142564,2,full_attention,full,full
0.9934738837101449,-0.4566575145800016,35.12698060954155,2,0,11,32,N2,-4.580668553709984,48.66379680643045,12.086684798598753,-6.960088200867176,47.6703229227203,-24.77093267440796,12.543342313178755,2,full_attention,full,full
-21.738583166208773,-1.1131569852323437,-24.77810484230574,2,1,11,32,N2,12.285713657736778,2.147108797915933,47.550639821198104,5.121347241103649,23.885691964124707,-4.580668553709984,48.66379680643045,2,full_attention,full,full
-0.8865540288091154,-0.4566575145800016,38.75371827404706,2,0,11,32,N3,-5.142493169754744,50.4105065584167,12.086684798598753,-9.184237107634544,51.297060587225815,-24.77093267440796,12.543342313178755,2,full_attention,full,full
-29.633789243982644,-1.9726005185533708,-18.905435821044353,2,1,11,32,N3,12.33867061138153,1.8712814933897022,48.43790603986333,4.0832418873906136,31.505070737372346,-5.142493169754744,50.4105065584167,2,full_attention,full,full
4.470772121521335,-0.4566575145800016,23.537375350663112,2,0,11,32,N1,-5.76548445224762,40.5514897853632,12.086684798598753,-12.145750850439072,36.08071766384187,-24.77093267440796,12.543342313178755,2,signal_only_reachable,full,1
51.37700074972386,0.651572435924912,64.2973316210585,2,1,11,32,N1,-7.922199249267578,156.22582215614557,41.203062221288114,-7.96353879570961,104.8488214064217,-5.76548445224762,40.5514897853632,2,signal_only_reachable,full,1
4.470772121521335,-0.4566575145800016,23.537375350663112,2,0,11,32,N2,-5.76548445224762,40.5514897853632,12.086684798598753,-12.145750850439072,36.08071766384187,-24.77093267440796,12.543342313178755,2,signal_only_reachable,full,1
51.37700074972386,0.651572435924912,64.2973316210585,2,1,11,32,N2,-7.922199249267578,156.22582215614557,41.203062221288114,-7.96353879570961,104.8488214064217,-5.76548445224762,40.5514897853632,2,signal_only_reachable,full,1
4.470772121521335,-0.4566575145800016,23.537375350663112,2,0,11,32,N3,-5.76548445224762,40.5514897853632,12.086684798598753,-12.145750850439072,36.08071766384187,-24.77093267440796,12.543342313178755,2,signal_only_reachable,full,1
