delta_variance_ff,delta_variance_norm,delta_variance_sa,depth,layer,model_seed,nuisance_distance,nuisance_type,post_ff_signal,post_ff_variance,post_norm_variance,post_sa_signal,post_sa_variance,pre_sa_signal,pre_sa_variance,predictive_span,regime,trained_window,window
-5.300878875964756,-8.592864708894169,3.7357946410184013,4,2,11,16,N3,-8.040696620941162,105.79296118071511,98.7651807067673,-8.412757158279419,111.09384005667987,-9.261749982833862,107.35804541566146,8,signal_unreachable,full,1
6.806350118164289,-9.214759324132842,-68.12134350060364,4,3,11,16,N3,-5.849071264266968,44.477967798275756,96.57820185658227,-5.465206146240234,37.67161768011147,-8.040696620941162,105.79296118071511,8,signal_unreachable,full,1
-9.691967852566997,-1.8263118857473728,42.07707777706346,4,0,11,16,N1,-10.517231963574886,45.737649191016814,11.52622738077298,-15.687983743846416,55.42961704358381,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,16
20.35482579943411,-0.9941567566513996,23.00926174500964,4,1,11,16,N1,-4.9802621975541115,89.10173673546056,44.743492434365415,-6.639508247375488,68.74691093602645,-10.517231963574886,45.737649191016814,8,signal_and_nuisance_reachable,full,16
4.832661610754073,0.5144159173956382,1.5662520210655515,4,2,11,16,N1,2.7038439884781837,95.50065036728019,89.6161526528562,1.9670399129390717,90.66798875652611,-4.9802621975541115,89.10173673546056,8,signal_and_nuisance_reachable,full,16
1.7162972480514203,0.6471467059462128,-89.05636109409548,4,3,11,16,N1,11.644200325012207,8.160586521236127,96.1477970732264,10.882615998387337,6.444289273184706,2.7038439884781837,95.50065036728019,8,signal_and_nuisance_reachable,full,16
-10.505262368841066,-1.8263118857473728,44.747797973754274,4,0,11,16,N2,-9.590869545936584,47.59507487143356,11.52622738077298,-14.343153364956379,58.10033724027463,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,16
22.500067120226404,-0.7472705635268397,18.895509835224324,4,1,11,16,N2,-4.268963307142258,88.99065182688429,46.84780430790672,-5.726758524775505,66.49058470665788,-9.590869545936584,47.59507487143356,8,signal_and_nuisance_reachable,full,16
4.323301931960103,-0.6461529931974752,-5.010604589805084,4,2,11,16,N2,3.0670708417892456,88.30334916903931,88.34449883368681,2.4494446963071823,83.9800472370792,-4.268963307142258,88.99065182688429,8,signal_and_nuisance_reachable,full,16
0.5526302738473907,0.7959466955567507,-83.3990301340091,4,3,11,16,N2,11.992953926324844,5.456949308877603,89.09929586459606,11.302565693855286,4.904319035030213,3.0670708417892456,88.30334916903931,8,signal_and_nuisance_reachable,full,16
-13.6837880316438,-1.8263118857473728,44.76919410480927,4,0,11,16,N3,-10.472826480865479,44.437945339685825,11.52622738077298,-15.585737377405167,58.121733371329626,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,16
25.975885880467203,-0.9853829469549709,23.52195480319665,4,1,11,16,N3,-4.700203076004982,93.93578602334968,43.452562392730854,-6.651566483080387,67.95990014288247,-10.472826480865479,44.437945339685825,8,signal_and_nuisance_reachable,full,16
6.54408749213502,-0.4448992447081537,-3.9577463468861396,4,2,11,16,N3,2.6577412486076355,96.52212716859856,93.49088677864152,1.9948031157255173,89.97803967646354,-4.700203076004982,93.93578602334968,8,signal_and_nuisance_reachable,full,16
1.3341717345364081,0.08748821559069597,-89.77994594964996,4,3,11,16,N3,11.732994467020035,8.076352953485006,96.60961538418925,10.854448661208153,6.742181218948598,2.6577412486076355,96.52212716859856,8,signal_and_nuisance_reachable,full,16
21.585685036734787,-1.8263118857473728,32.16440876590826,4,0,11,16,N1,-9.117860794067383,67.1026330691634,11.52622738077298,-13.294617414474487,45.516948032428616,-26.26027822494507,13.352539266520353,8,signal_only_reachable,full,2
10.874097692672564,-4.284838285989252,14.602797067688243,4,1,11,16,N1,-8.060747504234314,92.57952782952421,62.81779478317415,-8.488685607910156,81.70543013685165,-9.117860794067383,67.1026330691634,8,signal_only_reachable,full,2
-6.279016048546808,-9.066922844667246,7.055668347139857,4,2,11,16,N1,-7.243715047836304,93.35618012811726,83.51260498485696,-7.409625053405762,99.63519617666407,-8.060747504234314,92.57952782952421,8,signal_only_reachable,full,2
6.777742459687261,-9.521783851179677,-51.5462983029342,4,3,11,16,N1,-5.774301886558533,48.58762428487032,83.83439627693758,-5.405246138572693,41.80988182518306,-7.243715047836304,93.35618012811726,8,signal_only_reachable,full,2
21.585685036734787,-1.8263118857473728,32.16440876590826,4,0,11,16,N2,-9.117860794067383,67.1026330691634,11.52622738077298,-13.294617414474487,45.516948032428616,-26.26027822494507,13.352539266520353,8,signal_only_reachable,full,2
10.874097692672564,-4.284838285989252,14.602797067688243,4,1,11,16,N2,-8.060747504234314,92.57952782952421,62.81779478317415,-8.488685607910156,81.70543013685165,-9.117860794067383,67.1026330691634,8,signal_only_reachable,full,2
-6.279016048546808,-9.066922844667246,7.055668347139857,4,2,11,16,N2,-7.243715047836304,93.35618012811726,83.51260498485696,-7.409625053405762,99.63519617666407,-8.060747504234314,92.57952782952421,8,signal_only_reachable,full,2
6.777742459687261,-9.521783851179677,-51.5462983029342,4,3,11,16,N2,-5.774301886558533,48.58762428487032,83.83439627693758,-5.405246138572693,41.80988182518306,-7.243715047836304,93.35618012811726,8,signal_only_reachable,full,2
21.585685036734787,-1.8263118857473728,32.16440876590826,4,0,11,16,N3,-9.117860794067383,67.1026330691634,11.52622738077298,-13.294617414474487,45.516948032428616,-26.26027822494507,13.352539266520353,8,signal_only_reachable,full,2
10.874097692672564,-4.284838285989252,14.602797067688243,4,1,11,16,N3,-8.060747504234314,92.57952782952421,62.81779478317415,-8.488685607910156,81.70543013685165,-9.117860794067383,67.1026330691634,8,signal_only_reachable,full,2
-6.279016048546808,-9.066922844667246,7.055668347139857,4,2,11,16,N3,-7.243715047836304,93.35618012811726,83.51260498485696,-7.409625053405762,99.63519617666407,-8.060747504234314,92.57952782952421,8,signal_only_reachable,full,2
6.777742459687261,-9.521783851179677,-51.5462983029342,4,3,11,16,N3,-5.774301886558533,48.58762428487032,83.83439627693758,-5.405246138572693,41.80988182518306,-7.243715047836304,93.35618012811726,8,signal_only_reachable,full,2
22.269704693293477,-1.8263118857473728,31.300673814067068,4,0,11,16,N1,-8.94895339012146,66.9229177738809,11.52622738077298,-12.952507495880127,44.65321308058742,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,4
10.036024774558683,-5.0803871619943095,15.459555886695881,4,1,11,16,N1,-8.030445575714111,92.41849843513546,61.84253061188659,-8.416006833314896,82.38247366057678,-8.94895339012146,66.9229177738809,8,signal_and_nuisance_reachable,full,4
-2.7708117820432108,-11.058852240498851,7.321396487046059,4,2,11,16,N1,-6.879093587398529,96.96908314013831,81.35964619463661,-7.2570807337760925,99.73989492218152,-8.030445575714111,92.41849843513546,8,signal_and_nuisance_reachable,full,4
2.70719855831166,-12.760191771364703,-14.689060576813233,4,3,11,16,N1,-5.949769951403141,84.98722112163674,84.2088913687736,-5.750067725777626,82.28002256332508,-6.879093587398529,96.96908314013831,8,signal_and_nuisance_reachable,full,4
22.269704693293477,-1.8263118857473728,31.300673814067068,4,0,11,16,N2,-8.94895339012146,66.9229177738809,11.52622738077298,-12.952507495880127,44.65321308058742,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,4
10.036024774558683,-5.0803871619943095,15.459555886695881,4,1,11,16,N2,-8.030445575714111,92.41849843513546,61.84253061188659,-8.416006833314896,82.38247366057678,-8.94895339012146,66.9229177738809,8,signal_and_nuisance_reachable,full,4
-2.7708117820432108,-11.058852240498851,7.321396487046059,4,2,11,16,N2,-6.879093587398529,96.96908314013831,81.35964619463661,-7.2570807337760925,99.73989492218152,-8.030445575714111,92.41849843513546,8,signal_and_nuisance_reachable,full,4
2.701736573532699,-12.760191771364703,-14.636656786014484,4,3,11,16,N2,-5.943446144461632,85.03416292765652,84.2088913687736,-5.743422791361809,82.33242635412383,-6.879093587398529,96.96908314013831,8,signal_and_nuisance_reachable,full,4
22.269704693293477,-1.8263118857473728,31.300673814067068,4,0,11,16,N3,-8.94895339012146,66.9229177738809,11.52622738077298,-12.952507495880127,44.65321308058742,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,4
10.036024774558683,-5.0803871619943095,15.459555886695881,4,1,11,16,N3,-8.030445575714111,92.41849843513546,61.84253061188659,-8.416006833314896,82.38247366057678,-8.94895339012146,66.9229177738809,8,signal_and_nuisance_reachable,full,4
-2.7708117820432108,-11.058852240498851,7.321396487046059,4,2,11,16,N3,-6.879093587398529,96.96908314013831,81.35964619463661,-7.2570807337760925,99.73989492218152,-8.030445575714111,92.41849843513546,8,signal_and_nuisance_reachable,full,4
2.706407039921544,-12.760191771364703,-14.615587487514873,4,3,11,16,N3,-5.9491719380021095,85.05990269254498,84.2088913687736,-5.749433681368828,82.35349565262344,-6.879093587398529,96.96908314013831,8,signal_and_nuisance_reachable,full,4
-6.12751599026258,-1.8263118857473728,38.17815174598904,4,0,11,16,N1,-8.572833389043808,45.40317502224681,11.52622738077298,-13.257876008749008,51.53069101250939,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,8
23.130485749312413,-0.2157270297633147,41.67977782330445,4,1,11,16,N1,-5.073472537100315,110.21343859486367,45.1874479924835,-6.087591104209423,87.08295284555126,-8.572833389043808,45.40317502224681,8,signal_and_nuisance_reachable,full,8
8.047232834007843,-2.0183905821348276,-2.105023467738249,4,2,11,16,N1,1.4084399491548538,116.15564796113327,108.19504801272885,0.9206400066614151,108.10841512712543,-5.073472537100315,110.21343859486367,8,signal_and_nuisance_reachable,full,8
0.9867026308522746,1.2404254219533186,-98.7216463310465,4,3,11,16,N1,9.616683505475521,18.420704260939043,117.39607338308659,8.815616272389889,17.43400163008677,1.4084399491548538,116.15564796113327,8,signal_and_nuisance_reachable,full,8
-6.12751599026258,-1.8263118857473728,38.17815174598904,4,0,11,16,N2,-8.572833389043808,45.40317502224681,11.52622738077298,-13.257876008749008,51.53069101250939,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,8
23.03866862358997,-0.2157270297633147,40.03424881757495,4,1,11,16,N2,-5.000202715396881,108.47609246341173,45.1874479924835,-6.043917499482632,85.43742383982176,-8.572833389043808,45.40317502224681,8,signal_and_nuisance_reachable,full,8
7.936824544305011,-1.8819952297838114,0.3757408463175125,4,2,11,16,N2,1.9296659901738167,116.78865785403426,106.59409723362792,1.4296059161424637,108.85183330972924,-5.000202715396881,108.47609246341173,8,signal_and_nuisance_reachable,full,8
1.75985963967873,1.3111082448301659,-102.14341622004778,4,3,11,16,N2,10.437934771180153,16.405101273665196,118.09976609886442,9.651887215673923,14.645241633986466,1.9296659901738167,116.78865785403426,8,signal_and_nuisance_reachable,full,8
-6.12751599026258,-1.8263118857473728,38.17815174598904,4,0,11,16,N3,-8.572833389043808,45.40317502224681,11.52622738077298,-13.257876008749008,51.53069101250939,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,8
22.934466264742113,-0.2157270297633147,40.458038712911815,4,1,11,16,N3,-5.055504195392132,108.79567999990074,45.1874479924835,-6.0662799552083015,85.86121373515863,-8.572833389043808,45.40317502224681,8,signal_and_nuisance_reachable,full,8
9.050353992224672,-1.9817225121021096,-0.4066975949930196,4,2,11,16,N3,1.5374810248613358,117.4393363971324,106.81395748779863,0.9911809414625168,108.38898240490772,-5.055504195392132,108.79567999990074,8,signal_and_nuisance_reachable,full,8
1.6424772485988761,1.302434686884311,-101.29990568695645,4,3,11,16,N3,9.74273756146431,17.781907958774816,118.7417710840167,8.935272194445133,16.13943071017594,1.5374810248613358,117.4393363971324,8,signal_and_nuisance_reachable,full,8
-4.153032341862954,-1.8263118857473728,35.1953421614051,4,0,11,2,N1,-8.601545184850693,44.3948490860625,11.52622738077298,-13.183621644973755,48.547881427925454,-26.26027822494507,13.352539266520353,8,full_attention,full,full
19.54774865409729,-1.1497001606029116,20.356798688816717,4,1,11,2,N1,-3.6970591694116592,84.29939642897651,43.24514892545959,-4.951738752424717,64.75164777487922,-8.601545184850693,44.3948490860625,8,full_attention,full,full
-0.2608941173123043,0.650799109352505,-9.979488221174478,4,2,11,2,N1,3.83485821634531,74.05901409048973,84.95019553832901,3.112001918256283,74.31990820780203,-3.6970591694116592,84.29939642897651,8,full_attention,full,full
-0.2014906867391848,1.361758792142595,-72.4990941105658,4,3,11,2,N1,12.898593991994858,1.3584292931847335,75.42077288263232,12.083980575203896,1.5599199799239183,3.83485821634531,74.05901409048973,8,full_attention,full,full
-5.563696737677809,-1.8263118857473728,35.53329549998297,4,0,11,2,N2,-8.407332822680473,43.32213802882551,11.52622738077298,-12.743051625788212,48.88583476650332,-26.26027822494507,13.352539266520353,8,full_attention,full,full
19.505425465784555,-1.0370327867360416,22.55681283285123,4,1,11,2,N2,-3.6967052221298218,85.3843763274613,42.28510524208947,-4.860517576336861,65.87895086167674,-8.407332822680473,43.32213802882551,8,full_attention,full,full
1.22788294195162,0.5723760663946535,-10.614445051429016,4,2,11,2,N2,3.6770117729902267,75.9978142179839,85.95675239385595,2.992978408932686,74.76993127603228,-3.6967052221298218,85.3843763274613,8,full_attention,full,full
0.03485948034028086,1.1185439272931177,-74.61381029217897,4,3,11,2,N2,12.811090469360352,1.4188634061452206,77.11635814527702,11.943450227379799,1.3840039258049397,3.6770117729902267,75.9978142179839,8,full_attention,full,full
-5.8839396803050334,-1.8263118857473728,36.468699834180185,4,0,11,2,N3,-8.60198275744915,43.937299420395505,11.52622738077298,-13.387358725070953,49.82123910070054,-26.26027822494507,13.352539266520353,8,full_attention,full,full
18.87693565212176,-1.0168732682391521,20.321558202276563,4,1,11,2,N3,-3.7625762969255447,83.13579327479383,42.92042615215635,-4.975843504071236,64.25885762267207,-8.60198275744915,43.937299420395505,8,full_attention,full,full
-0.9968087928006923,0.7098040019252778,-5.648393386660075,4,2,11,2,N3,3.740677624940872,76.49059109533306,83.8455972767191,2.953861340880394,77.48739988813375,-3.7625762969255447,83.13579327479383,8,full_attention,full,full
-0.370878865682565,1.5619051833981388,-74.72081213387438,4,3,11,2,N3,12.68447096645832,1.3989000957761148,78.0524962787312,11.787467136979103,1.7697789614586799,3.740677624940872,76.49059109533306,8,full_attention,full,full
5.901191867216085,-1.8263118857473728,34.03949078461687,4,0,11,2,N1,-11.094795726239681,53.29322191835331,11.52622738077298,-18.21509227156639,47.392030051137226,-26.26027822494507,13.352539266520353,8,nuisance_reachable_before_full_signal,full,1
8.891545095814749,-0.32464785999914625,14.549529321171022,4,1,11,2,N1,-8.429934717714787,76.73429633533908,52.968574058354164,-9.304400764405727,67.84275123952433,-11.094795726239681,53.29322191835331,8,nuisance_reachable_before_full_signal,full,1
-0.49768233730941347,-5.553067503778749,7.559065196132991,4,2,11,2,N1,-7.187934055924416,83.79567919416266,71.18122883156033,-7.56913185864687,84.29336153147207,-8.429934717714787,76.73429633533908,8,nuisance_reachable_before_full_signal,full,1
4.952104167467091,-7.895368633473765,-41.490972666745684,4,3,11,2,N1,-5.077916234731674,47.25681069488407,75.9003105606889,-4.8541547283530235,42.304706527416975,-7.187934055924416,83.79567919416266,8,nuisance_reachable_before_full_signal,full,1
21.323319601732067,-1.8263118857473728,31.713108778526873,4,0,11,2,N2,-9.094966888427734,66.38896764677929,11.52622738077298,-13.314673662185669,45.065648045047226,-26.26027822494507,13.352539266520353,8,nuisance_reachable_before_full_signal,full,1
11.047079257020044,-4.365476532208703,26.979117470206546,4,1,11,2,N2,-9.167955569922924,104.41516437400588,62.02349111457059,-9.648207262158394,93.36808511698584,-9.094966888427734,66.38896764677929,8,nuisance_reachable_before_full_signal,full,1
-2.6495572609663327,-8.411041858006968,-8.791671457508443,4,2,11,2,N2,-7.54360356926918,92.97393565553111,96.00412251599892,-7.918887324631214,95.62349291649744,-9.167955569922924,104.41516437400588,8,nuisance_reachable_before_full_signal,full,1
6.038226499033875,-9.04387214022401,-60.172205905339545,4,3,11,2,N2,-5.584475465118885,38.83995624922544,83.9300635153071,-5.189129710197449,32.80172975019156,-7.54360356926918,92.97393565553111,8,nuisance_reachable_before_full_signal,full,1
7.968660252729805,-1.8263118857473728,19.32542100256252,4,0,11,2,N3,-9.70145995169878,40.64662052181268,11.52622738077298,-17.167025685310364,32.677960269082874,-26.26027822494507,13.352539266520353,8,nuisance_reachable_before_full_signal,full,1
7.6983751454688445,-1.0025111352467206,14.756693441153644,4,1,11,2,N3,-8.113713704049587,63.10168910843517,39.64410938656596,-8.42664460837841,55.40331396296632,-9.70145995169878,40.64662052181268,8,nuisance_reachable_before_full_signal,full,1
2.8147352425324996,-5.566661936086646,-3.10899864881533,4,2,11,2,N3,-7.233395099639893,62.80742570215234,57.53502717234852,-7.703867107629776,59.99269045961984,-8.113713704049587,63.10168910843517,8,nuisance_reachable_before_full_signal,full,1
-0.9985706651744053,-7.911937125007249,-26.37616424350135,4,3,11,2,N3,-5.753117606043816,35.43269079347658,54.89548857714509,-5.744478784501553,36.43126145865099,-7.233395099639893,62.80742570215234,8,nuisance_reachable_before_full_signal,full,1
-6.840708293849403,-1.8263118857473728,39.13103245887528,4,0,11,2,N1,-9.535475730895996,45.64286343154623,11.52622738077298,-14.812043510377407,52.483571725395635,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,16
20.613476427237742,-0.5646434199800296,22.0181721520442,4,1,11,2,N1,-4.608693554997444,88.27451201082818,45.0782200115662,-5.740071311593056,67.66103558359043,-9.535475730895996,45.64286343154623,8,signal_and_nuisance_reachable,full,16
4.836171818237204,-1.2559055482885526,-5.21687591676509,4,2,11,2,N1,2.9866479262709618,87.89380791230029,87.01860646253962,2.2409907281398773,83.05763609406308,-4.608693554997444,88.27451201082818,8,signal_and_nuisance_reachable,full,16
1.1997388826830493,1.0684976335313507,-83.4840890424612,4,3,11,2,N1,12.090932667255402,5.609457752522128,88.96230554583164,11.348317965865135,4.409718869839079,2.9866479262709618,87.89380791230029,8,signal_and_nuisance_reachable,full,16
-6.9864111882247215,-1.8263118857473728,38.4385392823484,4,0,11,2,N2,-8.84777845442295,44.80466736064403,11.52622738077298,-13.912203207612038,51.791078548868754,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,16
21.96953980930445,-0.21051391102064088,25.019774670370367,4,1,11,2,N2,-4.369725443422794,91.79398184031885,44.59415344962339,-5.514020182192326,69.8244420310144,-8.84777845442295,44.80466736064403,8,signal_and_nuisance_reachable,full,16
5.624497886011056,-1.533348646412378,-5.767227590119859,4,2,11,2,N2,2.668961115181446,91.65125213621005,90.26063319390647,2.0525157302618027,86.02675425019899,-4.369725443422794,91.79398184031885,8,signal_and_nuisance_reachable,full,16
0.725385897045598,0.5465862903935488,-86.20493147003934,4,3,11,2,N2,11.782586574554443,6.171706563216304,92.1978384266036,11.14201295375824,5.446320666170706,2.668961115181446,91.65125213621005,8,signal_and_nuisance_reachable,full,16
-7.74727108973962,-1.8263118857473728,41.69081836549783,4,0,11,2,N3,-9.672676622867584,47.296086542278566,11.52622738077298,-14.955892488360405,55.043357632018186,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,16
19.42573461154076,-0.38952619152147605,16.732188042393453,4,1,11,2,N3,-4.722933053970337,83.45400919621278,46.90656035075709,-5.992556318640709,64.02827458467202,-9.672676622867584,47.296086542278566,8,signal_and_nuisance_reachable,full,16
5.282879748666687,-0.9263270716445504,-1.3155179483687505,4,2,11,2,N3,3.185314819216728,87.42137099651072,82.52768212456823,1.9010488390922546,82.13849124784403,-4.722933053970337,83.45400919621278,8,signal_and_nuisance_reachable,full,16
0.8087981342386357,1.377968035938295,-82.42902979508119,4,3,11,2,N3,11.70852343738079,5.8011393356681555,88.79933903244901,10.849607065320015,4.99234120142952,3.185314819216728,87.42137099651072,8,signal_and_nuisance_reachable,full,16
4.843620111296801,-1.8263118857473728,29.009703875479644,4,0,11,2,N1,-10.845775984227657,47.2058632532968,11.52622738077298,-18.348663844168186,42.362243142,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,2
5.910509949798055,-0.16951328688861622,11.443216082206519,4,1,11,2,N1,-7.165747813880444,64.55958928530137,47.03634996640818,-8.062760211527348,58.649079335503316,-10.845775984227657,47.2058632532968,8,signal_and_nuisance_reachable,full,2
2.23677389472401,-4.9747261200636075,7.505757080199032,4,2,11,2,N1,-6.183463513851166,74.30212026022441,59.58486316523776,-6.506180018186569,72.0653463655004,-7.165747813880444,64.55958928530137,8,signal_and_nuisance_reachable,full,2
5.68986137901237,-8.595684322426493,-36.24941008808125,4,3,11,2,N1,-4.240025393664837,43.742571551155535,65.70643593779792,-3.957093596458435,38.052710172143165,-6.183463513851166,74.30212026022441,8,signal_and_nuisance_reachable,full,2
16.724825687954507,-1.8263118857473728,29.06421793656702,4,0,11,2,N2,-9.342481419444084,59.14158289104188,11.52622738077298,-14.8311767578125,42.41675720308737,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,2
11.390989472216276,-4.563883418040689,15.484429581653217,4,1,11,2,N2,-8.370831623673439,86.01700194491137,54.57769947300119,-8.711488515138626,74.6260124726951,-9.342481419444084,59.14158289104188,8,signal_and_nuisance_reachable,full,2
-1.1923551200682283,-5.8333145731696305,-8.640223479436486,4,2,11,2,N2,-7.45642925798893,76.18442334540666,80.18368737174174,-7.656400486826897,77.37677846547489,-8.370831623673439,86.01700194491137,8,signal_and_nuisance_reachable,full,2
4.8780250385852995,-8.36898446267233,-44.56708460708713,4,3,11,2,N2,-6.121318131685257,36.495363776904824,67.81543888273433,-5.761116676032543,31.617338738319525,-7.45642925798893,76.18442334540666,8,signal_and_nuisance_reachable,full,2
8.320595703083207,-1.8263118857473728,18.627862901930136,4,0,11,2,N3,-10.26643419265747,40.300997871533696,11.52622738077298,-18.08318369090557,31.98040216845049,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,2
6.316029778828458,-0.5911060879468835,6.685771489471428,4,1,11,2,N3,-6.8983747363090515,53.30279913983358,39.70989178358681,-7.293224066495895,46.98676936100512,-10.26643419265747,40.300997871533696,8,signal_and_nuisance_reachable,full,2
5.953872240660765,-3.140607878864877,-6.8340502125856375,4,2,11,2,N3,-6.204835265874863,52.42262116790871,50.162191260968704,-6.508565939962864,46.468748927247944,-6.8983747363090515,53.30279913983358,8,signal_and_nuisance_reachable,full,2
0.37666081795995865,-6.086049562719346,-21.703817653682414,4,3,11,2,N3,-5.467913508415222,31.095464332186253,46.33657160518936,-5.346067696809769,30.718803514226295,-6.204835265874863,52.42262116790871,8,signal_and_nuisance_reachable,full,2
8.77131786657555,-1.8263118857473728,20.866445066152465,4,0,11,2,N1,-8.876204706728458,42.99030219924837,11.52622738077298,-15.921396218240261,34.21898433267282,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,4
10.501573970633444,-1.4697990714413365,14.866396778141102,4,1,11,2,N1,-6.922146290540695,68.35827294802291,41.52050312780703,-7.195315346121788,57.85669897738947,-8.876204706728458,42.99030219924837,8,signal_and_nuisance_reachable,full,4
-0.1699359764922974,-7.5702595873313,8.839419976567058,4,2,11,2,N1,-6.098354533314705,77.02775694809768,60.788013360691615,-6.379727587103844,77.19769292458997,-6.922146290540695,68.35827294802291,8,signal_and_nuisance_reachable,full,4
2.481077810251307,-10.338436938874139,-7.242121319691691,4,3,11,2,N1,-5.058243803679943,72.26671343865729,66.68932000922354,-4.848127514123917,69.78563562840598,-6.098354533314705,77.02775694809768,8,signal_and_nuisance_reachable,full,4
19.14614493025175,-1.8263118857473728,27.6885060963113,4,0,11,2,N2,-9.05974917113781,60.187190293083404,11.52622738077298,-14.052223712205887,41.04104536283165,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,4
12.29286157563196,-4.582732782188522,21.935877483604813,4,1,11,2,N2,-8.117283515632153,94.41592935232018,55.60445751089488,-8.467262096703053,82.12306777668822,-9.05974917113781,60.187190293083404,8,signal_and_nuisance_reachable,full,4
-2.127315533435805,-9.223843770349092,2.8866626001624525,4,2,11,2,N2,-7.16171882301569,95.17527641904682,85.19208558197109,-7.51920759677887,97.30259195248263,-8.117283515632153,94.41592935232018,8,signal_and_nuisance_reachable,full,4
3.2244848986731824,-11.933959829245097,-16.691646808720847,4,3,11,2,N2,-6.151018664240837,81.70811450899916,83.24131658980173,-5.929033569991589,78.48362961032598,-7.16171882301569,95.17527641904682,8,signal_and_nuisance_reachable,full,4
9.500500894833586,-1.8263118857473728,18.987771975476136,4,0,11,2,N3,-9.036666825413704,41.840812136830074,11.52622738077298,-16.348120041191578,32.34031124199649,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,4
8.368085680345708,-1.0756509328033914,8.388847811705439,4,1,11,2,N3,-6.604871101677418,58.59774562888122,40.76516120402668,-6.746747829020023,50.22965994853551,-9.036666825413704,41.840812136830074,8,signal_and_nuisance_reachable,full,4
0.0883205608748483,-5.852573697838714,4.77948643045562,4,2,11,2,N3,-5.98003675788641,63.46555262021169,52.745171931042506,-6.168987184762955,63.37723205933684,-6.604871101677418,58.59774562888122,8,signal_and_nuisance_reachable,full,4
2.5213503748246495,-8.350075269008151,-11.130453504562048,4,3,11,2,N3,-5.070815488696098,54.85644949047429,55.11547735120354,-4.8387510776519775,52.33509911564964,-5.98003675788641,63.46555262021169,8,signal_and_nuisance_reachable,full,4
-5.958563403709391,-1.8263118857473728,39.621828067805495,4,0,11,2,N1,-9.69980313628912,47.01580393061646,11.52622738077298,-14.895711027085781,52.97436733432585,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,8
21.120900777130572,-0.5717981404385881,28.003691826570574,4,1,11,2,N1,-5.402817077934742,96.1403965343176,46.44400579017787,-6.771578267216682,75.01949575718703,-9.69980313628912,47.01580393061646,8,signal_and_nuisance_reachable,full,8
8.362878749727543,-0.8138427540960862,1.3535942972091277,4,2,11,2,N1,1.9773626625537872,105.85686958125427,95.32655378022152,1.100224256515503,97.49399083152673,-5.402817077934742,96.1403965343176,8,signal_and_nuisance_reachable,full,8
1.1971504226300294,1.5269459863909134,-93.67468914138749,4,3,11,2,N1,10.72350775450468,13.379330862496817,107.38381556764519,9.721642449498177,12.182180439866787,1.9773626625537872,105.85686958125427,8,signal_and_nuisance_reachable,full,8
-4.5656760779558425,-1.8263118857473728,36.96946654832317,4,0,11,2,N2,-8.80197536200285,45.75632973688768,11.52622738077298,-13.765730194747448,50.32200581484352,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,8
23.554983392785473,-0.1910356701471727,34.59946145431482,4,1,11,2,N2,-5.252858877182007,103.91077458398797,45.565294066740506,-6.57003266364336,80.3557911912025,-8.80197536200285,45.75632973688768,8,signal_and_nuisance_reachable,full,8
10.250818746609056,-1.614298950270495,0.2054348132698749,4,2,11,2,N2,1.5467268154025078,114.3670281438669,102.29647563371748,0.8584669679403305,104.11620939725785,-5.252858877182007,103.91077458398797,8,signal_and_nuisance_reachable,full,8
0.12309415105523414,1.020084969451517,-102.17012636954071,4,3,11,2,N2,10.083788946270943,12.319995925381427,115.38711311331842,9.21077685803175,12.196901774326193,1.5467268154025078,114.3670281438669,8,signal_and_nuisance_reachable,full,8
-8.077165702282514,-1.8263118857473728,43.03389585145021,4,0,11,2,N3,-9.7715527638793,48.30926941568805,11.52622738077298,-15.003073543310165,56.386435117970564,-26.26027822494507,13.352539266520353,8,signal_and_nuisance_reachable,full,8
23.163146578294842,-0.15744247081995155,25.90553862559554,4,1,11,2,N3,-5.345024801790714,97.37795461957843,48.1518269448681,-6.924778454005718,74.21480804128359,-9.7715527638793,48.30926941568805,8,signal_and_nuisance_reachable,full,8
