loss,model_seed,stage,step
20.804582595825195,11,F2,1
2.194395065307617,11,F2,50
2.224553108215332,11,F2,100
2.07486891746521,11,F2,150
1.9112600088119507,11,F2,200
1.2593607902526855,11,F2,250
0.852217435836792,11,F2,300
0.7059407234191895,11,F2,350
0.6476994156837463,11,F2,400
0.512876033782959,11,F2,450
0.3460860252380371,11,F2,500
0.014688042923808098,11,F2,550
0.08914448320865631,11,F2,600
0.0006056198617443442,11,F2,650
0.001868809456937015,11,F2,700
0.00039576776907779276,11,F2,750
0.00040845086914487183,11,F2,800
0.00027281264192424715,11,F2,850
0.0002028715971391648,11,F2,900
0.0002149825741071254,11,F2,950
0.00022071669809520245,11,F2,1000
0.0001436398597434163,11,F2,1050
0.00017380970530211926,11,F2,1100
0.00015069622895680368,11,F2,1150
0.00014282586926128715,11,F2,1200
0.00011651156091829762,11,F2,1250
0.00011010526941390708,11,F2,1300
0.00012074793630745262,11,F2,1350
0.00012715371849481016,11,F2,1400
0.0001221512648044154,11,F2,1450
0.00011603406892390922,11,F2,1500
8.331207209266722e-05,11,F2,1550
9.348423918709159e-05,11,F2,1600
8.24471571831964e-05,11,F2,1650
9.177879110211506e-05,11,F2,1700
5.99608538323082e-05,11,F2,1750
9.183574002236128e-05,11,F2,1800
8.881658868631348e-05,11,F2,1850
8.79621657077223e-05,11,F2,1900
8.544926095055416e-05,11,F2,1950
8.557992259738967e-05,11,F2,2000
6.295145431067795e-05,11,F2,2050
7.43629498174414e-05,11,F2,2100
5.357973350328393e-05,11,F2,2150
5.197614154894836e-05,11,F2,2200
4.950207221554592e-05,11,F2,2250
5.984882955090143e-05,11,F2,2300
6.310020398814231e-05,11,F2,2350
4.898860424873419e-05,11,F2,2400
4.754163455800153e-05,11,F2,2450
5.120663990965113e-05,11,F2,2500
5.1815921324305236e-05,11,F2,2550
4.3227912101428956e-05,11,F2,2600
4.973141403752379e-05,11,F2,2650
5.429282828117721e-05,11,F2,2700
4.759186049341224e-05,11,F2,2750
4.126307612750679e-05,11,F2,2800
4.1419509216211736e-05,11,F2,2850
3.9905244193505496e-05,11,F2,2900
4.616447404259816e-05,11,F2,2950
5.121553840581328e-05,11,F2,3000
4.9513189878780395e-05,11,F2,3050
3.93140762753319e-05,11,F2,3100
3.4655015042517334e-05,11,F2,3150
4.3017098505515605e-05,11,F2,3200
23.24126625061035,23,F2,1
1.933088779449463,23,F2,50
1.8124703168869019,23,F2,100
2.0498414039611816,23,F2,150
1.6632639169692993,23,F2,200
1.5515869855880737,23,F2,250
1.4924956560134888,23,F2,300
1.0804935693740845,23,F2,350
1.0893948078155518,23,F2,400
1.0567219257354736,23,F2,450
0.7968820929527283,23,F2,500
1.0034984350204468,23,F2,550
0.7560137510299683,23,F2,600
0.8455120325088501,23,F2,650
0.797677755355835,23,F2,700
0.827120304107666,23,F2,750
0.8705573081970215,23,F2,800
0.9100525379180908,23,F2,850
0.8333544731140137,23,F2,900
0.6697357892990112,23,F2,950
0.7643461227416992,23,F2,1000
0.6188428997993469,23,F2,1050
0.8375049829483032,23,F2,1100
0.7839081883430481,23,F2,1150
0.8168157339096069,23,F2,1200
0.7851902842521667,23,F2,1250
0.7516814470291138,23,F2,1300
0.7541466355323792,23,F2,1350
0.7895509004592896,23,F2,1400
0.5331994295120239,23,F2,1450
0.6739503741264343,23,F2,1500
0.7417826056480408,23,F2,1550
0.6418578028678894,23,F2,1600
0.5829684734344482,23,F2,1650
0.6493029594421387,23,F2,1700
0.6909710168838501,23,F2,1750
0.5494255423545837,23,F2,1800
0.6199662089347839,23,F2,1850
0.5830650925636292,23,F2,1900
0.6405528783798218,23,F2,1950
0.5726696848869324,23,F2,2000
0.45857882499694824,23,F2,2050
0.5356676578521729,23,F2,2100
0.47883355617523193,23,F2,2150
0.4183844029903412,23,F2,2200
0.45869749784469604,23,F2,2250
0.47682398557662964,23,F2,2300
0.29846346378326416,23,F2,2350
0.4394072890281677,23,F2,2400
0.5828620195388794,23,F2,2450
0.4879167377948761,23,F2,2500
0.3373456597328186,23,F2,2550
0.41028305888175964,23,F2,2600
0.47332870960235596,23,F2,2650
0.5464515089988708,23,F2,2700
0.6640832424163818,23,F2,2750
0.27539724111557007,23,F2,2800
0.13712464272975922,23,F2,2850
0.23322133719921112,23,F2,2900
0.23611308634281158,23,F2,2950
0.11531651765108109,23,F2,3000
0.07543390989303589,23,F2,3050
0.331652969121933,23,F2,3100
0.15989625453948975,23,F2,3150
0.0780520886182785,23,F2,3200
15.747820854187012,37,F2,1
2.126467704772949,37,F2,50
2.0331053733825684,37,F2,100
2.0417733192443848,37,F2,150
1.905578374862671,37,F2,200
1.6814994812011719,37,F2,250
1.038678526878357,37,F2,300
1.162985920906067,37,F2,350
0.8471988439559937,37,F2,400
0.924210250377655,37,F2,450
0.7939107418060303,37,F2,500
0.7740036845207214,37,F2,550
0.693215548992157,37,F2,600
0.7308842539787292,37,F2,650
0.6384050250053406,37,F2,700
0.5768849849700928,37,F2,750
0.617017388343811,37,F2,800
0.53660649061203,37,F2,850
0.34445852041244507,37,F2,900
0.4141853153705597,37,F2,950
0.512654185295105,37,F2,1000
0.5512422919273376,37,F2,1050
0.3439730405807495,37,F2,1100
0.5112601518630981,37,F2,1150
0.5259978175163269,37,F2,1200
0.23276478052139282,37,F2,1250
0.45726731419563293,37,F2,1300
0.32925117015838623,37,F2,1350
0.24347831308841705,37,F2,1400
0.2133229523897171,37,F2,1450
0.22592751681804657,37,F2,1500
0.23652024567127228,37,F2,1550
0.41834020614624023,37,F2,1600
0.07646779716014862,37,F2,1650
0.12231864035129547,37,F2,1700
0.14841239154338837,37,F2,1750
0.220295712351799,37,F2,1800
0.1753566414117813,37,F2,1850
0.1958119124174118,37,F2,1900
0.14500847458839417,37,F2,1950
0.2597626745700836,37,F2,2000
0.0757131576538086,37,F2,2050
0.2697516679763794,37,F2,2100
0.2650679051876068,37,F2,2150
0.18053671717643738,37,F2,2200
0.2005091905593872,37,F2,2250
0.194227397441864,37,F2,2300
0.3624013066291809,37,F2,2350
0.08417816460132599,37,F2,2400
0.07255342602729797,37,F2,2450
0.0845014750957489,37,F2,2500
0.0963369756937027,37,F2,2550
0.058841556310653687,37,F2,2600
0.028262145817279816,37,F2,2650
0.013872802257537842,37,F2,2700
0.06899295747280121,37,F2,2750
0.09158818423748016,37,F2,2800
0.0585499033331871,37,F2,2850
0.08721207827329636,37,F2,2900
0.14889171719551086,37,F2,2950
0.0032729043159633875,37,F2,3000
0.01202001515775919,37,F2,3050
0.010719300247728825,37,F2,3100
0.0032275370322167873,37,F2,3150
0.0289875827729702,37,F2,3200
23.941879272460938,11,P2,1
0.5500097870826721,11,P2,50
0.5408749580383301,11,P2,100
0.37514129281044006,11,P2,150
0.24228499829769135,11,P2,200
0.2369668036699295,11,P2,250
0.11930567771196365,11,P2,300
0.09500464797019958,11,P2,350
0.01771329715847969,11,P2,400
0.05508942902088165,11,P2,450
0.033117156475782394,11,P2,500
0.08094080537557602,11,P2,550
0.0158164631575346,11,P2,600
0.0019490167032927275,11,P2,650
0.018939893692731857,11,P2,700
0.00922418013215065,11,P2,750
0.0006956383585929871,11,P2,800
0.013787973672151566,11,P2,850
0.0005644609918817878,11,P2,900
0.09476234018802643,11,P2,950
0.00037584436358883977,11,P2,1000
0.0002523905714042485,11,P2,1050
0.002698100870475173,11,P2,1100
0.0007311738445423543,11,P2,1150
0.0006861111614853144,11,P2,1200
0.0017488134326413274,11,P2,1250
0.0038056205958127975,11,P2,1300
0.0009770836913958192,11,P2,1350
3.502856634440832e-05,11,P2,1400
2.387940912740305e-05,11,P2,1450
0.00011065394937759265,11,P2,1500
1.1695288776536472e-05,11,P2,1550
2.3173202862381004e-05,11,P2,1600
26.279287338256836,23,P2,1
0.40962734818458557,23,P2,50
0.4164479076862335,23,P2,100
0.6315104961395264,23,P2,150
0.25403672456741333,23,P2,200
0.2836006283760071,23,P2,250
0.17031250894069672,23,P2,300
0.014345163479447365,23,P2,350
0.0006501841126009822,23,P2,400
0.00022355219698511064,23,P2,450
0.00010250858031213284,23,P2,500
9.456633415538818e-05,23,P2,550
0.00010248513717669994,23,P2,600
5.7268200180260465e-05,23,P2,650
5.389791476773098e-05,23,P2,700
3.573697176761925e-05,23,P2,750
2.872430377465207e-05,23,P2,800
4.006017843494192e-05,23,P2,850
4.096714474144392e-05,23,P2,900
2.4077431589830667e-05,23,P2,950
2.440549542370718e-05,23,P2,1000
2.66210590780247e-05,23,P2,1050
2.185690391343087e-05,23,P2,1100
2.0147608665865846e-05,23,P2,1150
1.917724330269266e-05,23,P2,1200
2.6884246835834347e-05,23,P2,1250
1.975632221729029e-05,23,P2,1300
4.244276351528242e-05,23,P2,1350
1.6690768461558037e-05,23,P2,1400
1.6430050891358405e-05,23,P2,1450
1.914008316816762e-05,23,P2,1500
2.9472470487235114e-05,23,P2,1550
1.1918475138372742e-05,23,P2,1600
19.57820701599121,37,P2,1
0.5062190890312195,37,P2,50
0.37496131658554077,37,P2,100
0.42956411838531494,37,P2,150
0.21267281472682953,37,P2,200
0.5065110921859741,37,P2,250
0.35353991389274597,37,P2,300
0.19678285717964172,37,P2,350
0.20725145936012268,37,P2,400
0.02268487773835659,37,P2,450
0.06746959686279297,37,P2,500
0.006965978536754847,37,P2,550
0.10503984242677689,37,P2,600
0.06315025687217712,37,P2,650
0.005245489533990622,37,P2,700
0.0008670453680679202,37,P2,750
6.287908763624728e-05,37,P2,800
0.0014094958314672112,37,P2,850
0.00020131829660385847,37,P2,900
9.927977225743234e-05,37,P2,950
8.422685641562566e-05,37,P2,1000
5.2032417443115264e-05,37,P2,1050
2.828327524184715e-05,37,P2,1100
5.287108797347173e-05,37,P2,1150
5.440230233944021e-05,37,P2,1200
3.134351209155284e-05,37,P2,1250
4.6499044401571155e-05,37,P2,1300
3.221047518309206e-05,37,P2,1350
2.2140195142128505e-05,37,P2,1400
2.379317083978094e-05,37,P2,1450
1.4487332919088658e-05,37,P2,1500
2.9910399462096393e-05,37,P2,1550
3.59771256626118e-05,37,P2,1600
