loss,step
20.633350372314453,1
1.4849412441253662,50
1.413170337677002,100
1.3991115093231201,150
1.4754225015640259,200
1.4223898649215698,250
1.420682430267334,300
1.4794566631317139,350
1.3805381059646606,400
1.4767332077026367,450
1.6165575981140137,500
1.4059946537017822,550
1.4385170936584473,600
1.416812539100647,650
1.2221283912658691,700
1.0538631677627563,750
0.769607663154602,800
0.38074252009391785,850
0.3789195418357849,900
0.33685630559921265,950
0.364188015460968,1000
0.2730746269226074,1050
0.2980257272720337,1100
0.33886682987213135,1150
0.5112127065658569,1200
0.18444722890853882,1250
0.3048087954521179,1300
0.3107244372367859,1350
0.3673499822616577,1400
0.3787781000137329,1450
0.2964414358139038,1500
0.19336092472076416,1550
0.25368374586105347,1600
