loss,step
16.717464447021484,1
0.7310473918914795,50
0.7019191980361938,100
0.6897316575050354,150
0.6392500400543213,200
0.5974835753440857,250
0.6780601143836975,300
0.4794032573699951,350
0.24173292517662048,400
0.06351391971111298,450
0.009975320659577847,500
0.0061199842020869255,550
0.00010214204667136073,600
0.00011491682380437851,650
0.0005133426166139543,700
3.0164839699864388e-05,750
0.00014267725055105984,800
5.8191864809487015e-05,850
6.158637552289292e-05,900
5.4022235417505726e-05,950
8.878207881934941e-05,1000
2.6458206775714643e-05,1050
1.2835180314141326e-05,1100
8.979828271549195e-05,1150
4.402659396873787e-05,1200
