loss,step
38.83634948730469,1
1.4739177227020264,50
1.460619568824768,100
1.6664468050003052,150
1.4279699325561523,200
1.3587852716445923,250
1.3787143230438232,300
1.3944038152694702,350
1.4298962354660034,400
1.427710771560669,450
1.5125813484191895,500
1.3456075191497803,550
1.4253065586090088,600
1.4068968296051025,650
1.399536371231079,700
1.4169787168502808,750
1.3566151857376099,800
1.1094142198562622,850
0.8212506175041199,900
0.7349330186843872,950
0.48220229148864746,1000
0.602557897567749,1050
0.4822343587875366,1100
0.2359471321105957,1150
0.5777524709701538,1200
0.23645716905593872,1250
0.2928536832332611,1300
0.2786664068698883,1350
0.2662298381328583,1400
0.3144957423210144,1450
0.14710763096809387,1500
0.3063621520996094,1550
0.2353353649377823,1600
