architecture,depth,exact_trajectory_accuracy,final_accuracy,invalid_call_rate,machine,mean_model_forwards,mean_tool_calls,n,nontermination_rate,one_call_coverage,per_transition_accuracy,post_tool_answer_accuracy,seed,seed_pass,selected_edge_validity,termination_accuracy,termination_precision,termination_recall
train_kmax4,4,,1.0,0.0,M3,,,64,,0.25,,1.0,11,0,1.0,,,
train_kmax4,6,,0.0,0.375,M3,,,64,,0.10416666666666666,,0.0,11,0,0.625,,,
train_kmax4,8,,0.0,0.375,M3,,,64,,0.078125,,0.0,11,0,0.625,,,
train_kmax4,1,,1.0,0.0,M3,,,64,,1.0,,1.0,23,1,1.0,,,
train_kmax4,2,,1.0,0.0,M3,,,64,,0.5,,1.0,23,0,1.0,,,
train_kmax4,3,,1.0,0.0,M3,,,64,,0.3333333333333333,,1.0,23,0,1.0,,,
train_kmax4,4,,0.984375,0.0,M3,,,64,,0.25,,0.984375,23,0,1.0,,,
train_kmax4,6,,0.0,0.671875,M3,,,64,,0.0546875,,0.0,23,0,0.328125,,,
train_kmax4,8,,0.0,0.59375,M3,,,64,,0.05078125,,0.0,23,0,0.40625,,,
train_kmax4,1,,1.0,0.0,M3,,,64,,1.0,,1.0,37,1,1.0,,,
train_kmax4,2,,1.0,0.0,M3,,,64,,0.5,,1.0,37,0,1.0,,,
train_kmax4,3,,1.0,0.0,M3,,,64,,0.3333333333333333,,1.0,37,0,1.0,,,
train_kmax4,4,,0.984375,0.0,M3,,,64,,0.25,,0.984375,37,0,1.0,,,
train_kmax4,6,,0.015625,0.765625,M3,,,64,,0.0390625,,0.015625,37,0,0.234375,,,
train_kmax4,8,,0.0,0.890625,M3,,,64,,0.013671875,,0.0,37,0,0.109375,,,
train_kmax4,1,1.0,1.0,0.0,M4,2.0,1.0,64,0.0,,1.0,,11,1,,1.0,1.0,1.0
train_kmax4,2,0.921875,0.921875,0.078125,M4,2.921875,2.0,64,0.0,,0.9609375,,11,0,,0.921875,1.0,0.921875
train_kmax4,3,0.65625,0.65625,0.328125,M4,3.390625,2.71875,64,0.0,,0.796875,,11,0,,0.65625,0.9767441860465116,0.65625
train_kmax4,4,0.0,0.0,1.0,M4,2.53125,2.53125,64,0.0,,0.3828125,,11,0,,0.0,0.0,0.0
train_kmax4,6,0.0,0.0,0.390625,M4,1.203125,0.59375,64,0.0,,0.033854166666666664,,11,0,,0.0,0.0,0.0
train_kmax4,8,0.0,0.0,0.84375,M4,1.171875,1.015625,64,0.0,,0.021484375,,11,0,,0.0,0.0,0.0
train_kmax4,1,1.0,1.0,0.0,M4,2.0,1.0,64,0.0,,1.0,,23,1,,1.0,1.0,1.0
train_kmax4,2,1.0,1.0,0.0,M4,3.0,2.0,64,0.0,,1.0,,23,1,,1.0,1.0,1.0
train_kmax4,3,0.984375,0.984375,0.015625,M4,3.984375,3.0,64,0.0,,0.9947916666666667,,23,1,,0.984375,1.0,0.984375
train_kmax4,4,0.03125,0.03125,0.734375,M4,1.125,0.859375,64,0.0,,0.03125,,23,0,,0.03125,0.11764705882352941,0.03125
train_kmax4,6,0.0,0.0,0.53125,M4,1.0,0.53125,64,0.0,,0.0,,23,0,,0.0,0.0,0.0
train_kmax4,8,0.0,0.0,0.8125,M4,1.21875,1.03125,64,0.0,,0.02734375,,23,0,,0.0,0.0,0.0
train_kmax4,1,1.0,1.0,0.0,M4,2.0,1.0,64,0.0,,1.0,,37,1,,1.0,1.0,1.0
train_kmax4,2,0.984375,0.984375,0.015625,M4,2.984375,2.0,64,0.0,,0.9921875,,37,1,,0.984375,1.0,0.984375
train_kmax4,3,0.96875,0.96875,0.03125,M4,3.96875,3.0,64,0.0,,0.9895833333333333,,37,1,,0.96875,1.0,0.96875
train_kmax4,4,0.0,0.0,1.0,M4,1.234375,1.234375,64,0.0,,0.05859375,,37,0,,0.0,0.0,0.0
train_kmax4,6,0.0,0.0,0.34375,M4,1.046875,0.390625,64,0.0,,0.0078125,,37,0,,0.0,0.0,0.0
train_kmax4,8,0.0,0.0,0.984375,M4,1.0,0.984375,64,0.0,,0.0,,37,0,,0.0,0.0,0.0
