cell_id,competent,context_free_accuracy,context_free_mean_rank,copy_margin_gain,correct_accuracy,correct_mean_rank,episodes,family,heads,layers,mappings,max_association_control_accuracy,mlp_ratio,order_control_accuracy,pairs,regime,seed,vocabulary,width
C2_sa_ff_L2_W64_H2_S11,1,0.25,3.4166666666666665,21.652915795644127,1.0,1.0,1024,sa_ff,2,2,fresh-random,0.020833333333333332,2,1.0,3,C2,11,4,64
C2_sa_ff_L2_W64_H2_S23,1,0.16666666666666666,2.5833333333333335,20.192891697088875,1.0,1.0,1024,sa_ff,2,2,fresh-random,0.125,2,1.0,3,C2,23,4,64
C2_sa_ff_L2_W64_H2_S37,0,0.25,2.4166666666666665,1.1051067511240642,0.5208333333333334,1.625,1024,sa_ff,2,2,fresh-random,0.4583333333333333,2,0.5208333333333334,3,C2,37,4,64
