candidate,cell_id,condition,episodes,example_id,family,heads,layers,mappings,margin,minimality_axis,mlp_ratio,pairs,probability,rank,regime,seed,target,top1,vocabulary,width
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,30,sa_ff,2,2,fresh-random,-11.10866641998291,reference,2,3,1.498163601354463e-05,2,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,31,sa_ff,2,2,fresh-random,13.622228622436523,reference,2,3,0.9999978542327881,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,31,sa_ff,2,2,fresh-random,-20.622413635253906,reference,2,3,9.659623101399006e-10,7,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,31,sa_ff,2,2,fresh-random,-6.070106506347656,reference,2,3,0.0023054180201143026,2,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,31,sa_ff,2,2,fresh-random,10.245548248291016,reference,2,3,0.9999616146087646,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,31,sa_ff,2,2,fresh-random,-11.00664234161377,reference,2,3,1.658992187003605e-05,3,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,32,sa_ff,2,2,fresh-random,5.8834075927734375,reference,2,3,0.997215747833252,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,32,sa_ff,2,2,fresh-random,-16.01319122314453,reference,2,3,9.698845104821885e-08,4,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,32,sa_ff,2,2,fresh-random,4.331045150756836,reference,2,3,0.9869343042373657,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,32,sa_ff,2,2,fresh-random,11.993432998657227,reference,2,3,0.999992847442627,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,32,sa_ff,2,2,fresh-random,-19.856063842773438,reference,2,3,2.380050156958191e-09,4,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,33,sa_ff,2,2,fresh-random,9.826593399047852,reference,2,3,0.9999014139175415,1,C2,11,4,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,33,sa_ff,2,2,fresh-random,-14.671869277954102,reference,2,3,4.2430988855812757e-07,5,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,33,sa_ff,2,2,fresh-random,-18.159997940063477,reference,2,3,1.2978156327392298e-08,3,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,33,sa_ff,2,2,fresh-random,8.203932762145996,reference,2,3,0.999725878238678,1,C2,11,4,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,33,sa_ff,2,2,fresh-random,-9.335457801818848,reference,2,3,8.823146345093846e-05,2,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,34,sa_ff,2,2,fresh-random,12.48455810546875,reference,2,3,0.9999961853027344,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,34,sa_ff,2,2,fresh-random,0.022057533264160156,reference,2,3,0.4873051941394806,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,34,sa_ff,2,2,fresh-random,10.502387046813965,reference,2,3,0.9999631643295288,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,34,sa_ff,2,2,fresh-random,10.033737182617188,reference,2,3,0.9999561309814453,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,34,sa_ff,2,2,fresh-random,-6.868419170379639,reference,2,3,0.0010353520046919584,3,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,35,sa_ff,2,2,fresh-random,11.713345527648926,reference,2,3,0.9999855756759644,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,35,sa_ff,2,2,fresh-random,-18.77121353149414,reference,2,3,7.043123861905087e-09,3,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,35,sa_ff,2,2,fresh-random,-16.289894104003906,reference,2,3,8.421461217267279e-08,4,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,35,sa_ff,2,2,fresh-random,11.074028015136719,reference,2,3,0.9999697208404541,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,35,sa_ff,2,2,fresh-random,-13.39460563659668,reference,2,3,1.5232800478770514e-06,3,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,36,sa_ff,2,2,fresh-random,8.345550537109375,reference,2,3,0.9997573494911194,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,36,sa_ff,2,2,fresh-random,-0.022057533264160156,reference,2,3,0.4766741096973419,2,C2,11,3,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,36,sa_ff,2,2,fresh-random,-12.83593463897705,reference,2,3,2.66331903731043e-06,2,C2,11,3,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,36,sa_ff,2,2,fresh-random,15.202654838562012,reference,2,3,0.9999995231628418,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,36,sa_ff,2,2,fresh-random,-11.677454948425293,reference,2,3,8.480721589876339e-06,3,C2,11,3,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,37,sa_ff,2,2,fresh-random,-12.077709197998047,reference,2,3,5.684762072633021e-06,2,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,37,sa_ff,2,2,fresh-random,-25.07192039489746,reference,2,3,1.2924184292217866e-11,7,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,37,sa_ff,2,2,fresh-random,-21.792591094970703,reference,2,3,3.423340777519712e-10,7,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,37,sa_ff,2,2,fresh-random,-12.077709197998047,reference,2,3,5.684762072633021e-06,2,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,37,sa_ff,2,2,fresh-random,-1.5328130722045898,reference,2,3,0.14678962528705597,3,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,38,sa_ff,2,2,fresh-random,10.858243942260742,reference,2,3,0.9999805688858032,1,C2,11,4,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,38,sa_ff,2,2,fresh-random,-7.708114147186279,reference,2,3,0.00021888180344831198,5,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,38,sa_ff,2,2,fresh-random,-18.977149963378906,reference,2,3,5.7322910862467324e-09,2,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,38,sa_ff,2,2,fresh-random,11.659801483154297,reference,2,3,0.9999911785125732,1,C2,11,4,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,38,sa_ff,2,2,fresh-random,-27.350391387939453,reference,2,3,1.3238979140392515e-12,7,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,39,sa_ff,2,2,fresh-random,9.659839630126953,reference,2,3,0.9999356269836426,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,39,sa_ff,2,2,fresh-random,1.9304132461547852,reference,2,3,0.8732946515083313,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,39,sa_ff,2,2,fresh-random,-7.353776931762695,reference,2,3,0.0006397601682692766,2,C2,11,3,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,39,sa_ff,2,2,fresh-random,11.653878211975098,reference,2,3,0.9999856948852539,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,39,sa_ff,2,2,fresh-random,-11.009886741638184,reference,2,3,1.65371093316935e-05,2,C2,11,3,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,40,sa_ff,2,2,fresh-random,13.809635162353516,reference,2,3,0.9999990463256836,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,40,sa_ff,2,2,fresh-random,7.010490894317627,reference,2,3,0.9990676045417786,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,40,sa_ff,2,2,fresh-random,-9.444129943847656,reference,2,3,7.911279681138694e-05,3,C2,11,3,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,40,sa_ff,2,2,fresh-random,10.023517608642578,reference,2,3,0.999946117401123,1,C2,11,3,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,40,sa_ff,2,2,fresh-random,-12.15695571899414,reference,2,3,5.251684797258349e-06,2,C2,11,3,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,41,sa_ff,2,2,fresh-random,14.625494956970215,reference,2,3,0.9999992847442627,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,41,sa_ff,2,2,fresh-random,-21.16404151916504,reference,2,3,6.435372790214444e-10,5,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,41,sa_ff,2,2,fresh-random,-9.647655487060547,reference,2,3,6.45725303911604e-05,2,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,41,sa_ff,2,2,fresh-random,12.820088386535645,reference,2,3,0.9999963045120239,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,41,sa_ff,2,2,fresh-random,-12.79073715209961,reference,2,3,2.7864555249834666e-06,2,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,42,sa_ff,2,2,fresh-random,9.418035507202148,reference,2,3,0.9999146461486816,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,42,sa_ff,2,2,fresh-random,-15.075301170349121,reference,2,3,2.8344894076326455e-07,6,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,42,sa_ff,2,2,fresh-random,1.5898337364196777,reference,2,3,0.8303850889205933,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,42,sa_ff,2,2,fresh-random,-5.938572883605957,reference,2,3,0.002628382295370102,2,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,42,sa_ff,2,2,fresh-random,-9.284927368164062,reference,2,3,9.28039662539959e-05,2,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,43,sa_ff,2,2,fresh-random,9.365020751953125,reference,2,3,0.9998836517333984,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,43,sa_ff,2,2,fresh-random,-20.622413635253906,reference,2,3,9.659623101399006e-10,7,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,43,sa_ff,2,2,fresh-random,-3.590106964111328,reference,2,3,0.02684692107141018,2,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,43,sa_ff,2,2,fresh-random,17.682613372802734,reference,2,3,1.0,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,43,sa_ff,2,2,fresh-random,-15.098175048828125,reference,2,3,2.772969480702159e-07,3,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,44,sa_ff,2,2,fresh-random,6.547842025756836,reference,2,3,0.9985620379447937,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,44,sa_ff,2,2,fresh-random,-16.01319122314453,reference,2,3,9.698845104821885e-08,4,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,44,sa_ff,2,2,fresh-random,-9.075571060180664,reference,2,3,0.00011423524847486988,3,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,44,sa_ff,2,2,fresh-random,10.12647819519043,reference,2,3,0.9999583959579468,1,C2,11,5,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,44,sa_ff,2,2,fresh-random,-2.5611934661865234,reference,2,3,0.07167794555425644,2,C2,11,5,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,45,sa_ff,2,2,fresh-random,12.660234451293945,reference,2,3,0.999996542930603,1,C2,11,4,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,45,sa_ff,2,2,fresh-random,-14.671869277954102,reference,2,3,4.2430988855812757e-07,5,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,45,sa_ff,2,2,fresh-random,-14.331502914428711,reference,2,3,5.969066592115269e-07,3,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,45,sa_ff,2,2,fresh-random,16.42137908935547,reference,2,3,0.9999998807907104,1,C2,11,4,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,45,sa_ff,2,2,fresh-random,-17.344511032104492,reference,2,3,2.9334080053899925e-08,6,C2,11,4,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,46,sa_ff,2,2,fresh-random,11.078701972961426,reference,2,3,0.9999845027923584,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,46,sa_ff,2,2,fresh-random,0.022057533264160156,reference,2,3,0.4873051941394806,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,46,sa_ff,2,2,fresh-random,-13.568286895751953,reference,2,3,1.2804628113372019e-06,2,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,46,sa_ff,2,2,fresh-random,10.03773307800293,reference,2,3,0.9999562501907349,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,46,sa_ff,2,2,fresh-random,-17.020793914794922,reference,2,3,4.054729529912038e-08,4,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,correct,256,47,sa_ff,2,2,fresh-random,8.861123085021973,reference,2,3,0.9997518658638,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,none,256,47,sa_ff,2,2,fresh-random,-18.77121353149414,reference,2,3,7.043123861905087e-09,3,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_pairings,256,47,sa_ff,2,2,fresh-random,-11.00664234161377,reference,2,3,1.658992187003605e-05,3,C2,11,6,0,4,32
reference,C2_sa_ff_L2_W32_H2_S11,shuffled_order,256,47,sa_ff,2,2,fresh-random,12.666183471679688,reference,2,3,0.9999953508377075,1,C2,11,6,1,4,32
reference,C2_sa_ff_L2_W32_H2_S11,wrong_query,256,47,sa_ff,2,2,fresh-random,-25.42024040222168,reference,2,3,9.122843105946465e-12,5,C2,11,6,0,4,32
