R_between_within,between_family_JS_bits,boundary,covariance_trace,effective_rank,generator_family,model_seed,n,nuisance_count,nuisance_type,within_family_JS_bits
0.6259387082982325,0.17863999879745251,layer_0_ff,20.80273020607032,1.7792611160675407,balanced_pair,11,128,2,N2,0.6285151224545538
0.5363853998067175,0.16929418216581027,layer_0_ff,21.168562092502576,1.6840781498503776,balanced_pair,11,128,4,N2,0.5981534853687558
0.8242113422905845,0.30474132339504,layer_0_ff,19.02245352338777,1.828170496426298,balanced_pair,11,128,2,N3,0.6840022231463481
0.5810854226010981,0.19032709985997887,layer_0_ff,17.871664697035513,1.9192396041413864,balanced_pair,11,128,4,N3,0.6487479861755823
0.6342485735989533,0.20291321402022322,layer_0_ff,18.518661517982526,1.8639570663220748,balanced_pair,11,128,2,N4,0.6198887041969305
0.3267840647259567,0.135848253005193,layer_0_ff,12.808737690941143,2.344281443449651,balanced_pair,11,128,4,N4,0.5293618366922441
0.7362869225995922,0.3978417087028363,layer_1_sa,72.97466113563164,2.4825419717207073,balanced_pair,11,128,0,N0,0.7973211780704672
0.21589486823179868,0.29303050933576413,layer_1_sa,60.8136964909356,2.2555468241885945,balanced_pair,11,128,2,N2,0.8386308881344242
0.1810885816015466,0.27163735295136493,layer_1_sa,57.20783153409468,2.1980096995430394,balanced_pair,11,128,4,N2,0.7777684584033158
0.21672229584292624,0.276893549300683,layer_1_sa,56.10518483964599,2.2629910275390843,balanced_pair,11,128,2,N3,0.7671138575247398
0.1811599686898527,0.3095934321194278,layer_1_sa,56.660239417184954,2.2150270391036355,balanced_pair,11,128,4,N3,0.7881470255088783
0.24728764749395393,0.3380929684065692,layer_1_sa,53.84378952077633,2.293473415027687,balanced_pair,11,128,2,N4,0.7475974666172192
0.14348081368760074,0.26780377762923324,layer_1_sa,49.80955016993297,2.025484094591698,balanced_pair,11,128,4,N4,0.6760822618364009
0.67318575229735,0.3754633064449777,layer_1_ff,79.82938459864151,2.402326452460035,balanced_pair,11,128,0,N0,0.7176724430277952
0.19412833366540028,0.2550671976378227,layer_1_ff,68.71219799317208,2.0519742681473367,balanced_pair,11,128,2,N2,0.7469689919326621
0.16060692578698738,0.24266619340017304,layer_1_ff,65.09170667869844,1.9804283165125236,balanced_pair,11,128,4,N2,0.6906297937099359
0.19269932544271817,0.2537397287461951,layer_1_ff,63.126001531913886,2.057107557316981,balanced_pair,11,128,2,N3,0.7062314644392378
0.1537563541139779,0.2860181129295416,layer_1_ff,63.33481265504223,2.000354067995354,balanced_pair,11,128,4,N3,0.7190994131156645
0.2141128899769422,0.2970559796855552,layer_1_ff,61.56720227233671,2.034565651861069,balanced_pair,11,128,2,N4,0.6631309078323826
0.12737250693615979,0.24052119921296655,layer_1_ff,56.84420331815038,1.8259045174519055,balanced_pair,11,128,4,N4,0.6222263161810366
1.0389533889802351,0.9777180165995886,layer_2_sa,235.21105526023734,2.770963539451281,balanced_pair,11,128,0,N0,1.3871605864010945
0.6002917353023094,0.7910077138613938,layer_2_sa,201.68490849803806,2.981962375905558,balanced_pair,11,128,2,N2,1.2950327110583326
0.5322320855553487,0.6554652501227738,layer_2_sa,200.82418811670783,2.951244081316824,balanced_pair,11,128,4,N2,1.2479327762618166
0.656621140212135,0.8187912641581137,layer_2_sa,191.68966015607643,3.0630860038342522,balanced_pair,11,128,2,N3,1.3209355442847734
0.5912864879863401,0.7465473472537425,layer_2_sa,197.55827884023216,2.9643675636090174,balanced_pair,11,128,4,N3,1.2963434168653363
0.6412760279857205,0.7751505285180662,layer_2_sa,192.1699215434431,2.9876517528236146,balanced_pair,11,128,2,N4,1.3061097215917168
0.5414093493271714,0.7233272695585644,layer_2_sa,180.14574266611785,2.9779633258107565,balanced_pair,11,128,4,N4,1.3000803175296267
0.9969360569557548,0.999827412884238,layer_2_ff,290.18581848375896,2.776967946273484,balanced_pair,11,128,0,N0,1.4302700983979255
0.5964534755476092,0.8021570517613403,layer_2_ff,248.26154397996305,2.969349662285071,balanced_pair,11,128,2,N2,1.3243444495324632
0.534237351186335,0.6681486706084165,layer_2_ff,249.95932982267166,2.907319982015116,balanced_pair,11,128,4,N2,1.2782516725660773
0.65087583971784,0.8473750997113088,layer_2_ff,235.3955281768109,3.0646797520271107,balanced_pair,11,128,2,N3,1.3655863921277347
0.5736640853002462,0.761951362597868,layer_2_ff,243.72333494014387,2.953151464595592,balanced_pair,11,128,4,N3,1.316137233255787
0.6398018766517211,0.7838729150368986,layer_2_ff,237.86452080842716,2.948760610965975,balanced_pair,11,128,2,N4,1.3281998065284482
0.5360433092910329,0.7250587856521569,layer_2_ff,222.9055312166266,2.9429695087301773,balanced_pair,11,128,4,N4,1.3063144259492279
0.8850363224858327,0.9551485734788467,layer_3_sa,324.65573653445847,3.015152742379879,balanced_pair,11,128,0,N0,1.3567766582126415
0.5262821203444009,0.7389856248867621,layer_3_sa,288.1734099152598,3.0175270292992713,balanced_pair,11,128,2,N2,1.2260747745691798
0.48326968249920055,0.6431123072010094,layer_3_sa,290.2354588237833,2.941950240075978,balanced_pair,11,128,4,N2,1.1897348226586506
0.5903986716300547,0.7826393483848229,layer_3_sa,277.24424301898193,3.126074098471123,balanced_pair,11,128,2,N3,1.2806298762689492
0.5084236281816551,0.7139299770460343,layer_3_sa,287.73020950967896,3.0130134771926245,balanced_pair,11,128,4,N3,1.2280459440993843
0.5867469077938487,0.7458535776340465,layer_3_sa,276.40674134286127,3.046959819455866,balanced_pair,11,128,2,N4,1.2580328681091755
0.49921326646193637,0.6794900972272897,layer_3_sa,266.0484259238916,3.022206054916625,balanced_pair,11,128,4,N4,1.221707956105819
0.7819874030566372,0.9401735356555578,layer_3_ff,388.1135573264246,2.9682826500345714,balanced_pair,11,128,0,N0,1.3488594863525107
0.46847396277454406,0.7264585156580963,layer_3_ff,348.6412322787086,2.860210873956941,balanced_pair,11,128,2,N2,1.214824825505313
0.44770384083118603,0.6339349171973714,layer_3_ff,354.2317759591014,2.7896949292279407,balanced_pair,11,128,4,N2,1.177157270992855
0.5380982231766674,0.7698183810249175,layer_3_ff,337.03215251327856,2.9721465334355024,balanced_pair,11,128,2,N3,1.2656495502668945
0.4597674743385616,0.7065337710455621,layer_3_ff,351.20377060942616,2.8628134339071143,balanced_pair,11,128,4,N3,1.2172685562764305
0.5329068720890208,0.7437895099820593,layer_3_ff,339.5105737160339,2.851632409050239,balanced_pair,11,128,2,N4,1.2493263561172945
0.4549715339558501,0.6652318091962601,layer_3_ff,327.7306584895004,2.8270287161031398,balanced_pair,11,128,4,N4,1.2000375845472666
0.0,2.168404344971009e-19,embedding,1.9216294703811614e-06,2.417861564819684,balanced_ngram3,11,512,0,N0,2.8870875091666082e-11
