boundary,fraction_top1,generator_family,margin_SNR,margin_std,mean_output_entropy,mean_target_margin,mean_target_probability,mean_target_rank,model_seed,n,nuisance_count,nuisance_type
layer_2_ff,0.646484375,balanced_ngram3,0.6433092257969327,4.20344830375412,0.4756549836206432,2.704117074608803,0.647974677244747,1.576171875,11,512,0,N0
layer_2_ff,0.64453125,balanced_ngram3,0.6441634040796904,4.19869117284027,0.5301325520920983,2.7046431992202997,0.6314207802461169,1.62109375,11,512,2,N2
layer_2_ff,0.62109375,balanced_ngram3,0.6229183495069691,4.252400254997878,0.5342384237614937,2.648898148909211,0.6210000894525365,1.70703125,11,512,4,N2
layer_2_ff,0.662109375,balanced_ngram3,0.6544454086816938,4.196599937399106,0.5182268953663467,2.746445561759174,0.6398049945171351,1.60546875,11,512,2,N3
layer_2_ff,0.654296875,balanced_ngram3,0.620676962576722,4.241041924625586,0.5487670990968496,2.632317020557821,0.6241189879428362,1.62109375,11,512,4,N3
layer_2_ff,0.666015625,balanced_ngram3,0.6812982991690765,4.181386880427942,0.5291825396375529,2.8487717704847455,0.6434744134885477,1.595703125,11,512,2,N4
layer_2_ff,0.65625,balanced_ngram3,0.683060634963827,4.163188972247636,0.5204608635183092,2.843710503540933,0.6453213999411673,1.630859375,11,512,4,N4
layer_3_sa,0.673828125,balanced_ngram3,0.8019928950744208,4.314729196706364,0.519650186810793,3.46038216073066,0.6689213017871225,1.54296875,11,512,0,N0
layer_3_sa,0.65625,balanced_ngram3,0.7953291885597195,4.359713360170166,0.5597006905589978,3.467407289892435,0.6517340507944027,1.625,11,512,2,N2
layer_3_sa,0.63671875,balanced_ngram3,0.78358475857056,4.342158973893148,0.5663931639909521,3.4024495920166373,0.6436101419058105,1.6953125,11,512,4,N2
layer_3_sa,0.681640625,balanced_ngram3,0.8077095966149714,4.3276883170440055,0.5585995026273025,3.4955153856426477,0.6563635646216426,1.57421875,11,512,2,N3
layer_3_sa,0.671875,balanced_ngram3,0.7937374459452675,4.31170232076747,0.5881328788803017,3.4223595885559916,0.6464323617137779,1.625,11,512,4,N3
layer_3_sa,0.681640625,balanced_ngram3,0.8388960782909282,4.273867260054919,0.5622644806281869,3.5853304844349623,0.66246735380264,1.560546875,11,512,2,N4
layer_3_sa,0.671875,balanced_ngram3,0.840562069225067,4.25118524086227,0.5521681265583709,3.573385063558817,0.6648671008879319,1.611328125,11,512,4,N4
layer_3_ff,0.6953125,balanced_ngram3,0.8347840528072868,4.954655398915256,0.5337560582563299,4.136067315004766,0.6699666112726845,1.51953125,11,512,0,N0
layer_3_ff,0.65625,balanced_ngram3,0.8315354372998878,4.970860368282561,0.5732609126716461,4.133446550928056,0.6534392880730593,1.6171875,11,512,2,N2
layer_3_ff,0.646484375,balanced_ngram3,0.8244363448192394,4.980036389924055,0.5804526165940231,4.105722999200225,0.647931900639378,1.6875,11,512,4,N2
layer_3_ff,0.68359375,balanced_ngram3,0.8401390135132994,4.945145426349678,0.5710524240865453,4.154609601013362,0.6578395274882496,1.5859375,11,512,2,N3
layer_3_ff,0.666015625,balanced_ngram3,0.8256642170099396,4.914455862057722,0.6014202349572209,4.057690352201462,0.6474196135131933,1.623046875,11,512,4,N3
layer_3_ff,0.6953125,balanced_ngram3,0.8680952276672975,4.89915455440624,0.5730320332723764,4.252932689152658,0.6649774124707619,1.552734375,11,512,2,N4
layer_3_ff,0.67578125,balanced_ngram3,0.8786840261914102,4.860830347945816,0.5629716136468659,4.271133981645107,0.6689154239866184,1.619140625,11,512,4,N4
embedding,0.0,sparse_pair,-12.422298600623419,1.7328507558953792,0.0008501303382217884,-21.525989532470703,1.6978347287116557e-09,41.5,11,128,0,N0
embedding,0.0,sparse_pair,-12.422298600623419,1.7328507558953792,0.0008501303382217884,-21.525989532470703,1.6978347287116557e-09,41.5,11,128,2,N2
embedding,0.0,sparse_pair,-12.422298600623419,1.7328507558953792,0.0008501303382217884,-21.525989532470703,1.6978347287116557e-09,41.5,11,128,4,N2
embedding,0.0,sparse_pair,-12.422298600623419,1.7328507558953792,0.0008501303382217884,-21.525989532470703,1.6978347287116557e-09,41.5,11,128,2,N3
embedding,0.0,sparse_pair,-12.422298600623419,1.7328507558953792,0.0008501303382217884,-21.525989532470703,1.6978347287116557e-09,41.5,11,128,4,N3
embedding,0.0,sparse_pair,-12.422298600623419,1.7328507558953792,0.0008501303382217884,-21.525989532470703,1.6978347287116557e-09,41.5,11,128,2,N4
embedding,0.0,sparse_pair,-12.422298600623419,1.7328507558953792,0.0008501303382217884,-21.525989532470703,1.6978347287116557e-09,41.5,11,128,4,N4
layer_0_sa,0.1484375,sparse_pair,-0.9671184208737649,3.31341145026679,0.7466575262296828,-3.2044612504541874,0.16948457424862795,4.4609375,11,128,0,N0
layer_0_sa,0.0703125,sparse_pair,-1.237536480136026,3.2560058104546257,0.6308556288277032,-4.029425971210003,0.11524497723474658,5.234375,11,128,2,N2
layer_0_sa,0.0546875,sparse_pair,-1.238802617507645,3.6357877874275157,0.6602709055005107,-4.504023429006338,0.10536728385241778,6.1640625,11,128,4,N2
layer_0_sa,0.1171875,sparse_pair,-1.2045438877490307,3.1441837121181546,0.6706301166705089,-3.787307273596525,0.11955554669340973,4.9609375,11,128,2,N3
layer_0_sa,0.078125,sparse_pair,-1.2456647395472573,3.3001007349166773,0.6161314506753115,-4.11081912368536,0.11053283769107347,4.9765625,11,128,4,N3
layer_0_sa,0.0625,sparse_pair,-1.2372040997017968,3.2375163864009515,0.67617318421253,-4.005468547344208,0.10702973477882294,5.28125,11,128,2,N4
layer_0_sa,0.0625,sparse_pair,-1.4021736935236733,2.7174620311123916,0.6901633797679096,-3.8103537745773792,0.09603352356251627,4.5234375,11,128,4,N4
layer_0_ff,0.375,sparse_pair,-0.3965754285327265,1.9825167465774622,1.00876027403865,-0.7862174287438393,0.3339940749301604,2.484375,11,128,0,N0
layer_0_ff,0.2890625,sparse_pair,-0.5230476425889328,1.916397192940227,1.1079849315574393,-1.0023670345544815,0.277443817506537,2.75,11,128,2,N2
layer_0_ff,0.296875,sparse_pair,-0.5697140803701932,2.4553105254852756,1.0523240471957251,-1.398824978619814,0.2656304327431869,3.015625,11,128,4,N2
layer_0_ff,0.28125,sparse_pair,-0.5128011747586572,1.8738731723183988,1.0918591287918389,-0.9609243646264076,0.2847953107552712,2.59375,11,128,2,N3
layer_0_ff,0.3203125,sparse_pair,-0.42690317538575273,1.96633358972658,1.138176736771129,-0.839434053748846,0.29433335642374914,2.6015625,11,128,4,N3
layer_0_ff,0.296875,sparse_pair,-0.49850247681477244,2.127756559468604,1.139455480617471,-1.0606919154524803,0.27433386800738546,2.8359375,11,128,2,N4
layer_0_ff,0.3046875,sparse_pair,-0.5223786717171454,1.6102361574980617,1.247898982372135,-0.8411530256271362,0.2714735148674663,2.4765625,11,128,4,N4
layer_1_sa,0.4296875,sparse_pair,-0.2762466376663521,2.965982385502682,0.5456801021937281,-0.8193426616489887,0.40445130119880446,2.0078125,11,128,0,N0
layer_1_sa,0.359375,sparse_pair,-0.3758251621095596,2.9708552186426846,0.5451395470881835,-1.1165221445262432,0.36582824812259673,2.078125,11,128,2,N2
layer_1_sa,0.3984375,sparse_pair,-0.3894176594843125,3.2628790967626022,0.5338774078991264,-1.2706227414309978,0.37191028828957684,2.1953125,11,128,4,N2
layer_1_sa,0.359375,sparse_pair,-0.4340109854530796,3.0116229249714275,0.530788267031312,-1.3070774339139462,0.3508654455808937,2.171875,11,128,2,N3
layer_1_sa,0.40625,sparse_pair,-0.3892380814099374,3.0315234028983675,0.553566369926557,-1.1799843534827232,0.3783337347483666,2.1484375,11,128,4,N3
layer_1_sa,0.3671875,sparse_pair,-0.47438776815395955,3.073644545283978,0.548081286251545,-1.458099376410246,0.34427321971605807,2.2109375,11,128,2,N4
layer_1_sa,0.3203125,sparse_pair,-0.5294505868921614,2.6935103510257132,0.5695603067288175,-1.4260806366801262,0.3167770072500389,2.1640625,11,128,4,N4
layer_1_ff,0.4296875,sparse_pair,-0.28758729874739053,2.7966014605898364,0.5644756279652938,-0.8042670600116253,0.4020062883469393,1.9609375,11,128,0,N0
layer_1_ff,0.375,sparse_pair,-0.39294593085645685,2.7414933712985,0.5763529966352507,-1.0772586651146412,0.36277281579623377,2.0625,11,128,2,N2
layer_1_ff,0.3984375,sparse_pair,-0.39964653172122766,3.024173367771088,0.5642146416357718,-1.2086003981530666,0.368495183009955,2.1171875,11,128,4,N2
layer_1_ff,0.359375,sparse_pair,-0.43550537517730026,2.819189565359511,0.5626581148244441,-1.2277722097933292,0.35072233547271026,2.140625,11,128,2,N3
layer_1_ff,0.40625,sparse_pair,-0.403641045539623,2.802130565901049,0.5883323377929628,-1.131054911762476,0.3733884673461034,2.140625,11,128,4,N3
layer_1_ff,0.34375,sparse_pair,-0.48781638281657363,2.84014718509983,0.5804780004546046,-1.3854703269898891,0.34076188227072635,2.21875,11,128,2,N4
layer_1_ff,0.296875,sparse_pair,-0.5382311152203337,2.5158716551735236,0.5928414515219629,-1.3541204072535038,0.31578902597902925,2.203125,11,128,4,N4
layer_2_sa,0.7734375,sparse_pair,0.8364055844394347,3.15484923299581,0.46498666887782747,2.6387335173785686,0.7146789031103253,1.3046875,11,128,0,N0
layer_2_sa,0.6953125,sparse_pair,0.7732644036824698,3.308713618171604,0.5200258448630848,2.5585104636847973,0.6768147628827137,1.4375,11,128,2,N2
layer_2_sa,0.6875,sparse_pair,0.6526849739975218,3.552610715382509,0.5112752408194865,2.318735633045435,0.6566093252768042,1.6015625,11,128,4,N2
layer_2_sa,0.6953125,sparse_pair,0.7812977645756293,3.344764386205091,0.49233508374982193,2.6132569387555122,0.6825196406862233,1.484375,11,128,2,N3
layer_2_sa,0.6796875,sparse_pair,0.6884714391127056,3.3884899545297493,0.5403855888325779,2.3328785561025143,0.6600828504592755,1.5546875,11,128,4,N3
layer_2_sa,0.6484375,sparse_pair,0.6473724758117142,3.432711633577672,0.5458041001274978,2.2222430296242237,0.6292237888919772,1.6328125,11,128,2,N4
layer_2_sa,0.75,sparse_pair,0.6941495816906065,3.324603736520478,0.5215125260292552,2.3077722936868668,0.6711262034004903,1.4375,11,128,4,N4
layer_2_ff,0.796875,sparse_pair,0.8620178738786589,3.453732106555773,0.46136031878359063,2.9771788083016872,0.7273167793173343,1.2890625,11,128,0,N0
layer_2_ff,0.734375,sparse_pair,0.8133956604127478,3.5850486812307336,0.5151582475868963,2.916063040494919,0.6930477642745245,1.375,11,128,2,N2
layer_2_ff,0.7109375,sparse_pair,0.6982546956436665,3.778601872735703,0.5075327048073177,2.638426501303911,0.6707629438406002,1.5703125,11,128,4,N2
layer_2_ff,0.7265625,sparse_pair,0.8240569976642459,3.684827484640071,0.4819547417519061,3.036507874727249,0.7000361091922969,1.453125,11,128,2,N3
