direction,horizon,margin_absolute_error,model_seed,observed_margin_delta,pair_id,predicted_margin_delta
signal,2,4.267543315887451,37,2.449861526489258,s37_signal_20,6.717404842376709
signal,4,32.50378894805908,37,-22.868637084960938,s37_signal_20,9.635151863098145
nuisance,1,1.1860096454620361,37,-1.1066398620605469,s37_nuisance_21,0.07936978340148926
nuisance,2,1.8881312608718872,37,1.9034433364868164,s37_nuisance_21,0.0153120756149292
nuisance,4,6.772426962852478,37,-4.8414201736450195,s37_nuisance_21,1.9310067892074585
signal,1,2.977013647556305,37,-3.223113536834717,s37_signal_22,-0.24609988927841187
signal,2,12.63826847076416,37,-10.786176681518555,s37_signal_22,1.8520917892456055
signal,4,14.45702075958252,37,-24.882387161254883,s37_signal_22,-10.425366401672363
signal,1,4.2090747356414795,37,-2.1618776321411133,s37_signal_23,2.047197103500366
signal,2,10.935138702392578,37,-20.708446502685547,s37_signal_23,-9.773307800292969
signal,4,5.3276262283325195,37,-19.739635467529297,s37_signal_23,-14.412009239196777
nuisance,1,2.7811717987060547,37,0.22632694244384766,s37_nuisance_24,-2.554844856262207
nuisance,2,9.020970344543457,37,-1.1743249893188477,s37_nuisance_24,7.846645355224609
nuisance,4,0.35807085037231445,37,-1.4365825653076172,s37_nuisance_24,-1.0785117149353027
nuisance,1,1.0863542556762695,37,-0.6039304733276367,s37_nuisance_25,-1.6902847290039062
nuisance,2,1.33986496925354,37,1.0056562423706055,s37_nuisance_25,2.3455212116241455
nuisance,4,2.639317512512207,37,-0.9103822708129883,s37_nuisance_25,-3.5496997833251953
nuisance,1,0.10986471176147461,37,0.1532917022705078,s37_nuisance_26,0.0434269905090332
nuisance,2,7.695786237716675,37,-7.827566146850586,s37_nuisance_26,-0.13177990913391113
nuisance,4,21.189285278320312,37,-3.578033447265625,s37_nuisance_26,17.611251831054688
nuisance,1,2.6511967182159424,37,0.22860145568847656,s37_nuisance_27,-2.422595262527466
nuisance,2,0.8553361892700195,37,0.8928766250610352,s37_nuisance_27,0.037540435791015625
nuisance,4,9.309226036071777,37,-3.3598594665527344,s37_nuisance_27,-12.669085502624512
nuisance,1,1.080221176147461,37,-0.02814197540283203,s37_nuisance_28,-1.108363151550293
nuisance,2,3.155362129211426,37,-3.3288092613220215,s37_nuisance_28,-0.1734471321105957
nuisance,4,1.0465435981750488,37,2.053985595703125,s37_nuisance_28,1.0074419975280762
nuisance,1,0.1618640422821045,37,-1.9351806640625,s37_nuisance_29,-1.7733166217803955
nuisance,2,0.9004626274108887,37,-2.342100143432617,s37_nuisance_29,-1.4416375160217285
nuisance,4,3.9453353881835938,37,-1.365163803100586,s37_nuisance_29,2.580171585083008
nuisance,1,4.089245796203613,37,-2.3157739639282227,s37_nuisance_30,1.7734718322753906
nuisance,2,5.005013465881348,37,-4.877302169799805,s37_nuisance_30,0.12771129608154297
nuisance,4,10.182183265686035,37,-1.2917232513427734,s37_nuisance_30,8.890460014343262
nuisance,1,0.8012402057647705,37,-1.5145597457885742,s37_nuisance_31,-2.3157999515533447
nuisance,2,4.1915442943573,37,1.2716007232666016,s37_nuisance_31,-2.9199435710906982
nuisance,4,3.1198153495788574,37,-0.01858043670654297,s37_nuisance_31,-3.1383957862854004
