loss,step
23.114086151123047,1
2.7244062423706055,50
2.4981071949005127,100
2.2057430744171143,150
1.3344614505767822,200
0.6983019113540649,250
0.5155083537101746,300
0.4082408547401428,350
0.1682400405406952,400
0.09746770560741425,450
0.016843128949403763,500
0.004898993764072657,550
0.0037156781181693077,600
0.0008336538448929787,650
0.00045016518561169505,700
0.0005755571182817221,750
0.00038268312346190214,800
0.00019141040684189647,850
0.0002685619401745498,900
0.00017170645878650248,950
0.00015149908722378314,1000
0.00018570816610008478,1050
0.00030376791255548596,1100
0.00011546391760930419,1150
0.00012008650810457766,1200
0.00017355465388391167,1250
0.00010141955863218755,1300
0.0001315368281211704,1350
0.00012860905553679913,1400
0.00011850090231746435,1450
0.00011051338515244424,1500
0.0001169478491647169,1550
8.829730359138921e-05,1600
8.135374810080975e-05,1650
6.780998955946416e-05,1700
0.00010160969395656139,1750
9.555094584356993e-05,1800
6.379331171046942e-05,1850
9.85054939519614e-05,1900
6.393875082721934e-05,1950
7.089929567882791e-05,2000
7.923778321128339e-05,2050
6.51934024062939e-05,2100
7.021739293122664e-05,2150
5.275363946566358e-05,2200
6.958201265661046e-05,2250
3.775173536268994e-05,2300
6.672092422377318e-05,2350
6.035717888153158e-05,2400
