annotated_hops,complete_recovery,connected_component_count,dataset,depth_contraction,duplicate_neighbor_rate,effective_branching_factor,example_id,giant_component_fraction,graph_density,graph_type,layer,mean_evidence_native_distance,mean_out_degree,minimum_native_recovery_depth,node_recall,oracle_parent_count,parent_count,partition,reciprocal_edge_rate,shortcut_eligible_pairs,shortcut_pairs,shortcut_rate,unique_neighbor_count,unreachable_evidence_fraction
2,0,1.0,2wikimultihopqa,,0.9166666666666666,2.7256719795502904,004430780bde11eba7f7acde48001122,1.0,0.4,chain,4,,6.0,,0.5,3,16,validation,0.4375,0,0,0.0,8.0,1.0
2,0,1.0,2wikimultihopqa,,0.9166666666666666,2.7370892179053907,004430780bde11eba7f7acde48001122,1.0,0.4,chain,8,,6.0,,0.5,3,16,validation,0.4375,0,0,0.0,8.0,1.0
2,0,1.0,2wikimultihopqa,,0.9166666666666666,2.7370892179053907,004430780bde11eba7f7acde48001122,1.0,0.4,chain,12,,6.0,,0.5,3,16,validation,0.4375,0,0,0.0,8.0,1.0
2,0,1.0,2wikimultihopqa,,0.9166666666666666,2.7370892179053907,004430780bde11eba7f7acde48001122,1.0,0.4,chain,16,,6.0,,0.5,3,16,validation,0.4375,0,0,0.0,8.0,1.0
2,0,1.0,2wikimultihopqa,,0.9166666666666666,2.7370892179053907,004430780bde11eba7f7acde48001122,1.0,0.4,chain,20,,6.0,,0.5,3,16,validation,0.4375,0,0,0.0,8.0,1.0
2,0,1.0,2wikimultihopqa,,0.9166666666666666,2.7370892179053907,004430780bde11eba7f7acde48001122,1.0,0.4,chain,24,,6.0,,0.5,3,16,validation,0.4166666666666667,0,0,0.0,8.0,1.0
2,0,1.0,2wikimultihopqa,,0.9166666666666666,2.7370892179053907,004430780bde11eba7f7acde48001122,1.0,0.4,chain,27,,6.0,,0.5,3,16,validation,0.4583333333333333,0,0,0.0,8.0,1.0
2,0,1.0,2wikimultihopqa,,0.8452380952380952,3.442602985564838,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,0,,6.0,,0.5,2,14,validation,0.4523809523809524,0,0,0.0,13.0,1.0
2,1,1.0,2wikimultihopqa,1,0.9166666666666666,2.547620526923884,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,4,1.0,6.0,1,1.0,2,14,validation,0.5,0,0,0.0,7.0,0.0
2,1,1.0,2wikimultihopqa,1,0.9166666666666666,2.547620526923884,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,8,1.0,6.0,1,1.0,2,14,validation,0.5,0,0,0.0,7.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8928571428571429,2.5737170717355413,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,12,1.0,6.0,1,1.0,2,14,validation,0.5,0,0,0.0,9.0,0.0
2,1,1.0,2wikimultihopqa,1,0.9047619047619048,2.724040945499562,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,16,1.0,6.0,1,1.0,2,14,validation,0.5,0,0,0.0,8.0,0.0
2,1,1.0,2wikimultihopqa,1,0.9166666666666666,2.547620526923884,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,20,1.0,6.0,1,1.0,2,14,validation,0.5,0,0,0.0,7.0,0.0
2,1,1.0,2wikimultihopqa,1,0.9166666666666666,2.547620526923884,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,24,1.0,6.0,1,1.0,2,14,validation,0.5,0,0,0.0,7.0,0.0
2,1,1.0,2wikimultihopqa,1,0.9166666666666666,2.547620526923884,0051fad20bde11eba7f7acde48001122,1.0,0.46153846153846156,chain,27,1.0,6.0,1,1.0,2,14,validation,0.5,0,0,0.0,7.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8333333333333334,3.072917553250588,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,0,1.0,6.0,1,1.0,2,11,test,0.6666666666666666,0,0,0.0,11.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8939393939393939,2.5208575857946007,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,4,1.0,6.0,1,1.0,2,11,test,0.6363636363636364,0,0,0.0,7.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8484848484848485,3.0147525145607617,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,8,1.0,6.0,1,1.0,2,11,test,0.6363636363636364,0,0,0.0,10.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8484848484848485,3.0147525145607617,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,12,1.0,6.0,1,1.0,2,11,test,0.6363636363636364,0,0,0.0,10.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8939393939393939,2.5208575857946007,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,16,1.0,6.0,1,1.0,2,11,test,0.6363636363636364,0,0,0.0,7.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8636363636363636,2.8596221929741557,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,20,1.0,6.0,1,1.0,2,11,test,0.6363636363636364,0,0,0.0,9.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8787878787878788,2.6955719875232087,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,24,1.0,6.0,1,1.0,2,11,test,0.6363636363636364,0,0,0.0,8.0,0.0
2,1,1.0,2wikimultihopqa,1,0.8939393939393939,2.5208575857946007,005238da0bde11eba7f7acde48001122,1.0,0.6,chain,27,1.0,6.0,1,1.0,2,11,test,0.6363636363636364,0,0,0.0,7.0,0.0
1,1,1.0,2wikimultihopqa,1,0.8461538461538461,3.1848848467059194,0056b9ff08e711ebbda5ac1f6bf848b6,1.0,0.5,independent,0,,6.0,0,1.0,4,13,test,0.5897435897435898,0,0,0.0,12.0,0.0
1,1,1.0,2wikimultihopqa,1,0.9102564102564102,2.540072005066907,0056b9ff08e711ebbda5ac1f6bf848b6,1.0,0.5,independent,4,,6.0,0,1.0,4,13,test,0.5384615384615384,0,0,0.0,7.0,0.0
1,1,1.0,2wikimultihopqa,1,0.9102564102564102,2.540072005066907,0056b9ff08e711ebbda5ac1f6bf848b6,1.0,0.5,independent,8,,6.0,0,1.0,4,13,test,0.5384615384615384,0,0,0.0,7.0,0.0
1,1,1.0,2wikimultihopqa,1,0.8461538461538461,2.6830161056580923,0056b9ff08e711ebbda5ac1f6bf848b6,1.0,0.5,independent,12,,6.0,0,1.0,4,13,test,0.5897435897435898,0,0,0.0,12.0,0.0
