answer_logprob,answer_token_accuracy,budget_chunks,budget_tokens,budget_violation,complete_evidence,condition,dataset,end_to_end_time_ns,evidence_recall,example_id,identity_id,materialization_time_ns,materialized_kv_bytes,materialized_tokens,peak_device_bytes,pid,selection_time_ns
-8.52607536315918,0.0,2,64,0,0.0,base_topk,hotpotqa,5454216053,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2368630328,7340032,64,3109568512,91038,69888
-8.52607536315918,0.0,2,64,0,0.0,budget_tuned_topk,hotpotqa,5454216053,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2368630328,7340032,64,3109568512,91038,47085
-8.52607536315918,0.0,2,64,0,0.0,power_sharpen,hotpotqa,5454216053,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2368630328,7340032,64,3109568512,91038,80715
-8.52607536315918,0.0,2,64,0,0.0,entropy_adaptive_sharpen,hotpotqa,5454216053,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2368630328,7340032,64,3109568512,91038,160246
-1.0011804103851318,0.5,2,64,0,0.0,persistence,hotpotqa,1729812041,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,571338445,7340032,64,3109576704,91038,20405
-9.4202241897583,0.0,2,64,0,0.0,agreement,hotpotqa,1719742813,0.2,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,560112556,7340032,64,3109576704,91038,43599
-8.648969650268555,0.0,2,64,0,0.0,community,hotpotqa,1712798285,0.2,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,551186302,7340032,64,3109576704,91038,56715
-7.655193328857422,0.0,2,64,0,0.0,bridge_preserving,hotpotqa,1712091447,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,550151328,7340032,64,3109576704,91038,97548
-1.0011804103851318,0.5,2,64,0,0.0,combined_structural,hotpotqa,1729812041,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,571338445,7340032,64,3109576704,91038,142117
-8.52607536315918,0.0,2,64,0,0.0,oracle_evidence,hotpotqa,5454216053,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2368630328,7340032,64,3109568512,91038,33092
-2.3319172859191895,0.5,4,128,0,0.0,base_topk,hotpotqa,4477205168,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2792475937,14680064,128,3109687296,91038,18801
-2.3319172859191895,0.5,4,128,0,0.0,budget_tuned_topk,hotpotqa,4477205168,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2792475937,14680064,128,3109687296,91038,52001
-2.3319172859191895,0.5,4,128,0,0.0,power_sharpen,hotpotqa,4477205168,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2792475937,14680064,128,3109687296,91038,55902
-2.3319172859191895,0.5,4,128,0,0.0,entropy_adaptive_sharpen,hotpotqa,4477205168,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,2792475937,14680064,128,3109687296,91038,105135
-2.9324421882629395,0.5,4,128,0,0.0,persistence,hotpotqa,2265701730,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,982391400,14680064,128,3109687296,91038,22235
-9.014735221862793,0.0,4,128,0,0.0,agreement,hotpotqa,2268134043,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,983253595,14680064,128,3109687296,91038,46463
-9.014735221862793,0.0,4,128,0,0.0,community,hotpotqa,2268134043,0.4,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,983253595,14680064,128,3109687296,91038,59387
-7.969640731811523,0.0,4,128,0,0.0,bridge_preserving,hotpotqa,2260817866,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,977279331,14680064,128,3109687296,91038,56288
-2.9324421882629395,0.5,4,128,0,0.0,combined_structural,hotpotqa,2265701730,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,982391400,14680064,128,3109687296,91038,97966
-4.035786151885986,0.5,4,128,0,0.0,oracle_evidence,hotpotqa,2258078229,0.8,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,973457118,14680064,128,3109687296,91038,32716
-2.5672364234924316,0.5,6,192,0,0.0,base_topk,hotpotqa,4973715118,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,3174523991,22020096,192,3109797888,91038,62334
-2.5672364234924316,0.5,6,192,0,0.0,budget_tuned_topk,hotpotqa,4973715118,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,3174523991,22020096,192,3109797888,91038,51311
-2.5672364234924316,0.5,6,192,0,0.0,power_sharpen,hotpotqa,4973715118,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,3174523991,22020096,192,3109797888,91038,56743
-2.5672364234924316,0.5,6,192,0,0.0,entropy_adaptive_sharpen,hotpotqa,4973715118,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,3174523991,22020096,192,3109797888,91038,104943
-3.764235496520996,0.5,6,192,0,0.0,persistence,hotpotqa,2716628946,0.8,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,1308554238,22020096,192,3109797888,91038,22534
-4.599463939666748,0.5,6,192,0,0.0,agreement,hotpotqa,2729589852,0.8,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,1318400126,22020096,192,3109797888,91038,55737
-2.5672364234924316,0.5,6,192,0,0.0,community,hotpotqa,4973715118,0.6,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,3174523991,22020096,192,3109797888,91038,60105
-4.599463939666748,0.5,6,192,0,0.0,bridge_preserving,hotpotqa,2729589852,0.8,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,1318400126,22020096,192,3109797888,91038,44097
-3.764235496520996,0.5,6,192,0,0.0,combined_structural,hotpotqa,2716628946,0.8,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,1308554238,22020096,192,3109797888,91038,71530
-2.878736734390259,0.5,6,192,0,1.0,oracle_evidence,hotpotqa,2726859403,1.0,hotpotqa-5a719bf25542994082a3e891,5a719bf25542994082a3e891,1316715838,22020096,192,3109797888,91038,29458
-5.449367046356201,0.25,2,64,0,0.0,base_topk,hotpotqa,4487033896,0.0,hotpotqa-5a7211e655429971e9dc923c,5a7211e655429971e9dc923c,550383497,7340032,64,3114106880,91038,48618
-5.449367046356201,0.25,2,64,0,0.0,budget_tuned_topk,hotpotqa,4487033896,0.0,hotpotqa-5a7211e655429971e9dc923c,5a7211e655429971e9dc923c,550383497,7340032,64,3114106880,91038,49505
-5.449367046356201,0.25,2,64,0,0.0,power_sharpen,hotpotqa,4487033896,0.0,hotpotqa-5a7211e655429971e9dc923c,5a7211e655429971e9dc923c,550383497,7340032,64,3114106880,91038,51614
-5.449367046356201,0.25,2,64,0,0.0,entropy_adaptive_sharpen,hotpotqa,4487033896,0.0,hotpotqa-5a7211e655429971e9dc923c,5a7211e655429971e9dc923c,550383497,7340032,64,3114106880,91038,97700
-5.052615642547607,0.25,2,64,0,0.0,persistence,hotpotqa,2544708452,0.0,hotpotqa-5a7211e655429971e9dc923c,5a7211e655429971e9dc923c,573053821,7340032,64,3114151936,91038,19471
-5.449367046356201,0.25,2,64,0,0.0,agreement,hotpotqa,4487033896,0.0,hotpotqa-5a7211e655429971e9dc923c,5a7211e655429971e9dc923c,550383497,7340032,64,3114106880,91038,57289
