loss,step
23.941879272460938,1
0.5500097870826721,50
0.5408749580383301,100
0.37514129281044006,150
0.24228499829769135,200
0.2369668036699295,250
0.11930567771196365,300
0.09500464797019958,350
0.01771329715847969,400
0.05508942902088165,450
0.033117156475782394,500
0.08094080537557602,550
0.0158164631575346,600
0.0019490167032927275,650
0.018939893692731857,700
0.00922418013215065,750
0.0006956383585929871,800
0.013787973672151566,850
0.0005644609918817878,900
0.09476234018802643,950
0.00037584436358883977,1000
0.0002523905714042485,1050
0.002698100870475173,1100
0.0007311738445423543,1150
0.0006861111614853144,1200
0.0017488134326413274,1250
0.0038056205958127975,1300
0.0009770836913958192,1350
3.502856634440832e-05,1400
2.387940912740305e-05,1450
0.00011065394937759265,1500
1.1695288776536472e-05,1550
2.3173202862381004e-05,1600
