loss,step
21.29434585571289,1
1.43003249168396,50
1.4164597988128662,100
1.4219073057174683,150
1.3649009466171265,200
1.47910475730896,250
1.5208914279937744,300
1.4046822786331177,350
1.3446909189224243,400
1.2772202491760254,450
1.0849730968475342,500
0.938091516494751,550
0.8556157350540161,600
0.8582770228385925,650
0.8542641401290894,700
1.0304837226867676,750
0.8251744508743286,800
0.9079278707504272,850
0.8593844175338745,900
0.883380651473999,950
1.003427505493164,1000
0.7976083755493164,1050
0.6734851598739624,1100
0.6988644003868103,1150
0.4865484833717346,1200
0.2993374764919281,1250
0.36735713481903076,1300
0.29597002267837524,1350
0.2714498043060303,1400
0.09696507453918457,1450
0.19320757687091827,1500
0.3015395402908325,1550
0.24760738015174866,1600
