axis,cell_id,dependency_span,example_index,family_id,generator_family,head_count,layer,location,margin_increment,model_depth,model_seed,model_width,nuisance_count,parameter_count,predictive_order,raw_length,requested_dependency_span,target_margin,target_rank,top1_correct,training_budget,training_steps
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,0,embedding,,8,37,32,0,77632,1,12,4,-23.594970703125,155,0,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,1,post_sa,6.522304534912109,8,37,32,0,77632,1,12,4,-17.07266616821289,169,0,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,1,post_ff,6.637626647949219,8,37,32,0,77632,1,12,4,-10.435039520263672,52,0,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,2,post_sa,11.743163108825684,8,37,32,0,77632,1,12,4,1.3081235885620117,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,2,post_ff,1.6003732681274414,8,37,32,0,77632,1,12,4,2.908496856689453,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,3,post_sa,5.732490539550781,8,37,32,0,77632,1,12,4,8.640987396240234,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,3,post_ff,-0.4723663330078125,8,37,32,0,77632,1,12,4,8.168621063232422,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,4,post_sa,1.382089614868164,8,37,32,0,77632,1,12,4,9.550710678100586,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,4,post_ff,-0.3997659683227539,8,37,32,0,77632,1,12,4,9.150944709777832,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,5,post_sa,1.0353784561157227,8,37,32,0,77632,1,12,4,10.186323165893555,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,5,post_ff,-0.5038461685180664,8,37,32,0,77632,1,12,4,9.682476997375488,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,6,post_sa,1.0520572662353516,8,37,32,0,77632,1,12,4,10.73453426361084,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,6,post_ff,-0.4146451950073242,8,37,32,0,77632,1,12,4,10.319889068603516,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,7,post_sa,0.5659809112548828,8,37,32,0,77632,1,12,4,10.885869979858398,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,7,post_ff,0.3786296844482422,8,37,32,0,77632,1,12,4,11.26449966430664,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,8,post_sa,0.6567649841308594,8,37,32,0,77632,1,12,4,11.9212646484375,1,1,4,1600
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",necessary_pattern,4,8,post_ff,0.2855949401855469,8,37,32,0,77632,1,12,4,12.206859588623047,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,0,embedding,,8,37,32,0,77632,1,12,4,-12.156278610229492,15,0,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,1,post_sa,14.372236251831055,8,37,32,0,77632,1,12,4,2.2159576416015625,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,1,post_ff,5.019346237182617,8,37,32,0,77632,1,12,4,7.23530387878418,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,2,post_sa,0.8466501235961914,8,37,32,0,77632,1,12,4,8.081954002380371,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,2,post_ff,1.2117109298706055,8,37,32,0,77632,1,12,4,9.293664932250977,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,3,post_sa,-1.164597511291504,8,37,32,0,77632,1,12,4,8.129067420959473,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,3,post_ff,1.5289850234985352,8,37,32,0,77632,1,12,4,9.658052444458008,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,4,post_sa,0.8993024826049805,8,37,32,0,77632,1,12,4,10.557354927062988,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,4,post_ff,0.25609493255615234,8,37,32,0,77632,1,12,4,10.81344985961914,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,5,post_sa,0.39700889587402344,8,37,32,0,77632,1,12,4,11.210458755493164,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,5,post_ff,-0.9665117263793945,8,37,32,0,77632,1,12,4,10.24394702911377,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,6,post_sa,0.7744712829589844,8,37,32,0,77632,1,12,4,11.018418312072754,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,6,post_ff,0.013438224792480469,8,37,32,0,77632,1,12,4,11.031856536865234,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,7,post_sa,1.4535903930664062,8,37,32,0,77632,1,12,4,12.48544692993164,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,7,post_ff,-0.15767860412597656,8,37,32,0,77632,1,12,4,12.327768325805664,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,8,post_sa,-1.9450607299804688,8,37,32,0,77632,1,12,4,10.382707595825195,1,1,4,1600
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",necessary_pattern,4,8,post_ff,-0.39101219177246094,8,37,32,0,77632,1,12,4,9.991695404052734,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,0,embedding,,8,37,32,0,77632,1,12,4,-12.156278610229492,15,0,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,1,post_sa,14.372236251831055,8,37,32,0,77632,1,12,4,2.2159576416015625,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,1,post_ff,5.019346237182617,8,37,32,0,77632,1,12,4,7.23530387878418,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,2,post_sa,0.8466501235961914,8,37,32,0,77632,1,12,4,8.081954002380371,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,2,post_ff,1.2117109298706055,8,37,32,0,77632,1,12,4,9.293664932250977,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,3,post_sa,-1.164597511291504,8,37,32,0,77632,1,12,4,8.129067420959473,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,3,post_ff,1.5289850234985352,8,37,32,0,77632,1,12,4,9.658052444458008,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,4,post_sa,0.8993024826049805,8,37,32,0,77632,1,12,4,10.557354927062988,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,4,post_ff,0.25609493255615234,8,37,32,0,77632,1,12,4,10.81344985961914,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,5,post_sa,0.39700889587402344,8,37,32,0,77632,1,12,4,11.210458755493164,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,5,post_ff,-0.9665117263793945,8,37,32,0,77632,1,12,4,10.24394702911377,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,6,post_sa,0.7744712829589844,8,37,32,0,77632,1,12,4,11.018418312072754,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,6,post_ff,0.013438224792480469,8,37,32,0,77632,1,12,4,11.031856536865234,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,7,post_sa,1.4535903930664062,8,37,32,0,77632,1,12,4,12.48544692993164,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,7,post_ff,-0.15767860412597656,8,37,32,0,77632,1,12,4,12.327768325805664,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,8,post_sa,-1.9450607299804688,8,37,32,0,77632,1,12,4,10.382707595825195,1,1,4,1600
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",necessary_pattern,4,8,post_ff,-0.39101219177246094,8,37,32,0,77632,1,12,4,9.991695404052734,1,1,4,1600
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",necessary_pattern,4,0,embedding,,8,37,32,0,77632,1,12,4,-12.991276741027832,21,0,4,1600
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",necessary_pattern,4,1,post_sa,12.776737213134766,8,37,32,0,77632,1,12,4,-0.2145395278930664,2,0,4,1600
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",necessary_pattern,4,1,post_ff,1.33563232421875,8,37,32,0,77632,1,12,4,1.1210927963256836,1,1,4,1600
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",necessary_pattern,4,2,post_sa,0.2787046432495117,8,37,32,0,77632,1,12,4,1.3997974395751953,1,1,4,1600
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",necessary_pattern,4,2,post_ff,0.7253990173339844,8,37,32,0,77632,1,12,4,2.1251964569091797,1,1,4,1600
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",necessary_pattern,4,3,post_sa,2.085174560546875,8,37,32,0,77632,1,12,4,4.210371017456055,1,1,4,1600
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",necessary_pattern,4,3,post_ff,-0.3796653747558594,8,37,32,0,77632,1,12,4,3.8307056427001953,1,1,4,1600
