condition,example_id,family,heads,icl_gain,layers,margin,model_seed,probability,rank,stage,target,top1,width
reversed,36,4,2,,2,3.322723388671875,23,0.9643407464027405,1,D2,6,1,32
none,37,4,2,,2,11.279600143432617,23,0.9999842643737793,1,D2,6,1,32
correct,37,4,2,-4.656318664550781,2,6.623281478881836,23,0.9986664056777954,1,D2,6,1,32
shuffled,37,4,2,,2,3.322723388671875,23,0.9643407464027405,1,D2,6,1,32
wrong_chain,37,4,2,,2,7.710868835449219,23,0.9995487332344055,1,D2,6,1,32
irrelevant,37,4,2,,2,5.357948303222656,23,0.9943667054176331,1,D2,6,1,32
reversed,37,4,2,,2,3.322723388671875,23,0.9643407464027405,1,D2,6,1,32
none,38,4,2,,2,11.279600143432617,23,0.9999842643737793,1,D2,6,1,32
correct,38,4,2,-4.656318664550781,2,6.623281478881836,23,0.9986664056777954,1,D2,6,1,32
shuffled,38,4,2,,2,3.322723388671875,23,0.9643407464027405,1,D2,6,1,32
wrong_chain,38,4,2,,2,7.710868835449219,23,0.9995487332344055,1,D2,6,1,32
irrelevant,38,4,2,,2,5.357948303222656,23,0.9943667054176331,1,D2,6,1,32
reversed,38,4,2,,2,3.322723388671875,23,0.9643407464027405,1,D2,6,1,32
none,39,4,2,,2,11.279600143432617,23,0.9999842643737793,1,D2,6,1,32
correct,39,4,2,-4.656318664550781,2,6.623281478881836,23,0.9986664056777954,1,D2,6,1,32
shuffled,39,4,2,,2,3.322723388671875,23,0.9643407464027405,1,D2,6,1,32
wrong_chain,39,4,2,,2,7.710868835449219,23,0.9995487332344055,1,D2,6,1,32
irrelevant,39,4,2,,2,5.357948303222656,23,0.9943667054176331,1,D2,6,1,32
reversed,39,4,2,,2,3.322723388671875,23,0.9643407464027405,1,D2,6,1,32
none,40,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,40,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,40,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,40,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,40,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,40,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,41,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,41,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,41,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,41,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,41,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,41,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,42,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,42,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,42,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,42,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,42,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,42,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,43,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,43,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,43,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,43,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,43,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,43,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,44,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,44,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,44,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,44,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,44,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,44,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,45,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,45,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,45,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,45,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,45,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,45,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,46,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,46,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,46,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,46,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,46,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,46,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,47,5,2,,2,-17.618480682373047,23,2.230388673751804e-08,16,D2,6,0,32
correct,47,5,2,25.428730010986328,2,7.810249328613281,23,0.9995844960212708,1,D2,6,1,32
shuffled,47,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
wrong_chain,47,5,2,,2,1.182708740234375,23,0.7629856467247009,1,D2,6,1,32
irrelevant,47,5,2,,2,-5.820529937744141,23,0.0029384370427578688,3,D2,6,0,32
reversed,47,5,2,,2,-2.3273544311523438,23,0.08826623857021332,2,D2,6,0,32
none,48,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,48,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,48,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,48,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,48,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,48,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,49,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,49,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,49,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,49,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,49,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,49,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,50,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,50,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,50,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,50,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,50,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,50,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,51,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,51,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,51,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,51,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,51,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,51,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,52,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,52,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,52,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,52,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,52,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,52,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,53,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,53,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,53,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,53,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,53,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,53,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,54,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,54,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,54,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,54,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,54,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,54,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,55,6,2,,2,-16.47841453552246,23,6.969872856643633e-08,25,D2,6,0,32
correct,55,6,2,29.137551307678223,2,12.659136772155762,23,0.9999967813491821,1,D2,6,1,32
shuffled,55,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
wrong_chain,55,6,2,,2,4.738197326660156,23,0.988736093044281,1,D2,6,1,32
irrelevant,55,6,2,,2,4.983987808227539,23,0.9927729964256287,1,D2,6,1,32
reversed,55,6,2,,2,5.408262252807617,23,0.9952818751335144,1,D2,6,1,32
none,56,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,56,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,56,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,56,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,56,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,56,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,57,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,57,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,57,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,57,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,57,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,57,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,58,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,58,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,58,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,58,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,58,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,58,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,59,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,59,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,59,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,59,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,59,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,59,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,60,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,60,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,60,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,60,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,60,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,60,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,61,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,61,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,61,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,61,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,61,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,61,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,62,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,62,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,62,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,62,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,62,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,62,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,63,7,2,,2,4.659421920776367,23,0.9893256425857544,1,D2,6,1,32
correct,63,7,2,4.8277435302734375,2,9.487165451049805,23,0.9998990297317505,1,D2,6,1,32
shuffled,63,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
wrong_chain,63,7,2,,2,-9.125286102294922,23,0.0001087214404833503,4,D2,6,0,32
irrelevant,63,7,2,,2,-6.614931106567383,23,0.001327977515757084,4,D2,6,0,32
reversed,63,7,2,,2,-2.9215965270996094,23,0.04983554780483246,2,D2,6,0,32
none,0,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,0,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,0,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,0,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,0,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,0,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,1,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,1,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,1,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,1,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,1,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,1,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,2,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,2,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,2,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,2,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,2,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,2,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,3,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,3,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,3,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,3,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,3,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,3,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,4,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,4,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,4,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,4,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,4,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,4,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,5,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,5,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,5,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,5,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,5,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,5,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,6,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,6,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,6,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,6,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,6,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,6,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,7,0,2,,2,7.178367614746094,37,0.9985257983207703,1,D2,6,1,32
correct,7,0,2,-28.54256820678711,2,-21.364200592041016,37,5.267110081419446e-10,70,D2,6,0,32
shuffled,7,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
wrong_chain,7,0,2,,2,1.6960487365722656,37,0.7966781854629517,1,D2,6,1,32
irrelevant,7,0,2,,2,3.2664241790771484,37,0.954539954662323,1,D2,6,1,32
reversed,7,0,2,,2,-12.623010635375977,37,3.295030637673335e-06,6,D2,6,0,32
none,8,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,8,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,8,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,8,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,8,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,8,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,9,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,9,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,9,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,9,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,9,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,9,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,10,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,10,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,10,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,10,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,10,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,10,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,11,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,11,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,11,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,11,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,11,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,11,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,12,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,12,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,12,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,12,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,12,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,12,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,13,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,13,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,13,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,13,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,13,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,13,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,14,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,14,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,14,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,14,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,14,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,14,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,15,1,2,,2,6.623401641845703,37,0.9962345957756042,1,D2,6,1,32
correct,15,1,2,1.9959354400634766,2,8.61933708190918,37,0.9997119307518005,1,D2,6,1,32
shuffled,15,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
wrong_chain,15,1,2,,2,3.1677722930908203,37,0.959128737449646,1,D2,6,1,32
irrelevant,15,1,2,,2,9.43314266204834,37,0.9998170733451843,1,D2,6,1,32
reversed,15,1,2,,2,7.048201560974121,37,0.9989575147628784,1,D2,6,1,32
none,16,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,16,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,16,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,16,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,16,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,16,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
none,17,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,17,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,17,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,17,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,17,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,17,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
none,18,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,18,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,18,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,18,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,18,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,18,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
none,19,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,19,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,19,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,19,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,19,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,19,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
none,20,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,20,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,20,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,20,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,20,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,20,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
none,21,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,21,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,21,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,21,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,21,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,21,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
none,22,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,22,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,22,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,22,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,22,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,22,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
none,23,2,2,,2,7.145683288574219,37,0.997923731803894,1,D2,6,1,32
correct,23,2,2,2.5211448669433594,2,9.666828155517578,37,0.9997695088386536,1,D2,6,1,32
shuffled,23,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
wrong_chain,23,2,2,,2,10.205055236816406,37,0.999924898147583,1,D2,6,1,32
irrelevant,23,2,2,,2,10.572240829467773,37,0.9998800754547119,1,D2,6,1,32
reversed,23,2,2,,2,9.97671890258789,37,0.9998372793197632,1,D2,6,1,32
