loss,step
23.560714721679688,1
2.607174873352051,50
2.592550277709961,100
2.1783225536346436,150
2.0331883430480957,200
1.8343000411987305,250
1.1648446321487427,300
0.17954540252685547,350
0.0058488198556005955,400
0.0005613089306280017,450
0.0003807932080235332,500
0.00027204910293221474,550
0.0001728495117276907,600
0.00017358454351779073,650
0.00024025014135986567,700
0.00015329846064560115,750
0.00014045348507352173,800
0.00013390065578278154,850
0.00010304449824616313,900
0.00010054582526208833,950
0.00011399383947718889,1000
0.00012740070815198123,1050
0.00011069598258472979,1100
7.901960634626448e-05,1150
5.618209979729727e-05,1200
8.215000707423314e-05,1250
6.50933216093108e-05,1300
8.639052248327062e-05,1350
7.665522571187466e-05,1400
7.291480142157525e-05,1450
5.4816646297695115e-05,1500
6.428168126149103e-05,1550
5.505321314558387e-05,1600
4.813508712686598e-05,1650
5.4293781431624666e-05,1700
4.369957241578959e-05,1750
4.527906276052818e-05,1800
4.0354294469580054e-05,1850
5.4937583627179265e-05,1900
3.751973417820409e-05,1950
3.867085251840763e-05,2000
4.281679503037594e-05,2050
4.2577994463499635e-05,2100
3.7234785850159824e-05,2150
4.8955174861475825e-05,2200
4.2440635297680274e-05,2250
3.324162389617413e-05,2300
4.4416592572815716e-05,2350
3.904887125827372e-05,2400
