cumulative_fluctuation_variance,cumulative_signal,layer_i,layer_j,model_seed,nuisance_count,predictive_family_id,update_covariance
0.4629316277875827,35.599348942438766,4,5,11,4,binary_functor:r1,0.054983802886619575
0.4629316277875827,35.599348942438766,4,6,11,4,binary_functor:r1,-0.17518478017590994
0.4629316277875827,35.599348942438766,4,7,11,4,binary_functor:r1,0.026667372969231194
0.4629316277875827,35.599348942438766,5,0,11,4,binary_functor:r1,-0.041500948999369465
0.4629316277875827,35.599348942438766,5,1,11,4,binary_functor:r1,0.010010706731174485
0.4629316277875827,35.599348942438766,5,2,11,4,binary_functor:r1,-0.052680984417747836
0.4629316277875827,35.599348942438766,5,3,11,4,binary_functor:r1,0.0791049855982816
0.4629316277875827,35.599348942438766,5,4,11,4,binary_functor:r1,0.054983802886619575
0.4629316277875827,35.599348942438766,5,5,11,4,binary_functor:r1,0.16610586228390192
0.4629316277875827,35.599348942438766,5,6,11,4,binary_functor:r1,-0.26691609884941997
0.4629316277875827,35.599348942438766,5,7,11,4,binary_functor:r1,0.036309028565566136
0.4629316277875827,35.599348942438766,6,0,11,4,binary_functor:r1,-0.02240309307345256
0.4629316277875827,35.599348942438766,6,1,11,4,binary_functor:r1,-0.1263290135072194
0.4629316277875827,35.599348942438766,6,2,11,4,binary_functor:r1,0.17156345205690246
0.4629316277875827,35.599348942438766,6,3,11,4,binary_functor:r1,-0.2724506346663392
0.4629316277875827,35.599348942438766,6,4,11,4,binary_functor:r1,-0.17518478017590994
0.4629316277875827,35.599348942438766,6,5,11,4,binary_functor:r1,-0.26691609884941997
0.4629316277875827,35.599348942438766,6,6,11,4,binary_functor:r1,0.717448351067374
0.4629316277875827,35.599348942438766,6,7,11,4,binary_functor:r1,-0.09682180774424606
0.4629316277875827,35.599348942438766,7,0,11,4,binary_functor:r1,0.07383591050623209
0.4629316277875827,35.599348942438766,7,1,11,4,binary_functor:r1,-0.0037302491991795124
0.4629316277875827,35.599348942438766,7,2,11,4,binary_functor:r1,-0.11241738514725126
0.4629316277875827,35.599348942438766,7,3,11,4,binary_functor:r1,0.08622607030310697
0.4629316277875827,35.599348942438766,7,4,11,4,binary_functor:r1,0.026667372969231194
0.4629316277875827,35.599348942438766,7,5,11,4,binary_functor:r1,0.036309028565566136
0.4629316277875827,35.599348942438766,7,6,11,4,binary_functor:r1,-0.09682180774424606
0.4629316277875827,35.599348942438766,7,7,11,4,binary_functor:r1,0.04820380102440444
2.3393311981184746,45.398119290669754,0,0,11,4,binary_functor:r2,3.9608798602744315
2.3393311981184746,45.398119290669754,0,1,11,4,binary_functor:r2,-3.551776399892472
2.3393311981184746,45.398119290669754,0,2,11,4,binary_functor:r2,-0.604857279311187
2.3393311981184746,45.398119290669754,0,3,11,4,binary_functor:r2,1.754616259662919
2.3393311981184746,45.398119290669754,0,4,11,4,binary_functor:r2,0.38816170571807923
2.3393311981184746,45.398119290669754,0,5,11,4,binary_functor:r2,-0.2702077059579593
2.3393311981184746,45.398119290669754,0,6,11,4,binary_functor:r2,-2.4845944731914367
2.3393311981184746,45.398119290669754,0,7,11,4,binary_functor:r2,1.4247176494430032
2.3393311981184746,45.398119290669754,1,0,11,4,binary_functor:r2,-3.551776399892472
2.3393311981184746,45.398119290669754,1,1,11,4,binary_functor:r2,3.721721844391381
2.3393311981184746,45.398119290669754,1,2,11,4,binary_functor:r2,0.46547877889505207
2.3393311981184746,45.398119290669754,1,3,11,4,binary_functor:r2,-2.111702699719162
2.3393311981184746,45.398119290669754,1,4,11,4,binary_functor:r2,-0.31127905278804346
2.3393311981184746,45.398119290669754,1,5,11,4,binary_functor:r2,0.30532821777354585
2.3393311981184746,45.398119290669754,1,6,11,4,binary_functor:r2,2.860860365026666
2.3393311981184746,45.398119290669754,1,7,11,4,binary_functor:r2,-1.1798323305207015
2.3393311981184746,45.398119290669754,2,0,11,4,binary_functor:r2,-0.604857279311187
2.3393311981184746,45.398119290669754,2,1,11,4,binary_functor:r2,0.46547877889505207
2.3393311981184746,45.398119290669754,2,2,11,4,binary_functor:r2,0.3375661436059683
2.3393311981184746,45.398119290669754,2,3,11,4,binary_functor:r2,-0.2419141505604192
2.3393311981184746,45.398119290669754,2,4,11,4,binary_functor:r2,-0.08201418494437954
2.3393311981184746,45.398119290669754,2,5,11,4,binary_functor:r2,0.029237352482058755
2.3393311981184746,45.398119290669754,2,6,11,4,binary_functor:r2,0.41127535759596184
2.3393311981184746,45.398119290669754,2,7,11,4,binary_functor:r2,-0.24778290113361193
2.3393311981184746,45.398119290669754,3,0,11,4,binary_functor:r2,1.754616259662919
2.3393311981184746,45.398119290669754,3,1,11,4,binary_functor:r2,-2.111702699719162
2.3393311981184746,45.398119290669754,3,2,11,4,binary_functor:r2,-0.2419141505604192
2.3393311981184746,45.398119290669754,3,3,11,4,binary_functor:r2,1.6463045971789654
2.3393311981184746,45.398119290669754,3,4,11,4,binary_functor:r2,0.22318335832418412
2.3393311981184746,45.398119290669754,3,5,11,4,binary_functor:r2,-0.256619534164987
2.3393311981184746,45.398119290669754,3,6,11,4,binary_functor:r2,-2.094765183932609
2.3393311981184746,45.398119290669754,3,7,11,4,binary_functor:r2,0.768255392895526
2.3393311981184746,45.398119290669754,4,0,11,4,binary_functor:r2,0.38816170571807923
2.3393311981184746,45.398119290669754,4,1,11,4,binary_functor:r2,-0.31127905278804346
2.3393311981184746,45.398119290669754,4,2,11,4,binary_functor:r2,-0.08201418494437954
2.3393311981184746,45.398119290669754,4,3,11,4,binary_functor:r2,0.22318335832418412
2.3393311981184746,45.398119290669754,4,4,11,4,binary_functor:r2,0.18093238277394832
2.3393311981184746,45.398119290669754,4,5,11,4,binary_functor:r2,-0.038900397101604714
2.3393311981184746,45.398119290669754,4,6,11,4,binary_functor:r2,-0.38954219879415036
2.3393311981184746,45.398119290669754,4,7,11,4,binary_functor:r2,0.34994226832000924
2.3393311981184746,45.398119290669754,5,0,11,4,binary_functor:r2,-0.2702077059579593
2.3393311981184746,45.398119290669754,5,1,11,4,binary_functor:r2,0.30532821777354585
2.3393311981184746,45.398119290669754,5,2,11,4,binary_functor:r2,0.029237352482058755
2.3393311981184746,45.398119290669754,5,3,11,4,binary_functor:r2,-0.256619534164987
2.3393311981184746,45.398119290669754,5,4,11,4,binary_functor:r2,-0.038900397101604714
2.3393311981184746,45.398119290669754,5,5,11,4,binary_functor:r2,0.08911481911681304
2.3393311981184746,45.398119290669754,5,6,11,4,binary_functor:r2,0.39215300006977
2.3393311981184746,45.398119290669754,5,7,11,4,binary_functor:r2,-0.13919405503214546
2.3393311981184746,45.398119290669754,6,0,11,4,binary_functor:r2,-2.4845944731914367
2.3393311981184746,45.398119290669754,6,1,11,4,binary_functor:r2,2.860860365026666
2.3393311981184746,45.398119290669754,6,2,11,4,binary_functor:r2,0.41127535759596184
2.3393311981184746,45.398119290669754,6,3,11,4,binary_functor:r2,-2.094765183932609
2.3393311981184746,45.398119290669754,6,4,11,4,binary_functor:r2,-0.38954219879415036
2.3393311981184746,45.398119290669754,6,5,11,4,binary_functor:r2,0.39215300006977
2.3393311981184746,45.398119290669754,6,6,11,4,binary_functor:r2,2.962454590824805
2.3393311981184746,45.398119290669754,6,7,11,4,binary_functor:r2,-1.1876115344946772
2.3393311981184746,45.398119290669754,7,0,11,4,binary_functor:r2,1.4247176494430032
2.3393311981184746,45.398119290669754,7,1,11,4,binary_functor:r2,-1.1798323305207015
2.3393311981184746,45.398119290669754,7,2,11,4,binary_functor:r2,-0.24778290113361193
2.3393311981184746,45.398119290669754,7,3,11,4,binary_functor:r2,0.768255392895526
2.3393311981184746,45.398119290669754,7,4,11,4,binary_functor:r2,0.34994226832000924
2.3393311981184746,45.398119290669754,7,5,11,4,binary_functor:r2,-0.13919405503214546
2.3393311981184746,45.398119290669754,7,6,11,4,binary_functor:r2,-1.1876115344946772
2.3393311981184746,45.398119290669754,7,7,11,4,binary_functor:r2,1.0791257106177041
0.27731455219417467,41.94360740979513,0,0,11,8,contiguous_ngram:r0,6.992598350640781
0.27731455219417467,41.94360740979513,0,1,11,8,contiguous_ngram:r0,-3.781958641457839
0.27731455219417467,41.94360740979513,0,2,11,8,contiguous_ngram:r0,-1.9757099289167441
0.27731455219417467,41.94360740979513,0,3,11,8,contiguous_ngram:r0,-0.18219363988679438
0.27731455219417467,41.94360740979513,0,4,11,8,contiguous_ngram:r0,2.10515357551156
0.27731455219417467,41.94360740979513,0,5,11,8,contiguous_ngram:r0,2.1829594372275096
0.27731455219417467,41.94360740979513,0,6,11,8,contiguous_ngram:r0,-6.012165162320633
0.27731455219417467,41.94360740979513,0,7,11,8,contiguous_ngram:r0,0.374451769902242
0.27731455219417467,41.94360740979513,1,0,11,8,contiguous_ngram:r0,-3.781958641457839
0.27731455219417467,41.94360740979513,1,1,11,8,contiguous_ngram:r0,2.6938695869983516
0.27731455219417467,41.94360740979513,1,2,11,8,contiguous_ngram:r0,0.6563574104457902
0.27731455219417467,41.94360740979513,1,3,11,8,contiguous_ngram:r0,0.24036613865758807
0.27731455219417467,41.94360740979513,1,4,11,8,contiguous_ngram:r0,-0.9928995821206131
0.27731455219417467,41.94360740979513,1,5,11,8,contiguous_ngram:r0,-0.9854597393842514
0.27731455219417467,41.94360740979513,1,6,11,8,contiguous_ngram:r0,2.9986141866480382
0.27731455219417467,41.94360740979513,1,7,11,8,contiguous_ngram:r0,-0.5966167079605758
0.27731455219417467,41.94360740979513,2,0,11,8,contiguous_ngram:r0,-1.9757099289167441
0.27731455219417467,41.94360740979513,2,1,11,8,contiguous_ngram:r0,0.6563574104457902
0.27731455219417467,41.94360740979513,2,2,11,8,contiguous_ngram:r0,1.7313391516906698
0.27731455219417467,41.94360740979513,2,3,11,8,contiguous_ngram:r0,0.14668214365040264
0.27731455219417467,41.94360740979513,2,4,11,8,contiguous_ngram:r0,-0.5660339248352929
0.27731455219417467,41.94360740979513,2,5,11,8,contiguous_ngram:r0,-0.4397034421808712
0.27731455219417467,41.94360740979513,2,6,11,8,contiguous_ngram:r0,1.2557497889002993
0.27731455219417467,41.94360740979513,2,7,11,8,contiguous_ngram:r0,-0.3991450332570656
0.27731455219417467,41.94360740979513,3,0,11,8,contiguous_ngram:r0,-0.18219363988679438
0.27731455219417467,41.94360740979513,3,1,11,8,contiguous_ngram:r0,0.24036613865758807
0.27731455219417467,41.94360740979513,3,2,11,8,contiguous_ngram:r0,0.14668214365040264
0.27731455219417467,41.94360740979513,3,3,11,8,contiguous_ngram:r0,0.174196699702875
0.27731455219417467,41.94360740979513,3,4,11,8,contiguous_ngram:r0,-0.010871966145383664
0.27731455219417467,41.94360740979513,3,5,11,8,contiguous_ngram:r0,0.09830121801149455
0.27731455219417467,41.94360740979513,3,6,11,8,contiguous_ngram:r0,-0.0965128462408261
0.27731455219417467,41.94360740979513,3,7,11,8,contiguous_ngram:r0,-0.20702235263833604
0.27731455219417467,41.94360740979513,4,0,11,8,contiguous_ngram:r0,2.10515357551156
0.27731455219417467,41.94360740979513,4,1,11,8,contiguous_ngram:r0,-0.9928995821206131
0.27731455219417467,41.94360740979513,4,2,11,8,contiguous_ngram:r0,-0.5660339248352929
0.27731455219417467,41.94360740979513,4,3,11,8,contiguous_ngram:r0,-0.010871966145383664
0.27731455219417467,41.94360740979513,4,4,11,8,contiguous_ngram:r0,0.7654534720450101
0.27731455219417467,41.94360740979513,4,5,11,8,contiguous_ngram:r0,0.7867572377390388
0.27731455219417467,41.94360740979513,4,6,11,8,contiguous_ngram:r0,-2.019467147473031
0.27731455219417467,41.94360740979513,4,7,11,8,contiguous_ngram:r0,-0.11892898096754258
0.27731455219417467,41.94360740979513,5,0,11,8,contiguous_ngram:r0,2.1829594372275096
0.27731455219417467,41.94360740979513,5,1,11,8,contiguous_ngram:r0,-0.9854597393842514
0.27731455219417467,41.94360740979513,5,2,11,8,contiguous_ngram:r0,-0.4397034421808712
0.27731455219417467,41.94360740979513,5,3,11,8,contiguous_ngram:r0,0.09830121801149455
0.27731455219417467,41.94360740979513,5,4,11,8,contiguous_ngram:r0,0.7867572377390388
0.27731455219417467,41.94360740979513,5,5,11,8,contiguous_ngram:r0,0.9290105200119466
0.27731455219417467,41.94360740979513,5,6,11,8,contiguous_ngram:r0,-2.258260560913393
0.27731455219417467,41.94360740979513,5,7,11,8,contiguous_ngram:r0,-0.21346192926971116
0.27731455219417467,41.94360740979513,6,0,11,8,contiguous_ngram:r0,-6.012165162320633
0.27731455219417467,41.94360740979513,6,1,11,8,contiguous_ngram:r0,2.9986141866480382
0.27731455219417467,41.94360740979513,6,2,11,8,contiguous_ngram:r0,1.2557497889002993
0.27731455219417467,41.94360740979513,6,3,11,8,contiguous_ngram:r0,-0.0965128462408261
0.27731455219417467,41.94360740979513,6,4,11,8,contiguous_ngram:r0,-2.019467147473031
0.27731455219417467,41.94360740979513,6,5,11,8,contiguous_ngram:r0,-2.258260560913393
0.27731455219417467,41.94360740979513,6,6,11,8,contiguous_ngram:r0,5.886541547828384
0.27731455219417467,41.94360740979513,6,7,11,8,contiguous_ngram:r0,0.19357983788296965
0.27731455219417467,41.94360740979513,7,0,11,8,contiguous_ngram:r0,0.374451769902242
0.27731455219417467,41.94360740979513,7,1,11,8,contiguous_ngram:r0,-0.5966167079605758
0.27731455219417467,41.94360740979513,7,2,11,8,contiguous_ngram:r0,-0.3991450332570656
0.27731455219417467,41.94360740979513,7,3,11,8,contiguous_ngram:r0,-0.20702235263833604
0.27731455219417467,41.94360740979513,7,4,11,8,contiguous_ngram:r0,-0.11892898096754258
0.27731455219417467,41.94360740979513,7,5,11,8,contiguous_ngram:r0,-0.21346192926971116
0.27731455219417467,41.94360740979513,7,6,11,8,contiguous_ngram:r0,0.19357983788296965
0.27731455219417467,41.94360740979513,7,7,11,8,contiguous_ngram:r0,0.7391829060600987
2.274362338018853,35.04565008481343,0,0,11,8,contiguous_ngram:r1,2.4164155795692888
2.274362338018853,35.04565008481343,0,1,11,8,contiguous_ngram:r1,-1.2209773296527795
2.274362338018853,35.04565008481343,0,2,11,8,contiguous_ngram:r1,-1.0979662759766529
2.274362338018853,35.04565008481343,0,3,11,8,contiguous_ngram:r1,0.0237855551184001
2.274362338018853,35.04565008481343,0,4,11,8,contiguous_ngram:r1,-0.2150159742510699
2.274362338018853,35.04565008481343,0,5,11,8,contiguous_ngram:r1,-0.4458647372804547
2.274362338018853,35.04565008481343,0,6,11,8,contiguous_ngram:r1,1.1605702377182752
2.274362338018853,35.04565008481343,0,7,11,8,contiguous_ngram:r1,-0.041641137028929034
2.274362338018853,35.04565008481343,1,0,11,8,contiguous_ngram:r1,-1.2209773296527795
2.274362338018853,35.04565008481343,1,1,11,8,contiguous_ngram:r1,0.8736291961028626
2.274362338018853,35.04565008481343,1,2,11,8,contiguous_ngram:r1,0.6464533934096119
2.274362338018853,35.04565008481343,1,3,11,8,contiguous_ngram:r1,0.10852192707234005
2.274362338018853,35.04565008481343,1,4,11,8,contiguous_ngram:r1,0.27252762841900136
2.274362338018853,35.04565008481343,1,5,11,8,contiguous_ngram:r1,0.33078890805669897
2.274362338018853,35.04565008481343,1,6,11,8,contiguous_ngram:r1,-1.2110693449406178
2.274362338018853,35.04565008481343,1,7,11,8,contiguous_ngram:r1,-0.007547643046426396
2.274362338018853,35.04565008481343,2,0,11,8,contiguous_ngram:r1,-1.0979662759766529
2.274362338018853,35.04565008481343,2,1,11,8,contiguous_ngram:r1,0.6464533934096119
2.274362338018853,35.04565008481343,2,2,11,8,contiguous_ngram:r1,2.8953284135989112
2.274362338018853,35.04565008481343,2,3,11,8,contiguous_ngram:r1,-0.15630720515637778
2.274362338018853,35.04565008481343,2,4,11,8,contiguous_ngram:r1,0.34246610510879033
2.274362338018853,35.04565008481343,2,5,11,8,contiguous_ngram:r1,0.0814630797010867
2.274362338018853,35.04565008481343,2,6,11,8,contiguous_ngram:r1,-1.275432282287759
2.274362338018853,35.04565008481343,2,7,11,8,contiguous_ngram:r1,0.11075212670083133
2.274362338018853,35.04565008481343,3,0,11,8,contiguous_ngram:r1,0.0237855551184001
2.274362338018853,35.04565008481343,3,1,11,8,contiguous_ngram:r1,0.10852192707234005
2.274362338018853,35.04565008481343,3,2,11,8,contiguous_ngram:r1,-0.15630720515637778
2.274362338018853,35.04565008481343,3,3,11,8,contiguous_ngram:r1,0.32820688080845906
2.274362338018853,35.04565008481343,3,4,11,8,contiguous_ngram:r1,0.048323667373159136
2.274362338018853,35.04565008481343,3,5,11,8,contiguous_ngram:r1,0.13630484837551302
2.274362338018853,35.04565008481343,3,6,11,8,contiguous_ngram:r1,-0.462382574729335
2.274362338018853,35.04565008481343,3,7,11,8,contiguous_ngram:r1,0.08349067447835351
2.274362338018853,35.04565008481343,4,0,11,8,contiguous_ngram:r1,-0.2150159742510699
2.274362338018853,35.04565008481343,4,1,11,8,contiguous_ngram:r1,0.27252762841900136
2.274362338018853,35.04565008481343,4,2,11,8,contiguous_ngram:r1,0.34246610510879033
2.274362338018853,35.04565008481343,4,3,11,8,contiguous_ngram:r1,0.048323667373159136
2.274362338018853,35.04565008481343,4,4,11,8,contiguous_ngram:r1,0.34899243532678076
2.274362338018853,35.04565008481343,4,5,11,8,contiguous_ngram:r1,0.1235796565474216
2.274362338018853,35.04565008481343,4,6,11,8,contiguous_ngram:r1,-0.83285901781032
2.274362338018853,35.04565008481343,4,7,11,8,contiguous_ngram:r1,0.0032559237080973173
2.274362338018853,35.04565008481343,5,0,11,8,contiguous_ngram:r1,-0.4458647372804547
2.274362338018853,35.04565008481343,5,1,11,8,contiguous_ngram:r1,0.33078890805669897
2.274362338018853,35.04565008481343,5,2,11,8,contiguous_ngram:r1,0.0814630797010867
2.274362338018853,35.04565008481343,5,3,11,8,contiguous_ngram:r1,0.13630484837551302
2.274362338018853,35.04565008481343,5,4,11,8,contiguous_ngram:r1,0.1235796565474216
2.274362338018853,35.04565008481343,5,5,11,8,contiguous_ngram:r1,0.22778005598201795
2.274362338018853,35.04565008481343,5,6,11,8,contiguous_ngram:r1,-0.6253906993151759
2.274362338018853,35.04565008481343,5,7,11,8,contiguous_ngram:r1,-0.06839384239692388
2.274362338018853,35.04565008481343,6,0,11,8,contiguous_ngram:r1,1.1605702377182752
2.274362338018853,35.04565008481343,6,1,11,8,contiguous_ngram:r1,-1.2110693449406178
2.274362338018853,35.04565008481343,6,2,11,8,contiguous_ngram:r1,-1.275432282287759
2.274362338018853,35.04565008481343,6,3,11,8,contiguous_ngram:r1,-0.462382574729335
2.274362338018853,35.04565008481343,6,4,11,8,contiguous_ngram:r1,-0.83285901781032
2.274362338018853,35.04565008481343,6,5,11,8,contiguous_ngram:r1,-0.6253906993151759
2.274362338018853,35.04565008481343,6,6,11,8,contiguous_ngram:r1,3.1851873443794667
2.274362338018853,35.04565008481343,6,7,11,8,contiguous_ngram:r1,0.044206611524218294
2.274362338018853,35.04565008481343,7,0,11,8,contiguous_ngram:r1,-0.041641137028929034
2.274362338018853,35.04565008481343,7,1,11,8,contiguous_ngram:r1,-0.007547643046426396
2.274362338018853,35.04565008481343,7,2,11,8,contiguous_ngram:r1,0.11075212670083133
2.274362338018853,35.04565008481343,7,3,11,8,contiguous_ngram:r1,0.08349067447835351
2.274362338018853,35.04565008481343,7,4,11,8,contiguous_ngram:r1,0.0032559237080973173
2.274362338018853,35.04565008481343,7,5,11,8,contiguous_ngram:r1,-0.06839384239692388
2.274362338018853,35.04565008481343,7,6,11,8,contiguous_ngram:r1,0.044206611524218294
2.274362338018853,35.04565008481343,7,7,11,8,contiguous_ngram:r1,0.28753787337311193
2.9393473575833133,43.969978650410965,0,0,11,8,contiguous_ngram:r2,2.924446242543595
2.9393473575833133,43.969978650410965,0,1,11,8,contiguous_ngram:r2,-2.6554461720388094
2.9393473575833133,43.969978650410965,0,2,11,8,contiguous_ngram:r2,-0.8194946561212201
2.9393473575833133,43.969978650410965,0,3,11,8,contiguous_ngram:r2,1.7004040666102864
2.9393473575833133,43.969978650410965,0,4,11,8,contiguous_ngram:r2,0.7037855686128226
2.9393473575833133,43.969978650410965,0,5,11,8,contiguous_ngram:r2,-0.3109473365351814
2.9393473575833133,43.969978650410965,0,6,11,8,contiguous_ngram:r2,-1.9481894279578589
2.9393473575833133,43.969978650410965,0,7,11,8,contiguous_ngram:r2,0.7469137098545008
2.9393473575833133,43.969978650410965,1,0,11,8,contiguous_ngram:r2,-2.6554461720388094
2.9393473575833133,43.969978650410965,1,1,11,8,contiguous_ngram:r2,4.3147899092723625
2.9393473575833133,43.969978650410965,1,2,11,8,contiguous_ngram:r2,0.6791207936691507
2.9393473575833133,43.969978650410965,1,3,11,8,contiguous_ngram:r2,-3.2310290423013637
2.9393473575833133,43.969978650410965,1,4,11,8,contiguous_ngram:r2,-0.8849061676697382
2.9393473575833133,43.969978650410965,1,5,11,8,contiguous_ngram:r2,0.7004889478847128
2.9393473575833133,43.969978650410965,1,6,11,8,contiguous_ngram:r2,0.0906140273723533
2.9393473575833133,43.969978650410965,1,7,11,8,contiguous_ngram:r2,-0.6805404145342794
2.9393473575833133,43.969978650410965,2,0,11,8,contiguous_ngram:r2,-0.8194946561212201
2.9393473575833133,43.969978650410965,2,1,11,8,contiguous_ngram:r2,0.6791207936691507
2.9393473575833133,43.969978650410965,2,2,11,8,contiguous_ngram:r2,0.6167339396214436
2.9393473575833133,43.969978650410965,2,3,11,8,contiguous_ngram:r2,-0.6848477156034719
2.9393473575833133,43.969978650410965,2,4,11,8,contiguous_ngram:r2,-0.2423680729807805
2.9393473575833133,43.969978650410965,2,5,11,8,contiguous_ngram:r2,0.27767234849373135
2.9393473575833133,43.969978650410965,2,6,11,8,contiguous_ngram:r2,-0.0882197485479441
2.9393473575833133,43.969978650410965,2,7,11,8,contiguous_ngram:r2,-0.30139830459205713
2.9393473575833133,43.969978650410965,3,0,11,8,contiguous_ngram:r2,1.7004040666102864
2.9393473575833133,43.969978650410965,3,1,11,8,contiguous_ngram:r2,-3.2310290423013637
2.9393473575833133,43.969978650410965,3,2,11,8,contiguous_ngram:r2,-0.6848477156034719
2.9393473575833133,43.969978650410965,3,3,11,8,contiguous_ngram:r2,3.1125490949642693
2.9393473575833133,43.969978650410965,3,4,11,8,contiguous_ngram:r2,0.4128898007364418
2.9393473575833133,43.969978650410965,3,5,11,8,contiguous_ngram:r2,-0.6818602224874336
2.9393473575833133,43.969978650410965,3,6,11,8,contiguous_ngram:r2,0.6576905715424856
2.9393473575833133,43.969978650410965,3,7,11,8,contiguous_ngram:r2,0.23813616435585797
2.9393473575833133,43.969978650410965,4,0,11,8,contiguous_ngram:r2,0.7037855686128226
2.9393473575833133,43.969978650410965,4,1,11,8,contiguous_ngram:r2,-0.8849061676697382
2.9393473575833133,43.969978650410965,4,2,11,8,contiguous_ngram:r2,-0.2423680729807805
2.9393473575833133,43.969978650410965,4,3,11,8,contiguous_ngram:r2,0.4128898007364418
2.9393473575833133,43.969978650410965,4,4,11,8,contiguous_ngram:r2,0.46882649731948295
2.9393473575833133,43.969978650410965,4,5,11,8,contiguous_ngram:r2,-0.13473897464194293
2.9393473575833133,43.969978650410965,4,6,11,8,contiguous_ngram:r2,-0.14157495540830772
2.9393473575833133,43.969978650410965,4,7,11,8,contiguous_ngram:r2,0.27775012652621933
2.9393473575833133,43.969978650410965,5,0,11,8,contiguous_ngram:r2,-0.3109473365351814
2.9393473575833133,43.969978650410965,5,1,11,8,contiguous_ngram:r2,0.7004889478847128
2.9393473575833133,43.969978650410965,5,2,11,8,contiguous_ngram:r2,0.27767234849373135
2.9393473575833133,43.969978650410965,5,3,11,8,contiguous_ngram:r2,-0.6818602224874336
2.9393473575833133,43.969978650410965,5,4,11,8,contiguous_ngram:r2,-0.13473897464194293
2.9393473575833133,43.969978650410965,5,5,11,8,contiguous_ngram:r2,0.29993378846403507
2.9393473575833133,43.969978650410965,5,6,11,8,contiguous_ngram:r2,-0.8211211860191476
2.9393473575833133,43.969978650410965,5,7,11,8,contiguous_ngram:r2,-0.14360284251262617
2.9393473575833133,43.969978650410965,6,0,11,8,contiguous_ngram:r2,-1.9481894279578589
2.9393473575833133,43.969978650410965,6,1,11,8,contiguous_ngram:r2,0.0906140273723533
2.9393473575833133,43.969978650410965,6,2,11,8,contiguous_ngram:r2,-0.0882197485479441
2.9393473575833133,43.969978650410965,6,3,11,8,contiguous_ngram:r2,0.6576905715424856
2.9393473575833133,43.969978650410965,6,4,11,8,contiguous_ngram:r2,-0.14157495540830772
2.9393473575833133,43.969978650410965,6,5,11,8,contiguous_ngram:r2,-0.8211211860191476
2.9393473575833133,43.969978650410965,6,6,11,8,contiguous_ngram:r2,5.974730815578588
2.9393473575833133,43.969978650410965,6,7,11,8,contiguous_ngram:r2,-0.36063738436962123
2.9393473575833133,43.969978650410965,7,0,11,8,contiguous_ngram:r2,0.7469137098545008
2.9393473575833133,43.969978650410965,7,1,11,8,contiguous_ngram:r2,-0.6805404145342794
2.9393473575833133,43.969978650410965,7,2,11,8,contiguous_ngram:r2,-0.30139830459205713
2.9393473575833133,43.969978650410965,7,3,11,8,contiguous_ngram:r2,0.23813616435585797
2.9393473575833133,43.969978650410965,7,4,11,8,contiguous_ngram:r2,0.27775012652621933
2.9393473575833133,43.969978650410965,7,5,11,8,contiguous_ngram:r2,-0.14360284251262617
2.9393473575833133,43.969978650410965,7,6,11,8,contiguous_ngram:r2,-0.36063738436962123
2.9393473575833133,43.969978650410965,7,7,11,8,contiguous_ngram:r2,0.5182500671459792
0.5835791187872926,41.243545611699425,0,0,11,8,skip_gram:r0,5.154822548635821
0.5835791187872926,41.243545611699425,0,1,11,8,skip_gram:r0,-2.5221327684294836
0.5835791187872926,41.243545611699425,0,2,11,8,skip_gram:r0,-0.7814350503745945
0.5835791187872926,41.243545611699425,0,3,11,8,skip_gram:r0,0.016883855128650215
0.5835791187872926,41.243545611699425,0,4,11,8,skip_gram:r0,1.2675425652676662
0.5835791187872926,41.243545611699425,0,5,11,8,skip_gram:r0,1.5710894129754045
0.5835791187872926,41.243545611699425,0,6,11,8,skip_gram:r0,-3.0590186984673395
0.5835791187872926,41.243545611699425,0,7,11,8,skip_gram:r0,-1.3392355203852113
0.5835791187872926,41.243545611699425,1,0,11,8,skip_gram:r0,-2.5221327684294836
0.5835791187872926,41.243545611699425,1,1,11,8,skip_gram:r0,1.5454301362740146
0.5835791187872926,41.243545611699425,1,2,11,8,skip_gram:r0,0.21669131336015696
0.5835791187872926,41.243545611699425,1,3,11,8,skip_gram:r0,0.07812527666415421
0.5835791187872926,41.243545611699425,1,4,11,8,skip_gram:r0,-0.5933933357277553
0.5835791187872926,41.243545611699425,1,5,11,8,skip_gram:r0,-0.6670594392520467
0.5835791187872926,41.243545611699425,1,6,11,8,skip_gram:r0,1.4600708580668322
0.5835791187872926,41.243545611699425,1,7,11,8,skip_gram:r0,0.5365587589069698
0.5835791187872926,41.243545611699425,2,0,11,8,skip_gram:r0,-0.7814350503745945
0.5835791187872926,41.243545611699425,2,1,11,8,skip_gram:r0,0.21669131336015696
0.5835791187872926,41.243545611699425,2,2,11,8,skip_gram:r0,0.5651476388558918
0.5835791187872926,41.243545611699425,2,3,11,8,skip_gram:r0,-0.03693467357722759
0.5835791187872926,41.243545611699425,2,4,11,8,skip_gram:r0,-0.08967376769491733
0.5835791187872926,41.243545611699425,2,5,11,8,skip_gram:r0,-0.08835092754487629
0.5835791187872926,41.243545611699425,2,6,11,8,skip_gram:r0,0.13181625253150744
0.5835791187872926,41.243545611699425,2,7,11,8,skip_gram:r0,0.11660767901974566
0.5835791187872926,41.243545611699425,3,0,11,8,skip_gram:r0,0.016883855128650215
0.5835791187872926,41.243545611699425,3,1,11,8,skip_gram:r0,0.07812527666415421
