fraction_positive_margin_update,from_depth,margin_update_snr,mean_margin_update,model_seed,nuisance_count,predictive_family_id,to_depth,var_margin_update
0.6666666666666666,5,0.6427889200231873,1.0476600329081218,11,4,skip_gram:r2,6,2.656464296455576
0.8333333333333334,6,1.1230708208449096,2.5962414741516113,11,4,skip_gram:r2,7,5.344115988581176
0.6666666666666666,7,0.5021299732920275,0.7256887753804525,11,4,skip_gram:r2,8,2.0886636710775393
1.0,0,3.0510899960418945,6.790974140167236,11,8,skip_gram:r2,1,4.953978456232107
1.0,1,10.211819161301602,26.519475142161053,11,8,skip_gram:r2,2,6.744094000280932
1.0,2,1.6744917618370496,1.2100704511006672,11,8,skip_gram:r2,3,0.5222221271472637
1.0,3,1.8279053263494023,3.746234575907389,11,8,skip_gram:r2,4,4.200321514361239
0.25,4,-0.650838494445304,-0.6200327078501383,11,8,skip_gram:r2,5,0.9075754239154872
0.25,5,-0.7948878487758332,-0.32439708709716797,11,8,skip_gram:r2,6,0.1665490478472665
1.0,6,3.190532694164384,5.962551832199097,11,8,skip_gram:r2,7,3.4925121969529713
1.0,7,1.7415694274108238,1.9296852747599285,11,8,skip_gram:r2,8,1.2276975051857635
1.0,0,1587754154.2053223,15.877541542053223,23,0,binary_functor:r0,1,0.0
1.0,1,1131647205.3527832,11.316472053527832,23,0,binary_functor:r0,2,0.0
0.0,2,-326548194.8852539,-3.265481948852539,23,0,binary_functor:r0,3,0.0
1.0,3,571220397.9492188,5.7122039794921875,23,0,binary_functor:r0,4,0.0
0.0,4,-312817001.34277344,-3.1281700134277344,23,0,binary_functor:r0,5,0.0
1.0,5,57265090.94238281,0.5726509094238281,23,0,binary_functor:r0,6,0.0
1.0,6,866301918.0297852,8.663019180297852,23,0,binary_functor:r0,7,0.0
1.0,7,69555854.79736328,0.6955585479736328,23,0,binary_functor:r0,8,0.0
1.0,0,29.38668725037069,16.450787385304768,23,4,binary_functor:r0,1,0.31338059544988495
1.0,1,46.18369183885246,11.324410438537598,23,4,binary_functor:r0,2,0.060124831750230937
0.0,2,-19.599956792836753,-3.4924416542053223,23,4,binary_functor:r0,3,0.03175031527255421
1.0,3,7.225004279682369,5.052664120992024,23,4,binary_functor:r0,4,0.48906279848388023
0.0,4,-7.267238715163547,-2.6928462982177734,23,4,binary_functor:r0,5,0.1373043369530933
1.0,5,2.6520526147746155,1.089980125427246,23,4,binary_functor:r0,6,0.1689168077338598
1.0,6,73.89368004487709,8.494218349456787,23,4,binary_functor:r0,7,0.01321393524209601
1.0,7,7.326851049690596,0.5079150994618734,23,4,binary_functor:r0,8,0.004805597544701056
1.0,0,10.102960721810714,14.166480302810669,23,8,binary_functor:r0,1,1.966195007076935
1.0,1,13.847152172422879,11.090581178665161,23,8,binary_functor:r0,2,0.6414867190941013
0.0,2,-5.026569924393789,-2.585412343343099,23,8,binary_functor:r0,3,0.2645551146278828
1.0,3,11.283253607963008,5.5025308926900225,23,8,binary_functor:r0,4,0.23782431898504885
