direction,generator_family,input_delta_norm,jvp_cosine,layer,model_seed,observed_delta_norm,prediction_space_relative_error,predictive_family_id,relative_norm_error
nuisance,skip_gram,3.538268804550171,0.9938449859619141,2,37,4.975340843200684,0.18102721869945526,skip_gram:r1,0.16018927097320557
nuisance,skip_gram,4.975340843200684,0.9975984692573547,3,37,10.84029483795166,0.1271580010652542,skip_gram:r1,0.116509810090065
signal,skip_gram,9.738350868225098,0.632361114025116,0,37,12.428747177124023,0.8369994759559631,skip_gram:r1,0.7781713604927063
signal,skip_gram,12.428747177124023,0.9757847189903259,1,37,15.273141860961914,0.2065490037202835,skip_gram:r1,0.21940511465072632
signal,skip_gram,15.273141860961914,0.9410897493362427,2,37,20.65574836730957,0.4430604577064514,skip_gram:r1,0.5128462910652161
signal,skip_gram,20.65574836730957,0.9962776303291321,3,37,24.14188003540039,0.11841999739408493,skip_gram:r1,0.08954772353172302
nuisance,skip_gram,0.0,0.2832452058792114,0,37,1.5685235261917114,1.142232060432434,skip_gram:r2,1.318697214126587
nuisance,skip_gram,1.5685235261917114,0.8075767159461975,1,37,1.9459307193756104,0.5497386455535889,skip_gram:r2,0.6999308466911316
nuisance,skip_gram,1.9459307193756104,0.9916690587997437,2,37,1.9321283102035522,0.09331904351711273,skip_gram:r2,0.12940344214439392
nuisance,skip_gram,1.9321283102035522,0.9994804263114929,3,37,1.8752018213272095,0.023534191772341728,skip_gram:r2,0.03240570053458214
signal,skip_gram,7.914722442626953,0.8715534806251526,0,37,8.280972480773926,0.372607946395874,skip_gram:r2,0.5040632486343384
signal,skip_gram,8.280972480773926,0.9406073093414307,1,37,9.223004341125488,0.2520206570625305,skip_gram:r2,0.34021255373954773
signal,skip_gram,9.223004341125488,0.9664081335067749,2,37,9.974786758422852,0.17317308485507965,skip_gram:r2,0.25701409578323364
signal,skip_gram,9.974786758422852,0.9707759618759155,3,37,12.371819496154785,0.19159738719463348,skip_gram:r2,0.2485739141702652
