accuracy,branching,distractors,evaluation_axis,mean_margin,mean_target_probability,model_depth,model_seed,n,predicate,required_path,total_depth
0.020833333333333332,2,4,depth_path,-4.168685043851535,0.016675306724512968,6,11,48,ancestor_k,3,24
0.041666666666666664,2,4,depth_path,-4.225136021773021,0.022963637580801333,6,11,48,ancestor_k,12,16
0.020833333333333332,2,4,depth_path,-4.081092278162639,0.026236732356958708,6,11,48,ancestor_k,4,24
0.020833333333333332,2,4,depth_path,-4.5242603321870165,0.017285372981556673,6,11,48,ancestor_k,5,24
0.041666666666666664,2,4,depth_path,-4.391406546036403,0.02137438630025675,6,11,48,ancestor_k,6,24
0.0,2,4,depth_path,-3.9491844971974692,0.013928766489622527,6,11,48,parent,1,32
0.020833333333333332,2,4,depth_path,-4.1710144480069475,0.013884508561507877,6,11,48,grandparent,2,32
0.0,2,4,depth_path,-4.609910557667415,0.008363470157898215,6,11,48,ancestor_k,8,24
0.041666666666666664,2,4,depth_path,-4.56792230407397,0.022926178127571955,6,11,48,root,32,32
0.020833333333333332,2,4,depth_path,-3.9314157714446387,0.014434244285666864,6,11,48,ancestor_k,1,32
0.9791666666666666,2,4,depth_path,9.19740742444992,0.9755524720919008,6,11,48,isAncestor,1,32
0.9791666666666666,2,4,depth_path,9.31131281455358,0.9758362349045152,6,11,48,isAncestor,2,32
0.9791666666666666,2,4,depth_path,9.255816360314688,0.9773197088312978,6,11,48,isAncestor,3,32
0.9791666666666666,2,4,depth_path,9.12463798125585,0.9767981632224595,6,11,48,isAncestor,4,32
0.9791666666666666,2,4,depth_path,9.334131022294363,0.9769945232740914,6,11,48,isAncestor,5,32
0.9791666666666666,2,4,depth_path,9.370206852753958,0.9747675646018857,6,11,48,isAncestor,6,32
0.9791666666666666,2,4,depth_path,9.067249854405722,0.9763958132437741,6,11,48,isAncestor,8,32
0.9375,2,4,depth_path,8.748731633027395,0.9320653150401389,6,11,48,isAncestor,12,32
0.020833333333333332,2,4,depth_path,-4.175514092048009,0.014663581890545174,6,11,48,ancestor_k,2,32
0.041666666666666664,2,4,depth_path,-4.140514329075813,0.03200305823020244,6,11,48,ancestor_k,3,32
0.041666666666666664,2,4,depth_path,-4.004403213659923,0.02506172423170483,6,11,48,ancestor_k,12,24
0.020833333333333332,2,4,depth_path,-4.23072003821532,0.01324633032413658,6,11,48,ancestor_k,4,32
0.0,2,4,depth_path,-4.08673890431722,0.014956470652123244,6,11,48,ancestor_k,5,32
0.020833333333333332,2,4,depth_path,-4.88083490729332,0.008552929910024432,6,11,48,ancestor_k,6,32
0.041666666666666664,2,4,depth_path,-4.723212147752444,0.02111458413571654,6,11,48,ancestor_k,8,32
0.020833333333333332,2,4,depth_path,-4.242364327112834,0.015357143299979725,6,11,48,ancestor_k,12,32
0.041666666666666664,2,64,distractors,-3.4760256310304007,0.03401964340014274,6,11,48,parent,1,8
0.0625,2,64,distractors,-4.248500193158786,0.028996681759963394,6,11,48,grandparent,2,8
0.08333333333333333,2,64,distractors,-4.180825084447861,0.02563751909417533,6,11,48,root,8,8
0.9375,2,64,distractors,7.714664965867996,0.9256328852134175,6,11,48,isAncestor,3,8
0.0625,2,64,distractors,-3.4843507558107376,0.04703318072931021,6,11,48,ancestor_k,3,8
0.3333333333333333,2,4,depth_path,-0.840955505768458,0.21823247901920695,2,11,48,parent,1,2
0.5833333333333334,2,4,depth_path,-0.10482002298037212,0.2924160905361835,2,11,48,grandparent,2,2
0.5833333333333334,2,4,depth_path,-0.11092473069826762,0.2917189786179127,2,11,48,root,2,2
0.3125,2,4,depth_path,-1.6339432100454967,0.13848644276004052,2,11,48,parent,1,3
0.1875,2,4,depth_path,-1.8979299664497375,0.10250181504670763,2,11,48,grandparent,2,3
0.3125,2,4,depth_path,-0.9001417060693105,0.21328132428000876,2,11,48,ancestor_k,1,2
0.5208333333333334,2,4,depth_path,0.2924543619155884,0.5518410370374719,2,11,48,isAncestor,1,2
0.5208333333333334,2,4,depth_path,0.4003180464108785,0.5697149004166325,2,11,48,isAncestor,2,2
0.375,2,4,depth_path,-1.1201180617014568,0.18152425305076272,2,11,48,root,3,3
0.125,2,0,distractors,-2.9341400265693665,0.03675757277081478,2,11,48,parent,1,8
0.041666666666666664,2,0,distractors,-3.0952773988246918,0.04628353703014909,2,11,48,grandparent,2,8
0.10416666666666667,2,0,distractors,-3.020700012644132,0.04245097716405629,2,11,48,root,8,8
0.14583333333333334,2,4,depth_path,-2.3672112127145133,0.07331414394866442,2,11,48,parent,1,4
0.2916666666666667,2,4,depth_path,-2.0929123858610788,0.10421467529613437,2,11,48,grandparent,2,4
