loss,step
49.490394592285156,1
0.7452670931816101,50
0.9114127159118652,100
0.7469439506530762,150
0.8307584524154663,200
0.6949084997177124,250
0.6946226358413696,300
0.7011994123458862,350
0.683486819267273,400
0.6949332356452942,450
0.6959428787231445,500
0.6944152116775513,550
0.6976322531700134,600
0.6892101168632507,650
0.6961466073989868,700
0.6959222555160522,750
0.6984004378318787,800
0.7005556225776672,850
0.6939415335655212,900
0.6960129141807556,950
0.6883172392845154,1000
0.6969416737556458,1050
0.6932728290557861,1100
0.6930319666862488,1150
0.694790244102478,1200
